word	Malayalam-ml	emotion	emotion-intensity-score
derision	അപമാനിക്കൽ	disgust	0.500
idolatry	വിഗ്രഹാരാധന	disgust	0.500
taboo	ടാബു	disgust	0.500
screaming	കരയുന്നു	disgust	0.500
banish	പുറംതൊലി	disgust	0.500
dirt	അഴുക്ക്	disgust	0.500
goblin	ഗോപ്ലിൻ	disgust	0.500
shackle	ഇളക്കിക്കൊല്ലുക	disgust	0.500
bribery	കൈക്കൂലി	disgust	0.500
flagrant	തുറന്ന	disgust	0.500
jealousy	അസൂയ	disgust	0.500
impurity	അശുദ്ധി	disgust	0.500
theft	മോഷണം	disgust	0.500
bitterness	കയ്പ്പ്	disgust	0.500
offense	കുറ്റമായാണ്	disgust	0.500
impeach	ഇംപീച്ച്	disgust	0.500
blight	കരിമ്പടം	disgust	0.500
duress	കുഴപ്പം	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	അത്യാഗ്രഹം	disgust	0.500
tirade	കരയുക	disgust	0.500
squirm	ശാന്തം	disgust	0.492
robber	കൊള്ളക്കാരൻ	disgust	0.492
ill	മോശം	disgust	0.492
unconscionable	പരിഭ്രാന്തിയില്ലാത്ത	disgust	0.492
recession	മാന്ദ്യം	disgust	0.492
gorge	മരം	disgust	0.492
wreck	തകർക്കുക	disgust	0.492
malign	നശിപ്പിക്കുക	disgust	0.492
boil	തിളപ്പിക്കുക	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	ഇഡിയറ്റ്	disgust	0.492
disreputable	നിസ്സഹായനാണ്	disgust	0.492
wasteful	വൃത്തികെട്ട	disgust	0.484
affliction	കഷ്ടത	disgust	0.484
stain	കറ	disgust	0.484
contempt	അവജ്ഞ	disgust	0.484
nappy	കഷ്ടമാണ്	disgust	0.484
mutiny	കലാപം	disgust	0.484
occult	നിഗൂഢത	disgust	0.484
tramp	തമ്പ്	disgust	0.484
unbearable	സഹിക്കാനാവാത്ത	disgust	0.484
offender	കുറ്റവാളി	disgust	0.484
servile	മദ്യം	disgust	0.484
contraband	നിയമലംഘനം	disgust	0.484
raging	ആകാംഷയോടെ	disgust	0.484
snarl	സ്തർൽ	disgust	0.484
mad	ഭ്രാന്തൻ	disgust	0.484
subjugation	അടിമത്തം	disgust	0.484
possessed	കൈവശമാക്കി	disgust	0.484
animosity	വിദ്വേഷം	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	അപകീർത്തിപ്പെടുത്തൽ	disgust	0.484
disrespectful	അനാദരവ്	disgust	0.484
mess	കുഴപ്പമില്ല	disgust	0.484
nepotism	സ്വജനപക്ഷപാതം	disgust	0.484
inexcusable	ക്ഷമിക്കാത്തവനോ	disgust	0.484
pathetic	ദയനീയമാണ്	disgust	0.477
unpleasant	അസുഖകരമായ	disgust	0.477
suppression	അടിച്ചമർത്തൽ	disgust	0.477
mockery	പരിഹസിക്കുക	disgust	0.477
palsy	പാൽസി	disgust	0.477
criminal	കുറ്റവാളി	disgust	0.477
illegality	നിയമവിരുദ്ധമാണ്	disgust	0.477
uncaring	അറിയില്ല	disgust	0.477
antagonistic	വിരുദ്ധമായ	disgust	0.477
immorality	അധാർമികത	disgust	0.477
dismal	മോശം	disgust	0.477
angry	ദേഷ്യം	disgust	0.469
repellent	നിന്ദ്യമായ	disgust	0.469
cough	ചുമ	disgust	0.469
arrogant	അഹങ്കാരം	disgust	0.469
grating	വെടിവയ്ക്കുക	disgust	0.469
aggravation	ഉപദ്രവിക്കൽ	disgust	0.469
livid	നിശബ്ദമായി	disgust	0.469
banishment	നാടുകടത്തൽ	disgust	0.469
shoddy	നിശബ്ദത	disgust	0.469
banshee	ബൻഷെ	disgust	0.469
poverty	ദാരിദ്ര്യം	disgust	0.469
wallow	വാലു	disgust	0.469
outrage	ആക്ഷേപം	disgust	0.469
mocking	പരിഹസിക്കുക	disgust	0.469
furious	രോഷം	disgust	0.469
perspiration	വിയർപ്പ്	disgust	0.469
prick	പ്രാവി	disgust	0.461
recklessness	ഉറക്കമില്ലായ്മ	disgust	0.461
distorted	വികലമായി	disgust	0.461
fraudulent	വഞ്ചനാപരമായ	disgust	0.461
spider	ചിലന്തി	disgust	0.461
quack	ക്വാക്കർ	disgust	0.461
perdition	നാശമാണ്	disgust	0.461
muddy	ചേന	disgust	0.461
spurious	കള്ളൻ	disgust	0.461
insulting	അപമാനിക്കൽ	disgust	0.461
scar	സ്കാർ	disgust	0.461
deceive	വഞ്ചിക്കുക	disgust	0.461
unjustifiable	ന്യായീകരിക്കാനാവില്ല	disgust	0.461
fool	മൂഢൻ	disgust	0.461
deplore	വഞ്ചിക്കുക	disgust	0.461
plunder	കൊള്ളുക	disgust	0.461
aphid	aphid	disgust	0.453
bane	ബേൺ	disgust	0.453
indignation	ക്രോധം	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	സ്വാർഥത	disgust	0.453
disparage	അപമാനം	disgust	0.453
cur	കെ	disgust	0.453
dishonest	സത്യസന്ധതയില്ല	disgust	0.453
stigma	നിഗൂഢത	disgust	0.453
eschew	ഒഴിഞ്ഞുമാറുക	disgust	0.453
antipathy	അണുബാധ	disgust	0.453
alienate	അന്യഗ്രഹിക്കുക	disgust	0.453
disingenuous	മനംപിരട്ട	disgust	0.453
elimination	ഉന്മൂലനം	disgust	0.453
unthinkable	ചിന്തിക്കാനാവാത്ത	disgust	0.453
wasted	പാഴാക്കി	disgust	0.445
recalcitrant	അനുരഞ്ജനം	disgust	0.445
iniquity	അകൃത്യം	disgust	0.445
mosquito	കൊതുക്	disgust	0.445
caries	ഉത്പന്നങ്ങൾ	disgust	0.445
bankruptcy	പാപ്പരത്തം	disgust	0.445
egotistical	വൃത്തികെട്ട	disgust	0.445
piles	മൂടാൻ	disgust	0.445
smell	മണം	disgust	0.445
vacuous	വൃത്തികെട്ട	disgust	0.445
despair	നിരാശ	disgust	0.445
opium	കറുപ്പ്	disgust	0.445
garish	നരച്ച	disgust	0.445
lie	കള്ളം പറയുക	disgust	0.445
pious	ഭക്തിയുള്ള	disgust	0.445
aversion	വിദ്വേഷം	disgust	0.438
sticky	പശിമയുള്ള	disgust	0.438
scream	ആലപ്പുഴ	disgust	0.438
alien	അന്യൻ	disgust	0.438
shun	അവഗണിക്കുക	disgust	0.438
abnormal	അസാധാരണമായ	disgust	0.438
ashamed	ലജ്ജിച്ചു	disgust	0.438
inmate	തടവുകാരൻ	disgust	0.438
abject	നിശബ്ദമായി	disgust	0.438
hog	ഹോഗ്	disgust	0.438
hopelessness	നിരുപദ്രവ്യം	disgust	0.438
homeless	വീടില്ല	disgust	0.438
obnoxious	ശോചനീയമായ	disgust	0.438
curse	ശാപം	disgust	0.430
creature	ജീവി	disgust	0.430
cursing	ശാപം	disgust	0.430
illegal	നിയമവിരുദ്ധമാണ്	disgust	0.430
lusty	മോഹഭംഗം	disgust	0.430
shameless	ലജ്ജാകരമാണ്	disgust	0.430
debris	അവശിഷ്ടങ്ങൾ	disgust	0.430
defiance	എതിർപ്പ്	disgust	0.430
pall	പോൽ	disgust	0.430
falsity	വഞ്ചന	disgust	0.430
reflux	റിഫ്ളക്സ്	disgust	0.430
incredulous	അവിശ്വസനീയമായ	disgust	0.430
adverse	പ്രതികൂലമായ	disgust	0.430
trickery	വഞ്ചന	disgust	0.430
callous	കാപട്യമാണ്	disgust	0.430
separatist	വിഘടനവാദി	disgust	0.430
undesirable	അഭികാമ്യം	disgust	0.430
denounce	നിരസിക്കുക	disgust	0.430
witch	മന്ത്രവാദം	disgust	0.430
bum	ബം	disgust	0.422
bovine	ബോവ്യിൻ	disgust	0.422
denunciation	ശിക്ഷ	disgust	0.422
untidy	അസുഖം	disgust	0.422
impure	മലിനമാക്കുക	disgust	0.422
mistrust	അവിശ്വാസം	disgust	0.422
tarnish	കളങ്കപ്പെടുത്തൽ	disgust	0.422
ferocious	ഭീകരമായ	disgust	0.422
gush	ക്ഷീണിപ്പിക്കുക	disgust	0.422
infantile	infantile	disgust	0.422
ammonia	അമോണിയ	disgust	0.422
offend	കുറ്റബോധം	disgust	0.422
idiotic	വിഡ്ഢിത്തം	disgust	0.422
hypertrophy	ഹൈപ്പർട്രോഫി	disgust	0.422
nicotine	നിക്കോട്ടിൻ	disgust	0.422
tasteless	രുചിയില്ലാത്ത	disgust	0.422
pompous	തങ്കമണി	disgust	0.422
socialist	സോഷ്യലിസ്റ്റ്	disgust	0.422
delinquent	അപരാധം	disgust	0.422
swarm	ആയുധം	disgust	0.422
contentious	വിരുദ്ധമായ	disgust	0.422
carelessness	അശ്രദ്ധ	disgust	0.422
hairy	രോമിലമായ	disgust	0.422
wasting	ക്ഷയിക്കുന്നു	disgust	0.422
slush	തട്ടുക	disgust	0.422
affront	അസ്വാസ്ഥ്യം	disgust	0.422
collapse	ചുരുക്കുക	disgust	0.422
badness	മോശം	disgust	0.422
dishonesty	വഞ്ചന	disgust	0.414
vegetative	തുമ്പില്	disgust	0.414
displacency	അപരാധം	disgust	0.414
unfavorable	അനുകൂലമായ	disgust	0.414
disobey	അനുസരിക്കരുത്	disgust	0.414
sour	പുളി	disgust	0.414
socialism	സോഷ്യലിസം	disgust	0.414
murky	നിശബ്ദത	disgust	0.414
neglected	അവഗണിക്കപ്പെട്ടു	disgust	0.414
drivel	മുട്ടുകുത്തി	disgust	0.414
vampire	വാമ്പയർ	disgust	0.414
litigious	നിയമപരമായി	disgust	0.414
illegitimate	നിയമവിരുദ്ധമായ	disgust	0.414
disgruntled	അസംബന്ധം	disgust	0.406
ignorant	അറിവില്ല	disgust	0.406
outcast	വെട്ടിമാറ്റുക	disgust	0.406
unkind	നിര്ദ്ദയമായ	disgust	0.406
repel	തിരികേ	disgust	0.406
displeasure	അസംബന്ധം	disgust	0.406
phony	ഫോണി	disgust	0.406
shoplifting	ഷോപ്പിംഗ്	disgust	0.406
dislike	ഇഷ്ടപ്പെടാത്തത്	disgust	0.406
unlawful	നിയമവിരുദ്ധമാണ്	disgust	0.406
bogus	വ്യാജം	disgust	0.406
discontinuity	നിർത്തലാക്കൽ	disgust	0.406
recidivism	recidivism	disgust	0.406
ungrateful	നന്ദി	disgust	0.406
wrongdoing	തെറ്റ്	disgust	0.406
falsify	വഞ്ചിക്കുക	disgust	0.406
prosecution	പ്രോസിക്യൂഷൻ	disgust	0.406
failure	പരാജയം	disgust	0.398
loon	വഴക്കുക	disgust	0.398
lick	നട്ടെല്ല്	disgust	0.398
subvert	ഉപരോധം	disgust	0.398
rigor	രോഷം	disgust	0.398
unruly	വഞ്ചന	disgust	0.398
paucity	കുറവ്	disgust	0.398
unnatural	പ്രകൃതിവിരുദ്ധമായ	disgust	0.398
averse	അവഗണന	disgust	0.398
senseless	ബുദ്ധിഹീനമായ	disgust	0.398
worsening	വഷളായി	disgust	0.398
disdain	ധിക്കാരം	disgust	0.398
woe	കഷ്ടം!	disgust	0.398
woefully	കഷ്ടം	disgust	0.398
amphetamines	ആംഫർട്ടമിൻസ്	disgust	0.398
stingy	വിഷമം	disgust	0.398
crushing	തകർക്കുന്നു	disgust	0.398
insult	അപമാനിക്കുക	disgust	0.393
damage	ക്ഷതം	disgust	0.391
hardened	കഠിനമായി	disgust	0.391
diatribe	ഡയാട്രിബ്	disgust	0.391
averseness	അസ്വാസ്ഥ്യം	disgust	0.391
critter	critter	disgust	0.391
muff	മഫ്	disgust	0.391
antisocial	ആന്റി സോഷ്യൽ	disgust	0.391
punishment	ശിക്ഷ	disgust	0.391
bad	മോശം	disgust	0.391
punished	ശിക്ഷിക്കപ്പെട്ടു	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	പുറത്താക്കുക	disgust	0.391
farcical	ഫാർട്ടിക്കൽ	disgust	0.391
scorpion	തേൾ	disgust	0.391
sacrifices	യാഗങ്ങൾ	disgust	0.383
plagiarism	പരോക്ഷ വിവാദം	disgust	0.383
hypocritical	കപടഭക്തി	disgust	0.383
divorce	വിവാഹമോചനം	disgust	0.383
presumptuous	അചഞ്ചലമായ	disgust	0.383
discord	നിരസിക്കുക	disgust	0.383
fugitive	അഭയാർത്ഥി	disgust	0.383
fulsome	പൂർണ്ണമായ	disgust	0.383
shabby	ഷബ്ബി	disgust	0.383
orc	orc	disgust	0.383
adder	ആഡ്	disgust	0.383
anaconda	അനക്കോണ്ട	disgust	0.383
surly	വല്ലാത്ത	disgust	0.383
irrational	യുക്തിരാഹിത്യം	disgust	0.383
disappoint	നിരാശപ്പെടുത്തുക	disgust	0.383
illiterate	നിരക്ഷരൻ	disgust	0.383
lament	വിലാപങ്ങൾ	disgust	0.383
eviction	ഒഴിപ്പിക്കൽ	disgust	0.383
teeming	ചതിക്കുഴികൾ	disgust	0.383
guilt	കുറ്റബോധം	disgust	0.383
misconduct	വഞ്ചന	disgust	0.375
blame	കുറ്റപ്പെടുത്തുക	disgust	0.375
alienation	അന്യവൽക്കരണം	disgust	0.375
depressing	വിഷാദം	disgust	0.375
irritating	പ്രകോപിപ്പിക്കരുത്	disgust	0.375
plight	കഷ്ടം	disgust	0.375
unworthy	അയോഗ്യമല്ല	disgust	0.375
dislocated	ചിതറിക്കിടക്കുക	disgust	0.375
scoff	അപമാനിതൻ	disgust	0.375
irritation	അസ്വസ്ഥത	disgust	0.375
defective	വികലമായ	disgust	0.375
shock	ഞെട്ടൽ	disgust	0.375
hoax	തട്ടിപ്പ്	disgust	0.367
coerce	സഹകരിക്കുക	disgust	0.367
revoke	പിൻവലിക്കുക	disgust	0.367
stripped	അഴിഞ്ഞു	disgust	0.367
exclusion	ഒഴിവാക്കുക	disgust	0.367
blatant	അസൂയ	disgust	0.367
disillusionment	മോഹഭംഗം	disgust	0.367
squelch	തുളച്ച്	disgust	0.367
unhealthy	അനാരോഗ്യമാണ്	disgust	0.367
toad	തക്കാളി	disgust	0.367
wimpy	വിമ്മി	disgust	0.367
pitfall	കഷ്ടം	disgust	0.367
vainly	വ്യർത്ഥമായി	disgust	0.367
powerless	ശക്തിയില്ലാത്ത	disgust	0.367
cad	കാഡ്	disgust	0.367
hurtful	വേദനിപ്പിക്കുന്നു	disgust	0.367
shuddering	ഷഡ്ഡഡിംഗ്	disgust	0.367
wimp	wimp	disgust	0.367
oddity	വിചിത്രമായ	disgust	0.359
rebellion	കലാപം	disgust	0.359
incompatible	അനുയോജ്യമല്ല	disgust	0.359
ineptitude	അസ്തിത്വമില്ല	disgust	0.359
dispose	കളയുക	disgust	0.359
disobedience	അനുസരണക്കേട്	disgust	0.359
damn	കഷ്ടം	disgust	0.359
bug	ബഗ്	disgust	0.359
deserted	ഉപേക്ഷിച്ചു	disgust	0.359
litigate	വാദിക്കുക	disgust	0.352
ridiculous	പരിഹാസ്യമാണ്	disgust	0.352
compost	കമ്പോസ്റ്റ്	disgust	0.352
obi	obi	disgust	0.352
untoward	അസൂയ	disgust	0.352
censor	സെൻസർ	disgust	0.352
uncertain	അനിശ്ചിതമായ	disgust	0.352
lawyer	അഭിഭാഷകൻ	disgust	0.352
flinch	തിളങ്ങുക	disgust	0.352
flesh	മാംസം	disgust	0.352
crushed	തകർത്തു	disgust	0.352
displeased	അപ്രതീക്ഷിതമായി	disgust	0.352
inept	ശരിയല്ലാത്ത	disgust	0.352
wrongful	തെറ്റായ	disgust	0.352
cutting	മുറിക്കൽ	disgust	0.352
fierce	ഭീകരമായ	disgust	0.352
misbehavior	തെറ്റായ പെരുമാറ്റം	disgust	0.352
frustrate	നിരാശപ്പെടുത്തുക	disgust	0.352
dismissal	പുറത്താക്കൽ	disgust	0.352
disapprove	നിരാകരിക്കുക	disgust	0.344
