word	Frisian-fy	emotion	emotion-intensity-score
hag	hag	disgust	0.602
butcher	slachter	disgust	0.594
lunatic	lunatysk	disgust	0.594
venom	venom	disgust	0.594
repelling	ôfbrekke	disgust	0.594
thug	thug	disgust	0.594
misery	lijen	disgust	0.594
toilet	húske	disgust	0.594
slug	slug	disgust	0.594
catastrophe	katastrofe	disgust	0.594
epidemic	epidemy	disgust	0.594
gut	goed	disgust	0.594
intoxicated	yntreekt	disgust	0.594
blister	blier	disgust	0.594
deceitful	ferrifelje	disgust	0.594
hostility	fijannigens	disgust	0.594
queasiness	wierskynlik	disgust	0.594
lurid	lurid	disgust	0.594
sinner	sûnder	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	fekânsje	disgust	0.586
harass	harass	disgust	0.586
unclean	ûnreine	disgust	0.586
prostitute	prostituee	disgust	0.586
pornography	pornografy	disgust	0.586
dreadful	dreadful	disgust	0.586
deteriorated	fersmoarge	disgust	0.586
appalling	geweldich	disgust	0.586
unfaithful	ûntrou	disgust	0.578
rash	útstel	disgust	0.578
humiliating	humilistysk	disgust	0.578
ruinous	ruinous	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	offensief	disgust	0.578
conspirator	konspirator	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	ôfbrek	disgust	0.578
mangle	mingje	disgust	0.578
flea	flea	disgust	0.578
hypocrite	hypokrit	disgust	0.578
retard	retard	disgust	0.578
fiend	fiend	disgust	0.578
sick	siik	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	ekspedysje	disgust	0.578
treacherous	treacherous	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spuie	disgust	0.570
devastating	fergriemd	disgust	0.570
bastard	bastard	disgust	0.570
messy	moandei	disgust	0.570
flog	flog	disgust	0.570
egregious	egregious	disgust	0.570
swamp	sompe	disgust	0.570
oppress	oppress	disgust	0.570
despise	ferachtsje	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	slang	disgust	0.570
snake	slang	disgust	0.562
terrible	freeslik	disgust	0.562
awful	swier	disgust	0.562
harmful	skealik	disgust	0.562
insanity	geweldigheid	disgust	0.562
indecent	ûnfatsoenlik	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	skuldrel	disgust	0.562
enemy	fijân	disgust	0.562
stealing	stealing	disgust	0.562
alcoholism	alkoholisme	disgust	0.562
humiliation	humiliaasje	disgust	0.562
ruthless	rêstich	disgust	0.562
sloppy	sloppich	disgust	0.562
tyrannical	tirannike	disgust	0.562
harlot	harlot	disgust	0.562
sinning	sinning	disgust	0.562
robbery	raar	disgust	0.555
insufferable	insufferable	disgust	0.555
arsenic	arsenik	disgust	0.555
bloody	bloedich	disgust	0.555
odious	ôfwike	disgust	0.555
ridicule	ridicule	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	tebek	disgust	0.555
collusion	kollusion	disgust	0.555
distaste	distaste	disgust	0.555
segregate	segregate	disgust	0.555
discriminating	diskriminearjend	disgust	0.555
coward	leffert	disgust	0.555
wickedness	ferkear	disgust	0.555
threatening	bedriging	disgust	0.555
unattractive	net te berikken	disgust	0.555
slayer	slayer	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicella	disgust	0.555
miserable	miserabele	disgust	0.547
sty	sty	disgust	0.547
ogre	ogre	disgust	0.547
coercion	oandwaan	disgust	0.547
thief	dief	disgust	0.547
slur	slur	disgust	0.547
suffocating	opfallend	disgust	0.547
anathema	Anathema	disgust	0.547
purgatory	purgatory	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	bitterly	disgust	0.547
burglar	burglar	disgust	0.547
attacking	oanfalle	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	feroardieling	disgust	0.547
pillage	piloat	disgust	0.547
deleterious	geweldich	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	repudiaasje	disgust	0.539
infidelity	Ungeduld	disgust	0.539
liar	liger	disgust	0.539
fatty	fetlik	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	dronken	disgust	0.539
disgrace	skande	disgust	0.539
shame	skamte	disgust	0.539
jealous	ealje	disgust	0.539
imprisoned	yn 'e finzenis	disgust	0.539
pig	baarch	disgust	0.539
greedy	gierich	disgust	0.539
sloth	slot	disgust	0.539
lethal	tidich	disgust	0.536
burnt	ferbrâne	disgust	0.531
aberration	Aberration	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	hingje	disgust	0.531
destructive	destruktyf	disgust	0.531
smuggler	smuggler	disgust	0.531
intolerant	ûnferdraachsum	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	yndrukke	disgust	0.531
ruined	ruïne	disgust	0.531
withered	ferwûnen	disgust	0.531
disintegrate	ûntbrekke	disgust	0.531
brawl	brawl	disgust	0.531
blemish	smet	disgust	0.531
neurotic	neurotyk	disgust	0.531
blasphemous	blasphemous	disgust	0.531
lying	lizze	disgust	0.531
painful	pynlik	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	ôfgryslik	disgust	0.523
mistress	mistress	disgust	0.523
disparaging	disparaging	disgust	0.523
rubbish	ferdylgje	disgust	0.523
derogation	derogaasje	disgust	0.523
accusation	beskuldiging	disgust	0.523
intolerance	yntolerânsje	disgust	0.523
incarceration	ynkarceraasje	disgust	0.523
blighted	bliuwde	disgust	0.523
sump	sump	disgust	0.516
deplorable	lekkerber	disgust	0.516
daemon	daemon	disgust	0.516
cringe	kringe	disgust	0.516
degrade	degradearje	disgust	0.516
gutter	Wetter - Agrarwetter	disgust	0.516
rob	rob	disgust	0.516
grim	bartsk	disgust	0.516
defraud	ferrifelje	disgust	0.516
tortious	tortyf	disgust	0.516
eradication	fergrieming	disgust	0.516
stink	stank	disgust	0.516
convict	fonnisje	disgust	0.516
dishonor	Wetter - Agrarwetter	disgust	0.516
vulture	fûgels	disgust	0.516
remains	oerbliuwsel	disgust	0.516
mite	mite	disgust	0.516
betray	ferriede	disgust	0.516
sham	sham	disgust	0.509
endemic	endemysk	disgust	0.508
bombed	bombardearre	disgust	0.508
distress	need	disgust	0.508
pest	pest	disgust	0.508
incurable	ûnskuldich	disgust	0.508
worthless	weardeleas	disgust	0.508
rejection	ôfwizing	disgust	0.508
distasteful	ferdoarn	disgust	0.508
schizophrenia	skizophrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	smelling	disgust	0.508
cheat	falsk	disgust	0.508
blob	blob	disgust	0.508
prisoner	finzene	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ramp	disgust	0.508
crude	rûch	disgust	0.508
resentment	resentment	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	glut	disgust	0.508
polemic	polemysk	disgust	0.500
derision	deris	disgust	0.500
idolatry	idolatry	disgust	0.500
taboo	taboe	disgust	0.500
screaming	skreauwe	disgust	0.500
banish	ferbean	disgust	0.500
dirt	smoargens	disgust	0.500
goblin	goblin	disgust	0.500
shackle	shackle	disgust	0.500
bribery	bribery	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	ealje	disgust	0.500
impurity	impurity	disgust	0.500
theft	stellerij	disgust	0.500
bitterness	ferbittering	disgust	0.500
offense	oanstjit	disgust	0.500
impeach	impeach	disgust	0.500
blight	bliuw	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	griente	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	robber	disgust	0.492
ill	siik	disgust	0.492
unconscionable	ûnbewust	disgust	0.492
recession	resessy	disgust	0.492
gorge	gorge	disgust	0.492
wreck	wraak	disgust	0.492
malign	malignearje	disgust	0.492
boil	siede	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	ûnreputabele	disgust	0.492
wasteful	ferdoarn	disgust	0.484
affliction	ellinde	disgust	0.484
stain	flek	disgust	0.484
contempt	ferachting	disgust	0.484
nappy	Wetter - Agrarwetter	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	okkult	disgust	0.484
tramp	swalker	disgust	0.484
unbearable	ûndraachlik	disgust	0.484
offender	skuldiger	disgust	0.484
servile	servile	disgust	0.484
contraband	kontraband	disgust	0.484
raging	rivier	disgust	0.484
snarl	snarl	disgust	0.484
mad	Mad	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	beset	disgust	0.484
animosity	animosity	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	defamaasje	disgust	0.484
disrespectful	disrespectful	disgust	0.484
mess	mess	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	ûnbeskikber	disgust	0.484
pathetic	poetysk	disgust	0.477
unpleasant	unfreonlik	disgust	0.477
suppression	ûnderdrukking	disgust	0.477
mockery	spultsje	disgust	0.477
palsy	palsy	disgust	0.477
criminal	krimineel	disgust	0.477
illegality	yllegaliteit	disgust	0.477
uncaring	Ungelok	disgust	0.477
antagonistic	antagonistysk	disgust	0.477
immorality	ymmoraliteit	disgust	0.477
dismal	geweldich	disgust	0.477
angry	lilk	disgust	0.469
repellent	repellent	disgust	0.469
cough	hoesten	disgust	0.469
arrogant	eigenwiis	disgust	0.469
grating	griente	disgust	0.469
aggravation	fergriemen	disgust	0.469
livid	livid	disgust	0.469
banishment	ferbjustering	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	earmoed	disgust	0.469
wallow	Wetter - Agrarwetter	disgust	0.469
outrage	skamje	disgust	0.469
mocking	mocking	disgust	0.469
furious	geweldig	disgust	0.469
perspiration	swit	disgust	0.469
prick	prick	disgust	0.461
recklessness	reeklessiteit	disgust	0.461
distorted	ferwurde	disgust	0.461
fraudulent	fraudulent	disgust	0.461
spider	spin	disgust	0.461
quack	quack	disgust	0.461
perdition	perdysje	disgust	0.461
muddy	muddy	disgust	0.461
spurious	spurius	disgust	0.461
insulting	ferneatigje	disgust	0.461
scar	skar	disgust	0.461
deceive	ferrifelje	disgust	0.461
unjustifiable	net te bepalen	disgust	0.461
fool	gek	disgust	0.461
deplore	ôfbrekke	disgust	0.461
plunder	plunder	disgust	0.461
aphid	aphide	disgust	0.453
bane	bane	disgust	0.453
indignation	eangje	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	eigennamme	disgust	0.453
disparage	ferdwine	disgust	0.453
cur	kur	disgust	0.453
dishonest	ûnearlik	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipaty	disgust	0.453
alienate	alienate	disgust	0.453
disingenuous	ûntbrekt	disgust	0.453
elimination	eliminaasje	disgust	0.453
unthinkable	net te begripen	disgust	0.453
wasted	ferwûne	disgust	0.445
recalcitrant	opnij	disgust	0.445
iniquity	skuld	disgust	0.445
mosquito	mosquito	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	fallisemint	disgust	0.445
egotistical	egoïstysk	disgust	0.445
piles	pylken	disgust	0.445
smell	rûke	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	ferachting	disgust	0.445
opium	opium	disgust	0.445
garish	garlike	disgust	0.445
lie	lizze	disgust	0.445
pious	pious	disgust	0.445
aversion	ôfkear	disgust	0.438
sticky	klebrig	disgust	0.438
scream	skreau	disgust	0.438
alien	alien	disgust	0.438
shun	shun	disgust	0.438
abnormal	abnormaal	disgust	0.438
ashamed	beskamme	disgust	0.438
inmate	ynmate	disgust	0.438
abject	ôfwike	disgust	0.438
hog	hog	disgust	0.438
hopelessness	hopelessness	disgust	0.438
homeless	dakleas	disgust	0.438
obnoxious	ûnmooglik	disgust	0.438
curse	flok	disgust	0.430
creature	skepsel	disgust	0.430
cursing	ferflokt	disgust	0.430
illegal	yllegaal	disgust	0.430
lusty	lustig	disgust	0.430
shameless	shameless	disgust	0.430
debris	debris	disgust	0.430
defiance	ferset	disgust	0.430
pall	pall	disgust	0.430
falsity	falsiids	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	ûnregelmjittich	disgust	0.430
adverse	negatyf	disgust	0.430
trickery	trouwen	disgust	0.430
callous	kâld	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	ûnwille	disgust	0.430
denounce	tsjinje	disgust	0.430
witch	hekse	disgust	0.430
bum	bom	disgust	0.422
bovine	bovine	disgust	0.422
denunciation	Denominaasje	disgust	0.422
untidy	Untidy	disgust	0.422
impure	ûnreine	disgust	0.422
mistrust	mistrouwen	disgust	0.422
tarnish	fergriemje	disgust	0.422
ferocious	ferwoaste	disgust	0.422
gush	gush	disgust	0.422
infantile	infantile	disgust	0.422
ammonia	ammoniak	disgust	0.422
offend	oanstjit	disgust	0.422
idiotic	idiotysk	disgust	0.422
hypertrophy	hypertrophy	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	smaakloos	disgust	0.422
pompous	pompous	disgust	0.422
socialist	sosjalist	disgust	0.422
delinquent	delinquint	disgust	0.422
swarm	swarm	disgust	0.422
contentious	freugde	disgust	0.422
carelessness	ûngelokens	disgust	0.422
hairy	hierrich	disgust	0.422
wasting	wasting	disgust	0.422
slush	slûch	disgust	0.422
affront	affront	disgust	0.422
collapse	ynsakje	disgust	0.422
badness	badheid	disgust	0.422
dishonesty	ûnwittendheid	disgust	0.414
vegetative	vegetatyf	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	ûngeunstich	disgust	0.414
disobey	disobey	disgust	0.414
sour	sauer	disgust	0.414
socialism	sosjalisme	disgust	0.414
murky	murky	disgust	0.414
neglected	ferwûne	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampire	disgust	0.414
litigious	litig	disgust	0.414
illegitimate	illegitatyf	disgust	0.414
disgruntled	disgruntled	disgust	0.406
ignorant	ûnwittend	disgust	0.406
outcast	útstjit	disgust	0.406
unkind	ûnkind	disgust	0.406
repel	ôfbrekke	disgust	0.406
displeasure	displeasure	disgust	0.406
phony	phony	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	ôfwike	disgust	0.406
unlawful	unlawful	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	diskontinuiteit	disgust	0.406
recidivism	residivisme	disgust	0.406
ungrateful	ûnredich	disgust	0.406
wrongdoing	ferkeard	disgust	0.406
falsify	falsifisearje	disgust	0.406
prosecution	ferfolch	disgust	0.406
failure	mislearring	disgust	0.398
loon	loon	disgust	0.398
lick	liken	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigel	disgust	0.398
unruly	ûnrjochtich	disgust	0.398
paucity	mjitte	disgust	0.398
unnatural	ûnnatuerlik	disgust	0.398
averse	averse	disgust	0.398
senseless	sinnich	disgust	0.398
worsening	fergrutsje	disgust	0.398
disdain	ferfalle	disgust	0.398
woe	woe	disgust	0.398
woefully	woe	disgust	0.398
amphetamines	amphetamines	disgust	0.398
stingy	stingy	disgust	0.398
crushing	smoarch	disgust	0.398
insult	beleane	disgust	0.393
damage	skea	disgust	0.391
hardened	hardened	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	ferachting	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisosysk	disgust	0.391
punishment	straf	disgust	0.391
bad	min	disgust	0.391
punished	straft	disgust	0.391
disrelish	ferdylgje	disgust	0.391
expel	fertsjinje	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	scorpion	disgust	0.391
sacrifices	offeroffers	disgust	0.383
plagiarism	plagiarisme	disgust	0.383
hypocritical	hypokritysk	disgust	0.383
divorce	skieding	disgust	0.383
presumptuous	fermoedlik	disgust	0.383
discord	Ungelok	disgust	0.383
fugitive	flechtling	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	ferkeard	disgust	0.383
irrational	irrational	disgust	0.383
disappoint	ûntbrekke	disgust	0.383
illiterate	ûnwittend	disgust	0.383
lament	lampe	disgust	0.383
eviction	ôfskieding	disgust	0.383
teeming	teeming	disgust	0.383
guilt	skuld	disgust	0.383
misconduct	miskondukt	disgust	0.375
blame	skuld	disgust	0.375
alienation	feriening	disgust	0.375
depressing	drukke	disgust	0.375
irritating	irritearend	disgust	0.375
plight	fûgel	disgust	0.375
unworthy	net wurdich	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	irritation	disgust	0.375
defective	defekt	disgust	0.375
shock	skok	disgust	0.375
hoax	hoax	disgust	0.367
coerce	oansette	disgust	0.367
revoke	ferwiderje	disgust	0.367
stripped	ôfbrekke	disgust	0.367
exclusion	útsluting	disgust	0.367
blatant	blatend	disgust	0.367
disillusionment	disillusionment	disgust	0.367
squelch	swelch	disgust	0.367
unhealthy	ûngewoan	disgust	0.367
toad	Pod	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	eare	disgust	0.367
powerless	machtich	disgust	0.367
cad	cad	disgust	0.367
hurtful	swak	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	opstân	disgust	0.359
incompatible	ynkompatibel	disgust	0.359
ineptitude	ineptitude	disgust	0.359
dispose	dispose	disgust	0.359
disobedience	disobedience	disgust	0.359
damn	damn	disgust	0.359
bug	bug	disgust	0.359
deserted	deserted	disgust	0.359
litigate	litigate	disgust	0.352
ridiculous	ridlik	disgust	0.352
compost	kompost	disgust	0.352
obi	obi	disgust	0.352
untoward	untoward	disgust	0.352
censor	sintraal	disgust	0.352
uncertain	ûnwis	disgust	0.352
lawyer	advokaat	disgust	0.352
flinch	flinch	disgust	0.352
flesh	fleis	disgust	0.352
crushed	ferwûne	disgust	0.352
displeased	fereale	disgust	0.352
inept	inept	disgust	0.352
wrongful	ferkeard	disgust	0.352
cutting	ferwiderje	disgust	0.352
fierce	fûl	disgust	0.352
misbehavior	misbehavior	disgust	0.352
frustrate	frustrearje	disgust	0.352
dismissal	ûntslach	disgust	0.352
disapprove	ôfbrekke	disgust	0.344
depreciate	ôfwike	disgust	0.344
tearful	tearlik	disgust	0.344
thoughtless	tinzen	disgust	0.336
unsettled	ûnbeheind	disgust	0.336
lumpy	lompje	disgust	0.336
discoloration	ferfroulingen	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	disinclination	disgust	0.336
distrust	mistrouwen	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	oardiel	disgust	0.336
discontent	Untstean	disgust	0.336
grumble	grompe	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	heartick	disgust	0.336
disliked	ferdwûn	disgust	0.336
bickering	brakering	disgust	0.336
disallowed	ûntslein	disgust	0.336
unmanageable	unmanageable	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	net tefreden	disgust	0.328
whine	wyn	disgust	0.328
exasperation	eksasperaasje	disgust	0.328
instability	ynstabiliteit	disgust	0.328
provoking	provokearjen	disgust	0.328
disappointed	teloarsteld	disgust	0.328
inhibit	ynteritisje	disgust	0.328
sly	sly	disgust	0.328
grievance	grievens	disgust	0.328
materialist	materialist	disgust	0.328
excluded	útsluten	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	misleading	disgust	0.321
