word	Luxembourgish-lb	emotion	emotion-intensity-score
ridicule	lächerlech ze maachen	disgust	0.555
atrophy	Atrophie	disgust	0.555
beastly	beastly	disgust	0.555
collusion	Kollusion	disgust	0.555
distaste	distasteiert sinn	disgust	0.555
segregate	ze trennen	disgust	0.555
discriminating	diskriminéieren	disgust	0.555
coward	Feierowend	disgust	0.555
wickedness	Gnod	disgust	0.555
threatening	bedroht	disgust	0.555
unattractive	net attraktiv	disgust	0.555
slayer	Doudeger geschitt	disgust	0.555
flabby	loossen	disgust	0.555
varicella	Varicella	disgust	0.555
miserable	miserabel	disgust	0.547
sty	gär	disgust	0.547
ogre	ogre	disgust	0.547
coercion	Zwang ausgesat	disgust	0.547
thief	Déif kënnt	disgust	0.547
slur	Stier	disgust	0.547
suffocating	erstäerkt	disgust	0.547
anathema	Anathema	disgust	0.547
purgatory	Feegfeier	disgust	0.547
malevolent	béiswëlleg	disgust	0.547
bitterly	bitterly	disgust	0.547
burglar	Abriecher	disgust	0.547
attacking	ugräifen	disgust	0.547
vesicular	vesnikulär	disgust	0.547
condemnation	Veruerteelung	disgust	0.547
pillage	Pëllen	disgust	0.547
deleterious	schlechter	disgust	0.547
thrash	ze loossen	disgust	0.539
repellant	repellant sinn	disgust	0.539
repudiation	Ausgrenzung	disgust	0.539
infidelity	Onfräiheet	disgust	0.539
liar	Ligener ass	disgust	0.539
fatty	Fett	disgust	0.539
gob	gob	disgust	0.539
sneer	zejoert	disgust	0.539
drunken	Drénken	disgust	0.539
disgrace	Schreck	disgust	0.539
shame	Schimmt	disgust	0.539
jealous	jalous	disgust	0.539
imprisoned	agespaart	disgust	0.539
pig	Schwäin	disgust	0.539
greedy	gierig	disgust	0.539
sloth	Fauldéier	disgust	0.539
lethal	T'hat	disgust	0.536
burnt	verbrannt	disgust	0.531
aberration	Aberratioun	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	Hydrocephalus	disgust	0.531
hanging	hänkeg	disgust	0.531
destructive	zerstéiert	disgust	0.531
smuggler	Smuggler	disgust	0.531
intolerant	intolerant sinn	disgust	0.531
travesty	Travestie	disgust	0.531
intrusive	zevill intim	disgust	0.531
ruined	zerstéiert	disgust	0.531
withered	geräift	disgust	0.531
disintegrate	zerglitt	disgust	0.531
brawl	Brëll	disgust	0.531
blemish	Ongléck	disgust	0.531
neurotic	Neurotiker	disgust	0.531
blasphemous	blasphemesch	disgust	0.531
lying	gelunn	disgust	0.531
painful	dinn	disgust	0.531
avarice	zevill	disgust	0.523
disgraced	vergraben	disgust	0.523
mistress	Meeschtesch	disgust	0.523
disparaging	sech verännert	disgust	0.523
rubbish	Dreckskoup sinn	disgust	0.523
derogation	Ausname ginn	disgust	0.523
accusation	Beschuldigung	disgust	0.523
intolerance	Intoleranz	disgust	0.523
incarceration	Inkarnatioun	disgust	0.523
blighted	geschmiert	disgust	0.523
sump	Sumpf	disgust	0.516
deplorable	schloën	disgust	0.516
daemon	Daemon	disgust	0.516
cringe	kräizen	disgust	0.516
degrade	z'erhiewen	disgust	0.516
gutter	gutt	disgust	0.516
rob	rob	disgust	0.516
grim	verbonne sinn	disgust	0.516
defraud	ze plauderen	disgust	0.516
tortious	Onsécherheet	disgust	0.516
eradication	Schlëmmeres	disgust	0.516
stink	stinkt	disgust	0.516
convict	ze bewierken	disgust	0.516
dishonor	geleiert	disgust	0.516
vulture	Vulture	disgust	0.516
remains	bleiwt	disgust	0.516
mite	Mite	disgust	0.516
betray	ausliwwert	disgust	0.516
sham	Schmaacht	disgust	0.509
endemic	endemesch	disgust	0.508
bombed	bombardéiert	disgust	0.508
distress	Nout	disgust	0.508
pest	Schued	disgust	0.508
incurable	onzerstellen	disgust	0.508
worthless	wäertlos	disgust	0.508
rejection	Oflehnung	disgust	0.508
distasteful	entwéckelt	disgust	0.508
schizophrenia	Schizophrenie	disgust	0.508
belittle	belittle	disgust	0.508
smelling	schloofen	disgust	0.508
cheat	bedrunn	disgust	0.508
blob	Blob	disgust	0.508
prisoner	Gefaangenen	disgust	0.508
idiocy	Idiokraten	disgust	0.508
delirium	Schwaarzaarbecht	disgust	0.508
disaster	Katastroph	disgust	0.508
crude	Räis	disgust	0.508
resentment	Ressentiment	disgust	0.508
dreadfully	schrecklech	disgust	0.508
glut	Gluten	disgust	0.508
polemic	polemësch	disgust	0.500
derision	ofgerappt	disgust	0.500
idolatry	Göttersdag	disgust	0.500
taboo	Tabu	disgust	0.500
screaming	gejéimert	disgust	0.500
banish	ze verbannen	disgust	0.500
dirt	Dreck	disgust	0.500
goblin	goblin	disgust	0.500
shackle	gefuddelen	disgust	0.500
bribery	bestrooft	disgust	0.500
flagrant	gewäsch	disgust	0.500
jealousy	Jalousie	disgust	0.500
impurity	Houeren	disgust	0.500
theft	Wéie fannt	disgust	0.500
bitterness	Batterkeet	disgust	0.500
offense	Ament	disgust	0.500
impeach	gewaart	disgust	0.500
blight	schmaache gelooss	disgust	0.500
duress	duergestallt	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	hätte gär	disgust	0.500
tirade	tirade	disgust	0.500
squirm	widdert de Potto gaangen	disgust	0.492
robber	Raiber	disgust	0.492
ill	krank sinn	disgust	0.492
unconscionable	onbewosst sinn	disgust	0.492
recession	Recessioun	disgust	0.492
gorge	Schläif	disgust	0.492
wreck	Wrack	disgust	0.492
malign	ze brengen	disgust	0.492
boil	kachen	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	Idiot	disgust	0.492
disreputable	Verstouss	disgust	0.492
wasteful	verwäschen	disgust	0.484
affliction	Affer	disgust	0.484
stain	Fleesch	disgust	0.484
contempt	Veruechtung	disgust	0.484
nappy	Kapp	disgust	0.484
mutiny	Mutin	disgust	0.484
occult	Okkult	disgust	0.484
tramp	Tromp	disgust	0.484
unbearable	onendlech	disgust	0.484
offender	Täter	disgust	0.484
servile	serviléiert	disgust	0.484
contraband	Kontrabanden	disgust	0.484
raging	Raging	disgust	0.484
snarl	Snarl	disgust	0.484
mad	rosen	disgust	0.484
subjugation	Eruewerungen	disgust	0.484
possessed	besat	disgust	0.484
animosity	Animositéit	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ze verformen	disgust	0.484
disrespectful	respektvoll	disgust	0.484
mess	mess	disgust	0.484
nepotism	Nepotismus	disgust	0.484
inexcusable	onerlaabt	disgust	0.484
pathetic	harmlos	disgust	0.477
unpleasant	onsympathesch ausgesouchen	disgust	0.477
suppression	Ennerdréckung	disgust	0.477
mockery	leed	disgust	0.477
palsy	Pai	disgust	0.477
criminal	kriminell	disgust	0.477
illegality	der Illegalitéit	disgust	0.477
uncaring	z'erkennen	disgust	0.477
antagonistic	antagonistesch	disgust	0.477
immorality	onmoralesch sinn	disgust	0.477
dismal	gutt Chancen	disgust	0.477
angry	rosen	disgust	0.469
repellent	oppassen	disgust	0.469
cough	léisen	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	Gitter	disgust	0.469
aggravation	Agressioun	disgust	0.469
livid	ze lieweg	disgust	0.469
banishment	Verbannung	disgust	0.469
shoddy	schäbeg ze sinn	disgust	0.469
banshee	banshee	disgust	0.469
poverty	Aarmut	disgust	0.469
wallow	opmaache	disgust	0.469
outrage	Schold	disgust	0.469
mocking	schockéiert sinn	disgust	0.469
furious	verréckt	disgust	0.469
perspiration	Schweiß	disgust	0.469
prick	prick	disgust	0.461
recklessness	der Suerge maachen	disgust	0.461
distorted	verformt sinn	disgust	0.461
fraudulent	betrügeresch sinn	disgust	0.461
spider	Spann	disgust	0.461
quack	quack	disgust	0.461
perdition	ofgedeelt	disgust	0.461
muddy	roueg	disgust	0.461
spurious	Stierf	disgust	0.461
insulting	beleidegt	disgust	0.461
scar	Narbe	disgust	0.461
deceive	unzeschmieren	disgust	0.461
unjustifiable	net gerechtfäerdeg sinn	disgust	0.461
fool	Narr sinn	disgust	0.461
deplore	beweegen	disgust	0.461
plunder	geplëmmt	disgust	0.461
aphid	Aphid	disgust	0.453
bane	veruerteelt ginn	disgust	0.453
indignation	ze distanzéieren	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	Egoismus	disgust	0.453
disparage	ze verdréinen	disgust	0.453
cur	elo	disgust	0.453
dishonest	Räich	disgust	0.453
stigma	Stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	Antipathie	disgust	0.453
alienate	verginn	disgust	0.453
disingenuous	onfallsfäeg	disgust	0.453
elimination	Eliminatioun	disgust	0.453
unthinkable	onwahrscheinlech	disgust	0.453
wasted	vergeesst	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	Schold	disgust	0.445
mosquito	Moustique	disgust	0.445
caries	Karien	disgust	0.445
bankruptcy	Faillite	disgust	0.445
egotistical	egotistesch	disgust	0.445
piles	Päck	disgust	0.445
smell	Geroch	disgust	0.445
vacuous	Vakuum ass	disgust	0.445
despair	Verzweiflung	disgust	0.445
opium	Opium	disgust	0.445
garish	garish	disgust	0.445
lie	leien	disgust	0.445
pious	frommen	disgust	0.445
aversion	Aversioun	disgust	0.438
sticky	pëscheg	disgust	0.438
scream	geruff	disgust	0.438
alien	Alien	disgust	0.438
shun	zoumaachen	disgust	0.438
abnormal	anormal	disgust	0.438
ashamed	geschummt hunn	disgust	0.438
inmate	ze verstäerken	disgust	0.438
abject	abezuelen	disgust	0.438
hog	Hog	disgust	0.438
hopelessness	Hoffnungslosegkeet	disgust	0.438
homeless	hiert Doheem	disgust	0.438
obnoxious	bemängelt	disgust	0.438
curse	Fluch	disgust	0.430
creature	Kreatur	disgust	0.430
cursing	Verfluchs	disgust	0.430
illegal	illegal	disgust	0.430
lusty	lusteg	disgust	0.430
shameless	schamlos	disgust	0.430
debris	Trommelen	disgust	0.430
defiance	Héichwaasser	disgust	0.430
pall	pall	disgust	0.430
falsity	falsch	disgust	0.430
reflux	Reflux	disgust	0.430
incredulous	onheemlech	disgust	0.430
adverse	ongewollt	disgust	0.430
trickery	Trikot	disgust	0.430
callous	sougenannt	disgust	0.430
separatist	separatistesch sinn	disgust	0.430
undesirable	ongewollt	disgust	0.430
denounce	ze veruerteelen	disgust	0.430
witch	Hexe	disgust	0.430
bum	bum	disgust	0.422
bovine	Babeeschutz	disgust	0.422
denunciation	ugeet	disgust	0.422
untidy	Onbedéngt	disgust	0.422
impure	onméiglech	disgust	0.422
mistrust	Misère	disgust	0.422
tarnish	entgoe gelooss	disgust	0.422
ferocious	blesséiert	disgust	0.422
gush	zou	disgust	0.422
infantile	infantile	disgust	0.422
ammonia	Ammoniak	disgust	0.422
offend	beleidegt	disgust	0.422
idiotic	idiotesch	disgust	0.422
hypertrophy	Hypertrofitéit	disgust	0.422
nicotine	Nikotin	disgust	0.422
tasteless	schmaacht	disgust	0.422
pompous	pompös	disgust	0.422
socialist	sozialistesch	disgust	0.422
delinquent	ze verzette ginn	disgust	0.422
swarm	Schwarm	disgust	0.422
contentious	gefuerdert	disgust	0.422
carelessness	Onglécklechkeet	disgust	0.422
hairy	Hoer	disgust	0.422
wasting	vergeeschtert	disgust	0.422
slush	schwaach	disgust	0.422
affront	Affront	disgust	0.422
collapse	zerwéiert	disgust	0.422
badness	schlecht	disgust	0.422
dishonesty	onbestänneg	disgust	0.414
vegetative	vegetativ	disgust	0.414
displacency	Déplacitéit	disgust	0.414
unfavorable	Inpressioun	disgust	0.414
disobey	net gefollegt	disgust	0.414
sour	Sauer	disgust	0.414
socialism	Sozialismus	disgust	0.414
murky	dréif	disgust	0.414
neglected	vernoléissegt ginn	disgust	0.414
drivel	gefuer sinn	disgust	0.414
vampire	Vampir	disgust	0.414
litigious	verständlech	disgust	0.414
illegitimate	illegitim	disgust	0.414
disgruntled	enttäuscht	disgust	0.406
ignorant	ignorant sinn	disgust	0.406
outcast	iwwergaangen ass	disgust	0.406
unkind	ongerueden	disgust	0.406
repel	repetéiert	disgust	0.406
displeasure	net gefalen	disgust	0.406
phony	elo	disgust	0.406
shoplifting	Léifstéier	disgust	0.406
dislike	net	disgust	0.406
unlawful	onerlaabt	disgust	0.406
bogus	bogus	disgust	0.406
discontinuity	Ofstëmmung	disgust	0.406
recidivism	residivismus	disgust	0.406
ungrateful	net dankbar	disgust	0.406
wrongdoing	falsch ass	disgust	0.406
falsify	falsifizéiert	disgust	0.406
prosecution	Procureur	disgust	0.406
failure	ze maachen	disgust	0.398
loon	loon	disgust	0.398
lick	leet	disgust	0.398
subvert	ze subvertéieren	disgust	0.398
rigor	Kamëssheet	disgust	0.398
unruly	onheelbar	disgust	0.398
paucity	Manko	disgust	0.398
unnatural	onnatürlech	disgust	0.398
averse	Aklang	disgust	0.398
senseless	sensibel sinn	disgust	0.398
worsening	ze verschlechtert	disgust	0.398
disdain	Veruechtung	disgust	0.398
woe	weem	disgust	0.398
woefully	schrecklech	disgust	0.398
amphetamines	Amphetaminen	disgust	0.398
stingy	knéckeg	disgust	0.398
crushing	d 'Zerkleeder	disgust	0.398
insult	ze rächen	disgust	0.393
damage	Schued	disgust	0.391
hardened	ausgehaal	disgust	0.391
diatribe	Haaptstrooss	disgust	0.391
averseness	Asteroid	disgust	0.391
critter	Krëscht	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisozial sinn	disgust	0.391
punishment	bestrooft	disgust	0.391
bad	schlecht ass	disgust	0.391
punished	bestrooft ginn	disgust	0.391
disrelish	ze stierwen	disgust	0.391
expel	ofginn	disgust	0.391
farcical	Kriibs	disgust	0.391
scorpion	scorpion	disgust	0.391
sacrifices	Sacrificeë maachen	disgust	0.383
plagiarism	Plagiatismus	disgust	0.383
hypocritical	hypokritesch sinn	disgust	0.383
divorce	Scheedung	disgust	0.383
presumptuous	packen	disgust	0.383
discord	verglaichen	disgust	0.383
fugitive	Flüchtlingen	disgust	0.383
fulsome	fulveome	disgust	0.383
shabby	rächen	disgust	0.383
orc	Ork	disgust	0.383
adder	Adder	disgust	0.383
anaconda	Anakonda	disgust	0.383
surly	heefeg	disgust	0.383
irrational	irrational	disgust	0.383
disappoint	enttäuscht	disgust	0.383
illiterate	Aalptie	disgust	0.383
lament	klenge Schued	disgust	0.383
eviction	ausgeliwwert	disgust	0.383
teeming	ze nerven	disgust	0.383
guilt	Schold ass	disgust	0.383
misconduct	Mëssbrauch	disgust	0.375
blame	zouloossen	disgust	0.375
alienation	Ausland	disgust	0.375
depressing	depressiv	disgust	0.375
irritating	reizend	disgust	0.375
plight	Plëtz	disgust	0.375
unworthy	onwürdeg	disgust	0.375
dislocated	geläscht	disgust	0.375
scoff	scoff	disgust	0.375
irritation	Reizitéit	disgust	0.375
defective	defekt sinn	disgust	0.375
shock	Schock	disgust	0.375
hoax	Geck	disgust	0.367
coerce	zwénge kann	disgust	0.367
revoke	ze zéien	disgust	0.367
stripped	ergréifen	disgust	0.367
exclusion	Ausgrenzung	disgust	0.367
blatant	gewisen	disgust	0.367
disillusionment	Enttäuschung	disgust	0.367
squelch	gedréckt huet	disgust	0.367
unhealthy	ongesonder	disgust	0.367
toad	Méck	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	Këschstänn	disgust	0.367
vainly	onmoosseg	disgust	0.367
powerless	Kraaft	disgust	0.367
cad	Kad	disgust	0.367
hurtful	geféierlech	disgust	0.367
shuddering	iwwerrascht	disgust	0.367
wimp	Wimpel	disgust	0.367
oddity	Geschlecht	disgust	0.359
rebellion	Rebellioun	disgust	0.359
incompatible	inkompatibel	disgust	0.359
ineptitude	Inkzeptioun	disgust	0.359
dispose	entsuergt	disgust	0.359
disobedience	net gefuerdert	disgust	0.359
damn	vergewaltegt	disgust	0.359
bug	Fehler	disgust	0.359
deserted	desertéiert	disgust	0.359
litigate	litigéiert	disgust	0.352
ridiculous	lächerlech	disgust	0.352
compost	Kompost	disgust	0.352
obi	obi	disgust	0.352
untoward	onentdeckt	disgust	0.352
censor	Zensur	disgust	0.352
uncertain	onsécher	disgust	0.352
lawyer	Affekot	disgust	0.352
flinch	derguerten	disgust	0.352
flesh	Fleesch	disgust	0.352
crushed	gebremst ginn	disgust	0.352
displeased	gefillt	disgust	0.352
inept	ongestéiert	disgust	0.352
wrongful	geféierlech	disgust	0.352
cutting	ze schneiden	disgust	0.352
fierce	Häerzer	disgust	0.352
misbehavior	geféierlech	disgust	0.352
frustrate	ze frustréieren	disgust	0.352
dismissal	Entloossung	disgust	0.352
disapprove	net verhandelen	disgust	0.344
depreciate	ageschriwen	disgust	0.344
tearful	bedrunn	disgust	0.344
thoughtless	onendlech	disgust	0.336
unsettled	begéint	disgust	0.336
lumpy	heulen	disgust	0.336
discoloration	Verfärlechung	disgust	0.336
blunder	geschloen	disgust	0.336
disinclination	Desinfektioun	disgust	0.336
distrust	Mësstrauen	disgust	0.336
annoy	ze rächen	disgust	0.336
lawsuit	Prozess	disgust	0.336
discontent	Onzefriddenheet	disgust	0.336
grumble	schloen	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	Daft	disgust	0.336
heartsick	Häerzer	disgust	0.336
disliked	gefillt	disgust	0.336
bickering	ze iwwerstoen	disgust	0.336
disallowed	net zougelooss	disgust	0.336
unmanageable	net verwaltbar sinn	disgust	0.328
hydrophobia	Hydrophobie	disgust	0.328
unsatisfactory	onzefriddenent	disgust	0.328
whine	gehalen	disgust	0.328
exasperation	ze begeeschteren	disgust	0.328
instability	Instabilitéit	disgust	0.328
provoking	ze provozéieren	disgust	0.328
disappointed	enttäuscht	disgust	0.328
inhibit	hem	disgust	0.328
sly	sënn	disgust	0.328
grievance	ze rekrutéieren	disgust	0.328
materialist	materialistescher	disgust	0.328
excluded	ausgeschloss sinn	disgust	0.328
cacophony	Kakophonie	disgust	0.328
misleading	irféierend	disgust	0.321
disclaim	iwwerpréift	disgust	0.320
rags	Hauch	disgust	0.320
soot	Rouscht	disgust	0.320
disservice	ze zerwéieren	disgust	0.320
unequal	ongläichlech	disgust	0.320
humbug	Humbug	disgust	0.320
reproach	Schauspiller	disgust	0.320
confined	agespaart	disgust	0.320
disapproving	Vëlofferecht	disgust	0.320
annoyance	Nervositéit	disgust	0.320
mishap	Misouer	disgust	0.320
groan	verleeft	disgust	0.320
soil	Buedem	disgust	0.312
depreciated	abegraff	disgust	0.312
disincline	disinn	disgust	0.312
inappropriate	net passend	disgust	0.312
inconsiderate	iwwerdenken	disgust	0.312
burke	burke	disgust	0.312
overpriced	iwwerpréift	disgust	0.312
sneeze	geschéngt	disgust	0.312
stomach	Magen	disgust	0.312
criticize	kritiséieren	disgust	0.312
theism	Theismus	disgust	0.312
disparity	Unerkennung	disgust	0.305
gall	Gal	disgust	0.305
latent	latent	disgust	0.305
grumpy	Mueres	disgust	0.305
bang	opstinn	disgust	0.305
inadmissible	ze vervollstännegen	disgust	0.305
unfriendly	onfrëndlech	disgust	0.305
shack	Schack	disgust	0.305
disliking	net geféierlech	disgust	0.305
unaccountable	onverantwortlech sinn	disgust	0.305
coop	Coop	disgust	0.304
scold	opreegen	disgust	0.297
growling	Kéiseker	disgust	0.297
lonely	ofgeleeën	disgust	0.297
delay	Retard	disgust	0.297
congress	Kongress	disgust	0.297
disregarded	net respektéiert	disgust	0.297
disappointment	enttäuscht	disgust	0.297
backwards	rëm	disgust	0.297
soreness	Äerzbëschof	disgust	0.297
rogue	Schëlleren	disgust	0.297
infamous	gerett	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	berouegt	disgust	0.289
catechism	Catechismus	disgust	0.289
flop	flop	disgust	0.289
nettle	Brennnessel	disgust	0.289
janitor	Hausmeeschter	disgust	0.289
saturated	gesüttelt	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	verbueden	disgust	0.281
remiss	Remise	disgust	0.281
unfair	ongerecht sinn	disgust	0.281
desist	Ofkierzung	disgust	0.281
wince	wënnt	disgust	0.281
aftermath	nozekommen	disgust	0.281
huff	Huff	disgust	0.273
discolored	verschmëlzest ginn	disgust	0.273
uneasy	onroueg	disgust	0.273
wrangling	verréckt	disgust	0.273
tribunal	Tribunal	disgust	0.273
weird	komesch	disgust	0.266
bureaucrat	bureaucrat	disgust	0.266
coldness	Kriis	disgust	0.266
impolite	onerwaart	disgust	0.266
politic	politesch	disgust	0.266
unsatisfied	onzefridde wier	disgust	0.266
swig	Fong	disgust	0.266
inefficiency	Ineffizienz	disgust	0.266
frantic	onfrëndlech	disgust	0.266
crawl	krauchen	disgust	0.266
instinctive	Instinktiv	disgust	0.258
barrow	Barrow	disgust	0.258
incase	am Fall	disgust	0.258
octopus	Kraken	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	Kopie	disgust	0.258
rascal	gehalen	disgust	0.258
sarcasm	Sarkasmus	disgust	0.258
gruff	Grüb	disgust	0.258
misconception	Misconceptioun	disgust	0.250
hulk	hulk	disgust	0.250
