word	Dutch-nl	emotion	emotion-intensity-score
lying	aan het liegen	disgust	0.531
painful	pijnlijk	disgust	0.531
avarice	gierigheid	disgust	0.523
disgraced	schande	disgust	0.523
mistress	minnares	disgust	0.523
disparaging	minachtend	disgust	0.523
rubbish	onzin	disgust	0.523
derogation	afbreuk	disgust	0.523
accusation	beschuldiging	disgust	0.523
intolerance	onverdraagzaamheid	disgust	0.523
incarceration	opsluiting	disgust	0.523
blighted	ellendig	disgust	0.523
sump	vergaarbak	disgust	0.516
deplorable	betreurenswaardig	disgust	0.516
daemon	demon	disgust	0.516
cringe	ineenkrimpen	disgust	0.516
degrade	degraderen	disgust	0.516
gutter	goot	disgust	0.516
rob	beroven	disgust	0.516
grim	grimmig	disgust	0.516
defraud	bedriegen	disgust	0.516
tortious	onrechtmatig	disgust	0.516
eradication	uitroeiing	disgust	0.516
stink	stinken	disgust	0.516
convict	veroordelen	disgust	0.516
dishonor	onteren	disgust	0.516
vulture	gier	disgust	0.516
remains	stoffelijk overschot	disgust	0.516
mite	mijt	disgust	0.516
betray	verraden	disgust	0.516
sham	schijn	disgust	0.509
endemic	endemisch	disgust	0.508
bombed	gebombardeerd	disgust	0.508
distress	nood	disgust	0.508
pest	plaag	disgust	0.508
incurable	ongeneeslijke	disgust	0.508
worthless	waardeloos	disgust	0.508
rejection	afwijzing	disgust	0.508
distasteful	onsmakelijk	disgust	0.508
schizophrenia	schizofrenie	disgust	0.508
belittle	kleineren	disgust	0.508
smelling	ruikend	disgust	0.508
cheat	bedriegen	disgust	0.508
blob	bobbel	disgust	0.508
prisoner	gevangene	disgust	0.508
idiocy	idiotie	disgust	0.508
delirium	delirium	disgust	0.508
disaster	ramp	disgust	0.508
crude	ruw	disgust	0.508
resentment	wrok	disgust	0.508
dreadfully	vreselijk	disgust	0.508
glut	overvoeren	disgust	0.508
polemic	polemiek	disgust	0.500
derision	spot	disgust	0.500
idolatry	afgoderij	disgust	0.500
taboo	taboe	disgust	0.500
screaming	schreeuwen	disgust	0.500
banish	verbannen	disgust	0.500
dirt	vuil	disgust	0.500
goblin	aardmannetje	disgust	0.500
shackle	sluiting	disgust	0.500
bribery	omkoperij	disgust	0.500
flagrant	flagrante	disgust	0.500
jealousy	jaloezie	disgust	0.500
impurity	onzuiverheid	disgust	0.500
theft	diefstal	disgust	0.500
bitterness	bitterheid	disgust	0.500
offense	overtreding	disgust	0.500
impeach	beschuldigen	disgust	0.500
blight	meeldauw	disgust	0.500
duress	dwang	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	hebzucht	disgust	0.500
tirade	tirade	disgust	0.500
squirm	kronkelen	disgust	0.492
robber	rover	disgust	0.492
ill	ziek	disgust	0.492
unconscionable	onredelijk	disgust	0.492
recession	recessie	disgust	0.492
gorge	kloof	disgust	0.492
wreck	wrak	disgust	0.492
malign	kwaadaardig	disgust	0.492
boil	koken	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idioot	disgust	0.492
disreputable	berucht	disgust	0.492
wasteful	verkwistend	disgust	0.484
affliction	bezoeking	disgust	0.484
stain	vlek	disgust	0.484
contempt	minachting	disgust	0.484
nappy	luier	disgust	0.484
mutiny	muiterij	disgust	0.484
occult	occult	disgust	0.484
tramp	landloper	disgust	0.484
unbearable	ondraaglijk	disgust	0.484
offender	overtreder	disgust	0.484
servile	slaafs-	disgust	0.484
contraband	smokkelwaar	disgust	0.484
raging	woedend	disgust	0.484
snarl	grauwen	disgust	0.484
mad	boos	disgust	0.484
subjugation	onderwerping	disgust	0.484
possessed	bezeten	disgust	0.484
animosity	vijandigheid	disgust	0.484
aversation	aversation	disgust	0.484
defamation	laster	disgust	0.484
disrespectful	oneerbiedig	disgust	0.484
mess	knoeien	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	onvergeeflijk	disgust	0.484
pathetic	zielig	disgust	0.477
unpleasant	onplezierig	disgust	0.477
suppression	onderdrukking	disgust	0.477
mockery	spot	disgust	0.477
palsy	verlamming	disgust	0.477
criminal	crimineel	disgust	0.477
illegality	onwettigheid	disgust	0.477
uncaring	onverschillig	disgust	0.477
antagonistic	vijandig	disgust	0.477
immorality	onzedelijkheid	disgust	0.477
dismal	somber	disgust	0.477
angry	boos	disgust	0.469
repellent	afstotend	disgust	0.469
cough	hoesten	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	rooster	disgust	0.469
aggravation	verergering	disgust	0.469
livid	razend	disgust	0.469
banishment	verbanning	disgust	0.469
shoddy	kitsch	disgust	0.469
banshee	banshee	disgust	0.469
poverty	armoede	disgust	0.469
wallow	wentelen	disgust	0.469
outrage	verontwaardiging	disgust	0.469
mocking	spotachtig	disgust	0.469
furious	woedend	disgust	0.469
perspiration	transpiratie	disgust	0.469
prick	prik	disgust	0.461
recklessness	roekeloosheid	disgust	0.461
distorted	vervormd	disgust	0.461
fraudulent	frauduleus	disgust	0.461
spider	spin	disgust	0.461
quack	kwakzalvers-	disgust	0.461
perdition	verderf	disgust	0.461
muddy	modderig	disgust	0.461
spurious	onecht	disgust	0.461
insulting	beledigend	disgust	0.461
scar	litteken	disgust	0.461
deceive	misleiden	disgust	0.461
unjustifiable	niet te rechtvaardigen	disgust	0.461
fool	dwaas	disgust	0.461
deplore	betreuren	disgust	0.461
plunder	plunderen	disgust	0.461
aphid	bladluis	disgust	0.453
bane	verderf	disgust	0.453
indignation	verontwaardiging	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoïstisch	disgust	0.453
disparage	geringschatten	disgust	0.453
cur	cur	disgust	0.453
dishonest	oneerlijk	disgust	0.453
stigma	stigma	disgust	0.453
eschew	schuwen	disgust	0.453
antipathy	antipathie	disgust	0.453
alienate	vervreemden	disgust	0.453
disingenuous	onoprecht	disgust	0.453
elimination	eliminatie	disgust	0.453
unthinkable	ondenkbaar	disgust	0.453
wasted	verspild	disgust	0.445
recalcitrant	weerspannige	disgust	0.445
iniquity	ongerechtigheid	disgust	0.445
mosquito	mug	disgust	0.445
caries	cariës	disgust	0.445
bankruptcy	faillissement	disgust	0.445
egotistical	egoïstische	disgust	0.445
piles	aambeien	disgust	0.445
smell	geur	disgust	0.445
vacuous	nietsdoend	disgust	0.445
despair	wanhoop	disgust	0.445
opium	opium	disgust	0.445
garish	opzichtig	disgust	0.445
lie	liggen	disgust	0.445
pious	vroom	disgust	0.445
aversion	afkeer	disgust	0.438
sticky	kleverig	disgust	0.438
scream	schreeuw	disgust	0.438
alien	vreemdeling	disgust	0.438
shun	vlieden	disgust	0.438
abnormal	abnormaal	disgust	0.438
ashamed	beschaamd	disgust	0.438
inmate	bewoner	disgust	0.438
abject	verachtelijk	disgust	0.438
hog	varken	disgust	0.438
hopelessness	hopeloosheid	disgust	0.438
homeless	dakloos	disgust	0.438
obnoxious	onaangenaam	disgust	0.438
curse	vloek	disgust	0.430
creature	schepsel	disgust	0.430
cursing	gevloek	disgust	0.430
illegal	onwettig	disgust	0.430
lusty	wellustig	disgust	0.430
shameless	schaamteloos	disgust	0.430
debris	puin	disgust	0.430
defiance	tarting	disgust	0.430
pall	lijkkleed	disgust	0.430
falsity	valsheid	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	ongelovig	disgust	0.430
adverse	nadelige	disgust	0.430
trickery	bedriegerij	disgust	0.430
callous	ongevoelig	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	ongewenst	disgust	0.430
denounce	opzeggen	disgust	0.430
witch	heks	disgust	0.430
bum	kont	disgust	0.422
bovine	rund	disgust	0.422
denunciation	aanklacht	disgust	0.422
untidy	slordig	disgust	0.422
impure	onzuiver	disgust	0.422
mistrust	wantrouwen	disgust	0.422
tarnish	aanslag	disgust	0.422
ferocious	woest	disgust	0.422
gush	gutsen	disgust	0.422
infantile	kinderlijk	disgust	0.422
ammonia	ammonia	disgust	0.422
offend	beledigen	disgust	0.422
idiotic	idioot	disgust	0.422
hypertrophy	hypertrofie	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	smaakloos	disgust	0.422
pompous	hoogdravend	disgust	0.422
socialist	socialist	disgust	0.422
delinquent	delinquent	disgust	0.422
swarm	zwerm	disgust	0.422
contentious	omstreden	disgust	0.422
carelessness	slordigheid	disgust	0.422
hairy	harig	disgust	0.422
wasting	verspilling	disgust	0.422
slush	slush	disgust	0.422
affront	belediging	disgust	0.422
collapse	ineenstorting	disgust	0.422
badness	slechtheid	disgust	0.422
dishonesty	oneerlijkheid	disgust	0.414
vegetative	vegetatief	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	ongunstig	disgust	0.414
disobey	niet gehoorzamen	disgust	0.414
sour	zuur	disgust	0.414
socialism	socialisme	disgust	0.414
murky	duister	disgust	0.414
neglected	verwaarloosd	disgust	0.414
drivel	gewauwel	disgust	0.414
vampire	vampier	disgust	0.414
litigious	betwistbaar	disgust	0.414
illegitimate	onwettig	disgust	0.414
disgruntled	ontevreden	disgust	0.406
ignorant	onwetend	disgust	0.406
outcast	verschoppeling	disgust	0.406
unkind	onaardig	disgust	0.406
repel	afstoten	disgust	0.406
displeasure	misnoegen	disgust	0.406
phony	onecht	disgust	0.406
shoplifting	winkeldiefstal	disgust	0.406
dislike	afkeer	disgust	0.406
unlawful	onwettig	disgust	0.406
bogus	vals	disgust	0.406
discontinuity	discontinuïteit	disgust	0.406
recidivism	recidive	disgust	0.406
ungrateful	ondankbaar	disgust	0.406
wrongdoing	overtreding	disgust	0.406
falsify	vervalsen	disgust	0.406
prosecution	vervolging	disgust	0.406
failure	mislukking	disgust	0.398
loon	fuut	disgust	0.398
lick	likken	disgust	0.398
subvert	ondermijnen	disgust	0.398
rigor	strengheid	disgust	0.398
unruly	onhandelbaar	disgust	0.398
paucity	gebrek	disgust	0.398
unnatural	onnatuurlijk	disgust	0.398
averse	afkerig	disgust	0.398
senseless	zinloos	disgust	0.398
worsening	verergering	disgust	0.398
disdain	minachting	disgust	0.398
woe	wee	disgust	0.398
woefully	jammerlijk	disgust	0.398
amphetamines	amfetaminen	disgust	0.398
stingy	gierig	disgust	0.398
crushing	breken	disgust	0.398
insult	belediging	disgust	0.393
damage	schade	disgust	0.391
hardened	gehard	disgust	0.391
diatribe	schimprede	disgust	0.391
averseness	afkeer	disgust	0.391
critter	critter	disgust	0.391
muff	mof	disgust	0.391
antisocial	antisociaal	disgust	0.391
punishment	straf	disgust	0.391
bad	slecht	disgust	0.391
punished	gestraft	disgust	0.391
disrelish	tegenzin	disgust	0.391
expel	verdrijven	disgust	0.391
farcical	kluchtig	disgust	0.391
scorpion	schorpioen	disgust	0.391
sacrifices	offers	disgust	0.383
plagiarism	plagiaat	disgust	0.383
hypocritical	schijnheilig	disgust	0.383
divorce	scheiden	disgust	0.383
presumptuous	aanmatigend	disgust	0.383
discord	onenigheid	disgust	0.383
fugitive	vluchteling	disgust	0.383
fulsome	overdreven	disgust	0.383
shabby	haveloos	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	nors	disgust	0.383
irrational	irrationeel	disgust	0.383
disappoint	teleurstellen	disgust	0.383
illiterate	analfabeet	disgust	0.383
lament	weeklacht	disgust	0.383
eviction	uitzetting	disgust	0.383
teeming	wemelend	disgust	0.383
guilt	schuld	disgust	0.383
misconduct	wangedrag	disgust	0.375
blame	de schuld geven	disgust	0.375
alienation	vervreemding	disgust	0.375
depressing	deprimerend	disgust	0.375
irritating	irritant	disgust	0.375
plight	toestand	disgust	0.375
unworthy	onwaardig	disgust	0.375
dislocated	uit de kom	disgust	0.375
scoff	spotten	disgust	0.375
irritation	ergernis	disgust	0.375
defective	defecte	disgust	0.375
shock	schok	disgust	0.375
hoax	hoax	disgust	0.367
coerce	dwingen	disgust	0.367
revoke	intrekken	disgust	0.367
stripped	gestript	disgust	0.367
exclusion	uitsluiting	disgust	0.367
blatant	schreeuwerig	disgust	0.367
disillusionment	ontgoocheling	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	ongezond	disgust	0.367
toad	pad	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	valkuil	disgust	0.367
vainly	vergeefs	disgust	0.367
powerless	machteloos	disgust	0.367
cad	ploert	disgust	0.367
hurtful	schadelijk	disgust	0.367
shuddering	huiveren	disgust	0.367
wimp	watje	disgust	0.367
oddity	vreemdheid	disgust	0.359
rebellion	opstand	disgust	0.359
incompatible	onverenigbaar	disgust	0.359
ineptitude	onzinnigheid	disgust	0.359
dispose	vervreemden	disgust	0.359
disobedience	ongehoorzaamheid	disgust	0.359
damn	vloek	disgust	0.359
bug	kever	disgust	0.359
deserted	uitgestorven	disgust	0.359
litigate	procederen	disgust	0.352
ridiculous	belachelijk	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	ongunstig	disgust	0.352
censor	censor	disgust	0.352
uncertain	onzeker	disgust	0.352
lawyer	advocaat	disgust	0.352
flinch	terugdeinzen	disgust	0.352
flesh	vlees	disgust	0.352
crushed	verpletterd	disgust	0.352
displeased	niet tevreden	disgust	0.352
inept	onzinnig	disgust	0.352
wrongful	onrechtmatig	disgust	0.352
cutting	snijdend	disgust	0.352
fierce	woest	disgust	0.352
misbehavior	wangedrag	disgust	0.352
frustrate	frustreren	disgust	0.352
dismissal	ontslag	disgust	0.352
disapprove	afkeuren	disgust	0.344
depreciate	depreciëren	disgust	0.344
tearful	betraand	disgust	0.344
thoughtless	gedachteloos	disgust	0.336
unsettled	onbestendig	disgust	0.336
lumpy	klonterige	disgust	0.336
discoloration	verkleuring	disgust	0.336
blunder	flater	disgust	0.336
disinclination	ongeneigdheid	disgust	0.336
distrust	wantrouwen	disgust	0.336
annoy	ergeren	disgust	0.336
lawsuit	rechtszaak	disgust	0.336
discontent	ontevredenheid	disgust	0.336
grumble	mopperen	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	gek	disgust	0.336
heartsick	zijn moed verlorend	disgust	0.336
disliked	hekel	disgust	0.336
bickering	gekibbel	disgust	0.336
disallowed	afgekeurd	disgust	0.336
unmanageable	onhandelbaar	disgust	0.328
hydrophobia	watervrees	disgust	0.328
unsatisfactory	onbevredigend	disgust	0.328
whine	zeuren	disgust	0.328
exasperation	ergernis	disgust	0.328
instability	onbestendigheid	disgust	0.328
provoking	provoceren	disgust	0.328
disappointed	teleurgesteld	disgust	0.328
inhibit	verhinderen	disgust	0.328
sly	sluw	disgust	0.328
grievance	grief	disgust	0.328
materialist	materialist	disgust	0.328
excluded	uitgesloten	disgust	0.328
cacophony	cacofonie	disgust	0.328
misleading	misleidend	disgust	0.321
disclaim	afwijzen	disgust	0.320
rags	lompen	disgust	0.320
soot	roet	disgust	0.320
disservice	ondienst	disgust	0.320
unequal	ongelijk	disgust	0.320
humbug	humbug	disgust	0.320
reproach	verwijt	disgust	0.320
confined	beperkt	disgust	0.320
disapproving	afkeurend	disgust	0.320
annoyance	ergernis	disgust	0.320
mishap	ongeluk	disgust	0.320
groan	kreunen	disgust	0.320
soil	bodem	disgust	0.312
depreciated	afgeschreven	disgust	0.312
disincline	afkerig maken	disgust	0.312
inappropriate	ongepast	disgust	0.312
inconsiderate	onbezonnen	disgust	0.312
burke	Burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	niezen	disgust	0.312
stomach	maag	disgust	0.312
criticize	bekritiseren	disgust	0.312
theism	theïsme	disgust	0.312
disparity	ongelijkheid	disgust	0.305
gall	gal	disgust	0.305
latent	latent	disgust	0.305
grumpy	knorrig	disgust	0.305
bang	knal	disgust	0.305
inadmissible	ontoelaatbaar	disgust	0.305
unfriendly	onvriendelijk	disgust	0.305
shack	keet	disgust	0.305
disliking	afkeer	disgust	0.305
unaccountable	onverklaarbaar	disgust	0.305
coop	kippenren	disgust	0.304
scold	schelden	disgust	0.297
growling	grommen	disgust	0.297
lonely	eenzaam	disgust	0.297
delay	vertraging	disgust	0.297
congress	congres	disgust	0.297
disregarded	buiten beschouwing	disgust	0.297
disappointment	teleurstelling	disgust	0.297
backwards	achteruit	disgust	0.297
soreness	pijnlijkheid	disgust	0.297
rogue	schurk	disgust	0.297
infamous	berucht	disgust	0.289
lesbian	lesbienne	disgust	0.289
notoriety	bekendheid	disgust	0.289
catechism	catechismus	disgust	0.289
flop	plof	disgust	0.289
nettle	brandnetel	disgust	0.289
janitor	conciërge	disgust	0.289
saturated	verzadigd	disgust	0.281
gaby	onnozele hals	disgust	0.281
prohibited	verboden	disgust	0.281
remiss	nalatig	disgust	0.281
unfair	oneerlijk	disgust	0.281
desist	ophouden	disgust	0.281
wince	huiveren	disgust	0.281
aftermath	nasleep	disgust	0.281
huff	tieren	disgust	0.273
discolored	verkleurde	disgust	0.273
uneasy	ongemakkelijk	disgust	0.273
wrangling	geruzie	disgust	0.273
tribunal	tribunaal	disgust	0.273
weird	vreemd	disgust	0.266
bureaucrat	bureaucraat	disgust	0.266
coldness	koude	disgust	0.266
impolite	onbeleefd	disgust	0.266
politic	politiek	disgust	0.266
unsatisfied	niet tevreden	disgust	0.266
swig	slok	disgust	0.266
inefficiency	ondoeltreffendheid	disgust	0.266
frantic	krankzinnig	disgust	0.266
crawl	kruipen	disgust	0.266
instinctive	instinctief	disgust	0.258
barrow	grafheuvel	disgust	0.258
incase	in geval dat	disgust	0.258
octopus	Octopus	disgust	0.258
chagrin	verdriet	disgust	0.258
copycat	copycat	disgust	0.258
rascal	deugniet	disgust	0.258
sarcasm	sarcasme	disgust	0.258
gruff	nors	disgust	0.258
misconception	misvatting	disgust	0.250
hulk	schuit	disgust	0.250
shanghai	Sjanghai	disgust	0.250
baboon	baviaan	disgust	0.250
disinclined	geneigd	disgust	0.250
lose	verliezen	disgust	0.250
john	John	disgust	0.250
cupping	cupping	disgust	0.250
rook	roek	disgust	0.242
gratuitous	gratis	disgust	0.242
entangled	verward	disgust	0.242
opponent	tegenstander	disgust	0.242
tariff	tarief	disgust	0.242
scrub	schrobben	disgust	0.242
resign	ontslag nemen	disgust	0.234
prolong	verlengen	disgust	0.234
backwardness	achterlijkheid	disgust	0.234
reluctance	tegenzin	disgust	0.234
questionable	twijfelachtig	disgust	0.234
lagging	achterblijvende	disgust	0.234
unlucky	ongelukkig	disgust	0.234
misstatement	afwijking	disgust	0.234
reversal	omkering	disgust	0.227
disqualified	gediskwalificeerd	disgust	0.227
subsidy	subsidie	disgust	0.227
ineffectual	vruchteloos	disgust	0.227
fussy	kieskeurig	disgust	0.227
unpopular	onpopulair	disgust	0.227
default	standaard	disgust	0.227
intense	intens	disgust	0.219
dame	lady	disgust	0.219
evade	ontwijken	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	gewicht	disgust	0.219
frowning	fronsen	disgust	0.219
actionable	actiegericht	disgust	0.211
tawny	geelbruin	disgust	0.211
donkey	ezel	disgust	0.211
unhappy	ongelukkig	disgust	0.211
indifference	onverschilligheid	disgust	0.203
rave	rave	disgust	0.203
birch	berk	disgust	0.203
hood	kap	disgust	0.203
desert	woestijn	disgust	0.203
owing	onder meer omdat	disgust	0.203
gnome	kabouter	disgust	0.203
awkwardness	onhandigheid	disgust	0.203
inconvenient	lastig	disgust	0.203
dandy	dandy	disgust	0.203
speck	vlek	disgust	0.203
fleece	vacht	disgust	0.195
howl	gehuil	disgust	0.195
monochrome	monochroom	disgust	0.195
airs	airs	disgust	0.195
gelatin	gelatine	disgust	0.195
misguided	misleid	disgust	0.195
morals	moraal	disgust	0.195
dabbling	ploeteren	disgust	0.195
celebrity	beroemdheid	disgust	0.188
avoid	vermijden	disgust	0.188
stalemate	patstelling	disgust	0.188
lush	weelderig	disgust	0.188
gent	gent	disgust	0.188
lesser	minder	disgust	0.188
sunk	gezonken	disgust	0.180
nose	neus-	disgust	0.180
claimant	eiser	disgust	0.180
laughable	lachwekkend	disgust	0.180
