word	Kyrgyz-ky	emotion	emotion-intensity-score
regatta	ардагерлерин	anticipation	0.461
testament	мурас	anticipation	0.461
jeopardy	Jeopardy	anticipation	0.461
perpetuity	түбөлүк сактоо	anticipation	0.453
elegance	элеганттуулук	anticipation	0.453
career	мансап	anticipation	0.453
basketball	баскетбол	anticipation	0.453
intimately	жакшы	anticipation	0.453
renovate	кайра тургузуу	anticipation	0.453
supremacy	артыкчылык	anticipation	0.453
infinity	чексиз	anticipation	0.453
unexpected	күтүлбөгөн	anticipation	0.453
flinch	чочумак	anticipation	0.453
complement	толуктап	anticipation	0.453
prologue	Кириш сөз	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	болтурбоо	anticipation	0.453
improve	жакшыртуу	anticipation	0.453
sunset	күндүн батышы	anticipation	0.453
inaugural	ачылыш	anticipation	0.453
rehabilitation	калыбына келтирүү	anticipation	0.453
fitting	жабдуулар	anticipation	0.445
surround	курчоо	anticipation	0.445
share	үлүшү	anticipation	0.445
epidemic	эпидемия	anticipation	0.445
sweet	таттуу	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	жашыруу	anticipation	0.445
confidence	ишенич	anticipation	0.445
perfect	кемчиликсиз	anticipation	0.445
sun	күн	anticipation	0.445
veracity	аныктыгын	anticipation	0.445
volunteer	ыктыярдуу аял	anticipation	0.445
conjecture	күмөн	anticipation	0.445
medical	медициналык	anticipation	0.438
prepared	даярдалган	anticipation	0.438
superstitious	ырым-жырым	anticipation	0.438
reconstruction	калыбына келтирүү	anticipation	0.438
tickle	кытыгы	anticipation	0.438
faith	ишеним	anticipation	0.438
passenger	жүргүнчү	anticipation	0.438
saint	олуя	anticipation	0.438
respect	сый	anticipation	0.438
rabid	ырайымсыздык	anticipation	0.438
reconstruct	кайра куруу	anticipation	0.438
recombination	биригип жуп	anticipation	0.438
devout	динчил	anticipation	0.438
goodness	кең пейилдүүлүк	anticipation	0.438
angel	периште	anticipation	0.438
ferment	ачыткынын	anticipation	0.438
plea	сөз	anticipation	0.438
aloha	Aloha	anticipation	0.438
serial	сериялык	anticipation	0.438
conservation	сактоо	anticipation	0.438
serenity	илим	anticipation	0.430
tabulate	эсепт	anticipation	0.430
install	орнотуу	anticipation	0.430
labyrinth	Лабиринт	anticipation	0.430
venerable	атактуу	anticipation	0.430
perpetuate	бекемделгенде	anticipation	0.430
strategist	стратег	anticipation	0.430
unverified	текшерилбеген	anticipation	0.430
tribunal	трибуналы	anticipation	0.430
charitable	кайрымдуулук	anticipation	0.430
luscious	чүйгүн	anticipation	0.430
spa	SPA	anticipation	0.430
peace	тынчтык	anticipation	0.430
clap	алакан чабуу	anticipation	0.430
conspirator	бириктирген	anticipation	0.422
forestall	йн?	anticipation	0.422
patience	чыдамдуулук	anticipation	0.422
oasis	жай	anticipation	0.422
grin	күлүү	anticipation	0.422
revere	урматтаган	anticipation	0.422
worship	сыйынуу	anticipation	0.422
vista	Vista	anticipation	0.422
laughter	күлкү	anticipation	0.422
volatility	өзгөрмөлүүлүгү	anticipation	0.422
adrift	агым менен	anticipation	0.422
candid	ак ниеттүү	anticipation	0.422
edification	лиши	anticipation	0.422
unresolved	чечилбеген	anticipation	0.422
peaceful	тынч	anticipation	0.422
recognizable	таанымал	anticipation	0.422
calls	чалуулар	anticipation	0.414
weigh	тартуу	anticipation	0.414
probation	сыноо мөөнөтү	anticipation	0.414
proficiency	билүү	anticipation	0.414
morn	Morn	anticipation	0.414
craps	сез-	anticipation	0.414
detainee	кармалган	anticipation	0.414
mediate	ортомчулук кылуу	anticipation	0.414
continue	улантуу	anticipation	0.414
astrologer	төлгөчүдөн	anticipation	0.414
punctual	так	anticipation	0.414
ordination	Аларды ыйык кызматка дайындоо	anticipation	0.414
pretty	сулуу	anticipation	0.414
thought	ой	anticipation	0.414
grant	берүү	anticipation	0.414
withstand	каршы туруу	anticipation	0.414
frisky	Frisky	anticipation	0.414
ongoing	жаткан	anticipation	0.414
sing	ырдоо	anticipation	0.411
long	узун	anticipation	0.406
confession	таануу / конфессия	anticipation	0.406
headlight	фара	anticipation	0.406
prophylactic	алдын алуу	anticipation	0.406
mother	эне	anticipation	0.406
debenture	карыз	anticipation	0.406
wizard	устасы	anticipation	0.406
university	университет	anticipation	0.406
proud	сыймыктануу	anticipation	0.406
midwife	аначы	anticipation	0.406
banquet	банкет	anticipation	0.406
continuation	уланды	anticipation	0.406
navigable	кеме	anticipation	0.406
punished	жазасын	anticipation	0.406
chicane	Ринат	anticipation	0.406
comfort	комфорт	anticipation	0.406
opponent	каршы аял	anticipation	0.406
subscribe	жазылуу	anticipation	0.406
outdo	чаканы	anticipation	0.406
nurture	тарбиялоо	anticipation	0.406
twinkle	жайнап	anticipation	0.406
deal	иш	anticipation	0.402
efficient	таасирдүү	anticipation	0.398
representing	өкүлү	anticipation	0.398
simmer	мөөн	anticipation	0.398
symphony	гуслинин	anticipation	0.398
judiciary	сот	anticipation	0.398
obliging	милдеттендирүүчү	anticipation	0.398
saintly	олуя	anticipation	0.398
vigil	кокусунан	anticipation	0.398
death	өлүм	anticipation	0.398
distracting	тоскоолдук	anticipation	0.398
mortification	кыйнаганы	anticipation	0.398
balm	кадыржам	anticipation	0.398
guillotine	жака	anticipation	0.398
top	жогорку	anticipation	0.398
lettered	тамга	anticipation	0.398
reliance	көз карандысыздык	anticipation	0.398
poke	түртүү	anticipation	0.391
unfulfilled	аткарылбаган	anticipation	0.391
assurance	ишендирүү	anticipation	0.391
condemnation	айыптоо	anticipation	0.391
undoubted	шексиздигинен	anticipation	0.391
diplomacy	дипломатия	anticipation	0.391
familiarity	тааныштыгына	anticipation	0.391
antidote	уунун күчүн жоготуучу зат	anticipation	0.391
chuckle	Бейк	anticipation	0.391
objective	объективдүү	anticipation	0.391
maternal	энелерди	anticipation	0.391
abeyance	тогон	anticipation	0.391
art	искусство	anticipation	0.391
linger	Токтоп	anticipation	0.391
trust	ишеним	anticipation	0.391
depraved	бузулган	anticipation	0.391
sanctify	ыйыкта	anticipation	0.391
inoculation	куюу	anticipation	0.384
chant	ырдоо	anticipation	0.383
banger	Карт	anticipation	0.383
playground	оюн аянтчасы	anticipation	0.383
failing	албай	anticipation	0.383
ship	кеме	anticipation	0.383
hymn	гимн	anticipation	0.383
simplify	жөнөкөйлөтүү	anticipation	0.383
ram	RAM	anticipation	0.383
labor	эмгек	anticipation	0.383
discretion	этияттык	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	жакшы	anticipation	0.383
scientist	илимпоз аял	anticipation	0.383
undecided	жооп бере	anticipation	0.383
humanitarian	гуманитардык	anticipation	0.383
depend	көз каранды	anticipation	0.383
dutiful	жоопкерчиликтүү	anticipation	0.383
clock	саат	anticipation	0.375
sterling	стерлинг	anticipation	0.375
mountain	тоо	anticipation	0.375
savor	даам	anticipation	0.375
recurrent	бир нече жолу	anticipation	0.375
interim	убактылуу	anticipation	0.375
navigator	Navigator	anticipation	0.375
gradual	бара-бара	anticipation	0.375
interminable	түгөнбөгөн	anticipation	0.375
track	жол	anticipation	0.375
public	мамлекеттик	anticipation	0.375
cradle	бешик	anticipation	0.375
concealed	жашырылган	anticipation	0.367
lesson	сабак	anticipation	0.367
instructions	көрсөтмөлөрү	anticipation	0.367
shiver	калтыроо	anticipation	0.367
musical	музыкалык	anticipation	0.367
towering	Бийик	anticipation	0.367
whim	чапканда	anticipation	0.367
spear	найза	anticipation	0.367
convince	ишендирүү	anticipation	0.367
sonar	чыйылдаган	anticipation	0.367
abide	баш ийүүсү	anticipation	0.367
biennial	жылдык	anticipation	0.367
theology	теология	anticipation	0.359
offset	ордун толтуруу	anticipation	0.359
atone	жууш	anticipation	0.359
timidity	статкомитетинин	anticipation	0.359
theory	теория	anticipation	0.359
undying	айныгыс	anticipation	0.359
plump	болпойгон	anticipation	0.359
audience	угуучулар	anticipation	0.357
nobility	асылдыгы	anticipation	0.352
paragon	үлгүсү	anticipation	0.352
dietary	ашка	anticipation	0.352
closure	жабылуу	anticipation	0.352
store	дүкөн	anticipation	0.352
localize	байырлаштыруу	anticipation	0.352
cramp	тарамыш тартышуу	anticipation	0.352
daily	күндө	anticipation	0.352
kindred	үйүнөн	anticipation	0.352
farm	чарба	anticipation	0.352
edition	өзгөртүүлөр жана толуктоолор менен	anticipation	0.352
consecration	арнаган	anticipation	0.352
archaeology	археология	anticipation	0.344
mobile	кыймылдуу	anticipation	0.344
errand	Солдат	anticipation	0.344
wireless	зымсыз	anticipation	0.344
mutable	өзгөгүчтүк	anticipation	0.344
meditate	ой жүгүртүү	anticipation	0.344
stripped	сыйрып	anticipation	0.344
lessen	азаюу	anticipation	0.336
unaccountable	Начар	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	бир тууган	anticipation	0.336
buddy	досум	anticipation	0.336
unbeaten	ойноп	anticipation	0.336
germ	эмбрион	anticipation	0.336
dove	көгүчкөн	anticipation	0.328
digress	чыгар-	anticipation	0.328
ribbon	лента	anticipation	0.328
olfactory	жыт	anticipation	0.328
patient	чыдамкай	anticipation	0.328
council	кеңеш	anticipation	0.328
possess	ээ	anticipation	0.328
secular	динден тышкары	anticipation	0.328
chastity	адеп-ахлактык тазалыкты сактоо	anticipation	0.328
disposed	жайгаштырылган	anticipation	0.320
regularity	ар дайым	anticipation	0.320
mediator	медиатор	anticipation	0.320
scrutinize	талдап	anticipation	0.320
fancy	кооз	anticipation	0.320
immature	бышпаган	anticipation	0.320
infanticide	жашар бала	anticipation	0.320
heft	салмак	anticipation	0.320
preservative	презерватив	anticipation	0.320
paddle	кайыктын калагы	anticipation	0.320
cove	бухта	anticipation	0.320
denying	баш тартуу	anticipation	0.312
bugle	Сурнай	anticipation	0.312
unpublished	жарыяланбаган	anticipation	0.312
analyst	аналитик	anticipation	0.312
grim	каардуу	anticipation	0.312
church	чиркөө	anticipation	0.312
priesthood	дин	anticipation	0.305
mill	тегирмен	anticipation	0.305
judicial	сот	anticipation	0.305
broadside	менсингендер	anticipation	0.305
tributary	салык	anticipation	0.297
cap	капкак	anticipation	0.297
thermocouple	термопар	anticipation	0.297
dismay	коркунуч	anticipation	0.297
instructor	окутуучу аял	anticipation	0.297
saliva	шилекей	anticipation	0.297
exhaustion	алсыроо	anticipation	0.297
bruise	канталап көгөргөн жер	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	үйү жок	anticipation	0.289
visor	калт	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	тармак	anticipation	0.289
shackle	кишендеп койгон	anticipation	0.289
addresses	даректери	anticipation	0.289
noncompliance	сакталбагандыгы	anticipation	0.289
cataract	шаркыратма	anticipation	0.289
skewed	кыйгач	anticipation	0.281
astronomer	астроном	anticipation	0.281
neighbor	кошуна	anticipation	0.281
holiness	олуялык	anticipation	0.273
devil	шайтан	anticipation	0.273
cream	каймак	anticipation	0.273
picket	пикет	anticipation	0.273
latent	жашыруун	anticipation	0.273
immaturity	жетилбеген	anticipation	0.273
sentence	сүйлөм	anticipation	0.273
neighborhood	кошуна колоң	anticipation	0.266
morals	адеп-ахлак	anticipation	0.266
lull	чуунун	anticipation	0.266
habitual	туруктуу	anticipation	0.266
weight	салмак	anticipation	0.258
bye	кош болуңуз	anticipation	0.258
