word	Khmer-km	emotion	emotion-intensity-score
intense	ខ្លាំង	disgust	0.219
dame	dame	disgust	0.219
evade	ជៀសវាង	disgust	0.219
petroleum	ប្រេង	disgust	0.219
weight	ទម្ងន់	disgust	0.219
frowning	រញ៉េរញ៉ៃ	disgust	0.219
actionable	សកម្មភាព	disgust	0.211
tawny	តាយី	disgust	0.211
donkey	សត្វលា	disgust	0.211
unhappy	មិនសប្បាយចិត្ត	disgust	0.211
indifference	ការព្រងើយកន្តើយ	disgust	0.203
rave	rave	disgust	0.203
birch	birch	disgust	0.203
hood	ក្រណាត់	disgust	0.203
desert	វាលខ្សាច់	disgust	0.203
owing	ជំពាក់	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	ភាពឆ្គាំឆ្គង	disgust	0.203
inconvenient	មិនស្រួល	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	ឆ្កូត	disgust	0.195
howl	howl	disgust	0.195
monochrome	ពណ៌	disgust	0.195
airs	ខ្យល់	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	សីលធម៌	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	តារាល្បី	disgust	0.188
avoid	ជៀសវាង	disgust	0.188
stalemate	ជាប់គាំង	disgust	0.188
lush	lush	disgust	0.188
gent	gent	disgust	0.188
lesser	តិចជាង	disgust	0.188
sunk	លិច	disgust	0.180
nose	ច្រមុះ	disgust	0.180
claimant	អ្នកទាមទារ	disgust	0.180
laughable	សើច	disgust	0.180
possession	កម្មសិទ្ធិ	disgust	0.180
larger	ធំជាង	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	មាត់	disgust	0.164
thrift	សន្សំប្រាក់	disgust	0.164
pregnancy	មានផ្ទៃពោះ	disgust	0.164
undoubted	សង្ស័យ	disgust	0.164
clamor	ស្រែក	disgust	0.156
misplace	ខុស	disgust	0.156
sentence	ទោស	disgust	0.156
parrot	សេក	disgust	0.156
obliging	obliging	disgust	0.156
nameless	គ្មានឈ្មោះ	disgust	0.148
bummer	bummer	disgust	0.148
feeling	អារម្មណ៍	disgust	0.141
elf	elf	disgust	0.141
excellence	ប្រសើរ	disgust	0.141
turn	បើក	disgust	0.133
gray	ពណ៌ប្រផេះ	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	មិនធម្មតា	disgust	0.133
stall	តូប	disgust	0.133
bran	bran	disgust	0.125
finally	ទីបំផុត	disgust	0.125
lord	ព្រះអម្ចាស់	disgust	0.125
boy	ក្មេងប្រុស	disgust	0.117
cove	cove	disgust	0.117
nurture	ចិញ្ចឹមបីបាច់	disgust	0.117
savor	savor	disgust	0.117
lemon	ក្រូចឆ្មា	disgust	0.109
winning	ឈ្នះ	disgust	0.109
powerful	ដ៏មានឥទ្ធិពល	disgust	0.102
glitter	glitter	disgust	0.094
interior	ខាងក្នុង	disgust	0.086
mind	ចិត្ត	disgust	0.086
treat	ព្យាបាល	disgust	0.078
interested	ចាប់អារម្មណ៍	disgust	0.078
abundance	សម្បូរបែប	disgust	0.078
honest	ស្មោះត្រង់	disgust	0.055
kite	ខ្លែង	disgust	0.055
humble	បន្ទាបខ្លួន	disgust	0.047
tree	ដើមឈើ	disgust	0.039
torture	ការធ្វើទារុណកម្ម	fear	0.984
terrorist	ភេរវករ	fear	0.972
horrific	គួរឱ្យរន្ធត់	fear	0.969
terrorism	ភេរវកម្ម	fear	0.969
terrorists	ភេរវករ	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	សម្លាប់	fear	0.962
homicidal	ឃាតកម្ម	fear	0.959
annihilate	រំលាយ	fear	0.953
terror	ភេរវកម្ម	fear	0.953
murderer	ឃាតករ	fear	0.953
catastrophe	មហន្តរាយ	fear	0.953
dying	ស្លាប់	fear	0.948
war	សង្គ្រាម	fear	0.942
bombing	បំផ្ទុះគ្រាប់បែក	fear	0.938
bomb	គ្រាប់បែក	fear	0.935
missiles	មីស៊ីល	fear	0.934
horror	ភ័យរន្ធត់	fear	0.923
brutality	ឃោរឃៅ	fear	0.922
bloodthirsty	ឈាម	fear	0.922
terrorize	ភេរវកម្ម	fear	0.922
horrified	រន្ធត់	fear	0.922
murderous	ឃាតកម្ម	fear	0.920
massacre	ការសម្លាប់រង្គាល	fear	0.911
assassinate	ធ្វើឃាត	fear	0.906
horrifying	គួរឱ្យរន្ធត់	fear	0.906
fatality	ការស្លាប់	fear	0.906
murder	ឃាតកម្ម	fear	0.906
mutilation	ការវះកាត់	fear	0.906
terrifying	គួរឱ្យភ័យខ្លាច	fear	0.906
devastation	ការបំផ្លិចបំផ្លាញ	fear	0.906
holocaust	holocaust	fear	0.906
horrors	ភាពភ័យរន្ធត់	fear	0.906
killing	សម្លាប់	fear	0.906
demon	អារក្ស	fear	0.906
terrified	ភ័យខ្លាច​ជា​ខ្លាំង	fear	0.906
suicidal	ធ្វើអត្តឃាត	fear	0.898
kidnap	ចាប់ជំរិត	fear	0.891
slaughter	សំលាប់	fear	0.891
assault	វាយដំ	fear	0.891
crucifixion	ការឆ្កាង	fear	0.891
doomed	វិនាស	fear	0.888
poisoned	បំពុល	fear	0.886
suicide	ការធ្វើអត្តឃាត	fear	0.879
explosion	ការផ្ទុះ	fear	0.879
dismemberment	ការបែងចែក	fear	0.875
slaughtering	ការសំលាប់	fear	0.875
disastrous	គ្រោះមហន្តរាយ	fear	0.875
deadly	ស្លាប់	fear	0.875
annihilation	ការបំផ្លាញ	fear	0.875
disaster	គ្រោះមហន្តរាយ	fear	0.875
threatening	គំរាមកំហែង	fear	0.875
suffocation	ការថប់ដង្ហើម	fear	0.875
assassin	ឃាតក	fear	0.875
savagery	savagery	fear	0.875
rape	ការរំលោភ	fear	0.870
hell	ឋាននរក	fear	0.860
anthrax	anthrax	fear	0.859
explosive	រំសេវផ្ទុះ	fear	0.859
warfare	សង្គ្រាម	fear	0.859
paralyzed	ពិការ	fear	0.859
molestation	ការរំលោភបំពាន	fear	0.859
homicide	ឃាតកម្ម	fear	0.859
barbaric	ព្រៃផ្សៃ	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	គ្រោះថ្នាក់	fear	0.859
demonic	អារក្ស	fear	0.859
bloodshed	ការបង្ហូរឈាម	fear	0.859
annihilated	annihilated	fear	0.859
attacking	វាយប្រហារ	fear	0.859
dread	ភ័យខ្លាច	fear	0.859
slaughterhouse	ឃាតកម្ម	fear	0.859
tragedy	សោកនាដកម្ម	fear	0.859
guillotine	កន្ត្រាក់	fear	0.859
executioner	ពេជ្ឈឃាដ	fear	0.859
suffocating	suffocating	fear	0.858
treachery	ការក្បត់	fear	0.856
fright	ភ័យខ្លាច	fear	0.853
traumatic	ឈឺចាប់	fear	0.844
afraid	ភ័យខ្លាច	fear	0.844
morgue	កន្លែងដាក់សព	fear	0.844
drown	លង់ទឹក	fear	0.844
destroying	បំផ្លាញ	fear	0.844
painful	ឈឺចាប់	fear	0.844
frightened	ភ័យខ្លាច	fear	0.844
monster	បិសាច	fear	0.844
slayer	slayer	fear	0.844
abomination	គួរស្អប់ខ្ពើម	fear	0.844
execution	ការប្រតិបត្តិ	fear	0.844
scariest	គួរឱ្យខ្លាចបំផុត	fear	0.844
bombardment	បំផ្ទុះគ្រាប់បែក	fear	0.844
vengeance	សងសឹក	fear	0.844
panicked	ភ័យស្លន់ស្លោ	fear	0.844
frightening	គួរឱ្យភ័យខ្លាច	fear	0.844
scare	ភ័យខ្លាច	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	ផិតក្បាល	fear	0.844
death	ស្លាប់	fear	0.843
chaos	ភាពវឹកវរ	fear	0.839
ghastly	គួរឱ្យខ្លាច	fear	0.836
evil	អាក្រក់	fear	0.833
gunmen	ខ្មាន់កាំភ្លើង	fear	0.828
fear	ការភ័យខ្លាច	fear	0.828
doom	doom	fear	0.828
intruder	អ្នកឈ្លានពាន	fear	0.828
cancer	ជំងឺមហារីក	fear	0.828
grenade	គ្រាប់បែកដៃ	fear	0.828
assassination	ឃាតកម្ម	fear	0.828
fatal	ធ្ងន់ធ្ងរ	fear	0.828
nightmare	សុបិន្តអាក្រក់	fear	0.828
explode	ផ្ទុះ	fear	0.828
kidnapped	ចាប់ជំរិត	fear	0.828
eradication	ការលុបបំបាត់	fear	0.828
hellish	hellish	fear	0.828
paralyze	អស់កម្លាំង	fear	0.828
trauma	របួស	fear	0.828
doomsday	doomsday	fear	0.828
violently	ហិង្សា	fear	0.828
manslaughter	ការសម្លាប់មនុស្ស	fear	0.828
devil	អារក្ស	fear	0.828
frighten	ភ័យខ្លាច	fear	0.828
brutal	ឃោរឃៅ	fear	0.828
morbidity	ជំងឺ	fear	0.820
crippling	ពិការ	fear	0.817
savage	savage	fear	0.814
crushed	ផលប៉ះពាល់	fear	0.812
violence	អំពើហឹង្សា	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	ភ័យខ្លាច	fear	0.812
suffering	រងទុក្ខ	fear	0.812
shooting	បាញ់	fear	0.812
earthquake	ការរញ្ជួយដី	fear	0.812
destructive	បំផ្លាញ	fear	0.812
violent	ហិង្សា	fear	0.812
poisonous	ពុល	fear	0.812
quake	រញ្ជួយ	fear	0.812
damnation	damnation	fear	0.812
aggressor	អ្នកឈ្លានពាន	fear	0.812
imprisoned	ដាក់ពន្ធនាគារ	fear	0.811
hurricane	ខ្យល់ព្យុះ	fear	0.811
exterminate	បំបាត់ចោល	fear	0.810
fearing	ភ័យខ្លាច	fear	0.808
hemorrhage	ហូរឈាម	fear	0.807
lethal	ដ៍សាហាវ	fear	0.806
torment	ដាក់ទោស	fear	0.806
venom	ពិស	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	គ្រោះថ្នាក់	fear	0.802
snakes	ពស់	fear	0.802
exorcism	exorcism	fear	0.800
obliterated	លុបចោល	fear	0.800
robbery	ប្លន់	fear	0.800
terrifies	terrifies	fear	0.798
cyanide	ស៊ីអ៊ីតណែត	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	ភាពសាហាវឃោរឃៅ	fear	0.797
monstrosity	monstrosity	fear	0.797
attack	ការវាយប្រហារ	fear	0.797
extermination	ការសម្លាប់រង្គាល	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	អត្រាមរណៈភាព	fear	0.797
destruction	ការបំផ្លាញ	fear	0.797
poison	ថ្នាំពុល	fear	0.797
harmful	មានះថាក់	fear	0.797
persecution	ការបៀតបៀន	fear	0.797
bombers	យន្តហោះទម្លាក់គ្រាប់បែក	fear	0.797
incurable	មិនអាចព្យាបាលបាន	fear	0.797
hysteria	ការរំជួលចិត្ត	fear	0.797
dreadfully	dreadfully	fear	0.796
arson	ការឆេះ	fear	0.794
devastate	បំផ្លិចបំផ្លាញ	fear	0.792
tyrant	tyrant	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	វិនាស	fear	0.784
feared	ភ័យខ្លាច	fear	0.782
maniac	maniac	fear	0.781
enslaved	enslaved	fear	0.781
rampage	rampage	fear	0.781
screaming	ស្រែក	fear	0.781
venomous	ពិស	fear	0.781
warlike	សង្គ្រាម	fear	0.781
lifeless	គ្មានជីវិត	fear	0.781
bloody	បង្ហូរឈាម	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	ពស់	fear	0.776
epidemic	ជំងឺឆ្លង	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	obliterate	fear	0.766
shipwreck	កប៉ាល់	fear	0.766
crisis	វិបត្តិ	fear	0.766
criminal	ឧក្រិដ្ឋជន	fear	0.766
invade	ឈ្លានពាន	fear	0.766
riot	កុបកម្ម	fear	0.766
fearful	ភ័យខ្លាច	fear	0.766
reprisal	សងសឹក	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	ឈ្លានពាន	fear	0.766
dangerously	គ្រោះថ្នាក់	fear	0.766
tumor	ដុំមហារីក	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	ការរំលោភ	fear	0.766
inferno	ភ្លើង	fear	0.766
leprosy	ឃ្លង់	fear	0.766
jihad	ជីហាដ	fear	0.766
scary	គួរឱ្យខ្លាច	fear	0.766
hazardous	គ្រោះថ្នាក់	fear	0.766
detonate	បំផ្ទុះ	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	hyperventilating	fear	0.762
nightmares	សុបិន្តអាក្រក់	fear	0.759
ghostly	ghostly	fear	0.754
destroyed	បំផ្លាញ	fear	0.754
anarchy	អនាធិបតេយ្យ	fear	0.750
panic	ភាពស្លន់ស្លោ	fear	0.750
dreadful	គួរឱ្យខ្លាច	fear	0.750
riotous	កុប្បកម្ម	fear	0.750
dangerous	គ្រោះថ្នាក់	fear	0.750
projectiles	projectiles	fear	0.750
strangle	ច្រមុះ	fear	0.750
hurricanes	ព្យុះសង្ឃរា	fear	0.750
anarchist	អនាធិបតេយ្យ	fear	0.750
mortuary	កន្លែងស្លាប់	fear	0.750
wrenching	wrenching	fear	0.750
destroyer	នាវាពិឃាត	fear	0.750
tyranny	ភាពឃោរឃៅ	fear	0.750
ptsd	ptsd	fear	0.750
hazard	គ្រោះថ្នាក់	fear	0.750
tragedies	សោកនាដកម្ម	fear	0.750
slavery	ទាសភាព	fear	0.750
treacherous	កខ្វក់	fear	0.750
cholera	ជំងឺអាសន្នរោគ	fear	0.750
imprisonment	ការដាក់ពន្ធនាគារ	fear	0.750
agony	ឈឺចាប់	fear	0.750
obliteration	ការកំទេចចោល	fear	0.750
accident	គ្រោះថ្នាក់	fear	0.750
fears	ការភ័យខ្លាច	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	អាក្រក់	fear	0.742
cannibal	cannibal	fear	0.740
bombard	bombard	fear	0.740
abominable	គួរស្អប់ខ្ពើម	fear	0.738
bomber	អ្នកបំផ្ទុះគ្រាប់បែក	fear	0.734
diseased	ឈឺ	fear	0.734
gun	កាំភ្លើង	fear	0.734
shoot	បាញ់	fear	0.734
horrible	អាក្រក់	fear	0.734
missile	មីស៊ីល	fear	0.734
crash	គាំង	fear	0.734
beast	សត្វ	fear	0.734
tyrannical	tyrannical	fear	0.734
paralysis	ពិការ	fear	0.734
devilish	អារក្ស	fear	0.734
mutiny	ការបះបោរ	fear	0.734
misery	ទុក្ខវេទនា	fear	0.734
shot	បាញ់	fear	0.734
depraved	ខូចអាក្រក់	fear	0.734
gore	gore	fear	0.734
scared	ភ័យខ្លាច	fear	0.734
cursed	cursed	fear	0.734
threaten	គំរាមកំហែង	fear	0.734
tornado	ព្យុះកំបុតត្បូង	fear	0.734
victimized	រងគ្រោះ	fear	0.734
hostage	ចំណាប់ខ្មាំង	fear	0.734
melee	melee	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	សាហាវ	fear	0.734
dictatorship	របបផ្តាច់ការ	fear	0.734
mafia	ម៉ាហ្វីយ៉ា	fear	0.734
turmoil	ភាពចលាចល	fear	0.733
combat	ប្រយុទ្ធ	fear	0.728
alligator	ក្រពើ	fear	0.727
ruin	បំផ្លាញ	fear	0.725
shooter	កាមេរ៉ា	fear	0.722
contagious	ឆ្លង	fear	0.720
miscarriage	miscarriage	fear	0.719
casualty	គ្រោះថ្នាក់	fear	0.719
fight	ប្រយុទ្ធ	fear	0.719
mortification	mortification	fear	0.719
crime	ឧក្រិដ្ឋកម្ម	fear	0.719
struggle	តស៊ូ	fear	0.719
shock	ឆក់	fear	0.719
seizure	រឹបអូស	fear	0.719
lynch	lynch	fear	0.719
starvation	ការអត់ឃ្លាន	fear	0.719
harm	គ្រោះថ្នាក់	fear	0.719
excruciating	ហួសចិត្ត	fear	0.719
phobia	ផូរ៉ា	fear	0.719
desperation	អស់សង្ឃឹម	fear	0.719
devastating	បំផ្លិចបំផ្លាញ	fear	0.719
emergency	អាសន្ន	fear	0.719
