word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
watch	စောင့်ကြည့်	anticipation	0.523
prophet	ပရောဖကျသ	anticipation	0.523
prognostic	၏အခြင်း	anticipation	0.523
haste	လျင်မြန်ခြင်း	anticipation	0.523
planning	စီမံကိန်းရေးဆွဲခြင်း	anticipation	0.523
importance	အရေးကြီးပုံ	anticipation	0.523
radiance	အရောင်	anticipation	0.523
prevail	အောင်မြင်	anticipation	0.523
cheery	cheery	anticipation	0.523
competition	ယှဉ်ပြိုင်မှု	anticipation	0.523
ultimately	နောက်ဆုံးမှာ	anticipation	0.523
revive	ပွနျလညျဖွစျပှါးစေ	anticipation	0.523
beaming	ဖိုင်တွေကို	anticipation	0.523
wait	စောင့်	anticipation	0.523
child	ကလေး	anticipation	0.523
notification	သတိပေးချက်	anticipation	0.523
hunter	မုဆိုး	anticipation	0.523
explosive	ပေါကျကှဲစတေတျသော	anticipation	0.523
endanger	ဘေးသင့်အောင်လုပ်	anticipation	0.516
time	အချိန်	anticipation	0.516
recreation	အနားယူခြင်း	anticipation	0.516
renovation	အသစ်ထူထောင်ခြင်း	anticipation	0.516
precious	အဘိုးထိုက်သော	anticipation	0.516
begun	စတင်နေပြီ	anticipation	0.516
loom	ရက်ကန်းစင်	anticipation	0.516
compensate	လျြော	anticipation	0.516
treat	စားသောကျပှဲ	anticipation	0.516
uncontrollable	မချုပ်တည်းနိုင်သော	anticipation	0.516
present	လက်ဆောင်	anticipation	0.516
salary	လစာ	anticipation	0.516
celebrity	အနုပညာရှင်	anticipation	0.516
owing	မရှိစေရန်	anticipation	0.516
chocolate	ခြော့ကလကျ	anticipation	0.516
caution	သတိ	anticipation	0.516
fermentation	ကစော်ဖောက်ခြင်း	anticipation	0.516
sensuality	အာရုံလိုက်စားတတ်သော	anticipation	0.516
wilderness	တောအရပ်	anticipation	0.508
signify	ဆိုလို	anticipation	0.508
transitional	သငြ်ကူးေူပာင်းမြ	anticipation	0.508
intermission	ကြားပြတ်ချိန်	anticipation	0.508
contemplation	အာရုံပြုခြင်း	anticipation	0.508
vigilance	သတိဝီရိယ	anticipation	0.508
commemoration	အထိမ်းအမှတ်	anticipation	0.508
practise	လေ့ကျင့်သည်	anticipation	0.508
cue	cue	anticipation	0.508
infant	မွေးကင်းစ	anticipation	0.508
dreadful	ကြောက်မက်ဘွယ်သော	anticipation	0.508
perfection	စုံလင်ခြင်း	anticipation	0.508
elevation	မွှောကျခွငျး	anticipation	0.508
prerequisite	ရှေးဉီးလိုအပျခကျြ	anticipation	0.508
cultivate	ပြိုးထောငျ	anticipation	0.508
horizon	မိုးကုတ်စက်ဝိုင်း	anticipation	0.508
develop	တိုးတက်	anticipation	0.508
exigent	NO TRANSLATION	anticipation	0.508
swim	ရေကူး	anticipation	0.500
attendance	တက်ရောက်သူ	anticipation	0.500
nascent	အခြေတည်စ	anticipation	0.500
favorable	အခွင့်ကောင်းသော	anticipation	0.500
peril	ဘေး	anticipation	0.500
income	ဝငျငှေ	anticipation	0.500
ardent	ardent	anticipation	0.500
commemorate	ဂုဏ်ပြု	anticipation	0.500
doomsday	ကမ္ဘာပျက်	anticipation	0.500
reconciliation	ပြန်လည်သင့်မြတ်ရေး	anticipation	0.500
utopian	utopian	anticipation	0.500
romantic	စိတ်ကူးယဉ်တတ်သော	anticipation	0.500
unbridled	ထိနျးခြုပျ	anticipation	0.500
sunny	နေရောင်များသော	anticipation	0.500
uphill	ကုန်းတက်	anticipation	0.500
intuitively	အလိုလို	anticipation	0.500
depart	ထွက်သွား	anticipation	0.500
eventuality	နောက်ဆုံးမှာ	anticipation	0.500
puppy	ခှေးကလေး	anticipation	0.500
zeal	စိတ်အားထက်သန်မှု	anticipation	0.500
sneaking	sneaking	anticipation	0.500
ready	အဆင်သင့်	anticipation	0.500
advocacy	စည်းရုံးလှုံ့ဆော်မှု	anticipation	0.500
airport	လေဆိပ်	anticipation	0.500
litigate	ရုံးတက်	anticipation	0.500
blindfold	စဉ်းလဲဉာဏ်	anticipation	0.500
undisclosed	ဖျော	anticipation	0.500
young	ငယ်ရွယ်	anticipation	0.500
horoscope	horoscope	anticipation	0.500
invocation	invocation	anticipation	0.500
calculation	ရေတွက်ခြင်း	anticipation	0.500
hero	သူရဲကောင်း	anticipation	0.500
court	ရုံး	anticipation	0.492
repay	ပြန်ဆပ်	anticipation	0.492
improvise	ရုတ်တရက်တီးမှုတ်	anticipation	0.492
parole	လြှို့ဝှကျစကား	anticipation	0.492
worry	စိုးရိမ်	anticipation	0.492
inauguration	စထွင်ခြင်း	anticipation	0.492
gaping	gaping	anticipation	0.492
youth	လူငယ်	anticipation	0.492
bless	ကောင်းချီးပေး	anticipation	0.492
defense	ကာကွယ်မှု	anticipation	0.492
heyday	အထွတ်အထိပ်ရောက်ချိန်တုန်းက	anticipation	0.492
consequent	နောက်ဆက်တွဲ	anticipation	0.492
proceeding	ရှေ့ဆက်	anticipation	0.492
eventual	အကုန်းဆုံးဖြစ်သော	anticipation	0.492
perspective	ရှုထောင့်	anticipation	0.492
restorative	ပွနျလညျ	anticipation	0.492
undertaking	ဆောင်ရွက်ခြင်း	anticipation	0.492
highest	အမြင့်ဆုံး	anticipation	0.491
duel	duel	anticipation	0.484
unexplained	unexplained	anticipation	0.484
tremor	တုန်ခါ	anticipation	0.484
sharpen	ထက်စေ	anticipation	0.484
generosity	ရက်ရောခြင်း	anticipation	0.484
voluptuous	voluptuous	anticipation	0.484
shortly	မကြာမီ	anticipation	0.484
vow	သစ္စပြု	anticipation	0.484
contagion	ဘယ်လိုကူးစက်	anticipation	0.484
letter	အက္ခရာ	anticipation	0.484
happen	ဖြစ်ပျက်	anticipation	0.484
threaten	ခြိမ်းခြောက်	anticipation	0.484
conjure	conjure	anticipation	0.484
sparkle	sparkling	anticipation	0.484
engulf	မျိုချလွှမ်းမိုး	anticipation	0.484
god	ဘုရားသခ	anticipation	0.484
correspondence	ပေးစာယူစာ	anticipation	0.484
auspicious	မင်္ဂလာ	anticipation	0.484
princely	မင်းသား	anticipation	0.484
adore	ကြည်ညို	anticipation	0.477
enroll	စာရင်းသွင်း	anticipation	0.477
determinate	ဆုံးဖြတ်ချက်	anticipation	0.477
predispose	predispose	anticipation	0.477
clue	အနှစ်သာရ	anticipation	0.477
onset	စတင်ခြင်း	anticipation	0.477
powerful	အစွမ်းထက်	anticipation	0.477
glorify	ချီးကျူး	anticipation	0.477
glow	တောက်ခြင်း	anticipation	0.477
arbitration	ခုံဖှဲ့။ စီရငျဆုံးဖွတျခွငျး	anticipation	0.477
torture	ညှဉ်းပမ်း	anticipation	0.477
gravitate	မြေထုဆွဲအား	anticipation	0.477
cherish	မြတ်နိုး	anticipation	0.477
contemplate	အာရုံပြု	anticipation	0.477
submit	တင်သွင်း	anticipation	0.477
perilous	ဘေးအန်တရာယျနဲ့	anticipation	0.477
unification	တညီတညွတ်တည်းဖြစ်စေခြင်း	anticipation	0.477
score	နိုင်ပြီ	anticipation	0.477
medal	တံဆိပ်	anticipation	0.477
glide	သွားလာ	anticipation	0.477
recipient	လက်လံသူ	anticipation	0.477
accompaniment	အတူပါခြင်း	anticipation	0.477
praiseworthy	ခြီးမှမျး	anticipation	0.473
providing	ပေး	anticipation	0.469
motion	ရွေ့လျားမှု	anticipation	0.469
fete	NO TRANSLATION	anticipation	0.469
cautious	သတိရှိသော	anticipation	0.469
cash	ငွေသား	anticipation	0.469
precursor	ရှေ့ပြေး	anticipation	0.469
opera	တေးသံစုံကဇါတ်	anticipation	0.469
elite	အထက်တန်းလွှာ	anticipation	0.469
pry	pry	anticipation	0.469
hire	ငှါး	anticipation	0.469
sweets	သကြားလုံး	anticipation	0.469
star	ကြယ်	anticipation	0.469
unsurpassed	တုနှိုငျး	anticipation	0.469
successful	အောင်မြင်သော	anticipation	0.469
unknown	အမည်မသိ	anticipation	0.469
immediately	ချက်ချင်း	anticipation	0.469
starry	မိုဃ်း	anticipation	0.469
production	ထုတ်လုပ်မှု	anticipation	0.469
football	ဘောလုံး	anticipation	0.469
completion	ပြည့်စုံခြင်း	anticipation	0.469
scare	ခြောကျလှနျ့	anticipation	0.469
invoke	မြွက်	anticipation	0.469
shaky	မတည်ငြိမ်သော	anticipation	0.469
dawn	အရုဏ်တက်	anticipation	0.469
creeping	တွားတတ်သောတိရစ္ဆာန်မျိုး	anticipation	0.469
cheerfulness	ပြုသောသူသည်စေတနာစိတ်	anticipation	0.461
soundness	ကျန်းမာခြင်း	anticipation	0.461
mail	စာပို့	anticipation	0.461
draft	မူကြမ်း	anticipation	0.461
preliminary	ကြိုတင်	anticipation	0.461
friendly	ဖော်ရွေ	anticipation	0.461
commemorative	အထိမ်းအမှတ်	anticipation	0.461
extricate	extricate	anticipation	0.461
alive	အသကျရှငျ	anticipation	0.461
untold	မရေမတွက်	anticipation	0.461
overture	ကမျးလှမျးခ	anticipation	0.461
excel	Excel	anticipation	0.461
plight	ဆင်းရဲဒုက္ခ	anticipation	0.461
synchronize	တွေကိုတပြိုင်တည်းအလုပ်လုပ်	anticipation	0.461
punt	punt	anticipation	0.461
sanctuary	သန့်ရှင်းရာဌာန	anticipation	0.461
brilliant	ဉာဏ်ရွှင်သော	anticipation	0.461
pay	အခပေး	anticipation	0.461
shining	ထွန်းလင်း	anticipation	0.461
regatta	regatta	anticipation	0.461
testament	သေတမ်းစာ	anticipation	0.461
jeopardy	အန္တရာယ်	anticipation	0.461
perpetuity	အစဉ်ပိုင်	anticipation	0.453
elegance	လှပတင့်တယ်မှု	anticipation	0.453
career	ရာထူး	anticipation	0.453
basketball	ဘတ်စကက်ဘော	anticipation	0.453
intimately	တရင်းတနှီး	anticipation	0.453
renovate	အသစ်ထူထောင်	anticipation	0.453
supremacy	သာလွန်ချက်	anticipation	0.453
infinity	အကန့်အသတ်မရှိသော	anticipation	0.453
unexpected	မမျှော်လင့်ဘဲ	anticipation	0.453
flinch	flinch	anticipation	0.453
complement	အဖြည့်	anticipation	0.453
prologue	ဖှငျ့နိဒါနျး	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	ကြိုတင်ကာကွယ်ရေး	anticipation	0.453
improve	တိုးတက်ကောင်းမွန်အောင်	anticipation	0.453
sunset	နေဝင်	anticipation	0.453
inaugural	အဖွင့်	anticipation	0.453
rehabilitation	ပြန်လည်ထူထောင်ရေး	anticipation	0.453
fitting	တော်အောင်ပြုပြင်ခြင်း	anticipation	0.445
surround	ဝန်းဝိုင်း	anticipation	0.445
share	ဝေစု	anticipation	0.445
epidemic	ကပ်ရောဂါ	anticipation	0.445
sweet	ချိုမြိန်	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	ဆိ	anticipation	0.445
confidence	ယုံကြည်စိတ်ချမှု	anticipation	0.445
perfect	စုံလင်သော	anticipation	0.445
sun	နေ	anticipation	0.445
veracity	veracity	anticipation	0.445
volunteer	အပျြောအမှုထမျး	anticipation	0.445
conjecture	ကွေးမြား	anticipation	0.445
medical	ဆေးဘက်	anticipation	0.438
prepared	ကိုပြင်ဆင်	anticipation	0.438
superstitious	အစှဲအလနျးကွီးသော	anticipation	0.438
reconstruction	ပြန်. တည်ဆောက်ခြင်း	anticipation	0.438
tickle	ကလိခြင်း	anticipation	0.438
faith	ယုံကြည်ခြင်း	anticipation	0.438
passenger	ခရီးသည်	anticipation	0.438
saint	သူတော်ကောင်း	anticipation	0.438
respect	လေးစားမှု	anticipation	0.438
rabid	ခွေးရူးပြန်ရောဂါ	anticipation	0.438
reconstruct	ပြန်. တည်ဆောက်	anticipation	0.438
recombination	recombination	anticipation	0.438
