word	Catalan-ca	emotion	emotion-intensity-score
cess	cess	disgust	0.670
devil	diable	disgust	0.664
heretic	heretge	disgust	0.664
nauseous	nàusees	disgust	0.664
abominable	abominable	disgust	0.664
deformity	deformitat	disgust	0.664
deadly	mortal	disgust	0.664
swine	porc	disgust	0.664
discrimination	discriminació	disgust	0.664
masochism	masoquisme	disgust	0.664
poisonous	verinós	disgust	0.656
prejudiced	prejudicis	disgust	0.656
bacteria	bacteris	disgust	0.656
death	mort	disgust	0.656
poison	verí	disgust	0.656
trash	escombraries	disgust	0.656
abortion	avortament	disgust	0.656
corruption	corrupció	disgust	0.656
victimized	víctima	disgust	0.656
oppression	opressió	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	horror	disgust	0.656
horrible	horrible	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	venjatiu	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	horrible	disgust	0.648
detestation	detestació	disgust	0.648
sludge	fangs	disgust	0.648
ugly	lleig	disgust	0.648
trashy	trashy	disgust	0.648
bitch	puta	disgust	0.648
immoral	immoral	disgust	0.648
malfeasance	malversació	disgust	0.641
spew	saltar	disgust	0.641
pimple	pimple	disgust	0.641
indecency	indecencia	disgust	0.641
unsightly	desagradable	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	vilà	disgust	0.641
cystic	quístic	disgust	0.641
horrifying	horrorós	disgust	0.641
derogatory	derogatori	disgust	0.641
laxative	laxant	disgust	0.641
criminality	criminalitat	disgust	0.641
oppressive	opressiu	disgust	0.633
sinful	pecaminós	disgust	0.633
bigoted	granat	disgust	0.633
doomsday	dia del final del judici	disgust	0.633
prostitution	prostitució	disgust	0.633
ulcer	úlcera	disgust	0.633
secrete	segregar	disgust	0.633
perpetrator	autor	disgust	0.633
rat	rat	disgust	0.633
queasy	molest	disgust	0.633
mildew	mildiu	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	vergonyós	disgust	0.625
ghastly	horrible	disgust	0.625
persecution	persecució	disgust	0.625
devilish	diabòlic	disgust	0.625
degrading	degradant	disgust	0.625
obscenity	obscenitat	disgust	0.625
fungus	fong	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	glutoneria	disgust	0.625
stools	tamborets	disgust	0.625
suffering	patiment	disgust	0.625
contemptible	despreciable	disgust	0.625
cuckold	corbates	disgust	0.625
bloated	inflat	disgust	0.625
aghast	agotar	disgust	0.625
betrayal	traïció	disgust	0.617
guillotine	guillotina	disgust	0.617
infect	infectar	disgust	0.617
spoil	espatllar	disgust	0.617
tetanus	tètanus	disgust	0.617
fat	greix	disgust	0.617
louse	piojo	disgust	0.617
malicious	maliciós	disgust	0.617
polygamy	poligàmia	disgust	0.617
crusty	cruixent	disgust	0.617
atrocious	atroç	disgust	0.617
deceit	engany	disgust	0.617
termite	termite	disgust	0.617
loathe	no ho dubtis	disgust	0.617
wench	wench	disgust	0.617
dying	morint	disgust	0.617
sickly	malalt	disgust	0.617
diaper	bolquer	disgust	0.617
strangle	estrangular	disgust	0.617
drool	drool	disgust	0.609
slander	calúmnia	disgust	0.609
abhor	abhor	disgust	0.609
venomous	venenoso	disgust	0.609
brothel	prostíbul	disgust	0.609
ghetto	gueto	disgust	0.609
violently	violentament	disgust	0.609
hostile	hostil	disgust	0.609
sabotage	sabotatge	disgust	0.609
deform	deformar	disgust	0.609
bleeding	sagnat	disgust	0.609
unwashed	sense rentar	disgust	0.602
lunacy	ludeig	disgust	0.602
imprisonment	empresonament	disgust	0.602
infidel	infidel	disgust	0.602
deprivation	privació	disgust	0.602
traitor	traïdor	disgust	0.602
ugliness	lletjor	disgust	0.602
musty	mossegat	disgust	0.602
illicit	il·lícit	disgust	0.602
swampy	pantà	disgust	0.602
poaching	caça furtiva	disgust	0.602
hag	Hag	disgust	0.602
butcher	carnisser	disgust	0.594
lunatic	lunàtic	disgust	0.594
venom	verí	disgust	0.594
repelling	repel·lint	disgust	0.594
thug	brètol	disgust	0.594
misery	misèria	disgust	0.594
toilet	WC	disgust	0.594
slug	escletxa	disgust	0.594
catastrophe	catàstrofe	disgust	0.594
epidemic	epidèmia	disgust	0.594
gut	gut	disgust	0.594
intoxicated	intoxicat	disgust	0.594
blister	ampolla	disgust	0.594
deceitful	enganyós	disgust	0.594
hostility	hostilitat	disgust	0.594
queasiness	molestia	disgust	0.594
lurid	escabrosos	disgust	0.594
sinner	pecador	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	lavabo	disgust	0.586
harass	assetjar	disgust	0.586
unclean	impur	disgust	0.586
prostitute	prostituta	disgust	0.586
pornography	pornografia	disgust	0.586
dreadful	terrible	disgust	0.586
deteriorated	deteriorat	disgust	0.586
appalling	horrorós	disgust	0.586
unfaithful	infidel	disgust	0.578
rash	erupció cutània	disgust	0.578
humiliating	humiliant	disgust	0.578
ruinous	ruïnós	disgust	0.578
squeamish	sensual	disgust	0.578
offensive	ofensiu	disgust	0.578
conspirator	conspirador	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	desertatge	disgust	0.578
mangle	mangle	disgust	0.578
flea	puça	disgust	0.578
hypocrite	hipòcrita	disgust	0.578
retard	Retard	disgust	0.578
fiend	fiend	disgust	0.578
sick	malalt	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	expulsió	disgust	0.578
treacherous	traïdor	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	Escopir	disgust	0.570
devastating	devastador	disgust	0.570
bastard	bastardo	disgust	0.570
messy	desordenat	disgust	0.570
flog	flog	disgust	0.570
egregious	exagerat	disgust	0.570
swamp	pantà	disgust	0.570
oppress	opressió	disgust	0.570
despise	menysprear	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	serp	disgust	0.570
snake	serp	disgust	0.562
terrible	terrible	disgust	0.562
awful	horrible	disgust	0.562
harmful	perjudicial	disgust	0.562
insanity	la bogeria	disgust	0.562
indecent	indecent	disgust	0.562
sordid	sòrdid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	canalla	disgust	0.562
enemy	enemic	disgust	0.562
stealing	robatori	disgust	0.562
alcoholism	alcoholisme	disgust	0.562
humiliation	humiliació	disgust	0.562
ruthless	cruel	disgust	0.562
sloppy	descuidat	disgust	0.562
tyrannical	tiràniques	disgust	0.562
harlot	ramera	disgust	0.562
sinning	pecar	disgust	0.562
robbery	robatori	disgust	0.555
insufferable	insuportable	disgust	0.555
arsenic	arsènic	disgust	0.555
bloody	sagnant	disgust	0.555
odious	odiós	disgust	0.555
ridicule	ridícul	disgust	0.555
atrophy	atròfia	disgust	0.555
beastly	bestial	disgust	0.555
collusion	col · lusió	disgust	0.555
distaste	distès	disgust	0.555
segregate	segregar	disgust	0.555
discriminating	discriminant	disgust	0.555
coward	covard	disgust	0.555
wickedness	maldat	disgust	0.555
threatening	amenaçant	disgust	0.555
unattractive	poc atractiu	disgust	0.555
slayer	assassí	disgust	0.555
flabby	flabby	disgust	0.555
varicella	varicel	disgust	0.555
miserable	miserable	disgust	0.547
sty	estil	disgust	0.547
ogre	ogre	disgust	0.547
coercion	coerció	disgust	0.547
thief	lladre	disgust	0.547
slur	boig	disgust	0.547
suffocating	asfixiant	disgust	0.547
anathema	anatema	disgust	0.547
purgatory	purgatori	disgust	0.547
malevolent	malevolent	disgust	0.547
bitterly	amargament	disgust	0.547
burglar	lladre	disgust	0.547
attacking	atacant	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	condemna	disgust	0.547
pillage	pillatge	disgust	0.547
deleterious	perjudicial	disgust	0.547
thrash	thrash	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	repudi	disgust	0.539
infidelity	infidelitat	disgust	0.539
liar	mentir	disgust	0.539
fatty	greix	disgust	0.539
gob	gob	disgust	0.539
sneer	espiar-se	disgust	0.539
drunken	borratxo	disgust	0.539
disgrace	desgràcia	disgust	0.539
shame	vergonya	disgust	0.539
jealous	gelós	disgust	0.539
imprisoned	empresonat	disgust	0.539
pig	porc	disgust	0.539
greedy	cobdiciós	disgust	0.539
sloth	mandros	disgust	0.539
lethal	letal	disgust	0.536
burnt	cremat	disgust	0.531
aberration	aberració	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	hydrocephalus	disgust	0.531
hanging	penjant	disgust	0.531
destructive	destructiu	disgust	0.531
smuggler	contrabandista	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	travesty	disgust	0.531
intrusive	intrusiu	disgust	0.531
ruined	arruïnat	disgust	0.531
withered	seca	disgust	0.531
disintegrate	es desintegren	disgust	0.531
brawl	baralla	disgust	0.531
blemish	taques	disgust	0.531
neurotic	neuròtic	disgust	0.531
blasphemous	blasfem	disgust	0.531
lying	estirat	disgust	0.531
painful	dolorós	disgust	0.531
avarice	avarícia	disgust	0.523
disgraced	desgraciat	disgust	0.523
mistress	amant	disgust	0.523
disparaging	despectiva	disgust	0.523
rubbish	escombraries	disgust	0.523
derogation	excepció	disgust	0.523
accusation	acusació	disgust	0.523
intolerance	intolerància	disgust	0.523
incarceration	encarceració	disgust	0.523
blighted	esclatat	disgust	0.523
sump	cisterna	disgust	0.516
deplorable	deplorable	disgust	0.516
daemon	dimoni	disgust	0.516
cringe	encongir-se	disgust	0.516
degrade	degradar	disgust	0.516
gutter	canaló	disgust	0.516
rob	robar	disgust	0.516
grim	tèrmic	disgust	0.516
defraud	defraudar	disgust	0.516
tortious	tortuós	disgust	0.516
eradication	eradicació	disgust	0.516
stink	pudor	disgust	0.516
convict	condemnat	disgust	0.516
dishonor	deshonor	disgust	0.516
vulture	voltor	disgust	0.516
remains	queda	disgust	0.516
mite	àcar	disgust	0.516
betray	trair	disgust	0.516
sham	farsa	disgust	0.509
endemic	endèmic	disgust	0.508
bombed	bombardejat	disgust	0.508
distress	angoixa	disgust	0.508
pest	plaga	disgust	0.508
incurable	incurable	disgust	0.508
worthless	sense valor	disgust	0.508
rejection	rebuig	disgust	0.508
distasteful	desagradable	disgust	0.508
schizophrenia	esquizofrènia	disgust	0.508
belittle	menyspreu	disgust	0.508
smelling	olorant	disgust	0.508
cheat	enganyar	disgust	0.508
blob	blob	disgust	0.508
prisoner	pres	disgust	0.508
idiocy	idiotes	disgust	0.508
delirium	deliri	disgust	0.508
disaster	desastre	disgust	0.508
crude	cru	disgust	0.508
resentment	ressentiment	disgust	0.508
dreadfully	terriblement	disgust	0.508
glut	glut	disgust	0.508
polemic	polèmica	disgust	0.500
derision	burla	disgust	0.500
idolatry	idolatria	disgust	0.500
taboo	tabú	disgust	0.500
screaming	cridant	disgust	0.500
banish	desterrar	disgust	0.500
dirt	brutícia	disgust	0.500
goblin	goblin	disgust	0.500
shackle	grillons	disgust	0.500
bribery	suborn	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	gelosia	disgust	0.500
impurity	impuresa	disgust	0.500
theft	robatori	disgust	0.500
bitterness	amargor	disgust	0.500
offense	delicte	disgust	0.500
impeach	impeach	disgust	0.500
blight	taca	disgust	0.500
duress	molestia	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	avidesa	disgust	0.500
tirade	tirade	disgust	0.500
squirm	calmar	disgust	0.492
robber	lladre	disgust	0.492
ill	malalt	disgust	0.492
unconscionable	inconcebible	disgust	0.492
recession	recessió	disgust	0.492
gorge	congost	disgust	0.492
wreck	naufragi	disgust	0.492
malign	maligne	disgust	0.492
boil	bullir	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiota	disgust	0.492
disreputable	indescriptible	disgust	0.492
wasteful	inútil	disgust	0.484
affliction	aflicció	disgust	0.484
stain	taca	disgust	0.484
contempt	menyspreu	disgust	0.484
nappy	bolquers	disgust	0.484
mutiny	mutiny	disgust	0.484
occult	ocult	disgust	0.484
tramp	vagabund	disgust	0.484
unbearable	insuportable	disgust	0.484
offender	delinqüent	disgust	0.484
servile	servil	disgust	0.484
contraband	contraban	disgust	0.484
raging	furiós	disgust	0.484
snarl	ronca	disgust	0.484
mad	boig	disgust	0.484
subjugation	submissió	disgust	0.484
possessed	posseït	disgust	0.484
animosity	animositat	disgust	0.484
aversation	aversió	disgust	0.484
defamation	difamació	disgust	0.484
disrespectful	irrespectuosa	disgust	0.484
mess	desordre	disgust	0.484
nepotism	nepotisme	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	patètic	disgust	0.477
unpleasant	desagradable	disgust	0.477
suppression	supressió	disgust	0.477
mockery	burla	disgust	0.477
palsy	paràlisi	disgust	0.477
criminal	criminal	disgust	0.477
illegality	il·legalitat	disgust	0.477
uncaring	sense importar	disgust	0.477
antagonistic	antagonista	disgust	0.477
immorality	immoralitat	disgust	0.477
dismal	trist	disgust	0.477
angry	enutjat	disgust	0.469
repellent	repel·lent	disgust	0.469
cough	tos	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	reixeta	disgust	0.469
aggravation	agreujament	disgust	0.469
livid	líquid	disgust	0.469
banishment	banishment	disgust	0.469
shoddy	de mala qualitat	disgust	0.469
banshee	Banshee	disgust	0.469
poverty	pobresa	disgust	0.469
wallow	wallow	disgust	0.469
outrage	indignació	disgust	0.469
mocking	burlant	disgust	0.469
furious	furiós	disgust	0.469
perspiration	suor	disgust	0.469
prick	picar	disgust	0.461
recklessness	imprudència	disgust	0.461
distorted	distorsionat	disgust	0.461
fraudulent	fraudulent	disgust	0.461
spider	aranya	disgust	0.461
quack	chack	disgust	0.461
perdition	perdició	disgust	0.461
muddy	fangós	disgust	0.461
spurious	espurio	disgust	0.461
insulting	insultant	disgust	0.461
scar	cicatriu	disgust	0.461
deceive	enganyar	disgust	0.461
unjustifiable	injustificable	disgust	0.461
fool	ximple	disgust	0.461
deplore	deplorar	disgust	0.461
plunder	saqueig	disgust	0.461
aphid	pugó	disgust	0.453
bane	bane	disgust	0.453
indignation	indignació	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoista	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	deshonest	disgust	0.453
stigma	estigma	disgust	0.453
eschew	eviteu	disgust	0.453
antipathy	antipatia	disgust	0.453
alienate	alienar	disgust	0.453
disingenuous	desconcertant	disgust	0.453
elimination	eliminació	disgust	0.453
unthinkable	impensable	disgust	0.453
wasted	desperdiciat	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	iniquitat	disgust	0.445
mosquito	mosquit	disgust	0.445
caries	càries	disgust	0.445
bankruptcy	fallida	disgust	0.445
egotistical	egoista	disgust	0.445
piles	piles	disgust	0.445
smell	olor	disgust	0.445
vacuous	buit	disgust	0.445
despair	desesperació	disgust	0.445
opium	opi	disgust	0.445
garish	garish	disgust	0.445
lie	mentir	disgust	0.445
pious	piadoso	disgust	0.445
aversion	aversió	disgust	0.438
sticky	enganxós	disgust	0.438
scream	crit	disgust	0.438
alien	estranger	disgust	0.438
shun	rebuig	disgust	0.438
abnormal	anormal	disgust	0.438
ashamed	avergonyit	disgust	0.438
inmate	pres	disgust	0.438
abject	abjecte	disgust	0.438
hog	porc	disgust	0.438
hopelessness	desesperança	disgust	0.438
homeless	sense llar	disgust	0.438
obnoxious	desagradable	disgust	0.438
curse	maledicció	disgust	0.430
creature	criatura	disgust	0.430
cursing	maleït	disgust	0.430
illegal	il·legal	disgust	0.430
lusty	lusty	disgust	0.430
shameless	descarat	disgust	0.430
debris	escombraries	disgust	0.430
defiance	desafiament	disgust	0.430
pall	pall	disgust	0.430
falsity	falsedat	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	incrèdul	disgust	0.430
adverse	advers	disgust	0.430
trickery	trucs	disgust	0.430
callous	callós	disgust	0.430
separatist	separatista	disgust	0.430
undesirable	indesitjable	disgust	0.430
denounce	denunciar	disgust	0.430
witch	bruixa	disgust	0.430
bum	bum	disgust	0.422
bovine	boví	disgust	0.422
denunciation	denúncia	disgust	0.422
untidy	inadequat	disgust	0.422
impure	impur	disgust	0.422
mistrust	desconfiança	disgust	0.422
tarnish	manchar	disgust	0.422
ferocious	feroç	disgust	0.422
gush	gush	disgust	0.422
infantile	infantil	disgust	0.422
ammonia	amoníac	disgust	0.422
offend	ofendre	disgust	0.422
idiotic	idiota	disgust	0.422
hypertrophy	hipertròfia	disgust	0.422
nicotine	nicotina	disgust	0.422
tasteless	sense sabor	disgust	0.422
pompous	pomposo	disgust	0.422
socialist	socialista	disgust	0.422
delinquent	delinqüent	disgust	0.422
swarm	eixam	disgust	0.422
contentious	controvertit	disgust	0.422
carelessness	descuit	disgust	0.422
hairy	pelut	disgust	0.422
wasting	perdent	disgust	0.422
slush	boig	disgust	0.422
affront	afrontament	disgust	0.422
collapse	col.lapse	disgust	0.422
badness	maldat	disgust	0.422
dishonesty	deshonestedat	disgust	0.414
vegetative	vegetatiu	disgust	0.414
displacency	desplaçament	disgust	0.414
unfavorable	desfavorable	disgust	0.414
disobey	desobeir	disgust	0.414
sour	àcid	disgust	0.414
socialism	socialisme	disgust	0.414
murky	tèrbol	disgust	0.414
neglected	descuidat	disgust	0.414
