word	Hebrew-iw	emotion	emotion-intensity-score
pungent	חָרִיף	disgust	0.719
bloodshed	שפיכות דמים	disgust	0.714
violent	אַלִים	disgust	0.711
tyrant	רוֹדָן	disgust	0.711
poisoned	מוּרעָל	disgust	0.711
pollute	לְזַהֵם	disgust	0.711
wretched	אוּמלָל	disgust	0.711
nausea	בחילה	disgust	0.711
mortification	הַשׁפָּלָה	disgust	0.711
gag	בְּדִיחָה	disgust	0.711
vulgarity	ווּלגָרִיוּת	disgust	0.703
disgusting	מגעיל	disgust	0.703
grope	לְגַשֵׁשׁ	disgust	0.703
slut	זוֹנָה	disgust	0.703
poisoning	הַרעָלָה	disgust	0.703
depraved	מושחת	disgust	0.703
noxious	מַזִיק	disgust	0.703
porn	פורנו	disgust	0.703
nasty	מַגְעִיל	disgust	0.703
slimy	חֲלַקְלַק	disgust	0.703
despotism	עָרִיצוּת	disgust	0.703
nauseate	לְהַגעִיל	disgust	0.703
secretion	הַפרָשָׁה	disgust	0.703
constipation	עצירות	disgust	0.703
hateful	נִתעָב	disgust	0.703
grime	לְזַהֵם	disgust	0.703
measles	חַצֶבֶת	disgust	0.696
contagious	מִדַבֵּק	disgust	0.695
hellish	שְׂטָנִי	disgust	0.695
waste	מבזבז	disgust	0.695
suicidal	הִתאַבְּדוּתִי	disgust	0.695
abuse	התעללות	disgust	0.695
hate	שִׂנאָה	disgust	0.695
wretch	עלוב	disgust	0.695
intestinal	פְּנִימִי	disgust	0.695
wart	יַבֶּלֶת	disgust	0.695
obesity	הַשׁמָנָה	disgust	0.695
scum	חֶלאַת אָדָם	disgust	0.695
contaminated	מְזוֹהָם	disgust	0.688
disease	מַחֲלָה	disgust	0.688
rabid	קַנָאִי	disgust	0.688
ooze	לְטַפטֵף	disgust	0.688
treason	בגידה	disgust	0.688
heartworm	תולעת לב	disgust	0.688
smut	סמוט	disgust	0.688
cholera	כּוֹלֵרָה	disgust	0.680
deformed	מְעוּוָת	disgust	0.680
detest	לְתַעֵב	disgust	0.680
bestial	חייתי	disgust	0.680
sickness	מחלה	disgust	0.680
antichrist	אנטיכריסט	disgust	0.680
abhorrent	שָׂנוּא	disgust	0.680
soulless	חסר נשמה	disgust	0.680
freakish	משונה	disgust	0.680
grimy	מְלוּכלָך	disgust	0.680
hatred	שנאה	disgust	0.680
pollution	זיהום	disgust	0.680
germ	נֶבֶט	disgust	0.680
abominate	תועבה	disgust	0.680
hell	גֵיהִנוֹם	disgust	0.680
dilapidated	רָעוּעַ	disgust	0.672
dictatorship	רוֹדָנוּת	disgust	0.672
inhuman	לֹא אֶנוֹשִׁי	disgust	0.672
greasy	שמנוני	disgust	0.672
hideous	מְכוֹעָר	disgust	0.672
loathful	תועבה	disgust	0.672
obscene	מְגוּנֶה	disgust	0.672
loathing	תיעוב	disgust	0.672
cess	סס	disgust	0.670
devil	שָׂטָן	disgust	0.664
heretic	כּוֹפֵר	disgust	0.664
nauseous	מַבְחִיל	disgust	0.664
abominable	מְתוֹעָב	disgust	0.664
deformity	מוּם	disgust	0.664
deadly	קטלני	disgust	0.664
swine	חֲזִיר	disgust	0.664
discrimination	אַפלָיָה	disgust	0.664
masochism	מָזוֹכִיזם	disgust	0.664
poisonous	רעיל	disgust	0.656
prejudiced	מְשׁוּחָד	disgust	0.656
bacteria	בַּקטֶרִיָה	disgust	0.656
death	מוות	disgust	0.656
poison	רַעַל	disgust	0.656
trash	אַשׁפָּה	disgust	0.656
abortion	הפלה	disgust	0.656
corruption	שְׁחִיתוּת	disgust	0.656
victimized	קורבן	disgust	0.656
oppression	עוֹשֶׁק	disgust	0.656
goo	goo	disgust	0.656
latrines	בית מרחץ	disgust	0.656
horror	חֲרָדָה	disgust	0.656
horrible	מַחרִיד	disgust	0.656
nefarious	מְרוּשָׁע	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	נַקמָנִי	disgust	0.648
outhouse	בֵּית כִּסֵא	disgust	0.648
horrid	מַגְעִיל	disgust	0.648
detestation	תיעוב	disgust	0.648
sludge	רֶפֶשׁ	disgust	0.648
ugly	מְכוֹעָר	disgust	0.648
trashy	חֲסַר עֵרֶך	disgust	0.648
bitch	כַּלבָּה	disgust	0.648
immoral	לֹא מוּסָרִי	disgust	0.648
malfeasance	עבירה	disgust	0.641
spew	לְהַקִיא	disgust	0.641
pimple	חָטָט	disgust	0.641
indecency	חוסר הגינות	disgust	0.641
unsightly	מְכוֹעָר	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	מְרוּשָׁע	disgust	0.641
cystic	סיסטיק	disgust	0.641
horrifying	מזעזע	disgust	0.641
derogatory	פּוֹגֵעַ	disgust	0.641
laxative	חומר משלשל	disgust	0.641
criminality	עבריינות	disgust	0.641
oppressive	מֵעִיק	disgust	0.633
sinful	חוֹטֵא	disgust	0.633
bigoted	גדול	disgust	0.633
doomsday	יום הדין	disgust	0.633
prostitution	זְנוּת	disgust	0.633
ulcer	כִּיב	disgust	0.633
secrete	לְהַפְרִישׁ	disgust	0.633
perpetrator	עבריין	disgust	0.633
rat	עכברוש	disgust	0.633
queasy	מַבְחִיל	disgust	0.633
mildew	טַחַב	disgust	0.633
dastardly	מזוהם	disgust	0.625
disgraceful	מַחְפִּיר	disgust	0.625
ghastly	נוֹרָא	disgust	0.625
persecution	רְדִיפוּת	disgust	0.625
devilish	שְׂטָנִי	disgust	0.625
degrading	מַשׁפִּיל	disgust	0.625
obscenity	מַעֲשֶׂה מְגוּנֶה	disgust	0.625
fungus	פִּטרִיָה	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	גַרגְרָנוּת	disgust	0.625
stools	שרפרפים	disgust	0.625
suffering	סֵבֶל	disgust	0.625
contemptible	בָּזוּי	disgust	0.625
cuckold	קַרנָן	disgust	0.625
bloated	נפוח	disgust	0.625
aghast	נדהם	disgust	0.625
betrayal	בְּגִידָה	disgust	0.617
guillotine	מַעֲרֶפֶת	disgust	0.617
infect	לְהַדבִּיק	disgust	0.617
spoil	לְקַלְקֵל	disgust	0.617
tetanus	טֶטָנוּס	disgust	0.617
fat	שמן	disgust	0.617
louse	כינה	disgust	0.617
malicious	זְדוֹנִי	disgust	0.617
polygamy	פוליגמיה	disgust	0.617
crusty	קְרוּמִי	disgust	0.617
atrocious	מְתוֹעָב	disgust	0.617
deceit	תַרמִית	disgust	0.617
termite	טֶרמִיט	disgust	0.617
loathe	לתעב	disgust	0.617
wench	בַּחוּרָה	disgust	0.617
dying	גְסִיסָה	disgust	0.617
sickly	חוֹלָנִי	disgust	0.617
diaper	לְחַתֵל	disgust	0.617
strangle	לַחֲנוֹק	disgust	0.617
drool	לְהַזִיל רִיר	disgust	0.609
slander	לָשׁוֹן הָרַע	disgust	0.609
abhor	לְתַעֵב	disgust	0.609
venomous	אַרסִי	disgust	0.609
brothel	בֵּית זוֹנוֹת	disgust	0.609
ghetto	גֶטוֹ	disgust	0.609
violently	באלימות	disgust	0.609
hostile	עוין	disgust	0.609
sabotage	חַבָּלָה	disgust	0.609
deform	לְעַוֵת צוּרָה	disgust	0.609
bleeding	מְדַמֵם	disgust	0.609
unwashed	לא שטוף	disgust	0.602
lunacy	סַהֲרוּרִיוּת	disgust	0.602
imprisonment	מַאֲסָר	disgust	0.602
infidel	כּוֹפֵר	disgust	0.602
deprivation	מַחְסוֹר	disgust	0.602
traitor	בּוֹגֵד	disgust	0.602
ugliness	מְכוֹעָרוּת	disgust	0.602
musty	מְעוּפָּשׁ	disgust	0.602
illicit	לֹא חוּקִי	disgust	0.602
swampy	טוֹבְעָנִי	disgust	0.602
poaching	ציד	disgust	0.602
hag	מְכַשֵׁפָה	disgust	0.602
butcher	קַצָב	disgust	0.594
lunatic	מְטוּרָף	disgust	0.594
venom	אֶרֶס	disgust	0.594
repelling	דוחה	disgust	0.594
thug	בִּריוֹן	disgust	0.594
misery	אומללות	disgust	0.594
toilet	שֵׁרוּתִים	disgust	0.594
slug	שבלול	disgust	0.594
catastrophe	קטסטרופה	disgust	0.594
epidemic	מַגֵפָה	disgust	0.594
gut	מְעִי	disgust	0.594
intoxicated	שָׁתוּי	disgust	0.594
blister	שַׁלפּוּחִית	disgust	0.594
deceitful	מְרַמֶה	disgust	0.594
hostility	עוֹיְנוּת	disgust	0.594
queasiness	בְּחִילָה	disgust	0.594
lurid	מזעזע	disgust	0.594
sinner	חוֹטֵא	disgust	0.594
incubus	אינקובוס	disgust	0.586
lavatory	שֵׁירוּתִים	disgust	0.586
harass	לְהָצִיק	disgust	0.586
unclean	טָמֵא	disgust	0.586
prostitute	זוֹנָה	disgust	0.586
pornography	פּוֹרנוֹגרַפִיָה	disgust	0.586
dreadful	אָיוֹם	disgust	0.586
deteriorated	התדרדר	disgust	0.586
appalling	מַחרִיד	disgust	0.586
unfaithful	בּוֹגֵד	disgust	0.578
rash	פריחה	disgust	0.578
humiliating	משפיל	disgust	0.578
ruinous	הַרסָנִי	disgust	0.578
squeamish	רָגִישׁ	disgust	0.578
offensive	הֶתקֵפִי	disgust	0.578
conspirator	קוֹשֵׁר	disgust	0.578
larceny	גְנֵבָה	disgust	0.578
debauchery	הוֹלֵלוּת	disgust	0.578
mangle	לְהַשְׁחִית	disgust	0.578
flea	פַּרעוֹשׁ	disgust	0.578
hypocrite	צָבוּעַ	disgust	0.578
retard	לְעַכֵּב	disgust	0.578
fiend	שָׂטָן	disgust	0.578
sick	חוֹלֶה	disgust	0.578
quagmire	אַדמַת בּוֹץ טוֹבְעַנִית	disgust	0.578
expulsion	גֵרוּשׁ	disgust	0.578
treacherous	בּוֹגדָנִי	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	לירוק	disgust	0.570
devastating	הרסנית	disgust	0.570
bastard	ממזר	disgust	0.570
messy	מבולגן	disgust	0.570
flog	לְהַלקוֹת	disgust	0.570
egregious	בּוֹלֵט	disgust	0.570
swamp	לְהַצִיף	disgust	0.570
oppress	לְדַכֵּא	disgust	0.570
despise	לָבוּז	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	נָחָשׁ	disgust	0.570
snake	נָחָשׁ	disgust	0.562
terrible	נורא	disgust	0.562
awful	נורא	disgust	0.562
harmful	מַזִיק	disgust	0.562
insanity	אי שפיות	disgust	0.562
indecent	מְגוּנֶה	disgust	0.562
sordid	מוּשׁחָת	disgust	0.562
loo	לוּ	disgust	0.562
scoundrel	נָבָל	disgust	0.562
enemy	אוֹיֵב	disgust	0.562
stealing	גניבה	disgust	0.562
alcoholism	כָּהֳלִיוּת	disgust	0.562
humiliation	הַשׁפָּלָה	disgust	0.562
ruthless	חֲסַר רַחֲמִים	disgust	0.562
sloppy	מרושל	disgust	0.562
tyrannical	רוֹדָנִי	disgust	0.562
harlot	זוֹנָה	disgust	0.562
sinning	חטא	disgust	0.562
robbery	שׁוֹד	disgust	0.555
insufferable	בִּלתִי נִסבָּל	disgust	0.555
arsenic	אַרסָן	disgust	0.555
bloody	אָרוּר	disgust	0.555
odious	נִתעָב	disgust	0.555
ridicule	לַעַג	disgust	0.555
atrophy	לְהִתְנַוֵן	disgust	0.555
beastly	בַּהֲמִי	disgust	0.555
collusion	קְנוּנִיָה	disgust	0.555
distaste	סְלִידָה	disgust	0.555
segregate	לְבוּדֵד	disgust	0.555
discriminating	מפלה	disgust	0.555
coward	פחדן	disgust	0.555
wickedness	רִשׁעוּת	disgust	0.555
threatening	מְאַיֵם	disgust	0.555
unattractive	לא מושך	disgust	0.555
slayer	קוטל	disgust	0.555
flabby	רָפוּי	disgust	0.555
varicella	אֲבַעְבּוּעוֹת רוּחַ	disgust	0.555
miserable	אוּמלָל	disgust	0.547
sty	דִיר חֲזִירִים	disgust	0.547
ogre	מפלצת	disgust	0.547
coercion	כְּפִיָה	disgust	0.547
thief	גַנָב	disgust	0.547
slur	הַשׁמָצָה	disgust	0.547
suffocating	מחניקה	disgust	0.547
anathema	חֵרֶם	disgust	0.547
purgatory	גֵיהִנוֹם	disgust	0.547
malevolent	מְרוּשָׁע	disgust	0.547
bitterly	במרירות	disgust	0.547
burglar	פּוֹרֵץ	disgust	0.547
attacking	לתקוף	disgust	0.547
vesicular	שַׁלפּוּחִי	disgust	0.547
condemnation	הוֹקָעָה	disgust	0.547
pillage	לִבזוֹז	disgust	0.547
deleterious	מזיק	disgust	0.547
thrash	לַחֲבוֹט	disgust	0.539
repellant	דוחה	disgust	0.539
repudiation	דחייה	disgust	0.539
infidelity	בְּגִידָה	disgust	0.539
liar	שַׁקרָן	disgust	0.539
fatty	שמן	disgust	0.539
gob	גוב	disgust	0.539
sneer	לִלְעוֹג	disgust	0.539
drunken	שיכור	disgust	0.539
disgrace	חרפה	disgust	0.539
shame	בושה	disgust	0.539
jealous	קַנָאִי	disgust	0.539
imprisoned	כָּלוּא	disgust	0.539
pig	חֲזִיר	disgust	0.539
greedy	רודף בצע	disgust	0.539
sloth	עַצלוּת	disgust	0.539
lethal	קָטלָנִי	disgust	0.536
burnt	שַׂרוּף	disgust	0.531
aberration	סְטִיָה	disgust	0.531
condescension	התנשאות	disgust	0.531
hydrocephalus	הידרוצפלוס	disgust	0.531
hanging	תְלִיָה	disgust	0.531
destructive	הַרסָנִי	disgust	0.531
smuggler	מַברִיחַ	disgust	0.531
intolerant	לֹא סוֹבלָנִי	disgust	0.531
travesty	פָּרוֹדִיָה	disgust	0.531
intrusive	פולשני	disgust	0.531
ruined	הָרוּס	disgust	0.531
withered	קָמֵל	disgust	0.531
disintegrate	לְהִתְפּוֹרֵר	disgust	0.531
brawl	קְטָטָה	disgust	0.531
blemish	פְּגָם	disgust	0.531
neurotic	נוירוטי	disgust	0.531
blasphemous	חילול הקודש	disgust	0.531
lying	שֶׁקֶר	disgust	0.531
painful	כּוֹאֵב	disgust	0.531
avarice	חַמדָנוּת	disgust	0.523
disgraced	חרפה	disgust	0.523
mistress	פִּילֶגֶשׁ	disgust	0.523
disparaging	מזלזל	disgust	0.523
rubbish	זבל	disgust	0.523
derogation	גניבה	disgust	0.523
accusation	הַאֲשָׁמָה	disgust	0.523
intolerance	חוסר סובלנות	disgust	0.523
incarceration	כְּלִיאָה	disgust	0.523
blighted	מבוהלת	disgust	0.523
sump	עוּקָה	disgust	0.516
deplorable	מְצַעֵר	disgust	0.516
daemon	דמון	disgust	0.516
cringe	לִזחוֹל	disgust	0.516
degrade	לְהַשְׁפִּיל	disgust	0.516
gutter	מַרזֵב	disgust	0.516
rob	לִשְׁדוֹד	disgust	0.516
grim	זוֹעֵף	disgust	0.516
defraud	לְהוֹנוֹת	disgust	0.516
tortious	נזיקין	disgust	0.516
eradication	עֲקִירָה	disgust	0.516
stink	לְהַסרִיחַ	disgust	0.516
convict	אָסִיר	disgust	0.516
dishonor	חֶרפָּה	disgust	0.516
vulture	עיט	disgust	0.516
remains	שְׂרִידִים	disgust	0.516
mite	שֶׁמֶץ	disgust	0.516
betray	לבגוד	disgust	0.516
sham	בְּלוֹף	disgust	0.509
endemic	אֶנדֵמִי	disgust	0.508
bombed	הופצץ	disgust	0.508
distress	מְצוּקָה	disgust	0.508
pest	טַרדָן	disgust	0.508
incurable	חָשׁוּך מַרפֵּא	disgust	0.508
worthless	חסר ערך	disgust	0.508
rejection	דְחִיָה	disgust	0.508
distasteful	לֹא נָעִים	disgust	0.508
schizophrenia	סכִיזוֹפרֶנִיָה	disgust	0.508
belittle	לִזַלזֵל בְּעֵרכּוֹ	disgust	0.508
smelling	הֲרָחָה	disgust	0.508
cheat	לְרַמוֹת	disgust	0.508
blob	כֶּתֶם	disgust	0.508
prisoner	אָסִיר	disgust	0.508
idiocy	טִמטוּם הַמוֹחַ	disgust	0.508
delirium	הֲזָיָה	disgust	0.508
disaster	אסון	disgust	0.508
crude	גס	disgust	0.508
resentment	טינה	disgust	0.508
dreadfully	נורא	disgust	0.508
glut	שֶׁפַע	disgust	0.508
polemic	פּוֹלמוֹסִי	disgust	0.500
derision	לַעַג	disgust	0.500
idolatry	עבודת אלילים	disgust	0.500
taboo	טאבו	disgust	0.500
screaming	צועקת	disgust	0.500
banish	לְגַרֵשׁ	disgust	0.500
dirt	עפר	disgust	0.500
goblin	שֵׁדוֹן	disgust	0.500
shackle	לִכבּוֹל	disgust	0.500
bribery	שׁוֹחַד	disgust	0.500
flagrant	מַחְפִּיר	disgust	0.500
jealousy	קנאה	disgust	0.500
impurity	טוּמאָה	disgust	0.500
theft	גְנֵבָה	disgust	0.500
bitterness	מְרִירוּת	disgust	0.500
offense	עבירה	disgust	0.500
impeach	impeach	disgust	0.500
blight	כִּמשׁוֹן	disgust	0.500
duress	לַחַץ	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	חמדנות	disgust	0.500
tirade	תוֹכָחָה	disgust	0.500
squirm	לְהִתְפַּתֵל	disgust	0.492
robber	שׁוֹדֵד	disgust	0.492
ill	חולה	disgust	0.492
unconscionable	לֹא מוּסָרִי	disgust	0.492
recession	שֵׁפֶל	disgust	0.492
gorge	עָרוּץ	disgust	0.492
wreck	לַהֲרוֹס	disgust	0.492
malign	לְהַשְׁמִיץ	disgust	0.492
boil	רְתִיחָה	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	אִידיוֹט	disgust	0.492
disreputable	לֹא מְכוּבָּד	disgust	0.492
wasteful	בַּזבְּזָנִי	disgust	0.484
affliction	מֶמֶר	disgust	0.484
stain	כֶּתֶם	disgust	0.484
contempt	בּוּז	disgust	0.484
nappy	חיתול	disgust	0.484
mutiny	מֶרֶד	disgust	0.484
occult	נִסתָר	disgust	0.484
tramp	לִנְדוֹד	disgust	0.484
unbearable	בִּלתִי נִסבָּל	disgust	0.484
offender	עברי	disgust	0.484
servile	מִתרַפֵּס	disgust	0.484
contraband	סְחוֹרָה מוּברָחָת	disgust	0.484
raging	סוֹעֵר	disgust	0.484
snarl	לִנְהוֹם	disgust	0.484
mad	מְטוּרָף	disgust	0.484
subjugation	שִׁעבּוּד	disgust	0.484
possessed	בעל	disgust	0.484
animosity	אֵיבָה	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	השמצה	disgust	0.484
disrespectful	חסר כבוד	disgust	0.484
mess	אי סדר	disgust	0.484
nepotism	פּרוֹטֶקצִיָה	disgust	0.484
inexcusable	בלתי נסלח	disgust	0.484
pathetic	מעורר רחמים	disgust	0.477
unpleasant	לא נעים	disgust	0.477
suppression	הַדחָקָה	disgust	0.477
mockery	לַעַג	disgust	0.477
palsy	שִׁתוּק	disgust	0.477
criminal	פְּלִילִי	disgust	0.477
illegality	אִי חוּקִיוּת	disgust	0.477
uncaring	ללא שם:	disgust	0.477
antagonistic	אנטגוניסטית	disgust	0.477
immorality	אִי מוּסָרִיוּת	disgust	0.477
dismal	עָגוּם	disgust	0.477
angry	כּוֹעֵס	disgust	0.469
repellent	דוֹחֶה	disgust	0.469
cough	לְהִשְׁתַעֵל	disgust	0.469
arrogant	יָהִיר	disgust	0.469
grating	סָרִיג	disgust	0.469
aggravation	הַחמָרָה	disgust	0.469
livid	כָּחוֹל אָפוֹר	disgust	0.469
banishment	הַגלָיָה	disgust	0.469
