word	Amharic-am	emotion	emotion-intensity-score
trust	እመን	anticipation	0.391
depraved	ተበላሽቷል	anticipation	0.391
sanctify	ተቀድሱ	anticipation	0.391
inoculation	ኢንኮል	anticipation	0.384
chant	ዘፈን	anticipation	0.383
banger	ወሬ ጠባቂ	anticipation	0.383
playground	የመጫወቻ ቦታ	anticipation	0.383
failing	ብልሽት	anticipation	0.383
ship	መርከብ	anticipation	0.383
hymn	መዝሙር	anticipation	0.383
simplify	ቀለል ያድርጉት	anticipation	0.383
ram	ራንደም አክሰስ ሜሞሪ	anticipation	0.383
labor	ጉልበት	anticipation	0.383
discretion	ግምት	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	ጥሩ	anticipation	0.383
scientist	ሳይንቲስት	anticipation	0.383
undecided	ያልተመረጠ	anticipation	0.383
humanitarian	ሰብአዊነት	anticipation	0.383
depend	ጥገኛ ነው	anticipation	0.383
dutiful	የተከበረ	anticipation	0.383
clock	ሰዓት	anticipation	0.375
sterling	ስፒንሊንግ	anticipation	0.375
mountain	ተራራ	anticipation	0.375
savor	ጣፋጭ	anticipation	0.375
recurrent	ተደጋጋሚ	anticipation	0.375
interim	ጊዜያዊ	anticipation	0.375
navigator	መራጫ	anticipation	0.375
gradual	ቀስ በቀስ	anticipation	0.375
interminable	ሊቆራረጥ የሚችል	anticipation	0.375
track	ትራክ	anticipation	0.375
public	ህዝባዊ	anticipation	0.375
cradle	መፀዳጃ ቤት	anticipation	0.375
concealed	ተሰውሯል	anticipation	0.367
lesson	ትምህርት	anticipation	0.367
instructions	መመሪያዎች	anticipation	0.367
shiver	መንቀጥቀጥ	anticipation	0.367
musical	ሙዚቃዊ	anticipation	0.367
towering	ከፍ ያለ	anticipation	0.367
whim	ፉን	anticipation	0.367
spear	ጦር	anticipation	0.367
convince	አሳመነ	anticipation	0.367
sonar	የድምጽ	anticipation	0.367
abide	ቀጥል	anticipation	0.367
biennial	ሁለት ዓመት	anticipation	0.367
theology	ሥነ መለኮት	anticipation	0.359
offset	ማካካሻ	anticipation	0.359
atone	ይቅርታ	anticipation	0.359
timidity	እርማትና	anticipation	0.359
theory	ሥነ-መለኮት	anticipation	0.359
undying	የማይታየው	anticipation	0.359
plump	እብጠት	anticipation	0.359
audience	ተመልካች	anticipation	0.357
nobility	መኳንንት	anticipation	0.352
paragon	ገላጭ	anticipation	0.352
dietary	ምግብ	anticipation	0.352
closure	መዝጋት	anticipation	0.352
store	ሱቅ	anticipation	0.352
localize	አካባቢያዊ	anticipation	0.352
cramp	መቸገር	anticipation	0.352
daily	በየቀኑ	anticipation	0.352
kindred	የዘር	anticipation	0.352
farm	እርሻ	anticipation	0.352
edition	እትም	anticipation	0.352
consecration	መክበር	anticipation	0.352
archaeology	አርኪኦሎጂ	anticipation	0.344
mobile	ተንቀሳቃሽ	anticipation	0.344
errand	ሥራ	anticipation	0.344
wireless	ገመድ አልባ	anticipation	0.344
mutable	ሊለዋወጥ የሚችል	anticipation	0.344
meditate	ማሰላሰል	anticipation	0.344
stripped	ተጭኗል	anticipation	0.344
lessen	ጨምር	anticipation	0.336
unaccountable	የማይታመን	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	ወንድማዊነት	anticipation	0.336
buddy	ጓደኛ	anticipation	0.336
unbeaten	የማይታበል ሰው	anticipation	0.336
germ	ጀር	anticipation	0.336
dove	ርግብ	anticipation	0.328
digress	ዘፋኝ	anticipation	0.328
ribbon	ሪባን	anticipation	0.328
olfactory	እፉኝት	anticipation	0.328
patient	ታካሚ	anticipation	0.328
council	ምክር ቤት	anticipation	0.328
possess	ይወርዳል	anticipation	0.328
secular	ዓለማዊ	anticipation	0.328
chastity	ንጽሕና	anticipation	0.328
disposed	ተወስዷል	anticipation	0.320
regularity	የዘወትር	anticipation	0.320
mediator	መካከለኛ	anticipation	0.320
scrutinize	ተጠንቀቅ	anticipation	0.320
fancy	ተወዳጅ	anticipation	0.320
immature	ያልበሰለ	anticipation	0.320
infanticide	ገደለ	anticipation	0.320
heft	ዶሮ	anticipation	0.320
preservative	መከላከያ	anticipation	0.320
paddle	ፓድል	anticipation	0.320
cove	ጎጆ	anticipation	0.320
denying	መከልከል	anticipation	0.312
bugle	ዱባ	anticipation	0.312
unpublished	ያልታተመ	anticipation	0.312
analyst	ተንታኝ	anticipation	0.312
grim	አስቀያሚ	anticipation	0.312
church	ቤተ ክርስቲያን	anticipation	0.312
priesthood	ክህነት	anticipation	0.305
mill	ወፍጮ	anticipation	0.305
judicial	ዳኛ	anticipation	0.305
broadside	ጎን ለጎን	anticipation	0.305
tributary	የሚተዳደረው	anticipation	0.297
cap	ካፒታል	anticipation	0.297
thermocouple	የሙቀት ማሞቂያ	anticipation	0.297
dismay	አስደንጋጭ	anticipation	0.297
instructor	አስተማሪ	anticipation	0.297
saliva	ምራቅ	anticipation	0.297
exhaustion	ድካም	anticipation	0.297
bruise	እሾህ	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	ቤት የሌላቸው	anticipation	0.289
visor	ፍላት	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	አውታረ መረብ	anticipation	0.289
shackle	መሸፈኛ	anticipation	0.289
addresses	አድራሻዎች	anticipation	0.289
noncompliance	አለመታዘዝ	anticipation	0.289
cataract	የዓይን ሞራ	anticipation	0.289
skewed	የተዛባ	anticipation	0.281
astronomer	የሥነ ፈለክ ተመራማሪ	anticipation	0.281
neighbor	ጎረቤት	anticipation	0.281
holiness	ቅድስና	anticipation	0.273
devil	ዲያቢሎስ	anticipation	0.273
cream	ክሬም	anticipation	0.273
picket	መረጣ	anticipation	0.273
latent	ድብቅ	anticipation	0.273
immaturity	አለመበስ	anticipation	0.273
sentence	ዓረፍተ ነገር	anticipation	0.273
neighborhood	ጎረቤት	anticipation	0.266
morals	ሥነ ምግባር	anticipation	0.266
lull	ጎበዝ	anticipation	0.266
habitual	የተለመደ	anticipation	0.266
weight	ክብደት	anticipation	0.258
bye	ባይ	anticipation	0.258
forearm	ክንድ	anticipation	0.250
clown	ቀላ ያለ	anticipation	0.250
organ	አካል	anticipation	0.250
quote	ጠቀሰ	anticipation	0.242
commonplace	የተለመደ	anticipation	0.242
dictatorship	አምባገነንነት	anticipation	0.234
board	ሰሌዳ	anticipation	0.234
white	ነጭ	anticipation	0.234
treadmill	ማሽን	anticipation	0.234
rail	ባቡር	anticipation	0.234
sundial	የፀዳ ምሽት	anticipation	0.227
tree	ዛፍ	anticipation	0.227
paralysis	ሽባነት	anticipation	0.211
worm	ትል	anticipation	0.203
organization	ድርጅት	anticipation	0.203
cement	ሲሚንቶ	anticipation	0.203
lagging	እየቀረበ ነው	anticipation	0.180
neutral	ገለልተኛ	anticipation	0.148
cannibalism	የሰው ሥጋ መብላት	disgust	0.953
mutilation	የሰውነት መቆረጥ	disgust	0.930
molestation	ወሲባዊ በደል	disgust	0.914
incest	ልጅ ወለደች	disgust	0.914
gonorrhea	ጨብጥ	disgust	0.906
rape	አስገድዶ መድፈር	disgust	0.906
cannibal	የሰው ዘር መመገብ	disgust	0.898
rot	አረፋ	disgust	0.891
corpse	አስከሬን	disgust	0.883
massacre	ጭፍጨፋ	disgust	0.883
excrement	ዓይነ ምድር	disgust	0.883
slaughter	ማጥፋት	disgust	0.875
barf	ባርፍ	disgust	0.875
slaughterhouse	የማረፊያ ቤት	disgust	0.867
rancid	የተቆጣ	disgust	0.859
sewerage	የፍሳሽ ማስወገጃ	disgust	0.859
incestuous	የሥጋ ዘመዶች	disgust	0.859
filth	ቆሻሻ	disgust	0.859
bigot	ትልቅ	disgust	0.859
infestation	ኢንፌክሽን	disgust	0.852
plague	ወረርሽኝ	disgust	0.852
bloodthirsty	ደም የተጠማ	disgust	0.852
holocaust	የሚቃጠል	disgust	0.852
rotting	መበስበስ	disgust	0.844
maggot	ትል	disgust	0.844
feces	እብጠት	disgust	0.844
fecal	ፈካ	disgust	0.844
murder	ነፍስ ግድያ	disgust	0.839
infanticide	ገደለ	disgust	0.836
homicide	ነፍስ ግድያ	disgust	0.836
asshole	ጅል	disgust	0.836
enslaved	ባሪያ	disgust	0.836
gore	ግር	disgust	0.828
perverted	ተንበርክቷል	disgust	0.828
torture	ማሰቃየት	disgust	0.828
slaughtering	ማረድ	disgust	0.828
excretion	ፈሳሽ	disgust	0.828
contaminate	ተበክሏል	disgust	0.821
murderer	ነፍሰ ገዳይ	disgust	0.820
gory	ዋይ	disgust	0.820
repugnant	እምቢተኛ	disgust	0.820
desecration	መበስበስ	disgust	0.820
grotesque	አስቂኝ	disgust	0.820
revolting	ዓመፅ	disgust	0.820
diarrhoea	ተቅማጥ	disgust	0.820
manure	ፈሳሽ	disgust	0.820
terrorist	አሸባሪ	disgust	0.820
shit	shit	disgust	0.820
pervert	ጠበቀ	disgust	0.820
slavery	ባርነት	disgust	0.812
faeces	ፍሳሽ	disgust	0.812
sewer	እጣቢ	disgust	0.812
vomit	ትውከክ	disgust	0.812
manslaughter	ነፍስ ግድያ	disgust	0.812
dismemberment	መበተንን	disgust	0.812
cadaver	ካዳቬቭ	disgust	0.812
hemorrhage	የደም መፍሰስ	disgust	0.805
repulsive	አስቀያሚ	disgust	0.805
perverse	ጠማማ	disgust	0.805
filthy	ቆሻሻ	disgust	0.797
sewage	የፍሳሽ ማስወገጃ	disgust	0.797
depravity	መበተንን	disgust	0.797
diseased	የታመመ	disgust	0.797
carcass	ካሳ	disgust	0.795
decompose	ፈረሰ	disgust	0.789
vermin	ቫርሚን	disgust	0.789
puke	ጩኸት	disgust	0.789
parasite	ጥገኛ አካል	disgust	0.789
horrific	አስፈሪ	disgust	0.789
gruesome	አስፈሪ	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	ተጎድቷል	disgust	0.789
murderous	ነፍስ ግድያ	disgust	0.789
decayed	ተበላሽቷል	disgust	0.789
herpes	ጩኸት	disgust	0.789
slime	ትንንሽ	disgust	0.781
flatulence	የጋለ ስሜት	disgust	0.781
monstrosity	ጭካኔ የተሞላ	disgust	0.781
carnage	እልቂት	disgust	0.781
pestilence	ቸነፈር	disgust	0.781
malaria	ወባ	disgust	0.781
crap	crap	disgust	0.781
toxic	መርዛማ	disgust	0.773
loathsome	አስጸያፊ ነው	disgust	0.773
insidious	ቀስቃሽ	disgust	0.773
leprosy	የሥጋ ደዌ በሽታ	disgust	0.773
morgue	መቀመጫ	disgust	0.773
pus	መበስበስ	disgust	0.773
herpesvirus	ኤች አይ ፒስ	disgust	0.773
whore	አመንዝር	disgust	0.766
cruel	ጨካኝ	disgust	0.766
repugnance	እምቢታ	disgust	0.766
revulsion	ጸጸት	disgust	0.766
xenophobia	xenophobia	disgust	0.766
regurgitation	የመተካካት	disgust	0.766
anthrax	አንትራክስ	disgust	0.766
lynch	lynch	disgust	0.766
dissection	የመበስበስ	disgust	0.759
canker	ገደል	disgust	0.758
cruelty	ጭካኔ	disgust	0.758
perversion	ብልሹነት	disgust	0.758
evil	ክፉ	disgust	0.758
slum	ድፍን	disgust	0.758
infectious	ተላላፊ	disgust	0.758
mucous	mucous	disgust	0.758
phlegm	ፊንጢጣ	disgust	0.758
leeches	ታች	disgust	0.750
decomposition	መፍረስ	disgust	0.750
sinister	ክፉኛ	disgust	0.750
corrupting	ብልሹ	disgust	0.750
demon	ጋኔን	disgust	0.742
stinking	ማገገም	disgust	0.742
septic	ፍሳሽ	disgust	0.742
deranged	የተደናገጠ	disgust	0.742
bile	ቢል	disgust	0.742
soiled	ቆሻሻ	disgust	0.742
mucus	ሙልጭ	disgust	0.742
abhorrence	መጸጸት	disgust	0.742
abomination	አስጸያፊ	disgust	0.742
sickening	ማመቻቸት	disgust	0.742
demonic	አጋንንታዊ	disgust	0.742
foul	ርኩስ	disgust	0.734
obese	ከመጠን በላይ ወፍራም	disgust	0.734
sicken	ታመመ	disgust	0.734
degeneracy	ድክመቶች	disgust	0.734
crucifixion	መሰቀል	disgust	0.734
despicable	የተናቅ	disgust	0.734
cancer	ካንሰር	disgust	0.734
atrocity	ግፍ	disgust	0.734
terrorism	ሽብርተኝነት	disgust	0.734
dirty	ቆሻሻ	disgust	0.727
dysentery	ተቅማጥ	disgust	0.727
adultery	ምንዝር	disgust	0.727
contamination	ብክለት	disgust	0.727
bacterium	ባክቴሪያ	disgust	0.727
diabolical	ጣፋጭ	disgust	0.727
morbidity	ሕመም	disgust	0.727
grisly	ቆንጆ	disgust	0.727
repulsion	መቃወም	disgust	0.727
enema	መታጠጥ	disgust	0.727
contagion	ወረርሽኝ	disgust	0.719
disfigured	ተበላሽቷል	disgust	0.719
muck	ድባብ	disgust	0.719
lewd	ዘለፋ	disgust	0.719
garbage	ቆሻሻ	disgust	0.719
autopsy	የሰውነት ምርመራ	disgust	0.719
bowels	ጉልበት	disgust	0.719
gross	ጠቅላላ	disgust	0.719
vulgar	ስድ	disgust	0.719
barbaric	አረመኔ	disgust	0.719
disgust	መጸጸት	disgust	0.719
vicious	አደገኛ	disgust	0.719
entrails	እብጠት	disgust	0.719
deterioration	መበላሸት	disgust	0.719
pungent	ዱቄት	disgust	0.719
bloodshed	ደም መፋሰስ	disgust	0.714
violent	ኃይለኛ	disgust	0.711
tyrant	አምባገነን	disgust	0.711
poisoned	ተመርዟል	disgust	0.711
pollute	መበከል	disgust	0.711
wretched	የተዛባ	disgust	0.711
nausea	ማቅለሽለሽ	disgust	0.711
mortification	ድብደባ	disgust	0.711
gag	ጓድ	disgust	0.711
vulgarity	ስድብ	disgust	0.703
disgusting	አስጸያፊ	disgust	0.703
grope	ዘፍጋ	disgust	0.703
slut	ስላም	disgust	0.703
poisoning	መርዝ መርዝ	disgust	0.703
depraved	ተበላሽቷል	disgust	0.703
noxious	ጎጂ	disgust	0.703
porn	ወሲብ	disgust	0.703
nasty	አስከፊ	disgust	0.703
slimy	ቀጭን	disgust	0.703
despotism	አምባገነንነት	disgust	0.703
nauseate	አጋፋፍ	disgust	0.703
secretion	መፍረስ	disgust	0.703
constipation	ሆድ ድርቀት	disgust	0.703
hateful	በጥላቻ የተሞላ	disgust	0.703
grime	ድካም	disgust	0.703
measles	ኩፍኝ	disgust	0.696
contagious	ተላላፊ	disgust	0.695
hellish	ዒላማ	disgust	0.695
waste	ቆሻሻ	disgust	0.695
suicidal	ራስን መግደል	disgust	0.695
abuse	ማጎሳቆል	disgust	0.695
hate	ጥላቻ	disgust	0.695
wretch	ክፉዎች	disgust	0.695
intestinal	አንጀት	disgust	0.695
wart	ሽክርክሪት	disgust	0.695
obesity	ከመጠን በላይ ወፍራም	disgust	0.695
scum	ቆርቆሮ	disgust	0.695
contaminated	የተበከለ	disgust	0.688
disease	በሽታ	disgust	0.688
rabid	አጥንት	disgust	0.688
ooze	አጥንት	disgust	0.688
treason	ክህደት	disgust	0.688
heartworm	ልብ	disgust	0.688
smut	መትፋት	disgust	0.688
cholera	ኮሌራ	disgust	0.680
deformed	ተበላሽቷል	disgust	0.680
detest	ተጸየፈ	disgust	0.680
bestial	ዝሙት አዳሪ	disgust	0.680
sickness	ሕመም	disgust	0.680
antichrist	ፀረ-ክርስቶስ	disgust	0.680
abhorrent	አስጸያፊ	disgust	0.680
soulless	ሳኦል	disgust	0.680
freakish	አስቂኝ	disgust	0.680
grimy	አስፈሪ	disgust	0.680
hatred	ጥላቻ	disgust	0.680
pollution	ብክለት	disgust	0.680
germ	ጀር	disgust	0.680
abominate	አጸያፊ	disgust	0.680
hell	ሲኦል	disgust	0.680
dilapidated	የተደላደለ	disgust	0.672
dictatorship	አምባገነንነት	disgust	0.672
inhuman	ኢሰብአዊ	disgust	0.672
greasy	ቅባት	disgust	0.672
hideous	አስቀያሚ	disgust	0.672
loathful	ርኩስ	disgust	0.672
obscene	ጸያፍ	disgust	0.672
loathing	ጥላቻ	disgust	0.672
cess	cess	disgust	0.670
devil	ዲያቢሎስ	disgust	0.664
heretic	መናፍቅነት	disgust	0.664
nauseous	የሚያቆስል	disgust	0.664
abominable	አስጸያፊ	disgust	0.664
deformity	መበላሸት	disgust	0.664
deadly	ገዳይ	disgust	0.664
swine	አሳማዎች	disgust	0.664
discrimination	መድልዎ	disgust	0.664
masochism	ማሶሺዝም	disgust	0.664
poisonous	መርዛማ	disgust	0.656
prejudiced	ጭፍን ጥላቻ	disgust	0.656
bacteria	ባክቴሪያዎች	disgust	0.656
death	ሞት	disgust	0.656
poison	መርዝ	disgust	0.656
trash	ቆሻሻ መጣያ	disgust	0.656
abortion	ፅንስ ማስወረድ	disgust	0.656
corruption	ሙስና	disgust	0.656
victimized	ተጎጂ	disgust	0.656
oppression	ጭቆና	disgust	0.656
goo	goo	disgust	0.656
latrines	መፀዳጃ ቤቶች	disgust	0.656
horror	አስፈሪ	disgust	0.656
horrible	አስከፊ	disgust	0.656
nefarious	እምቢተኛ	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	እብሪተኛ	disgust	0.648
outhouse	ከቤት ውጪ	disgust	0.648
horrid	አስፈሪ	disgust	0.648
detestation	መጸየፍ	disgust	0.648
sludge	ወዘተ	disgust	0.648
ugly	አስቀያሚ	disgust	0.648
trashy	ቆሻሻ	disgust	0.648
bitch	ጩኽት	disgust	0.648
immoral	ሥነ ምግባር የጎደለው	disgust	0.648
malfeasance	ስህተት	disgust	0.641
spew	ጩቤ	disgust	0.641
pimple	ነጠብጣብ	disgust	0.641
indecency	አለመስማማት	disgust	0.641
unsightly	በደንብ	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	ክፉኛ	disgust	0.641
cystic	ሳይስቲክ	disgust	0.641
horrifying	አስፈሪ	disgust	0.641
derogatory	መሳለብ	disgust	0.641
laxative	ልፍስ	disgust	0.641
criminality	ወንጀል	disgust	0.641
oppressive	ጭቆና	disgust	0.633
sinful	ኃጢአተኛ	disgust	0.633
bigoted	ትልቅ	disgust	0.633
doomsday	የዓለም መጨረሻ	disgust	0.633
prostitution	ዝሙት አዳሪነት	disgust	0.633
ulcer	ቁስለት	disgust	0.633
secrete	ፈነጠቀ	disgust	0.633
perpetrator	ጠላፊ	disgust	0.633
rat	አይጥ	disgust	0.633
queasy	ተራ	disgust	0.633
mildew	ሻጋታ	disgust	0.633
dastardly	ድንቅ	disgust	0.625
disgraceful	እብሪተኛ	disgust	0.625
ghastly	አስደንጋጭ	disgust	0.625
persecution	ስደት	disgust	0.625
devilish	ጋኔል	disgust	0.625
degrading	ማዋረድ	disgust	0.625
obscenity	አስጸያፊ ነገር	disgust	0.625
fungus	እንጉዳይ	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
