word	German-de	emotion	emotion-intensity-score
hog	Schwein	disgust	0.438
hopelessness	Hoffnungslosigkeit	disgust	0.438
homeless	obdachlos	disgust	0.438
obnoxious	anstößig	disgust	0.438
curse	Fluch	disgust	0.430
creature	Kreatur	disgust	0.430
cursing	Fluchen	disgust	0.430
illegal	illegal	disgust	0.430
lusty	lustvoll	disgust	0.430
shameless	schamlos	disgust	0.430
debris	Trümmer	disgust	0.430
defiance	Trotz	disgust	0.430
pall	Leichentuch	disgust	0.430
falsity	Falschheit	disgust	0.430
reflux	Rückfluss	disgust	0.430
incredulous	ungläubig	disgust	0.430
adverse	ungünstig	disgust	0.430
trickery	Trickserei	disgust	0.430
callous	gefühllos	disgust	0.430
separatist	Separatist	disgust	0.430
undesirable	unerwünscht	disgust	0.430
denounce	anprangern	disgust	0.430
witch	Hexe	disgust	0.430
bum	Gammler	disgust	0.422
bovine	Rinder-	disgust	0.422
denunciation	Denunziation	disgust	0.422
untidy	unordentlich	disgust	0.422
impure	unrein	disgust	0.422
mistrust	Misstrauen	disgust	0.422
tarnish	trüben	disgust	0.422
ferocious	grausam	disgust	0.422
gush	Schwall	disgust	0.422
infantile	infantil	disgust	0.422
ammonia	Ammoniak	disgust	0.422
offend	beleidigen	disgust	0.422
idiotic	idiotisch	disgust	0.422
hypertrophy	Hypertrophie	disgust	0.422
nicotine	Nikotin	disgust	0.422
tasteless	geschmacklos	disgust	0.422
pompous	pompös	disgust	0.422
socialist	Sozialist	disgust	0.422
delinquent	Delinquent	disgust	0.422
swarm	Schwarm	disgust	0.422
contentious	umstritten	disgust	0.422
carelessness	Nachlässigkeit	disgust	0.422
hairy	behaart	disgust	0.422
wasting	Verschwendung	disgust	0.422
slush	Matsch	disgust	0.422
affront	Beleidigung	disgust	0.422
collapse	Zusammenbruch	disgust	0.422
badness	Schlechtigkeit	disgust	0.422
dishonesty	Unehrlichkeit	disgust	0.414
vegetative	vegetativ	disgust	0.414
displacency	Verdrängung	disgust	0.414
unfavorable	ungünstig	disgust	0.414
disobey	ungehorsam	disgust	0.414
sour	sauer	disgust	0.414
socialism	Sozialismus	disgust	0.414
murky	trübe	disgust	0.414
neglected	vernachlässigt	disgust	0.414
drivel	Gefasel	disgust	0.414
vampire	Vampir	disgust	0.414
litigious	streitsüchtig	disgust	0.414
illegitimate	illegitim	disgust	0.414
disgruntled	verärgert	disgust	0.406
ignorant	ignorant	disgust	0.406
outcast	Ausgestoßener	disgust	0.406
unkind	nicht nett	disgust	0.406
repel	abstoßen	disgust	0.406
displeasure	Unmut	disgust	0.406
phony	falsch	disgust	0.406
shoplifting	Ladendiebstahl	disgust	0.406
dislike	nicht gefallen	disgust	0.406
unlawful	ungesetzlich	disgust	0.406
bogus	falsch	disgust	0.406
discontinuity	Diskontinuität	disgust	0.406
recidivism	Rückfälligkeit	disgust	0.406
ungrateful	undankbar	disgust	0.406
wrongdoing	Fehlverhalten	disgust	0.406
falsify	verfälschen	disgust	0.406
prosecution	Strafverfolgung	disgust	0.406
failure	Fehler	disgust	0.398
loon	Seetaucher	disgust	0.398
lick	lecken	disgust	0.398
subvert	untergraben	disgust	0.398
rigor	Strenge	disgust	0.398
unruly	widerspenstig	disgust	0.398
paucity	Mangel	disgust	0.398
unnatural	unnatürlich	disgust	0.398
averse	abgeneigt	disgust	0.398
senseless	sinnlos	disgust	0.398
worsening	Verschlechterung	disgust	0.398
disdain	Verachtung	disgust	0.398
woe	Weh	disgust	0.398
woefully	erbärmlich	disgust	0.398
amphetamines	Amphetamine	disgust	0.398
stingy	geizig	disgust	0.398
crushing	Zerkleinern	disgust	0.398
insult	Beleidigung	disgust	0.393
damage	Beschädigung	disgust	0.391
hardened	gehärtet	disgust	0.391
diatribe	Schmährede	disgust	0.391
averseness	Aversion	disgust	0.391
critter	Lebewesen	disgust	0.391
muff	Muff	disgust	0.391
antisocial	asozial	disgust	0.391
punishment	Bestrafung	disgust	0.391
bad	Schlecht	disgust	0.391
punished	bestraft	disgust	0.391
disrelish	disorish	disgust	0.391
expel	vertreiben	disgust	0.391
farcical	Farce	disgust	0.391
scorpion	Skorpion	disgust	0.391
sacrifices	Opfergaben	disgust	0.383
plagiarism	Plagiat	disgust	0.383
hypocritical	heuchlerisch	disgust	0.383
divorce	Scheidung	disgust	0.383
presumptuous	anmaßend	disgust	0.383
discord	Zwietracht	disgust	0.383
fugitive	Flüchtling	disgust	0.383
fulsome	füllig	disgust	0.383
shabby	schäbig	disgust	0.383
orc	Ork	disgust	0.383
adder	Addierer	disgust	0.383
anaconda	Anakonda	disgust	0.383
surly	mürrisch	disgust	0.383
irrational	irrational	disgust	0.383
disappoint	enttäuschen	disgust	0.383
illiterate	Analphabet	disgust	0.383
lament	Klage	disgust	0.383
eviction	Vertreibung	disgust	0.383
teeming	wimmelt	disgust	0.383
guilt	Schuld	disgust	0.383
misconduct	Fehlverhalten	disgust	0.375
blame	Schuld	disgust	0.375
alienation	Entfremdung	disgust	0.375
depressing	deprimierend	disgust	0.375
irritating	irritierend	disgust	0.375
plight	Notlage	disgust	0.375
unworthy	unwürdig	disgust	0.375
dislocated	disloziert	disgust	0.375
scoff	spotten	disgust	0.375
irritation	Reizung	disgust	0.375
defective	defekt	disgust	0.375
shock	Schock	disgust	0.375
hoax	Scherz	disgust	0.367
coerce	zwingen	disgust	0.367
revoke	widerrufen	disgust	0.367
stripped	abgestreift	disgust	0.367
exclusion	Ausschluss	disgust	0.367
blatant	eklatant	disgust	0.367
disillusionment	Ernüchterung	disgust	0.367
squelch	Rauschsperre	disgust	0.367
unhealthy	ungesund	disgust	0.367
toad	Kröte	disgust	0.367
wimpy	feige	disgust	0.367
pitfall	Falle	disgust	0.367
vainly	vergeblich	disgust	0.367
powerless	machtlos	disgust	0.367
cad	cad	disgust	0.367
hurtful	verletzend	disgust	0.367
shuddering	schaudernd	disgust	0.367
wimp	Weichei	disgust	0.367
oddity	Kuriosität	disgust	0.359
rebellion	Rebellion	disgust	0.359
incompatible	unvereinbar	disgust	0.359
ineptitude	Unbeholfenheit	disgust	0.359
dispose	entsorgen	disgust	0.359
disobedience	Ungehorsam	disgust	0.359
damn	Verdammt	disgust	0.359
bug	Fehler	disgust	0.359
deserted	verlassen	disgust	0.359
litigate	prozessieren	disgust	0.352
ridiculous	lächerlich	disgust	0.352
compost	Kompost	disgust	0.352
obi	Obi	disgust	0.352
untoward	ungünstig	disgust	0.352
censor	zensieren	disgust	0.352
uncertain	unsicher	disgust	0.352
lawyer	Anwalt	disgust	0.352
flinch	zusammenzucken	disgust	0.352
flesh	Fleisch	disgust	0.352
crushed	zerkleinert	disgust	0.352
displeased	unzufrieden	disgust	0.352
inept	ungeschickt	disgust	0.352
wrongful	ungerechtfertigt	disgust	0.352
cutting	Schneiden	disgust	0.352
fierce	heftig	disgust	0.352
misbehavior	Fehlverhalten	disgust	0.352
frustrate	vereiteln	disgust	0.352
dismissal	Entlassung	disgust	0.352
disapprove	missbilligen	disgust	0.344
depreciate	abwerten	disgust	0.344
tearful	tränenreich	disgust	0.344
thoughtless	gedankenlos	disgust	0.336
unsettled	ungeklärt	disgust	0.336
lumpy	klumpig	disgust	0.336
discoloration	Verfärbung	disgust	0.336
blunder	Schnitzer	disgust	0.336
disinclination	Abneigung	disgust	0.336
distrust	Misstrauen	disgust	0.336
annoy	Nerven	disgust	0.336
lawsuit	Klage	disgust	0.336
discontent	Unzufriedenheit	disgust	0.336
grumble	murren	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	bekloppt	disgust	0.336
heartsick	Herzschmerz	disgust	0.336
disliked	nicht gefallen	disgust	0.336
bickering	Gezänk	disgust	0.336
disallowed	nicht erlaubt	disgust	0.336
unmanageable	unüberschaubar	disgust	0.328
hydrophobia	Hydrophobie	disgust	0.328
unsatisfactory	ungenügend	disgust	0.328
whine	jammern	disgust	0.328
exasperation	Verzweiflung	disgust	0.328
instability	Instabilität	disgust	0.328
provoking	provozieren	disgust	0.328
disappointed	enttäuscht	disgust	0.328
inhibit	hemmen	disgust	0.328
sly	schlau	disgust	0.328
grievance	Beschwerde	disgust	0.328
materialist	Materialist	disgust	0.328
excluded	ausgeschlossen	disgust	0.328
cacophony	Kakophonie	disgust	0.328
misleading	irreführend	disgust	0.321
disclaim	ablehnen	disgust	0.320
rags	Lumpen	disgust	0.320
soot	Ruß	disgust	0.320
disservice	Bärendienst	disgust	0.320
unequal	ungleich	disgust	0.320
humbug	Humbug	disgust	0.320
reproach	Vorwurf	disgust	0.320
confined	beschränkt	disgust	0.320
disapproving	missbilligend	disgust	0.320
annoyance	Ärger	disgust	0.320
mishap	Missgeschick	disgust	0.320
groan	Stöhnen	disgust	0.320
soil	Boden	disgust	0.312
depreciated	abgewertet	disgust	0.312
disincline	abgeneigt machen	disgust	0.312
inappropriate	ungeeignet	disgust	0.312
inconsiderate	rücksichtslos	disgust	0.312
burke	Burke	disgust	0.312
overpriced	überteuert	disgust	0.312
sneeze	niesen	disgust	0.312
stomach	Bauch	disgust	0.312
criticize	kritisieren	disgust	0.312
theism	Theismus	disgust	0.312
disparity	Ungleichheit	disgust	0.305
gall	Galle	disgust	0.305
latent	latent	disgust	0.305
grumpy	mürrisch	disgust	0.305
bang	Knall	disgust	0.305
inadmissible	unzulässig	disgust	0.305
unfriendly	unfreundlich	disgust	0.305
shack	Hütte	disgust	0.305
disliking	Abneigung	disgust	0.305
unaccountable	unerklärlich	disgust	0.305
coop	Koop	disgust	0.304
scold	schelten	disgust	0.297
growling	knurrt	disgust	0.297
lonely	einsam	disgust	0.297
delay	verzögern	disgust	0.297
congress	Kongress	disgust	0.297
disregarded	missachtet	disgust	0.297
disappointment	Enttäuschung	disgust	0.297
backwards	rückwärts	disgust	0.297
soreness	Wundsein	disgust	0.297
rogue	Schurke	disgust	0.297
infamous	berüchtigt	disgust	0.289
lesbian	lesbisch	disgust	0.289
notoriety	Bekanntheit	disgust	0.289
catechism	Katechismus	disgust	0.289
flop	Flop	disgust	0.289
nettle	Nessel	disgust	0.289
janitor	Hausmeister	disgust	0.289
saturated	gesättigt	disgust	0.281
gaby	Gaby	disgust	0.281
prohibited	verboten	disgust	0.281
remiss	nachlässig	disgust	0.281
unfair	unfair	disgust	0.281
desist	unterlassen	disgust	0.281
wince	zusammenzucken	disgust	0.281
aftermath	Nachwirkungen	disgust	0.281
huff	ärgerlich	disgust	0.273
discolored	verfärbt	disgust	0.273
uneasy	unruhig	disgust	0.273
wrangling	Gerangel	disgust	0.273
tribunal	Gericht	disgust	0.273
weird	seltsam	disgust	0.266
bureaucrat	Bürokrat	disgust	0.266
coldness	Kälte	disgust	0.266
impolite	unhöflich	disgust	0.266
politic	politisch	disgust	0.266
unsatisfied	nicht zufrieden	disgust	0.266
swig	Schluck	disgust	0.266
inefficiency	Ineffizienz	disgust	0.266
frantic	verzweifelt	disgust	0.266
crawl	kriechen	disgust	0.266
instinctive	instinktiv	disgust	0.258
barrow	Karren	disgust	0.258
incase	im Fall	disgust	0.258
octopus	Tintenfisch	disgust	0.258
chagrin	Ärger	disgust	0.258
copycat	Nachahmer	disgust	0.258
rascal	Schlingel	disgust	0.258
sarcasm	Sarkasmus	disgust	0.258
gruff	schroff	disgust	0.258
misconception	Missverständnis	disgust	0.250
hulk	Hulk	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	Pavian	disgust	0.250
disinclined	abgeneigt	disgust	0.250
lose	verlieren	disgust	0.250
john	John	disgust	0.250
cupping	Schröpfen	disgust	0.250
rook	Turm	disgust	0.242
gratuitous	unentgeltlich	disgust	0.242
entangled	verstrickt	disgust	0.242
opponent	Gegner	disgust	0.242
tariff	Tarif	disgust	0.242
scrub	schrubben	disgust	0.242
resign	zurücktreten	disgust	0.234
prolong	verlängern	disgust	0.234
backwardness	Rückständigkeit	disgust	0.234
reluctance	Zurückhaltung	disgust	0.234
questionable	fraglich	disgust	0.234
lagging	hinken	disgust	0.234
unlucky	unglücklich	disgust	0.234
misstatement	falsche Darstellung	disgust	0.234
reversal	Umkehrung	disgust	0.227
disqualified	disqualifiziert	disgust	0.227
subsidy	Subvention	disgust	0.227
ineffectual	unwirksam	disgust	0.227
fussy	pingelig	disgust	0.227
unpopular	unpopulär	disgust	0.227
default	Standard	disgust	0.227
intense	heftig	disgust	0.219
dame	Dame	disgust	0.219
evade	ausweichen	disgust	0.219
petroleum	Petroleum	disgust	0.219
weight	Gewicht	disgust	0.219
frowning	die Stirn runzelnd	disgust	0.219
actionable	umsetzbar	disgust	0.211
tawny	gelbbraun	disgust	0.211
donkey	Esel	disgust	0.211
unhappy	unzufrieden	disgust	0.211
indifference	Gleichgültigkeit	disgust	0.203
rave	Rave	disgust	0.203
birch	Birke	disgust	0.203
hood	Kapuze	disgust	0.203
desert	Wüste	disgust	0.203
owing	geschuldet	disgust	0.203
gnome	Gnom	disgust	0.203
awkwardness	Ungeschicklichkeit	disgust	0.203
inconvenient	ungünstig	disgust	0.203
dandy	Dandy	disgust	0.203
speck	Fleck	disgust	0.203
fleece	Vlies	disgust	0.195
howl	heulen	disgust	0.195
monochrome	einfarbig	disgust	0.195
airs	Lüfte	disgust	0.195
gelatin	Gelatine	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	Moral	disgust	0.195
dabbling	plantschen	disgust	0.195
celebrity	Berühmtheit	disgust	0.188
avoid	vermeiden	disgust	0.188
stalemate	Patt	disgust	0.188
lush	üppig	disgust	0.188
gent	Herr	disgust	0.188
lesser	geringer	disgust	0.188
sunk	versenkt	disgust	0.180
nose	Nase	disgust	0.180
claimant	Antragsteller	disgust	0.180
laughable	lächerlich	disgust	0.180
possession	Besitz	disgust	0.180
larger	größer	disgust	0.164
hoot	johlen	disgust	0.164
mouthful	Schluck	disgust	0.164
thrift	Sparsamkeit	disgust	0.164
pregnancy	Schwangerschaft	disgust	0.164
undoubted	unzweifelhaft	disgust	0.164
clamor	Geschrei	disgust	0.156
misplace	verlegen	disgust	0.156
sentence	Satz	disgust	0.156
parrot	Papagei	disgust	0.156
obliging	verbindlich	disgust	0.156
nameless	namenlos	disgust	0.148
bummer	Schade	disgust	0.148
feeling	Gefühl	disgust	0.141
elf	Elf	disgust	0.141
excellence	Exzellenz	disgust	0.141
turn	Wende	disgust	0.133
gray	grau	disgust	0.133
asymmetry	Asymmetrie	disgust	0.133
clumsy	ungeschickt	disgust	0.133
stall	Stall	disgust	0.133
bran	Kleie	disgust	0.125
finally	endlich	disgust	0.125
lord	Herr	disgust	0.125
boy	Junge	disgust	0.117
cove	Bucht	disgust	0.117
nurture	nähren	disgust	0.117
savor	genießen	disgust	0.117
lemon	Zitrone	disgust	0.109
winning	gewinnen	disgust	0.109
powerful	mächtig	disgust	0.102
glitter	funkeln	disgust	0.094
interior	Innere	disgust	0.086
mind	Verstand	disgust	0.086
treat	behandeln	disgust	0.078
interested	interessiert	disgust	0.078
abundance	Fülle	disgust	0.078
honest	ehrlich	disgust	0.055
kite	Drachen	disgust	0.055
humble	demütigen	disgust	0.047
tree	Baum	disgust	0.039
torture	Folter	fear	0.984
terrorist	Terrorist	fear	0.972
horrific	entsetzlich	fear	0.969
terrorism	Terrorismus	fear	0.969
terrorists	Terroristen	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	töten	fear	0.962
homicidal	mörderisch	fear	0.959
annihilate	vernichten	fear	0.953
terror	Terror	fear	0.953
murderer	Mörder	fear	0.953
catastrophe	Katastrophe	fear	0.953
dying	sterben	fear	0.948
war	Krieg	fear	0.942
bombing	Bombardierung	fear	0.938
bomb	Bombe	fear	0.935
missiles	Raketen	fear	0.934
horror	Grusel	fear	0.923
brutality	Brutalität	fear	0.922
bloodthirsty	blutrünstig	fear	0.922
terrorize	terrorisieren	fear	0.922
horrified	entsetzt	fear	0.922
murderous	mörderisch	fear	0.920
massacre	Massaker	fear	0.911
assassinate	ermorden	fear	0.906
horrifying	erschreckend	fear	0.906
fatality	Todesfall	fear	0.906
murder	Mord	fear	0.906
mutilation	Verstümmelung	fear	0.906
terrifying	schrecklich	fear	0.906
devastation	Verwüstung	fear	0.906
holocaust	Holocaust	fear	0.906
horrors	Schrecken	fear	0.906
killing	Tötung	fear	0.906
demon	Dämon	fear	0.906
terrified	erschrocken	fear	0.906
suicidal	lebensmüde	fear	0.898
kidnap	entführen	fear	0.891
slaughter	schlachten	fear	0.891
assault	Angriff	fear	0.891
crucifixion	Kreuzigung	fear	0.891
doomed	verurteilt	fear	0.888
poisoned	vergiftet	fear	0.886
suicide	Selbstmord	fear	0.879
explosion	Explosion	fear	0.879
dismemberment	Zerstückelung	fear	0.875
slaughtering	Schlachtung	fear	0.875
disastrous	katastrophal	fear	0.875
deadly	tötlich	fear	0.875
annihilation	Vernichtung	fear	0.875
disaster	Katastrophe	fear	0.875
threatening	bedrohlich	fear	0.875
suffocation	Erstickung	fear	0.875
assassin	Attentäter	fear	0.875
savagery	Wildheit	fear	0.875
rape	vergewaltigen	fear	0.870
hell	Hölle	fear	0.860
anthrax	Milzbrand	fear	0.859
explosive	explosiv	fear	0.859
warfare	Krieg	fear	0.859
paralyzed	gelähmt	fear	0.859
molestation	Belästigung	fear	0.859
homicide	Mord	fear	0.859
barbaric	barbarisch	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	Tücke	fear	0.859
demonic	dämonisch	fear	0.859
bloodshed	Blutvergießen	fear	0.859
annihilated	vernichtet	fear	0.859
attacking	anzugreifen	fear	0.859
dread	fürchten	fear	0.859
slaughterhouse	Schlachthof	fear	0.859
tragedy	Tragödie	fear	0.859
guillotine	Guillotine	fear	0.859
executioner	Henker	fear	0.859
suffocating	erstickend	fear	0.858
treachery	Verrat	fear	0.856
fright	Schreck	fear	0.853
traumatic	traumatisch	fear	0.844
afraid	Angst	fear	0.844
morgue	Leichenschauhaus	fear	0.844
drown	ertrinken	fear	0.844
destroying	zerstören	fear	0.844
painful	schmerzlich	fear	0.844
frightened	erschrocken	fear	0.844
monster	Monster-	fear	0.844
slayer	Jägerin	fear	0.844
abomination	Gräuel	fear	0.844
execution	Ausführung	fear	0.844
scariest	gruseligsten	fear	0.844
bombardment	Bombardierung	fear	0.844
vengeance	Rache	fear	0.844
panicked	in Panik geraten	fear	0.844
frightening	erschreckend	fear	0.844
scare	Schrecken	fear	0.844
apocalypse	Apokalypse	fear	0.844
petrified	versteinert	fear	0.844
death	Tod	fear	0.843
chaos	Chaos	fear	0.839
ghastly	grässlich	fear	0.836
evil	böse	fear	0.833
gunmen	Bewaffnete	fear	0.828
fear	Angst	fear	0.828
doom	Untergang	fear	0.828
intruder	Eindringling	fear	0.828
cancer	Krebs	fear	0.828
grenade	Granate	fear	0.828
assassination	Ermordung	fear	0.828
fatal	tödlich	fear	0.828
nightmare	Albtraum	fear	0.828
explode	explodieren	fear	0.828
kidnapped	entführt	fear	0.828
eradication	Ausrottung	fear	0.828
hellish	höllisch	fear	0.828
paralyze	lähmen	fear	0.828
trauma	Trauma	fear	0.828
doomsday	Weltuntergang	fear	0.828
violently	heftig	fear	0.828
manslaughter	Totschlag	fear	0.828
devil	Teufel	fear	0.828
frighten	erschrecken	fear	0.828
brutal	brutal	fear	0.828
morbidity	Morbidität	fear	0.820
crippling	lähmend	fear	0.817
savage	wild	fear	0.814
crushed	zerkleinert	fear	0.812
violence	Gewalt	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	furchtbar	fear	0.812
suffering	Leiden	fear	0.812
shooting	Schießen	fear	0.812
earthquake	Erdbeben	fear	0.812
destructive	destruktiv	fear	0.812
violent	heftig	fear	0.812
poisonous	giftig	fear	0.812
quake	Beben	fear	0.812
damnation	Verdammnis	fear	0.812
aggressor	Aggressor	fear	0.812
imprisoned	eingesperrt	fear	0.811
hurricane	Hurrikan	fear	0.811
exterminate	vernichten	fear	0.810
fearing	fürchten	fear	0.808
hemorrhage	Blutung	fear	0.807
lethal	tödlich	fear	0.806
torment	quälen	fear	0.806
venom	Gift	fear	0.804
claustrophobia	Klaustrophobie	fear	0.803
danger	Achtung	fear	0.802
snakes	Schlangen	fear	0.802
exorcism	Exorzismus	fear	0.800
obliterated	ausgelöscht	fear	0.800
robbery	Raub	fear	0.800
terrifies	erschreckt	fear	0.798
cyanide	Zyanid	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	Grausamkeit	fear	0.797
monstrosity	Ungeheuerlichkeit	fear	0.797
attack	Attacke	fear	0.797
extermination	Vernichtung	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	Mortalität	fear	0.797
destruction	Zerstörung	fear	0.797
poison	Gift	fear	0.797
harmful	schädlich	fear	0.797
persecution	Verfolgung	fear	0.797
bombers	Bomber	fear	0.797
incurable	unheilbar	fear	0.797
hysteria	Hysterie	fear	0.797
dreadfully	schrecklich	fear	0.796
arson	Brandstiftung	fear	0.794
devastate	verwüsten	fear	0.792
tyrant	Tyrann	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	umkommen	fear	0.784
feared	gefürchtet	fear	0.782
maniac	Wahnsinniger	fear	0.781
enslaved	versklavt	fear	0.781
rampage	Amoklauf	fear	0.781
screaming	schreiend	fear	0.781
venomous	giftig	fear	0.781
warlike	kriegerisch	fear	0.781
lifeless	leblos	fear	0.781
bloody	blutig	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	Schlange	fear	0.776
epidemic	Epidemie	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	auslöschen	fear	0.766
shipwreck	Schiffswrack	fear	0.766
crisis	Krise	fear	0.766
criminal	kriminell	fear	0.766
invade	einfallen	fear	0.766
riot	randalieren	fear	0.766
fearful	ängstlich	fear	0.766
reprisal	Repressalie	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	Eindringling	fear	0.766
