word	Telugu-te	emotion	emotion-intensity-score
perversion	వక్రబుద్ధి	disgust	0.758
evil	చెడు	disgust	0.758
slum	మురికివాడల	disgust	0.758
infectious	అంటు	disgust	0.758
mucous	శ్లేష్మ	disgust	0.758
phlegm	కఫం	disgust	0.758
leeches	జలగలు	disgust	0.750
decomposition	కుళ్ళిన	disgust	0.750
sinister	చెడు	disgust	0.750
corrupting	చెడగొట్టే	disgust	0.750
demon	భూతం	disgust	0.742
stinking	కంపుకొట్టే	disgust	0.742
septic	సెప్టిక్	disgust	0.742
deranged	కలతపెట్టే	disgust	0.742
bile	పైత్య	disgust	0.742
soiled	చిరిగిపోయిన	disgust	0.742
mucus	శ్లేష్మం	disgust	0.742
abhorrence	అసహాయం	disgust	0.742
abomination	అసహ్యకరమైనది	disgust	0.742
sickening	sickening	disgust	0.742
demonic	దెయ్యాల	disgust	0.742
foul	ఫౌల్	disgust	0.734
obese	ఊబకాయం	disgust	0.734
sicken	విసుగు పుట్టించు	disgust	0.734
degeneracy	క్షీణించుట	disgust	0.734
crucifixion	శిలువ	disgust	0.734
despicable	తుచ్చమైనది	disgust	0.734
cancer	కాన్సర్	disgust	0.734
atrocity	దురాగతాన్ని	disgust	0.734
terrorism	తీవ్రవాదం	disgust	0.734
dirty	మురికి	disgust	0.727
dysentery	విరేచనాలు	disgust	0.727
adultery	వ్యభిచారం	disgust	0.727
contamination	కాలుష్యం	disgust	0.727
bacterium	బాక్టీరియం	disgust	0.727
diabolical	లక్ష్యోద్దేశంతో చూస్తే అది క్రూరమయినది	disgust	0.727
morbidity	రోగాలకీ	disgust	0.727
grisly	భీకరమైన	disgust	0.727
repulsion	వికర్షణ	disgust	0.727
enema	నేత్రం	disgust	0.727
contagion	అంటువ్యాధి	disgust	0.719
disfigured	వికారమైన	disgust	0.719
muck	చెత్త	disgust	0.719
lewd	అశ్లీలంగా	disgust	0.719
garbage	చెత్త	disgust	0.719
autopsy	శవపరీక్ష	disgust	0.719
bowels	ప్రేగుల	disgust	0.719
gross	స్థూల	disgust	0.719
vulgar	అసభ్యకర	disgust	0.719
barbaric	మొరటు	disgust	0.719
disgust	అసహ్యము	disgust	0.719
vicious	విష	disgust	0.719
entrails	పేగులు	disgust	0.719
deterioration	క్షీణత	disgust	0.719
pungent	తీక్షణమైన	disgust	0.719
bloodshed	రక్తపాతం	disgust	0.714
violent	హింసాత్మక	disgust	0.711
tyrant	క్రూర	disgust	0.711
poisoned	విష	disgust	0.711
pollute	కలుషితం	disgust	0.711
wretched	దౌర్భాగ్యమైన	disgust	0.711
nausea	వికారం	disgust	0.711
mortification	mortification	disgust	0.711
gag	హాస్య	disgust	0.711
vulgarity	vulgarity	disgust	0.703
disgusting	విసుగుగా	disgust	0.703
grope	చేతులతో నేలపై వెదకు	disgust	0.703
slut	నీతి	disgust	0.703
poisoning	విషం	disgust	0.703
depraved	నైతికంగా హీనమైన	disgust	0.703
noxious	విషపదార్ధాల	disgust	0.703
porn	శృంగార	disgust	0.703
nasty	దుష్ట	disgust	0.703
slimy	slimy	disgust	0.703
despotism	నియంతృత్వాన్ని	disgust	0.703
nauseate	వికారము	disgust	0.703
secretion	స్రావం	disgust	0.703
constipation	మలబద్ధకం	disgust	0.703
hateful	ద్వేషపూరిత	disgust	0.703
grime	తనయొక్క	disgust	0.703
measles	తట్టు	disgust	0.696
contagious	అంటు	disgust	0.695
hellish	పాపిష్	disgust	0.695
waste	వ్యర్థ	disgust	0.695
suicidal	ఆత్మహత్య	disgust	0.695
abuse	తిట్టు	disgust	0.695
hate	ద్వేషం	disgust	0.695
wretch	దౌర్భాగ్యుడు	disgust	0.695
intestinal	పేగు	disgust	0.695
wart	మొటిమ	disgust	0.695
obesity	ఊబకాయం	disgust	0.695
scum	ఒట్టు	disgust	0.695
contaminated	కలుషిత	disgust	0.688
disease	వ్యాధి	disgust	0.688
rabid	అత్యధికమైన	disgust	0.688
ooze	స్రవించు	disgust	0.688
treason	రాజద్రోహం	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	స్మట్	disgust	0.688
cholera	కలరా	disgust	0.680
deformed	వైకల్యంతో	disgust	0.680
detest	ద్వేషించడం	disgust	0.680
bestial	మృగ	disgust	0.680
sickness	అనారోగ్యం	disgust	0.680
antichrist	పాకులాడే	disgust	0.680
abhorrent	అసహ్యకరంగా	disgust	0.680
soulless	soulless	disgust	0.680
freakish	చంచలమైన	disgust	0.680
grimy	grimy	disgust	0.680
hatred	ద్వేషం	disgust	0.680
pollution	కాలుష్యం	disgust	0.680
germ	బీజ	disgust	0.680
abominate	abominate	disgust	0.680
hell	నరకం	disgust	0.680
dilapidated	శిధిలమైన	disgust	0.672
dictatorship	నియంతృత్వాన్ని	disgust	0.672
inhuman	అమానుష	disgust	0.672
greasy	వస	disgust	0.672
hideous	వికారమైన	disgust	0.672
loathful	loathful	disgust	0.672
obscene	అశ్లీల	disgust	0.672
loathing	ద్వేషాన్ని	disgust	0.672
cess	సెస్	disgust	0.670
devil	డెవిల్	disgust	0.664
heretic	సంప్రదాయ వ్యతిరేకిగా	disgust	0.664
nauseous	నాకు చెమట	disgust	0.664
abominable	హేయమైన	disgust	0.664
deformity	వైకల్యం	disgust	0.664
deadly	ఘోరమైన	disgust	0.664
swine	స్వైన్	disgust	0.664
discrimination	వివక్ష	disgust	0.664
masochism	మాసుకిజం	disgust	0.664
poisonous	విష	disgust	0.656
prejudiced	దురభిప్రాయ	disgust	0.656
bacteria	బాక్టీరియా	disgust	0.656
death	మరణం	disgust	0.656
poison	పాయిజన్	disgust	0.656
trash	చెత్త	disgust	0.656
abortion	గర్భస్రావం	disgust	0.656
corruption	అవినీతి	disgust	0.656
victimized	బాధితురాలి	disgust	0.656
oppression	అణచివేతకు	disgust	0.656
goo	గూ	disgust	0.656
latrines	latrines	disgust	0.656
horror	హర్రర్	disgust	0.656
horrible	భయంకరమైన	disgust	0.656
nefarious	తోడ్పడడం	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	ప్రతీకారేచ్చ	disgust	0.648
outhouse	ఇంటి వెలుపల	disgust	0.648
horrid	భయంకలిగించు	disgust	0.648
detestation	detestation	disgust	0.648
sludge	బురద	disgust	0.648
ugly	అందములేని	disgust	0.648
trashy	trashy	disgust	0.648
bitch	బిచ్	disgust	0.648
immoral	అనైతిక	disgust	0.648
malfeasance	దురాచారం	disgust	0.641
spew	వాంతి	disgust	0.641
pimple	మొటిమ	disgust	0.641
indecency	అమర్యాద	disgust	0.641
unsightly	వికారమైన	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	ప్రతినాయక	disgust	0.641
cystic	సిస్టిక్	disgust	0.641
horrifying	భయానక	disgust	0.641
derogatory	అమర్యాదకరమైన	disgust	0.641
laxative	భేదిమందు	disgust	0.641
criminality	నేరప్రవృత్తి	disgust	0.641
oppressive	భారంగా	disgust	0.633
sinful	పాపాత్మకమైన	disgust	0.633
bigoted	సంకుచిత	disgust	0.633
doomsday	డూమ్స్డే	disgust	0.633
prostitution	వ్యభిచారం	disgust	0.633
ulcer	పుండు	disgust	0.633
secrete	స్రవిస్తాయి	disgust	0.633
perpetrator	నేరస్తుడు	disgust	0.633
rat	ఎలుక	disgust	0.633
queasy	క్వాసీ	disgust	0.633
mildew	తెగులు	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	అవమానకరమైన	disgust	0.625
ghastly	అందవిహీనమైన	disgust	0.625
persecution	హింసను	disgust	0.625
devilish	పైశాచిక	disgust	0.625
degrading	అవమానకర	disgust	0.625
obscenity	అసభ్య	disgust	0.625
fungus	ఫంగస్	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	అధికంగా తినటం	disgust	0.625
stools	బల్లలు	disgust	0.625
suffering	బాధ	disgust	0.625
contemptible	నీచమైన	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	మందకొడి	disgust	0.625
aghast	ఆశ్చర్యమైన	disgust	0.625
betrayal	ద్రోహం	disgust	0.617
guillotine	గిలెటిన్	disgust	0.617
infect	సోకుతుంది	disgust	0.617
spoil	పాడు	disgust	0.617
tetanus	ధనుర్వాతం	disgust	0.617
fat	కొవ్వు	disgust	0.617
louse	పేను	disgust	0.617
malicious	హానికరమైన	disgust	0.617
polygamy	బహుభార్యాత్వం	disgust	0.617
crusty	కరకరలాడే	disgust	0.617
atrocious	దారుణమైన	disgust	0.617
deceit	మోసం	disgust	0.617
termite	చెదల	disgust	0.617
loathe	అసహ్యించుకొను	disgust	0.617
wench	wench	disgust	0.617
dying	మరణిస్తున్న	disgust	0.617
sickly	పాలిపోయినట్టు	disgust	0.617
diaper	డైపర్	disgust	0.617
strangle	ఊపిరాడకుండా	disgust	0.617
drool	చొంగ కార్చు	disgust	0.609
slander	అపవాదు	disgust	0.609
abhor	అసహాయపడు	disgust	0.609
venomous	విషపూరిత	disgust	0.609
brothel	వేశ్యాగృహం	disgust	0.609
ghetto	ఘెట్టో	disgust	0.609
violently	హింసాత్మకంగా	disgust	0.609
hostile	విరుద్ధమైన	disgust	0.609
sabotage	విద్రోహ	disgust	0.609
deform	విరూపణ	disgust	0.609
bleeding	రక్తస్రావం	disgust	0.609
unwashed	ఉతకని	disgust	0.602
lunacy	మతిభ్రమణానికి	disgust	0.602
imprisonment	ఖైదు	disgust	0.602
infidel	నాస్తిక	disgust	0.602
deprivation	లేమి	disgust	0.602
traitor	దేశద్రోహి	disgust	0.602
ugliness	కురూపాన్ని	disgust	0.602
musty	బూజు పట్టిన	disgust	0.602
illicit	అక్రమ	disgust	0.602
swampy	మురికి	disgust	0.602
poaching	ఆక్రమణల	disgust	0.602
hag	హాగ్	disgust	0.602
butcher	కసాయి	disgust	0.594
lunatic	వెర్రివాడు	disgust	0.594
venom	విషం	disgust	0.594
repelling	తొలగించు చూర్ణం	disgust	0.594
thug	దోపిడీదారుడు	disgust	0.594
misery	కష్టాలు	disgust	0.594
toilet	ముఖము కడుగుకొని, తలదువ్వుకొని, దుస్తులు ధరించు పద్ధతి	disgust	0.594
slug	స్లగ్	disgust	0.594
catastrophe	విపత్తు	disgust	0.594
epidemic	అంటువ్యాధి	disgust	0.594
gut	ఆంత్రము	disgust	0.594
intoxicated	మత్తులో	disgust	0.594
blister	పొక్కు	disgust	0.594
deceitful	మాయమైన	disgust	0.594
hostility	శత్రుత్వ	disgust	0.594
queasiness	queasiness	disgust	0.594
lurid	సంచలనాత్మక	disgust	0.594
sinner	పాపి	disgust	0.594
incubus	ఇంక్యుబస్	disgust	0.586
lavatory	దొడ్డి	disgust	0.586
harass	వేధించడానికి	disgust	0.586
unclean	అపరిశుభ్రమైన	disgust	0.586
