word	Armenian-hy	emotion	emotion-intensity-score
undoubted	անշուշտ	anticipation	0.391
diplomacy	դիվանագիտություն	anticipation	0.391
familiarity	ծանոթություն	anticipation	0.391
antidote	հակաբեղմնավորիչ	anticipation	0.391
chuckle	ժպտալ	anticipation	0.391
objective	նպատակը	anticipation	0.391
maternal	մայրական	anticipation	0.391
abeyance	անհանգստություն	anticipation	0.391
art	արվեստը	anticipation	0.391
linger	մնալ	anticipation	0.391
trust	վստահություն	anticipation	0.391
depraved	անմարդկային	anticipation	0.391
sanctify	սրբացնել	anticipation	0.391
inoculation	պատվաստում	anticipation	0.384
chant	երգչախումբը	anticipation	0.383
banger	բանդեր	anticipation	0.383
playground	խաղահրապարակ	anticipation	0.383
failing	ձախողում	anticipation	0.383
ship	նավը	anticipation	0.383
hymn	օրհներգ	anticipation	0.383
simplify	պարզեցնելը	anticipation	0.383
ram	խոյ	anticipation	0.383
labor	աշխատանքի	anticipation	0.383
discretion	հայեցողությամբ	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	լավ	anticipation	0.383
scientist	գիտնական	anticipation	0.383
undecided	չճանաչված	anticipation	0.383
humanitarian	մարդասիրական	anticipation	0.383
depend	կախվածությունից	anticipation	0.383
dutiful	դյութական	anticipation	0.383
clock	ժամացույց	anticipation	0.375
sterling	ստերլինգ	anticipation	0.375
mountain	լեռը	anticipation	0.375
savor	ուրախություն	anticipation	0.375
recurrent	կրկնվող	anticipation	0.375
interim	միջանկյալ	anticipation	0.375
navigator	նավարկիչ	anticipation	0.375
gradual	աստիճանաբար	anticipation	0.375
interminable	անընդմեջ	anticipation	0.375
track	հետեւել	anticipation	0.375
public	հանրային	anticipation	0.375
cradle	օրացույց	anticipation	0.375
concealed	թաքցրել	anticipation	0.367
lesson	դաս	anticipation	0.367
instructions	հրահանգներ	anticipation	0.367
shiver	ցնցում	anticipation	0.367
musical	երաժշտական	anticipation	0.367
towering	ուժեղացում	anticipation	0.367
whim	քնքուշ	anticipation	0.367
spear	նիզակ	anticipation	0.367
convince	համոզել	anticipation	0.367
sonar	Սոնար	anticipation	0.367
abide	մնացեք	anticipation	0.367
biennial	երկամյա	anticipation	0.367
theology	աստվածաբանություն	anticipation	0.359
offset	օֆսեթ	anticipation	0.359
atone	տառապում	anticipation	0.359
timidity	հեգնանք	anticipation	0.359
theory	տեսությունը	anticipation	0.359
undying	անդադար	anticipation	0.359
plump	հաստլիկ	anticipation	0.359
audience	լսարանին	anticipation	0.357
nobility	ազնվություն	anticipation	0.352
paragon	պարագոն	anticipation	0.352
dietary	դիետիկ	anticipation	0.352
closure	փակումը	anticipation	0.352
store	խանութում	anticipation	0.352
localize	տեղայնացնել	anticipation	0.352
cramp	ցրտահարություն	anticipation	0.352
daily	օրական	anticipation	0.352
kindred	սերունդ	anticipation	0.352
farm	ֆերմա	anticipation	0.352
edition	հրատարակություն	anticipation	0.352
consecration	օծումը	anticipation	0.352
archaeology	հնագիտություն	anticipation	0.344
mobile	շարժական	anticipation	0.344
errand	գործել	anticipation	0.344
wireless	անլար	anticipation	0.344
mutable	փոփոխական	anticipation	0.344
meditate	մտածիր	anticipation	0.344
stripped	գողանալ	anticipation	0.344
lessen	նվազեցնելով	anticipation	0.336
unaccountable	անանուն	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	եղբայրական	anticipation	0.336
buddy	Բուդիստ	anticipation	0.336
unbeaten	անպարտելի	anticipation	0.336
germ	մանրէներ	anticipation	0.336
dove	աղավնի	anticipation	0.328
digress	զեղչ	anticipation	0.328
ribbon	ժապավենը	anticipation	0.328
olfactory	քաղցրավենիք	anticipation	0.328
patient	հիվանդը	anticipation	0.328
council	խորհուրդը	anticipation	0.328
possess	տիրապետում են	anticipation	0.328
secular	աշխարհիկ	anticipation	0.328
chastity	մաքրաբարոյություն	anticipation	0.328
disposed	տրամադրված	anticipation	0.320
regularity	օրինաչափություն	anticipation	0.320
mediator	միջնորդ	anticipation	0.320
scrutinize	քննելիս	anticipation	0.320
fancy	ֆանտազիա	anticipation	0.320
immature	անբավարար	anticipation	0.320
infanticide	մանկատուն	anticipation	0.320
heft	գողություն	anticipation	0.320
preservative	պահպանողական	anticipation	0.320
paddle	թիավարում	anticipation	0.320
cove	կով	anticipation	0.320
denying	ժխտելով	anticipation	0.312
bugle	խառնաշփոթ	anticipation	0.312
unpublished	չհրապարակված	anticipation	0.312
analyst	վերլուծաբան	anticipation	0.312
grim	խայտառակ	anticipation	0.312
church	եկեղեցի	anticipation	0.312
priesthood	քահանայություն	anticipation	0.305
mill	գործարան	anticipation	0.305
judicial	դատական	anticipation	0.305
broadside	լայնաշերտում	anticipation	0.305
tributary	վոլտ	anticipation	0.297
cap	գլխարկ	anticipation	0.297
thermocouple	ջերմատուն	anticipation	0.297
dismay	անհանգստություն	anticipation	0.297
instructor	հրահանգիչ	anticipation	0.297
saliva	թուք	anticipation	0.297
exhaustion	սպառումը	anticipation	0.297
bruise	բորբոքում	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	անօթեւան	anticipation	0.289
visor	վիզա	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	ցանցում	anticipation	0.289
shackle	հոլլ	anticipation	0.289
addresses	հասցեներ	anticipation	0.289
noncompliance	անհամապատասխանություն	anticipation	0.289
cataract	կաթողիկոսը	anticipation	0.289
skewed	շեղվելով	anticipation	0.281
astronomer	աստղագետ	anticipation	0.281
neighbor	հարեւան	anticipation	0.281
holiness	սրբություն	anticipation	0.273
devil	Սատանա	anticipation	0.273
cream	կրեմ	anticipation	0.273
picket	Պիկետ	anticipation	0.273
latent	թաքնված	anticipation	0.273
immaturity	անբավարարություն	anticipation	0.273
sentence	դատավճիռը	anticipation	0.273
neighborhood	հարեւանություն	anticipation	0.266
morals	բարոյականությունը	anticipation	0.266
lull	լուռ	anticipation	0.266
habitual	սովորական	anticipation	0.266
weight	քաշը	anticipation	0.258
bye	bye	anticipation	0.258
forearm	նախուտեստ	anticipation	0.250
clown	ծաղրածու	anticipation	0.250
organ	օրգան	anticipation	0.250
quote	մեջբերումը	anticipation	0.242
commonplace	սովորական	anticipation	0.242
dictatorship	դիկտատուրա	anticipation	0.234
board	խորհուրդը	anticipation	0.234
white	սպիտակ	anticipation	0.234
treadmill	տրոլեյբուս	anticipation	0.234
rail	երկաթուղին	anticipation	0.234
sundial	արեւային	anticipation	0.227
tree	ծառ	anticipation	0.227
paralysis	կաթվածահարություն	anticipation	0.211
worm	որդին	anticipation	0.203
organization	կազմակերպություն	anticipation	0.203
cement	ցեմենտ	anticipation	0.203
lagging	ձախողում	anticipation	0.180
neutral	չեզոք	anticipation	0.148
cannibalism	մարդակերություն	disgust	0.953
mutilation	վնասվածքներ	disgust	0.930
molestation	հալածանք	disgust	0.914
incest	անզգայացում	disgust	0.914
gonorrhea	գոնորիա	disgust	0.906
rape	բռնաբարություն	disgust	0.906
cannibal	մարդակեր	disgust	0.898
rot	հոտը	disgust	0.891
corpse	դիակ	disgust	0.883
massacre	կոտորածը	disgust	0.883
excrement	արտազատում	disgust	0.883
slaughter	սպանդը	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	սպանդանոց	disgust	0.867
rancid	խռովված	disgust	0.859
sewerage	կոյուղի	disgust	0.859
incestuous	անպիտան	disgust	0.859
filth	կեղտոտություն	disgust	0.859
bigot	բլոկ	disgust	0.859
infestation	ինֆեստացիա	disgust	0.852
plague	ժանտախտը	disgust	0.852
bloodthirsty	արյունռուշտ	disgust	0.852
holocaust	Հոլոքոստ	disgust	0.852
rotting	հոտում	disgust	0.844
maggot	մանգաղ	disgust	0.844
feces	փխրունություն	disgust	0.844
fecal	ֆեկալ	disgust	0.844
murder	սպանություն	disgust	0.839
infanticide	մանկատուն	disgust	0.836
homicide	սպանություն	disgust	0.836
asshole	Փրչոտ	disgust	0.836
enslaved	ստրուկը	disgust	0.836
gore	գոռում	disgust	0.828
perverted	խեղաթյուրված	disgust	0.828
torture	խոշտանգում	disgust	0.828
slaughtering	սպանություն	disgust	0.828
excretion	արտահոսք	disgust	0.828
contaminate	աղտոտել	disgust	0.821
murderer	մարդասպանին	disgust	0.820
gory	գորշ	disgust	0.820
repugnant	խայտառակություն	disgust	0.820
desecration	նսեմացում	disgust	0.820
grotesque	գրոտեսկ	disgust	0.820
revolting	ապստամբություն	disgust	0.820
diarrhoea	փորլուծություն	disgust	0.820
manure	գոմաղբ	disgust	0.820
terrorist	ահաբեկիչ	disgust	0.820
shit	բլիթ	disgust	0.820
pervert	շեղում	disgust	0.820
slavery	ստրկություն	disgust	0.812
faeces	նմուշներ	disgust	0.812
sewer	կոյուղու	disgust	0.812
vomit	փսխում	disgust	0.812
manslaughter	մարդասպանություն	disgust	0.812
dismemberment	բաժանումը	disgust	0.812
cadaver	կադավավեր	disgust	0.812
hemorrhage	արյունահոսություն	disgust	0.805
repulsive	դեպրեսիվ	disgust	0.805
perverse	խեղաթյուրված	disgust	0.805
filthy	կեղտոտ	disgust	0.797
sewage	կեղտաջրերը	disgust	0.797
depravity	անբարոյականություն	disgust	0.797
diseased	հիվանդ է	disgust	0.797
carcass	կեղեւ	disgust	0.795
decompose	քանդել	disgust	0.789
vermin	վնասատու	disgust	0.789
puke	puke	disgust	0.789
parasite	պարազիտ	disgust	0.789
horrific	սարսափելի	disgust	0.789
gruesome	սարսափելի	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	կոտրված	disgust	0.789
murderous	մարդասպան	disgust	0.789
decayed	քայքայված	disgust	0.789
herpes	հերպեսներ	disgust	0.789
slime	լորձ	disgust	0.781
flatulence	աղբաման	disgust	0.781
monstrosity	հրեշավորություն	disgust	0.781
carnage	կոտորածը	disgust	0.781
pestilence	համաճարակ	disgust	0.781
malaria	մալարիա	disgust	0.781
crap	գաղտնի	disgust	0.781
toxic	թունավոր	disgust	0.773
loathsome	նողկալի	disgust	0.773
insidious	նողկալի	disgust	0.773
leprosy	բորոտություն	disgust	0.773
morgue	մորգ	disgust	0.773
pus	տխուր	disgust	0.773
herpesvirus	հերպեսի վիրուսը	disgust	0.773
whore	Պոռնիկ	disgust	0.766
cruel	դաժան	disgust	0.766
repugnance	repugnance	disgust	0.766
revulsion	վերադարձը	disgust	0.766
xenophobia	քսենոֆոբիա	disgust	0.766
regurgitation	վերականգնում	disgust	0.766
anthrax	սիբիրախտը	disgust	0.766
lynch	lynch	disgust	0.766
dissection	դիսեկցիա	disgust	0.759
canker	Կոշկեղեն	disgust	0.758
cruelty	դաժանություն	disgust	0.758
perversion	խախտում	disgust	0.758
evil	չարիք	disgust	0.758
slum	անմարդաբնակ	disgust	0.758
infectious	վարակիչ	disgust	0.758
mucous	լորձաթաղանթ	disgust	0.758
phlegm	բորբոքում	disgust	0.758
leeches	լեչեր	disgust	0.750
decomposition	անջատում	disgust	0.750
sinister	չարագործ	disgust	0.750
corrupting	կոռումպացված	disgust	0.750
demon	Սատանա	disgust	0.742
stinking	գայթակղիչ	disgust	0.742
septic	սեպտիկ	disgust	0.742
deranged	ծնված	disgust	0.742
bile	էլ-նամակ	disgust	0.742
soiled	լուռ	disgust	0.742
mucus	լորձ	disgust	0.742
