word	Sinhala (Sinhalese)-si	emotion	emotion-intensity-score
repugnant	නුරුස්සන	disgust	0.820
desecration	කණගාටුවකි	disgust	0.820
grotesque	විකාරයකි	disgust	0.820
revolting	කැරලිකාර	disgust	0.820
diarrhoea	පාචනය	disgust	0.820
manure	පොහොර	disgust	0.820
terrorist	ත්රස්තවාදී	disgust	0.820
shit	ජරාව	disgust	0.820
pervert	මුළාවට	disgust	0.820
slavery	වහල්භාවයට	disgust	0.812
faeces	පාචනය	disgust	0.812
sewer	මලාපවහන	disgust	0.812
vomit	වමනය	disgust	0.812
manslaughter	මිනීමරුවා	disgust	0.812
dismemberment	වෙන්වීම	disgust	0.812
cadaver	කැඩ්වෙයාර්	disgust	0.812
hemorrhage	රුධිර වහනයක්	disgust	0.805
repulsive	විකාරයකි	disgust	0.805
perverse	අපරිමිතයි	disgust	0.805
filthy	නරකයි	disgust	0.797
sewage	අපද්රව්ය	disgust	0.797
depravity	දූෂණය	disgust	0.797
diseased	රෝගී වේ	disgust	0.797
carcass	කැස්සට	disgust	0.795
decompose	වියෝජනය විය හැක	disgust	0.789
vermin	පණුවන්	disgust	0.789
puke	හෙලුවා	disgust	0.789
parasite	පරෙපෝෂිතයා	disgust	0.789
horrific	භයානකයි	disgust	0.789
gruesome	බිහිසුනුයි	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	විකෘති වී ඇත	disgust	0.789
murderous	මිනීමරුවෙකි	disgust	0.789
decayed	දිරාපත් විය	disgust	0.789
herpes	හර්පීස්	disgust	0.789
slime	දිලීරයකි	disgust	0.781
flatulence	විසඳා නැත	disgust	0.781
monstrosity	යල් පැනලා	disgust	0.781
carnage	මිනිස් සංහාරය	disgust	0.781
pestilence	වසංගතය	disgust	0.781
malaria	මැලේරියාව	disgust	0.781
crap	කෑගැහුවා	disgust	0.781
toxic	විෂ සහිතයි	disgust	0.773
loathsome	පිළිකුලකි	disgust	0.773
insidious	යටහත් පහත්	disgust	0.773
leprosy	ලාදුරු රෝගය	disgust	0.773
morgue	මළ සිරුර	disgust	0.773
pus	දුගඳයි	disgust	0.773
herpesvirus	හර්පීස් වෛරසය	disgust	0.773
whore	වෙඩි වැදුනේය	disgust	0.766
cruel	කුරිරුයි	disgust	0.766
repugnance	ප්රතිප්රහාරය	disgust	0.766
revulsion	විකාරයකි	disgust	0.766
xenophobia	ක්ෂය	disgust	0.766
regurgitation	ශ්වසනය	disgust	0.766
anthrax	ඇන්ත්රැක්ස්	disgust	0.766
lynch	ලින්ච්	disgust	0.766
dissection	දුර්වල වීම	disgust	0.759
canker	පිළිස්සුවා	disgust	0.758
cruelty	කෲරත්වය	disgust	0.758
perversion	විකෘතිය	disgust	0.758
evil	නපුරයි	disgust	0.758
slum	පැල්පත්	disgust	0.758
infectious	ආසාදිතය	disgust	0.758
mucous	ශ්ලේෂ්මලයකි	disgust	0.758
phlegm	ස්රාවය	disgust	0.758
leeches	කූඩැල්ලන්	disgust	0.750
decomposition	විසංයෝජනය කිරීම	disgust	0.750
sinister	නරකයි	disgust	0.750
corrupting	දූෂිතයි	disgust	0.750
demon	යක්ෂයා	disgust	0.742
stinking	ගොරෝසුයි	disgust	0.742
septic	සෙති	disgust	0.742
deranged	නරකයි	disgust	0.742
bile	ඉනෝකා	disgust	0.742
soiled	වියළී ගියේය	disgust	0.742
mucus	ශ්ලේෂ්මල	disgust	0.742
abhorrence	කැළඹී ඇත	disgust	0.742
abomination	පිළිකුලකි	disgust	0.742
sickening	අසනීපයි	disgust	0.742
demonic	යක්ෂයා ය	disgust	0.742
foul	දුකට	disgust	0.734
obese	තරබාරුයි	disgust	0.734
sicken	ලෙඩේ	disgust	0.734
degeneracy	පිරිහීමයි	disgust	0.734
crucifixion	කුරුසපත්	disgust	0.734
despicable	අධම	disgust	0.734
cancer	පිළිකාව	disgust	0.734
atrocity	ම්ලේච්ඡත්වය	disgust	0.734
terrorism	ත්රස්තවාදයයි	disgust	0.734
dirty	අපිරිසිදු	disgust	0.727
dysentery	අතීසාරය	disgust	0.727
adultery	අනාචාරය	disgust	0.727
contamination	දූෂණය	disgust	0.727
bacterium	බැක්ටීරියාවයි	disgust	0.727
diabolical	ත්රිපිටකය	disgust	0.727
morbidity	ලෙඩේ	disgust	0.727
grisly	බැරෑරුම් ය	disgust	0.727
repulsion	විකර්ෂණය	disgust	0.727
enema	ශෝකය	disgust	0.727
contagion	වසංගතය	disgust	0.719
disfigured	අක්රමවත් විය	disgust	0.719
muck	මිනිහෙක්	disgust	0.719
lewd	සල්ලාල	disgust	0.719
garbage	කසළ	disgust	0.719
autopsy	මරණ පරීක්ෂණය	disgust	0.719
bowels	බඩවැල්	disgust	0.719
gross	දළ	disgust	0.719
vulgar	අංසබාග රෝගයකි	disgust	0.719
barbaric	ම්ලේච්ඡය	disgust	0.719
disgust	පිලිකුල	disgust	0.719
vicious	දුෂ්ටය	disgust	0.719
entrails	බඩවැල්	disgust	0.719
deterioration	පිරිහීම	disgust	0.719
pungent	විපරීතයි	disgust	0.719
bloodshed	ලේ වැගිරීමකි	disgust	0.714
violent	ප්රචණ්ඩකාරි	disgust	0.711
tyrant	ටයිග්රන්ට්	disgust	0.711
poisoned	විෂ වේ	disgust	0.711
pollute	දූෂණය වේ	disgust	0.711
wretched	කාලකණ්ණි	disgust	0.711
nausea	ඔක්කාරය	disgust	0.711
mortification	මෝඩවීම	disgust	0.711
gag	ගෑග්	disgust	0.711
vulgarity	කෲරත්වය	disgust	0.703
disgusting	පිළිකුල්	disgust	0.703
grope	සුන්දරයි	disgust	0.703
slut	සල්ලි	disgust	0.703
poisoning	විෂ වේ	disgust	0.703
depraved	දෝෂාරෝපණය කර ඇත	disgust	0.703
noxious	වැරදියි	disgust	0.703
porn	කාමුක දර්ශන	disgust	0.703
nasty	මෝඩයි	disgust	0.703
slimy	සිහින්	disgust	0.703
despotism	අධිරාජ්යවාදයයි	disgust	0.703
nauseate	හිරිහැර කරනවා	disgust	0.703
secretion	ස්රාවය	disgust	0.703
constipation	බද්ධය	disgust	0.703
hateful	පිළිකුලකි	disgust	0.703
grime	දුගඳයි	disgust	0.703
measles	සරම්ප	disgust	0.696
contagious	වසංගතයකි	disgust	0.695
hellish	නිරයට	disgust	0.695
waste	කසළ	disgust	0.695
suicidal	සියදිවි නසාගැනීම	disgust	0.695
abuse	අපයෙදුම්	disgust	0.695
hate	වෛර කරනවා	disgust	0.695
wretch	කරදරයකි	disgust	0.695
intestinal	බඩවැල්	disgust	0.695
wart	බිබිලි	disgust	0.695
obesity	තරබාරුකම	disgust	0.695
scum	නරකයි	disgust	0.695
contaminated	දූෂිතයි	disgust	0.688
disease	රෝගය	disgust	0.688
rabid	බය වෙලා	disgust	0.688
ooze	කණපිට පෙරලී තිබේ	disgust	0.688
treason	ද්රෝහියෙකි	disgust	0.688
heartworm	හෘද වස්තුවකි	disgust	0.688
smut	දුම්බරයි	disgust	0.688
cholera	කොලරාව	disgust	0.680
deformed	විකෘති වී ඇත	disgust	0.680
detest	පිළිකුලකි	disgust	0.680
bestial	දුකක්	disgust	0.680
sickness	අසනීප වේ	disgust	0.680
antichrist	අන්තක්රිස්තුස්	disgust	0.680
abhorrent	පිළිකුල් සහගතය	disgust	0.680
soulless	සාරි	disgust	0.680
freakish	භයානකයි	disgust	0.680
grimy	මෝඩයි	disgust	0.680
hatred	වෛරය	disgust	0.680
pollution	දූෂණය	disgust	0.680
germ	විෂබීජ	disgust	0.680
abominate	පිළිකුල්	disgust	0.680
hell	නිරය	disgust	0.680
dilapidated	අබලන් වී ඇත	disgust	0.672
dictatorship	ආඥාදායකත්වය	disgust	0.672
inhuman	අමානුෂික ලෙස	disgust	0.672
greasy	සාරවත්	disgust	0.672
hideous	ගරහන්න	disgust	0.672
loathful	පිළිකුලකි	disgust	0.672
obscene	අසභ්ය	disgust	0.672
loathing	පිළිකුලකි	disgust	0.672
cess	සෙස් බදු	disgust	0.670
devil	යක්ෂයා	disgust	0.664
heretic	මිථ්යාවයි	disgust	0.664
nauseous	පොළඹවන්නකි	disgust	0.664
abominable	පිළිකුල් සහගතය	disgust	0.664
deformity	විකෘතිතාවය	disgust	0.664
deadly	මාරාන්තිකයි	disgust	0.664
swine	ඌරු මස්	disgust	0.664
discrimination	වෙනස්කම් කිරීම	disgust	0.664
masochism	ජනප්රවාදය	disgust	0.664
poisonous	විෂ වේ	disgust	0.656
prejudiced	අගතිගාමී විය	disgust	0.656
bacteria	බැක්ටීරියා	disgust	0.656
death	මරණ	disgust	0.656
poison	වස	disgust	0.656
trash	කුණු කසල	disgust	0.656
abortion	ගබ්සා කිරීම	disgust	0.656
corruption	දූෂණය	disgust	0.656
victimized	ගොදුරු වූහ	disgust	0.656
oppression	පීඩාවයි	disgust	0.656
goo	ගිහින්	disgust	0.656
latrines	වැසිකිළි	disgust	0.656
horror	භීෂණය	disgust	0.656
horrible	භයානකයි	disgust	0.656
nefarious	නොපුලුවන්	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	වෛරකාරී	disgust	0.648
outhouse	එළිමහනේ	disgust	0.648
horrid	නපුරුය	disgust	0.648
detestation	පිළිකුලටය	disgust	0.648
sludge	බඩ ඉරිඟු	disgust	0.648
ugly	කැතයි	disgust	0.648
trashy	අපහසුයි	disgust	0.648
bitch	බැල්ලි	disgust	0.648
immoral	දුරාචාර	disgust	0.648
malfeasance	වැරදීමක්	disgust	0.641
spew	ස්පෙවල්	disgust	0.641
pimple	පයිමල්	disgust	0.641
indecency	අසමගිය	disgust	0.641
unsightly	අපූරුයි	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	දුෂ්ටයි	disgust	0.641
cystic	ම්ලේච්ඡු	disgust	0.641
horrifying	භයානකයි	disgust	0.641
derogatory	පරස්පරයි	disgust	0.641
laxative	විරේචනය	disgust	0.641
criminality	අපරාධකාරීත්වය	disgust	0.641
oppressive	පීඩාකාරී වේ	disgust	0.633
sinful	පව්කාර ස්වභාවයයි	disgust	0.633
bigoted	ප්රබලයි	disgust	0.633
doomsday	මරණ දඬුවම	disgust	0.633
prostitution	ගණිකා වෘත්තිය	disgust	0.633
ulcer	තුවාලය	disgust	0.633
secrete	ස්රාවය වේ	disgust	0.633
perpetrator	වරදකරුවෙකි	disgust	0.633
rat	මීයා	disgust	0.633
queasy	සිත් රිදවීමකි	disgust	0.633
mildew	කෝණාකාර වේ	disgust	0.633
dastardly	කෲර ය	disgust	0.625
disgraceful	නින්දිතය	disgust	0.625
ghastly	නරකයි	disgust	0.625
persecution	පීඩා	disgust	0.625
devilish	යක්ෂයා ය	disgust	0.625
degrading	පහත් කිරීමකි	disgust	0.625
obscenity	අසභ්ය වචනයෙන්	disgust	0.625
fungus	දිලීර	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	කෑදරකම	disgust	0.625
stools	පුටුවලයි	disgust	0.625
suffering	දුක් වේදනාව	disgust	0.625
contemptible	පිලිකුලකි	disgust	0.625
cuckold	පාප්වරයා	disgust	0.625
bloated	ඉදිමී ඇත	disgust	0.625
aghast	දුගඳයි	disgust	0.625
betrayal	පාවාදීමකි	disgust	0.617
guillotine	ගිලෝටීන්	disgust	0.617
infect	ආසාදනය වේ	disgust	0.617
spoil	කොල්ලය	disgust	0.617
tetanus	ටෙටනස්	disgust	0.617
fat	මේදය	disgust	0.617
louse	දුවයි	disgust	0.617
malicious	ද්වේෂ සහගතයි	disgust	0.617
polygamy	බහු විවාහය	disgust	0.617
crusty	උකුස්සෝ ය	disgust	0.617
atrocious	නරකයි	disgust	0.617
