word	Azeerbaijani-az	emotion	emotion-intensity-score
hopelessness	ümidsizlik	disgust	0.438
homeless	evsiz	disgust	0.438
obnoxious	təəccüblü	disgust	0.438
curse	lə'nət	disgust	0.430
creature	məxluq	disgust	0.430
cursing	küfr	disgust	0.430
illegal	qanunsuzdur	disgust	0.430
lusty	lüks	disgust	0.430
shameless	utancsız	disgust	0.430
debris	dağıntılar	disgust	0.430
defiance	itaətsizlik	disgust	0.430
pall	ağıl	disgust	0.430
falsity	saxtakarlıq	disgust	0.430
reflux	reflüks	disgust	0.430
incredulous	inanılmaz	disgust	0.430
adverse	mənfi	disgust	0.430
trickery	hiyləgərlik	disgust	0.430
callous	çirkin	disgust	0.430
separatist	separatçı	disgust	0.430
undesirable	istenmeyen	disgust	0.430
denounce	cəzalandırmaq	disgust	0.430
witch	cadı	disgust	0.430
bum	bum	disgust	0.422
bovine	sığır	disgust	0.422
denunciation	denonsasiya	disgust	0.422
untidy	düzəldilməz	disgust	0.422
impure	təmizlənmişdir	disgust	0.422
mistrust	etibarsızdır	disgust	0.422
tarnish	lağ	disgust	0.422
ferocious	şiddətli	disgust	0.422
gush	guşə	disgust	0.422
infantile	uşaqlıq	disgust	0.422
ammonia	ammonyak	disgust	0.422
offend	kədərlənmək	disgust	0.422
idiotic	istehza	disgust	0.422
hypertrophy	hipertrofiya	disgust	0.422
nicotine	nikotin	disgust	0.422
tasteless	tatsız	disgust	0.422
pompous	təəccüblü	disgust	0.422
socialist	sosialist	disgust	0.422
delinquent	sui-qəsd	disgust	0.422
swarm	sürüşmək	disgust	0.422
contentious	mübahisəli	disgust	0.422
carelessness	diqqətsizlik	disgust	0.422
hairy	tüklü	disgust	0.422
wasting	israfçılıq	disgust	0.422
slush	sürüşmək	disgust	0.422
affront	təhqir edir	disgust	0.422
collapse	dağılmaq	disgust	0.422
badness	pislik	disgust	0.422
dishonesty	əxlaqsızlıq	disgust	0.414
vegetative	bitki	disgust	0.414
displacency	yerdəyişmə	disgust	0.414
unfavorable	əlverişsiz	disgust	0.414
disobey	itaətsizlik	disgust	0.414
sour	qaymaqlı	disgust	0.414
socialism	sosializm	disgust	0.414
murky	qaranlıq	disgust	0.414
neglected	baxımsız	disgust	0.414
drivel	sürücülük	disgust	0.414
vampire	vampir	disgust	0.414
litigious	mühakimə	disgust	0.414
illegitimate	qanunsuz	disgust	0.414
disgruntled	təəssüfləndi	disgust	0.406
ignorant	cahil	disgust	0.406
outcast	xaric	disgust	0.406
unkind	hüznsiz	disgust	0.406
repel	dəvət et	disgust	0.406
displeasure	narazılıq	disgust	0.406
phony	saxta	disgust	0.406
shoplifting	xəyanətdir	disgust	0.406
dislike	sevmirəm	disgust	0.406
unlawful	qanunsuz	disgust	0.406
bogus	sahte	disgust	0.406
discontinuity	davamlılıq	disgust	0.406
recidivism	rezidivizm	disgust	0.406
ungrateful	nankorluq	disgust	0.406
wrongdoing	səhvən	disgust	0.406
falsify	saxtalaşdırmaq	disgust	0.406
prosecution	cinayət təqibi	disgust	0.406
failure	uğursuzluq	disgust	0.398
loon	loon	disgust	0.398
lick	yalamaq	disgust	0.398
subvert	subvert	disgust	0.398
rigor	rigor	disgust	0.398
unruly	itaətsiz	disgust	0.398
paucity	qüsur	disgust	0.398
unnatural	qeyri-təbii	disgust	0.398
averse	imtina edir	disgust	0.398
senseless	mənasızdır	disgust	0.398
worsening	pisləşir	disgust	0.398
disdain	kədərlənmək	disgust	0.398
woe	Vay	disgust	0.398
woefully	uğursuzluqla	disgust	0.398
amphetamines	amfetaminlər	disgust	0.398
stingy	cəsarətli	disgust	0.398
crushing	sarsıdıcı	disgust	0.398
insult	təhqir	disgust	0.393
damage	ziyan	disgust	0.391
hardened	bərkimiş	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	dəhşət	disgust	0.391
critter	tənqidçi	disgust	0.391
muff	muff	disgust	0.391
antisocial	antisosyal	disgust	0.391
punishment	cəza	disgust	0.391
bad	pis	disgust	0.391
punished	cəzalandırdı	disgust	0.391
disrelish	imtina etmə	disgust	0.391
expel	çıxarmaq	disgust	0.391
farcical	farik	disgust	0.391
scorpion	akrep	disgust	0.391
sacrifices	qurbanları	disgust	0.383
plagiarism	intihal	disgust	0.383
hypocritical	ikiyüzlü	disgust	0.383
divorce	boşanma	disgust	0.383
presumptuous	möhtəşəm	disgust	0.383
discord	qarşıdurma	disgust	0.383
fugitive	qaçaq	disgust	0.383
fulsome	dəhşətli	disgust	0.383
shabby	köpüklü	disgust	0.383
orc	orc	disgust	0.383
adder	tacir	disgust	0.383
anaconda	anakonda	disgust	0.383
surly	hörmətli	disgust	0.383
irrational	irrasional	disgust	0.383
disappoint	xəyal qırıqlığı	disgust	0.383
illiterate	savadsızdır	disgust	0.383
lament	ağlamaq	disgust	0.383
eviction	evakuasiya	disgust	0.383
teeming	teeming	disgust	0.383
guilt	günahkarlıq	disgust	0.383
misconduct	pis davranış	disgust	0.375
blame	günahlandırma	disgust	0.375
alienation	yabancılaşma	disgust	0.375
depressing	əzici	disgust	0.375
irritating	acışdırıcı	disgust	0.375
plight	zorakılıq	disgust	0.375
unworthy	ləyaqətsizdir	disgust	0.375
dislocated	çıxdı	disgust	0.375
scoff	istehza	disgust	0.375
irritation	qıcıqlanma	disgust	0.375
defective	qüsurlu	disgust	0.375
shock	şok	disgust	0.375
hoax	mistifikasiya	disgust	0.367
coerce	zorla	disgust	0.367
revoke	ləğv et	disgust	0.367
stripped	soyundu	disgust	0.367
exclusion	təcrid	disgust	0.367
blatant	bəlli	disgust	0.367
disillusionment	xəyal qırıqlığı	disgust	0.367
squelch	söndürmək	disgust	0.367
unhealthy	qeyri-sağlamdır	disgust	0.367
toad	qurbağa	disgust	0.367
wimpy	wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	boş yerə	disgust	0.367
powerless	gücsüzdür	disgust	0.367
cad	cad	disgust	0.367
hurtful	zərərli	disgust	0.367
shuddering	titrəyir	disgust	0.367
wimp	wimp	disgust	0.367
oddity	qəribəlik	disgust	0.359
rebellion	üsyan	disgust	0.359
incompatible	uyğunsuzdur	disgust	0.359
ineptitude	səbrsizlik	disgust	0.359
dispose	sərf edin	disgust	0.359
disobedience	itaətsizlik	disgust	0.359
damn	lanet olsun	disgust	0.359
bug	səhv	disgust	0.359
deserted	boş qaldı	disgust	0.359
litigate	mühakimə et	disgust	0.352
ridiculous	gülünc	disgust	0.352
compost	kompost	disgust	0.352
obi	obi	disgust	0.352
untoward	lütfən	disgust	0.352
censor	senzura	disgust	0.352
uncertain	qeyri-müəyyəndir	disgust	0.352
lawyer	hüquqşünas	disgust	0.352
flinch	flinch	disgust	0.352
flesh	əti	disgust	0.352
crushed	əzik	disgust	0.352
displeased	xoşagəlməz	disgust	0.352
inept	inept	disgust	0.352
wrongful	səhvdir	disgust	0.352
cutting	kəsmə	disgust	0.352
fierce	şiddətli	disgust	0.352
misbehavior	səhv davranış	disgust	0.352
frustrate	əsassızdır	disgust	0.352
dismissal	işdən çıxarılması	disgust	0.352
disapprove	razılaşmıram	disgust	0.344
depreciate	amortizasiya	disgust	0.344
tearful	gözyaşardıcı	disgust	0.344
thoughtless	düşünmədən	disgust	0.336
unsettled	narahat olmadı	disgust	0.336
lumpy	qələm	disgust	0.336
discoloration	rəng pozulması	disgust	0.336
blunder	səhv	disgust	0.336
disinclination	disiklinasiya	disgust	0.336
distrust	etibarsızlıq	disgust	0.336
annoy	annoy	disgust	0.336
lawsuit	iddia	disgust	0.336
discontent	narazılıq	disgust	0.336
grumble	itaətsizlik	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	qəlblər	disgust	0.336
disliked	sevmirdi	disgust	0.336
bickering	büküş	disgust	0.336
disallowed	icazə verilməmişdir	disgust	0.336
unmanageable	idarəolunmaz	disgust	0.328
hydrophobia	hidrofobiya	disgust	0.328
unsatisfactory	qeyri-qənaətbəxş	disgust	0.328
whine	ağlayıb-sızlamaq	disgust	0.328
exasperation	istismar	disgust	0.328
instability	qeyri-sabitlik	disgust	0.328
provoking	provoke edir	disgust	0.328
disappointed	məyus	disgust	0.328
inhibit	inhibe et	disgust	0.328
sly	sly	disgust	0.328
grievance	şikayət	disgust	0.328
materialist	materialist	disgust	0.328
excluded	istisna edildi	disgust	0.328
cacophony	kakofoniya	disgust	0.328
misleading	aldadıcı	disgust	0.321
disclaim	imtina etmə	disgust	0.320
rags	bezlər	disgust	0.320
soot	his	disgust	0.320
disservice	imtiyaz	disgust	0.320
unequal	qeyri-bərabərdir	disgust	0.320
humbug	humbug	disgust	0.320
reproach	haqsızlıq	disgust	0.320
confined	məhdudlaşdırılıb	disgust	0.320
disapproving	razılaşmır	disgust	0.320
annoyance	narahatlıq	disgust	0.320
mishap	mishap	disgust	0.320
groan	inamsız	disgust	0.320
soil	torpaq	disgust	0.312
depreciated	amortizasiya edildi	disgust	0.312
disincline	imtina etmə	disgust	0.312
inappropriate	uyğunsuzdur	disgust	0.312
inconsiderate	nəzakətsizdir	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	hapşırma	disgust	0.312
stomach	mədə	disgust	0.312
criticize	tənqid edin	disgust	0.312
theism	teizm	disgust	0.312
disparity	uyğunsuzluq	disgust	0.305
gall	keçi	disgust	0.305
latent	gizli	disgust	0.305
grumpy	hüznlü	disgust	0.305
bang	bang	disgust	0.305
inadmissible	yolverilməzdir	disgust	0.305
unfriendly	düşmənçilik	disgust	0.305
shack	çuval	disgust	0.305
disliking	sevməz	disgust	0.305
unaccountable	etibarsızdır	disgust	0.305
coop	coop	disgust	0.304
scold	dəlil	disgust	0.297
growling	hörmətli	disgust	0.297
lonely	yalnız	disgust	0.297
delay	gecikmə	disgust	0.297
congress	konqres	disgust	0.297
disregarded	nəzərə alınmadı	disgust	0.297
disappointment	xəyal qırıqlığı	disgust	0.297
backwards	geriyə	disgust	0.297
soreness	ağrı	disgust	0.297
rogue	yaramaz	disgust	0.297
infamous	məşhur olmayan	disgust	0.289
lesbian	lezbiyen	disgust	0.289
notoriety	şüurlu	disgust	0.289
catechism	Katexizm	disgust	0.289
flop	flop	disgust	0.289
nettle	ağıl	disgust	0.289
janitor	qapıçı	disgust	0.289
saturated	doymuş	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	qadağandır	disgust	0.281
remiss	rüsvayçılıq	disgust	0.281
unfair	haqsız	disgust	0.281
desist	çəkinməyin	disgust	0.281
wince	Wince	disgust	0.281
aftermath	sonra	disgust	0.281
huff	huff	disgust	0.273
discolored	rənglənmişdir	disgust	0.273
uneasy	narahatdır	disgust	0.273
wrangling	qışqırıq	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	Qəribədir	disgust	0.266
bureaucrat	bürokrat	disgust	0.266
coldness	soyuqluq	disgust	0.266
impolite	impolit	disgust	0.266
politic	siyasət	disgust	0.266
unsatisfied	xoşagəlməz	disgust	0.266
swig	swig	disgust	0.266
inefficiency	effektivlik	disgust	0.266
frantic	çaşqınlıq	disgust	0.266
crawl	tarama	disgust	0.266
instinctive	instinktiv	disgust	0.258
barrow	quraqlıq	disgust	0.258
incase	incase	disgust	0.258
octopus	ahtapot	disgust	0.258
chagrin	Çağrın	disgust	0.258
copycat	copycat	disgust	0.258
rascal	raskal	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	qarışıqlıq	disgust	0.258
misconception	yanlış fikir	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Şanxay	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	inkar etdilər	disgust	0.250
lose	itirmək	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	pulsuz	disgust	0.242
entangled	qarışdı	disgust	0.242
opponent	rəqib	disgust	0.242
tariff	tarifi	disgust	0.242
scrub	fırçalama	disgust	0.242
resign	istefa	disgust	0.234
prolong	uzatmaq	disgust	0.234
backwardness	geriyə	disgust	0.234
reluctance	istəksizlik	disgust	0.234
questionable	şübhəli	disgust	0.234
lagging	gecikmə	disgust	0.234
unlucky	şanssız	disgust	0.234
misstatement	səhv	disgust	0.234
reversal	bərpa	disgust	0.227
disqualified	diskvalifikasiya olunmuşdur	disgust	0.227
subsidy	subsidiya	disgust	0.227
ineffectual	təsirsiz	disgust	0.227
fussy	kasıtsız	disgust	0.227
unpopular	məşhur olmayan	disgust	0.227
default	default	disgust	0.227
intense	sıx	disgust	0.219
dame	dadı	disgust	0.219
evade	qaçmaq	disgust	0.219
petroleum	neft	disgust	0.219
weight	çəki	disgust	0.219
frowning	boğulma	disgust	0.219
actionable	hərəkətli	disgust	0.211
tawny	tawny	disgust	0.211
donkey	eşşək	disgust	0.211
unhappy	bədbəxt	disgust	0.211
indifference	laqeydlik	disgust	0.203
rave	rave	disgust	0.203
birch	huş	disgust	0.203
hood	başlıq	disgust	0.203
desert	səhra	disgust	0.203
owing	borcu	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	həssaslıq	disgust	0.203
inconvenient	əlverişsiz	disgust	0.203
dandy	dandy	disgust	0.203
speck	ləqəb	disgust	0.203
fleece	qılınc	disgust	0.195
howl	xeyir	disgust	0.195
monochrome	monoxrom	disgust	0.195
airs	havalar	disgust	0.195
gelatin	jelatin	disgust	0.195
misguided	səhvən	disgust	0.195
morals	əxlaq	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	ünlüdür	disgust	0.188
avoid	çəkinin	disgust	0.188
stalemate	söndürmək	disgust	0.188
lush	gurultulu	disgust	0.188
gent	cənab	disgust	0.188
lesser	daha az	disgust	0.188
sunk	batdı	disgust	0.180
nose	Burun	disgust	0.180
claimant	iddiaçı	disgust	0.180
laughable	gülməli	disgust	0.180
possession	sahiblik	disgust	0.180
larger	daha böyük	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	ağız	disgust	0.164
thrift	qənaət	disgust	0.164
pregnancy	hamiləlik	disgust	0.164
undoubted	Şübhəsiz ki	disgust	0.164
clamor	camaat	disgust	0.156
misplace	Səhv yer	disgust	0.156
sentence	cümlə	disgust	0.156
parrot	papağan	disgust	0.156
obliging	məcburi	disgust	0.156
nameless	naməlum	disgust	0.148
bummer	bummer	disgust	0.148
feeling	hissi	disgust	0.141
elf	elf	disgust	0.141
excellence	mükəmməllik	disgust	0.141
turn	növbəsində	disgust	0.133
gray	Boz	disgust	0.133
asymmetry	asimmetriya	disgust	0.133
clumsy	bacarıqsız	disgust	0.133
stall	tövlə	disgust	0.133
bran	kəpək	disgust	0.125
finally	nəhayət	disgust	0.125
lord	lord	disgust	0.125
boy	oğlan	disgust	0.117
cove	Koyun	disgust	0.117
nurture	tərbiyə	disgust	0.117
savor	zövq	disgust	0.117
lemon	limon	disgust	0.109
winning	qazanmaq	disgust	0.109
powerful	güclüdür	disgust	0.102
glitter	parıltı	disgust	0.094
interior	daxili	disgust	0.086
mind	ağıl	disgust	0.086
treat	müalicə etmək	disgust	0.078
interested	maraqlandı	disgust	0.078
abundance	bolluq	disgust	0.078
honest	dürüst	disgust	0.055
kite	uçurtma	disgust	0.055
humble	təvazökar	disgust	0.047
tree	ağac	disgust	0.039
torture	işgəncə	fear	0.984
terrorist	terrorist	fear	0.972
horrific	dəhşətli	fear	0.969
terrorism	terrorizm	fear	0.969
terrorists	terroristlər	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	öldürmək	fear	0.962
homicidal	cinayet	fear	0.959
annihilate	məhv etmək	fear	0.953
terror	terror	fear	0.953
murderer	qatil	fear	0.953
catastrophe	fəlakət	fear	0.953
dying	ölür	fear	0.948
war	müharibə	fear	0.942
bombing	bombalama	fear	0.938
bomb	bomba	fear	0.935
missiles	raketlər	fear	0.934
horror	dəhşət	fear	0.923
brutality	qəddarlıq	fear	0.922
bloodthirsty	qanlıyor	fear	0.922
terrorize	terrorizm	fear	0.922
horrified	dəhşətə saldı	fear	0.922
murderous	öldürücü	fear	0.920
massacre	qırğın	fear	0.911
assassinate	sui-qəsd	fear	0.906
horrifying	dəhşətli	fear	0.906
fatality	ölüm	fear	0.906
murder	cinayəti	fear	0.906
mutilation	sakatlanma	fear	0.906
terrifying	dəhşətli	fear	0.906
devastation	xarabalıq	fear	0.906
holocaust	soyqırım	fear	0.906
horrors	dəhşət	fear	0.906
killing	öldürmə	fear	0.906
demon	Şeytan	fear	0.906
terrified	qorxunc	fear	0.906
suicidal	intihar	fear	0.898
kidnap	qaçırmaq	fear	0.891
slaughter	qırğın	fear	0.891
assault	basqın	fear	0.891
crucifixion	çarmıxa çəkilmək	fear	0.891
doomed	məhkum oldum	fear	0.888
poisoned	zəhərləndi	fear	0.886
suicide	intihar	fear	0.879
explosion	partlayış	fear	0.879
dismemberment	dismemberment	fear	0.875
slaughtering	qətl	fear	0.875
disastrous	fəlakətli	fear	0.875
deadly	ölümcül	fear	0.875
annihilation	məhv	fear	0.875
disaster	fəlakət	fear	0.875
threatening	təhdid edir	fear	0.875
suffocation	boğulma	fear	0.875
assassin	qatil	fear	0.875
savagery	xəyanət	fear	0.875
rape	təcavüz	fear	0.870
hell	Cəhənnəm	fear	0.860
anthrax	Şarbon	fear	0.859
explosive	partlayıcı	fear	0.859
warfare	müharibə	fear	0.859
paralyzed	iflic etdi	fear	0.859
molestation	pozğunluq	fear	0.859
homicide	cinayət	fear	0.859
barbaric	barbar	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	təhlükə	fear	0.859
demonic	şeytan	fear	0.859
bloodshed	qan axdı	fear	0.859
annihilated	məhv edildi	fear	0.859
attacking	hücum	fear	0.859
dread	qorxu	fear	0.859
slaughterhouse	mezbaha	fear	0.859
tragedy	faciə	fear	0.859
guillotine	gilotin	fear	0.859
executioner	cəllad	fear	0.859
suffocating	boğulma	fear	0.858
treachery	xəyanət	fear	0.856
fright	qorxu	fear	0.853
traumatic	travmatik	fear	0.844
afraid	qorxuram	fear	0.844
morgue	morg	fear	0.844
drown	boğmaq	fear	0.844
destroying	məhv edirlər	fear	0.844
painful	ağrılı	fear	0.844
frightened	qorxdu	fear	0.844
monster	canavar	fear	0.844
slayer	slayer	fear	0.844
abomination	iyrənclik	fear	0.844
execution	icra	fear	0.844
scariest	qorxunc	fear	0.844
bombardment	bombardman	fear	0.844
vengeance	intiqam	fear	0.844
panicked	paniklənmişdir	fear	0.844
frightening	qorxunc	fear	0.844
scare	qorxutmaq	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	qaçırdılar	fear	0.844
death	ölüm	fear	0.843
chaos	xaos	fear	0.839
ghastly	dəhşətli	fear	0.836
evil	pis	fear	0.833
gunmen	silahlılar	fear	0.828
fear	qorxu	fear	0.828
doom	qiyamət	fear	0.828
intruder	intruder	fear	0.828
cancer	xərçəng	fear	0.828
grenade	qumbara	fear	0.828
assassination	sui-qəsd	fear	0.828
fatal	ölümcül	fear	0.828
nightmare	kabus	fear	0.828
explode	partlayır	fear	0.828
kidnapped	qaçırdılar	fear	0.828
eradication	eradikasiya	fear	0.828
hellish	cəhənnəm	fear	0.828
paralyze	fəlakət	fear	0.828
trauma	travma	fear	0.828
doomsday	qiyamət günü	fear	0.828
violently	şiddətlə	fear	0.828
manslaughter	adam öldürmə	fear	0.828
devil	şeytan	fear	0.828
frighten	qorxutmaq	fear	0.828
brutal	qəddar	fear	0.828
morbidity	xəstəlik	fear	0.820
crippling	şikəstlik	fear	0.817
savage	vahşi	fear	0.814
crushed	əzik	fear	0.812
violence	zorakılıq	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	qorxunc	fear	0.812
suffering	əziyyət çəkir	fear	0.812
shooting	çəkiliş	fear	0.812
earthquake	zəlzələ	fear	0.812
destructive	dağıdıcı	fear	0.812
violent	zorakılıq	fear	0.812
poisonous	zəhərli	fear	0.812
quake	zəlzələ	fear	0.812
damnation	lənətləmək	fear	0.812
aggressor	təcavüzkar	fear	0.812
imprisoned	həbs olundu	fear	0.811
hurricane	qasırğa	fear	0.811
exterminate	məhv	fear	0.810
fearing	qorxaraq	fear	0.808
hemorrhage	qanaxma	fear	0.807
lethal	ölümcül	fear	0.806
torment	əzab	fear	0.806
venom	zəhər	fear	0.804
claustrophobia	klostrofobiya	fear	0.803
danger	təhlükə	fear	0.802
snakes	yılanlar	fear	0.802
exorcism	exorcism	fear	0.800
obliterated	obliterated	fear	0.800
robbery	soyğun	fear	0.800
terrifies	tərəddüd edir	fear	0.798
cyanide	siyanür	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	zülm	fear	0.797
monstrosity	canavarlar	fear	0.797
attack	hücum	fear	0.797
extermination	məhv	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	ölüm	fear	0.797
destruction	məhv	fear	0.797
poison	zəhər	fear	0.797
harmful	zərərli	fear	0.797
persecution	təqib	fear	0.797
bombers	bombardmançı	fear	0.797
incurable	müalicə edilə bilməz	fear	0.797
hysteria	histeriya	fear	0.797
dreadfully	dəhşətli	fear	0.796
arson	kundaklama	fear	0.794
devastate	dağıdıcı	fear	0.792
tyrant	zalım	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	məhv	fear	0.784
feared	qorxdu	fear	0.782
maniac	manikür	fear	0.781
enslaved	quldur	fear	0.781
rampage	rampage	fear	0.781
screaming	qışqırır	fear	0.781
venomous	zəhərli	fear	0.781
warlike	savaşçı	fear	0.781
lifeless	cansız	fear	0.781
bloody	qanlı	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	ilan	fear	0.776
epidemic	epidemiya	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	yıxmaq	fear	0.766
shipwreck	gəmi qəzası	fear	0.766
crisis	böhran	fear	0.766
criminal	cinayət	fear	0.766
invade	işğal	fear	0.766
riot	qiyamət	fear	0.766
fearful	qorxunc	fear	0.766
reprisal	repressiya	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	işğalçı	fear	0.766
