word	Romanian-ro	emotion	emotion-intensity-score
sneer	insinuare	disgust	0.539
drunken	beat	disgust	0.539
disgrace	ruşine	disgust	0.539
shame	rușine	disgust	0.539
jealous	gelos	disgust	0.539
imprisoned	întemnițat	disgust	0.539
pig	porc	disgust	0.539
greedy	lacom	disgust	0.539
sloth	Lene	disgust	0.539
lethal	mortal	disgust	0.536
burnt	ars	disgust	0.531
aberration	aberaţie	disgust	0.531
condescension	condescendenţă	disgust	0.531
hydrocephalus	hidrocefalie	disgust	0.531
hanging	agăţat	disgust	0.531
destructive	distructiv	disgust	0.531
smuggler	contrabandist	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	parodie	disgust	0.531
intrusive	intruziv	disgust	0.531
ruined	ruinat	disgust	0.531
withered	ofilit	disgust	0.531
disintegrate	dezintegra	disgust	0.531
brawl	certa	disgust	0.531
blemish	cusur	disgust	0.531
neurotic	nevrotic	disgust	0.531
blasphemous	hulitor	disgust	0.531
lying	minciună	disgust	0.531
painful	dureros	disgust	0.531
avarice	avariție	disgust	0.523
disgraced	compromis	disgust	0.523
mistress	amantă	disgust	0.523
disparaging	peiorativ	disgust	0.523
rubbish	gunoi	disgust	0.523
derogation	derogare	disgust	0.523
accusation	acuzare	disgust	0.523
intolerance	intoleranţă	disgust	0.523
incarceration	încarcerare	disgust	0.523
blighted	blighted	disgust	0.523
sump	sump	disgust	0.516
deplorable	deplorabil	disgust	0.516
daemon	daemon	disgust	0.516
cringe	căciuli	disgust	0.516
degrade	degrada	disgust	0.516
gutter	jgheab	disgust	0.516
rob	jefui	disgust	0.516
grim	rău	disgust	0.516
defraud	frauda	disgust	0.516
tortious	tortionara	disgust	0.516
eradication	eradicarea	disgust	0.516
stink	putoare	disgust	0.516
convict	condamna	disgust	0.516
dishonor	dezonoare	disgust	0.516
vulture	vultur	disgust	0.516
remains	rămășițe	disgust	0.516
mite	căpușă	disgust	0.516
betray	trăda	disgust	0.516
sham	fals	disgust	0.509
endemic	endemic	disgust	0.508
bombed	bombardat	disgust	0.508
distress	suferință	disgust	0.508
pest	dăunător	disgust	0.508
incurable	incurabil	disgust	0.508
worthless	lipsit de valoare	disgust	0.508
rejection	respingere	disgust	0.508
distasteful	dezagreabil	disgust	0.508
schizophrenia	schizofrenie	disgust	0.508
belittle	deprecia	disgust	0.508
smelling	mirositor	disgust	0.508
cheat	trișa	disgust	0.508
blob	pată de cerneală	disgust	0.508
prisoner	prizonier	disgust	0.508
idiocy	imbecilitate	disgust	0.508
delirium	delir	disgust	0.508
disaster	dezastru	disgust	0.508
crude	brut	disgust	0.508
resentment	resentiment	disgust	0.508
dreadfully	respingător	disgust	0.508
glut	saturare	disgust	0.508
polemic	polemică	disgust	0.500
derision	bătaie de joc	disgust	0.500
idolatry	idolatrie	disgust	0.500
taboo	tabu	disgust	0.500
screaming	țipând	disgust	0.500
banish	alunga	disgust	0.500
dirt	murdărie	disgust	0.500
goblin	elf	disgust	0.500
shackle	toartă	disgust	0.500
bribery	mită	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	gelozie	disgust	0.500
impurity	impuritate	disgust	0.500
theft	furt	disgust	0.500
bitterness	amărăciune	disgust	0.500
offense	delict	disgust	0.500
impeach	pune sub acuzare	disgust	0.500
blight	pacoste	disgust	0.500
duress	lipsirea de libertate	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	lăcomie	disgust	0.500
tirade	tiradă	disgust	0.500
squirm	se agita	disgust	0.492
robber	jefuitor	disgust	0.492
ill	bolnav	disgust	0.492
unconscionable	oneroase	disgust	0.492
recession	recesiune	disgust	0.492
gorge	chei	disgust	0.492
wreck	distruge	disgust	0.492
malign	bârfi	disgust	0.492
boil	a fierbe	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	idiot	disgust	0.492
disreputable	infamant	disgust	0.492
wasteful	risipitor	disgust	0.484
affliction	nenorocire	disgust	0.484
stain	pată	disgust	0.484
contempt	dispreţ	disgust	0.484
nappy	scămoşat	disgust	0.484
mutiny	răzvrătire	disgust	0.484
occult	ocult	disgust	0.484
tramp	trop	disgust	0.484
unbearable	insuportabil	disgust	0.484
offender	contravenient	disgust	0.484
servile	servil	disgust	0.484
contraband	contrabandă	disgust	0.484
raging	furios	disgust	0.484
snarl	mârâit	disgust	0.484
mad	nebun	disgust	0.484
subjugation	subjugare	disgust	0.484
possessed	posedat	disgust	0.484
animosity	animozitate	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	defăimare	disgust	0.484
disrespectful	nerespectuos	disgust	0.484
mess	dezordine	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	de neiertat	disgust	0.484
pathetic	jalnic	disgust	0.477
unpleasant	neplăcut	disgust	0.477
suppression	suprimare	disgust	0.477
mockery	bătaie de joc	disgust	0.477
palsy	paralizie	disgust	0.477
criminal	penal	disgust	0.477
illegality	nelegalitate	disgust	0.477
uncaring	nepăsătoare	disgust	0.477
antagonistic	antagonic	disgust	0.477
immorality	imoralitate	disgust	0.477
dismal	sumbru	disgust	0.477
angry	furios	disgust	0.469
repellent	respingător	disgust	0.469
cough	tuse	disgust	0.469
arrogant	arogant	disgust	0.469
grating	grații	disgust	0.469
aggravation	agravare	disgust	0.469
livid	livid	disgust	0.469
banishment	exilare	disgust	0.469
shoddy	calitate inferioara	disgust	0.469
banshee	Banshee	disgust	0.469
poverty	sărăcie	disgust	0.469
wallow	bălăci	disgust	0.469
outrage	ultraj	disgust	0.469
mocking	batjocoritor	disgust	0.469
furious	furios	disgust	0.469
perspiration	transpiraţie	disgust	0.469
prick	înțepătură	disgust	0.461
recklessness	nepăsare	disgust	0.461
distorted	deformat	disgust	0.461
fraudulent	necinstit	disgust	0.461
spider	păianjen	disgust	0.461
quack	vraci	disgust	0.461
perdition	pierzanie	disgust	0.461
muddy	plin de noroi	disgust	0.461
spurious	contrafăcut	disgust	0.461
insulting	insultător	disgust	0.461
scar	cicatrice	disgust	0.461
deceive	înşela	disgust	0.461
unjustifiable	nejustificabil	disgust	0.461
fool	prost	disgust	0.461
deplore	deplora	disgust	0.461
plunder	jaf	disgust	0.461
aphid	păduchele	disgust	0.453
bane	nenorocire	disgust	0.453
indignation	indignare	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoist	disgust	0.453
disparage	discredita	disgust	0.453
cur	javră	disgust	0.453
dishonest	necinstit	disgust	0.453
stigma	stigmat	disgust	0.453
eschew	se feri	disgust	0.453
antipathy	antipatie	disgust	0.453
alienate	aliena	disgust	0.453
disingenuous	necinstit	disgust	0.453
elimination	eliminare	disgust	0.453
unthinkable	de necrezut	disgust	0.453
wasted	pierdut	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	nedreptate	disgust	0.445
mosquito	ţânţar	disgust	0.445
caries	carie	disgust	0.445
bankruptcy	faliment	disgust	0.445
egotistical	egotistic	disgust	0.445
piles	piloți	disgust	0.445
smell	miros	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	disperare	disgust	0.445
opium	opiu	disgust	0.445
garish	bătător la ochi	disgust	0.445
lie	minciună	disgust	0.445
pious	pios	disgust	0.445
aversion	aversiune	disgust	0.438
sticky	lipicios	disgust	0.438
scream	ţipăt	disgust	0.438
alien	străin	disgust	0.438
shun	se feri	disgust	0.438
abnormal	anormal	disgust	0.438
ashamed	ruşinat	disgust	0.438
inmate	locatar	disgust	0.438
abject	abject	disgust	0.438
hog	porc	disgust	0.438
hopelessness	inutilitate	disgust	0.438
homeless	fără adăpost	disgust	0.438
obnoxious	respingător	disgust	0.438
curse	blestem	disgust	0.430
creature	creatură	disgust	0.430
cursing	blestemare	disgust	0.430
illegal	ilegal	disgust	0.430
lusty	lubric	disgust	0.430
shameless	nerușinat	disgust	0.430
debris	resturi	disgust	0.430
defiance	sfidare	disgust	0.430
pall	procovăț	disgust	0.430
falsity	falsitate	disgust	0.430
reflux	reflux	disgust	0.430
incredulous	neîncrezător	disgust	0.430
adverse	advers	disgust	0.430
trickery	șmecherie	disgust	0.430
callous	dur	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	indezirabil	disgust	0.430
denounce	denunţa	disgust	0.430
witch	vrăjitoare	disgust	0.430
bum	vagabond	disgust	0.422
bovine	bovin	disgust	0.422
denunciation	denunţare	disgust	0.422
untidy	neîngrijit	disgust	0.422
impure	impur	disgust	0.422
mistrust	neîncredere	disgust	0.422
tarnish	murdări	disgust	0.422
ferocious	feroce	disgust	0.422
gush	şuvoi	disgust	0.422
infantile	infantil	disgust	0.422
ammonia	amoniac	disgust	0.422
offend	jigni	disgust	0.422
idiotic	idiot	disgust	0.422
hypertrophy	hipertrofia	disgust	0.422
nicotine	nicotină	disgust	0.422
tasteless	insipid	disgust	0.422
pompous	pompos	disgust	0.422
socialist	socialist	disgust	0.422
delinquent	delincvent	disgust	0.422
swarm	roi	disgust	0.422
contentious	litigios	disgust	0.422
carelessness	nepăsare	disgust	0.422
hairy	păros	disgust	0.422
wasting	irosirea	disgust	0.422
slush	noroi	disgust	0.422
affront	afront	disgust	0.422
collapse	colaps	disgust	0.422
badness	proastă calitate	disgust	0.422
dishonesty	necinste	disgust	0.414
vegetative	vegetativ	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	nefavorabil	disgust	0.414
disobey	nu se supune	disgust	0.414
sour	acru	disgust	0.414
socialism	socialism	disgust	0.414
murky	întunecos	disgust	0.414
neglected	uitat	disgust	0.414
drivel	prostii	disgust	0.414
vampire	vampir	disgust	0.414
litigious	litigios	disgust	0.414
illegitimate	nelegitim	disgust	0.414
disgruntled	nemulţumit	disgust	0.406
ignorant	ignorant	disgust	0.406
outcast	proscris	disgust	0.406
unkind	aspru	disgust	0.406
repel	respinge	disgust	0.406
displeasure	neplăcere	disgust	0.406
phony	fals	disgust	0.406
shoplifting	furt din magazine	disgust	0.406
dislike	nu-i plăcea	disgust	0.406
unlawful	ilegal	disgust	0.406
bogus	fals	disgust	0.406
discontinuity	discontinuitate	disgust	0.406
recidivism	recidivei	disgust	0.406
ungrateful	nerecunoscător	disgust	0.406
wrongdoing	faptă rea	disgust	0.406
falsify	falsifica	disgust	0.406
prosecution	urmarire penala	disgust	0.406
failure	eșec	disgust	0.398
loon	cufundar	disgust	0.398
lick	linge	disgust	0.398
subvert	răsturna	disgust	0.398
rigor	rigoare	disgust	0.398
unruly	nesupus	disgust	0.398
paucity	număr mic	disgust	0.398
unnatural	nefiresc	disgust	0.398
averse	potrivnic	disgust	0.398
senseless	fără simțire	disgust	0.398
worsening	agravarea	disgust	0.398
disdain	dispreț	disgust	0.398
woe	Vai	disgust	0.398
woefully	teribil	disgust	0.398
amphetamines	amfetamine	disgust	0.398
stingy	zgârcit	disgust	0.398
crushing	zdrobitor	disgust	0.398
insult	insultă	disgust	0.393
damage	deteriora	disgust	0.391
hardened	călit	disgust	0.391
diatribe	diatribă	disgust	0.391
averseness	împotrivire	disgust	0.391
critter	critter	disgust	0.391
muff	manşon	disgust	0.391
antisocial	antisocial	disgust	0.391
punishment	pedeapsă	disgust	0.391
bad	rău	disgust	0.391
punished	pedepsit	disgust	0.391
disrelish	dezgust	disgust	0.391
expel	expulza	disgust	0.391
farcical	ridicol	disgust	0.391
scorpion	scorpion	disgust	0.391
sacrifices	sacrificii	disgust	0.383
plagiarism	plagiat	disgust	0.383
hypocritical	ipocrit	disgust	0.383
divorce	divorț	disgust	0.383
presumptuous	încrezut	disgust	0.383
discord	discordie	disgust	0.383
fugitive	fugar	disgust	0.383
fulsome	respingător	disgust	0.383
shabby	ponosit	disgust	0.383
orc	Orc	disgust	0.383
adder	sumator	disgust	0.383
anaconda	Anaconda	disgust	0.383
surly	posac	disgust	0.383
irrational	iraţional	disgust	0.383
disappoint	dezamăgi	disgust	0.383
illiterate	analfabet	disgust	0.383
lament	plânge	disgust	0.383
eviction	evacuare	disgust	0.383
teeming	teeming	disgust	0.383
guilt	vinovăţie	disgust	0.383
misconduct	abatere	disgust	0.375
blame	vină	disgust	0.375
alienation	alienare	disgust	0.375
depressing	deprimant	disgust	0.375
irritating	enervant	disgust	0.375
plight	stare	disgust	0.375
unworthy	nevrednic	disgust	0.375
dislocated	dislocat	disgust	0.375
scoff	sfida	disgust	0.375
irritation	iritație	disgust	0.375
defective	defect	disgust	0.375
shock	şoc	disgust	0.375
hoax	farsă	disgust	0.367
coerce	constrânge	disgust	0.367
revoke	revoca	disgust	0.367
stripped	dezbrăcat	disgust	0.367
exclusion	excludere	disgust	0.367
blatant	țipător	disgust	0.367
disillusionment	deziluzie	disgust	0.367
squelch	lipăit	disgust	0.367
unhealthy	nesănătos	disgust	0.367
toad	lingău	disgust	0.367
wimpy	Wimpy	disgust	0.367
pitfall	capcană	disgust	0.367
vainly	vainly	disgust	0.367
powerless	fără putere	disgust	0.367
cad	mitocan	disgust	0.367
hurtful	supărător	disgust	0.367
shuddering	încrâncenare	disgust	0.367
wimp	wimp	disgust	0.367
oddity	ciudăţenie	disgust	0.359
rebellion	rebeliune	disgust	0.359
incompatible	incompatibil	disgust	0.359
ineptitude	stupiditate	disgust	0.359
dispose	dispune	disgust	0.359
disobedience	nesupunere	disgust	0.359
damn	La naiba	disgust	0.359
bug	gândac	disgust	0.359
deserted	pustiu	disgust	0.359
litigate	se judeca	disgust	0.352
ridiculous	ridicol	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	obraznic	disgust	0.352
censor	cenzura	disgust	0.352
uncertain	incert	disgust	0.352
lawyer	avocat	disgust	0.352
flinch	tresări	disgust	0.352
flesh	carne	disgust	0.352
crushed	zdrobit	disgust	0.352
displeased	nemulțumit	disgust	0.352
inept	nepotrivit	disgust	0.352
wrongful	nedrept	disgust	0.352
cutting	tăiere	disgust	0.352
fierce	feroce	disgust	0.352
misbehavior	abatere disciplinara	disgust	0.352
frustrate	zădărnici	disgust	0.352
dismissal	concediere	disgust	0.352
disapprove	dezaproba	disgust	0.344
depreciate	deprecia	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	nechibzuit	disgust	0.336
unsettled	nelocuit	disgust	0.336
lumpy	zgrunțuros	disgust	0.336
discoloration	modificări de culoare	disgust	0.336
blunder	gafă	disgust	0.336
disinclination	antipatie	disgust	0.336
distrust	neîncredere	disgust	0.336
annoy	deranja	disgust	0.336
lawsuit	proces	disgust	0.336
discontent	nemulţumire	disgust	0.336
grumble	bâzâi	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	zănatic	disgust	0.336
heartsick	heartsick	disgust	0.336
disliked	disliked	disgust	0.336
bickering	ciorovăială	disgust	0.336
disallowed	nepermis	disgust	0.336
unmanageable	refractar	disgust	0.328
hydrophobia	hidrofobie	disgust	0.328
unsatisfactory	nesatisfăcător	disgust	0.328
whine	se văita	disgust	0.328
exasperation	exasperare	disgust	0.328
instability	instabilitate	disgust	0.328
provoking	provocator	disgust	0.328
disappointed	dezamăgit	disgust	0.328
inhibit	inhiba	disgust	0.328
sly	viclean	disgust	0.328
grievance	plângere	disgust	0.328
materialist	materialist	disgust	0.328
excluded	exclus	disgust	0.328
cacophony	cacofonie	disgust	0.328
misleading	derutant	disgust	0.321
disclaim	repudia	disgust	0.320
rags	peticărie	disgust	0.320
soot	funingine	disgust	0.320
disservice	deserviciu	disgust	0.320
unequal	inegal	disgust	0.320
humbug	farsor	disgust	0.320
reproach	reproș	disgust	0.320
confined	limitat	disgust	0.320
disapproving	dezaprobator	disgust	0.320
annoyance	supărare	disgust	0.320
mishap	misfortună	disgust	0.320
groan	geme	disgust	0.320
soil	sol	disgust	0.312
depreciated	depreciat	disgust	0.312
disincline	îndepărta de la	disgust	0.312
inappropriate	nepotrivit	disgust	0.312
inconsiderate	nechibzuit	disgust	0.312
burke	strangula	disgust	0.312
overpriced	prea scump	disgust	0.312
sneeze	strănut	disgust	0.312
stomach	stomac	disgust	0.312
criticize	a critica	disgust	0.312
theism	teismului	disgust	0.312
disparity	disparitate	disgust	0.305
gall	fiere	disgust	0.305
latent	latent	disgust	0.305
grumpy	morocănos	disgust	0.305
bang	bubuitură	disgust	0.305
inadmissible	inadmisibil	disgust	0.305
unfriendly	neprietenos	disgust	0.305
shack	baracă	disgust	0.305
disliking	neplăcerea	disgust	0.305
unaccountable	inexplicabil	disgust	0.305
coop	coteț	disgust	0.304
scold	certa	disgust	0.297
growling	maraitul	disgust	0.297
lonely	singuratic	disgust	0.297
delay	întârziere	disgust	0.297
congress	congres	disgust	0.297
disregarded	ignorate	disgust	0.297
disappointment	dezamăgire	disgust	0.297
backwards	înapoi	disgust	0.297
soreness	durere	disgust	0.297
rogue	derbedeu	disgust	0.297
infamous	infam	disgust	0.289
lesbian	lesbiană	disgust	0.289
notoriety	notorietate	disgust	0.289
catechism	catehism	disgust	0.289
flop	chix	disgust	0.289
nettle	urzica	disgust	0.289
janitor	portar	disgust	0.289
saturated	saturate	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	interzise	disgust	0.281
remiss	neglijent	disgust	0.281
unfair	nedrept	disgust	0.281
desist	se abține	disgust	0.281
wince	tresărire	disgust	0.281
aftermath	Urmări	disgust	0.281
huff	acces de furie	disgust	0.273
discolored	decolorat	disgust	0.273
uneasy	neliniștit	disgust	0.273
wrangling	wrangling	disgust	0.273
tribunal	tribunal	disgust	0.273
weird	ciudat	disgust	0.266
bureaucrat	birocrat	disgust	0.266
coldness	frig	disgust	0.266
impolite	nepoliticos	disgust	0.266
politic	politic	disgust	0.266
unsatisfied	nemulțumit de	disgust	0.266
swig	înghiţitură	disgust	0.266
inefficiency	ineficacitate	disgust	0.266
frantic	frenetic	disgust	0.266
crawl	crawl	disgust	0.266
instinctive	instinctiv	disgust	0.258
barrow	roabă	disgust	0.258
incase	in caz	disgust	0.258
octopus	caracatiță	disgust	0.258
chagrin	întrista	disgust	0.258
copycat	imitator	disgust	0.258
rascal	canalie	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	aspru	disgust	0.258
misconception	neînțelegere	disgust	0.250
hulk	matahală	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	babuin	disgust	0.250
disinclined	disinclined	disgust	0.250
lose	pierde	disgust	0.250
john	Ioan	disgust	0.250
cupping	ventuze	disgust	0.250
rook	găgăuță	disgust	0.242
gratuitous	gratuit	disgust	0.242
entangled	obscur	disgust	0.242
opponent	adversar	disgust	0.242
tariff	tarifar	disgust	0.242
scrub	tufărie	disgust	0.242
resign	demisiona	disgust	0.234
prolong	prelungi	disgust	0.234
backwardness	înapoiere	disgust	0.234
reluctance	repulsie	disgust	0.234
questionable	discutabil	disgust	0.234
lagging	rămâne în urmă	disgust	0.234
