word	Russian-ru	emotion	emotion-intensity-score
vomit	рвотное	disgust	0.812
manslaughter	непредумышленное убийство	disgust	0.812
dismemberment	расчленение	disgust	0.812
cadaver	труп	disgust	0.812
hemorrhage	кровоизлияние	disgust	0.805
repulsive	отталкивающий	disgust	0.805
perverse	извращенный	disgust	0.805
filthy	отвратительный	disgust	0.797
sewage	сточная вода	disgust	0.797
depravity	развращенность	disgust	0.797
diseased	заболевший	disgust	0.797
carcass	туша	disgust	0.795
decompose	разлагаться	disgust	0.789
vermin	вредители	disgust	0.789
puke	тошнить	disgust	0.789
parasite	паразит	disgust	0.789
horrific	ужасающий	disgust	0.789
gruesome	отвратительный	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	изуродованный	disgust	0.789
murderous	убийственный	disgust	0.789
decayed	гнилой	disgust	0.789
herpes	герпес	disgust	0.789
slime	тина	disgust	0.781
flatulence	метеоризм	disgust	0.781
monstrosity	уродство	disgust	0.781
carnage	резня	disgust	0.781
pestilence	мор	disgust	0.781
malaria	малярия	disgust	0.781
crap	дерьмо	disgust	0.781
toxic	токсичный	disgust	0.773
loathsome	отвратительный	disgust	0.773
insidious	коварный	disgust	0.773
leprosy	проказа	disgust	0.773
morgue	морг	disgust	0.773
pus	гной	disgust	0.773
herpesvirus	герпесвирусов	disgust	0.773
whore	шлюха	disgust	0.766
cruel	жестокий	disgust	0.766
repugnance	нерасположение	disgust	0.766
revulsion	отвращение	disgust	0.766
xenophobia	ксенофобия	disgust	0.766
regurgitation	регургитация	disgust	0.766
anthrax	сибирская язва	disgust	0.766
lynch	линчевать	disgust	0.766
dissection	рассечение	disgust	0.759
canker	стоматит	disgust	0.758
cruelty	жестокость	disgust	0.758
perversion	извращение	disgust	0.758
evil	зло	disgust	0.758
slum	трущобы	disgust	0.758
infectious	инфекционный	disgust	0.758
mucous	слизистый	disgust	0.758
phlegm	мокрота	disgust	0.758
leeches	пиявки	disgust	0.750
decomposition	разложение	disgust	0.750
sinister	зловещий	disgust	0.750
corrupting	развращать	disgust	0.750
demon	демон	disgust	0.742
stinking	зловонный	disgust	0.742
septic	септический	disgust	0.742
deranged	ненормальный	disgust	0.742
bile	желчь	disgust	0.742
soiled	испачканный	disgust	0.742
mucus	слизь	disgust	0.742
abhorrence	омерзение	disgust	0.742
abomination	мерзость	disgust	0.742
sickening	тошнотворный	disgust	0.742
demonic	демонический	disgust	0.742
foul	фол	disgust	0.734
obese	страдающий ожирением	disgust	0.734
sicken	пресытиться	disgust	0.734
degeneracy	вырождение	disgust	0.734
crucifixion	распятие на кресте	disgust	0.734
despicable	презренный	disgust	0.734
cancer	рак	disgust	0.734
atrocity	зверство	disgust	0.734
terrorism	терроризм	disgust	0.734
dirty	грязный	disgust	0.727
dysentery	дизентерия	disgust	0.727
adultery	прелюбодеяние	disgust	0.727
contamination	загрязнение	disgust	0.727
bacterium	бактерия	disgust	0.727
diabolical	дьявольский	disgust	0.727
morbidity	заболеваемость	disgust	0.727
grisly	скверный	disgust	0.727
repulsion	отталкивание	disgust	0.727
enema	клизма	disgust	0.727
contagion	зараза	disgust	0.719
disfigured	изуродованный	disgust	0.719
muck	дрянь	disgust	0.719
lewd	непристойный	disgust	0.719
garbage	мусор	disgust	0.719
autopsy	вскрытие трупа	disgust	0.719
bowels	кишечник	disgust	0.719
gross	валовой	disgust	0.719
vulgar	вульгарный	disgust	0.719
barbaric	варварский	disgust	0.719
disgust	отвращение	disgust	0.719
vicious	порочный	disgust	0.719
entrails	внутренности	disgust	0.719
deterioration	ухудшение	disgust	0.719
pungent	едкий	disgust	0.719
bloodshed	кровопролитие	disgust	0.714
violent	насильственный	disgust	0.711
tyrant	тиран	disgust	0.711
poisoned	отравленный	disgust	0.711
pollute	загрязнять	disgust	0.711
wretched	несчастный	disgust	0.711
nausea	тошнота	disgust	0.711
mortification	омертвение	disgust	0.711
gag	кляп	disgust	0.711
vulgarity	вульгарность	disgust	0.703
disgusting	отвратительный	disgust	0.703
grope	нащупывать	disgust	0.703
slut	шлюха	disgust	0.703
poisoning	отравление	disgust	0.703
depraved	развращенный	disgust	0.703
noxious	вредный	disgust	0.703
porn	порно	disgust	0.703
nasty	противный	disgust	0.703
slimy	слизистый	disgust	0.703
despotism	деспотизм	disgust	0.703
nauseate	вызывать отвращение	disgust	0.703
secretion	секреция	disgust	0.703
constipation	запор	disgust	0.703
hateful	ненавистный	disgust	0.703
grime	грязнить	disgust	0.703
measles	корь	disgust	0.696
contagious	заразительный	disgust	0.695
hellish	адский	disgust	0.695
waste	отходы	disgust	0.695
suicidal	самоубийственный	disgust	0.695
abuse	злоупотребление	disgust	0.695
hate	ненавидеть	disgust	0.695
wretch	негодяй	disgust	0.695
intestinal	кишечный	disgust	0.695
wart	бородавка	disgust	0.695
obesity	ожирение	disgust	0.695
scum	сволочь	disgust	0.695
contaminated	загрязненный	disgust	0.688
disease	болезнь	disgust	0.688
rabid	бешеный	disgust	0.688
ooze	тина	disgust	0.688
treason	измена	disgust	0.688
heartworm	глистов	disgust	0.688
smut	головня	disgust	0.688
cholera	холера	disgust	0.680
deformed	уродливый	disgust	0.680
detest	ненавидеть	disgust	0.680
bestial	развратный	disgust	0.680
sickness	болезнь	disgust	0.680
antichrist	антихрист	disgust	0.680
abhorrent	отвратительный	disgust	0.680
soulless	бездушный	disgust	0.680
freakish	капризный	disgust	0.680
grimy	чумазый	disgust	0.680
hatred	ненависть	disgust	0.680
pollution	загрязнение	disgust	0.680
germ	микроб	disgust	0.680
abominate	питать отвращение	disgust	0.680
hell	ад	disgust	0.680
dilapidated	полуразрушенный	disgust	0.672
dictatorship	диктатура	disgust	0.672
inhuman	нечеловеческий	disgust	0.672
greasy	сальный	disgust	0.672
hideous	отвратительный	disgust	0.672
loathful	отвратительный	disgust	0.672
obscene	непристойный	disgust	0.672
loathing	ненависть	disgust	0.672
cess	налог	disgust	0.670
devil	дьявол	disgust	0.664
heretic	еретик	disgust	0.664
nauseous	тошнотворный	disgust	0.664
abominable	отвратительный	disgust	0.664
deformity	уродство	disgust	0.664
deadly	смертоносный	disgust	0.664
swine	свинья	disgust	0.664
discrimination	дискриминация	disgust	0.664
masochism	мазохизм	disgust	0.664
poisonous	ядовитый	disgust	0.656
prejudiced	предвзятый	disgust	0.656
bacteria	бактерии	disgust	0.656
death	смерть	disgust	0.656
poison	яд	disgust	0.656
trash	мусор	disgust	0.656
abortion	аборт	disgust	0.656
corruption	коррупция	disgust	0.656
victimized	виктимизации	disgust	0.656
oppression	угнетение	disgust	0.656
goo	липкая	disgust	0.656
latrines	уборные	disgust	0.656
horror	ужастик	disgust	0.656
horrible	какой ужас	disgust	0.656
nefarious	бесчестный	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	мстительный	disgust	0.648
outhouse	флигель	disgust	0.648
horrid	противный	disgust	0.648
