word	Scots Gaelic-gd	emotion	emotion-intensity-score
teeming	sgaoileadh	disgust	0.383
guilt	ciontach	disgust	0.383
misconduct	mì-ghiùlan	disgust	0.375
blame	coire	disgust	0.375
alienation	coimheachadh	disgust	0.375
depressing	dìomhaireachd	disgust	0.375
irritating	èibhinn	disgust	0.375
plight	clach	disgust	0.375
unworthy	neo-iomchaidh	disgust	0.375
dislocated	sgaoileadh	disgust	0.375
scoff	sabaid	disgust	0.375
irritation	èibhinn	disgust	0.375
defective	lochtach	disgust	0.375
shock	sguabadh	disgust	0.375
hoax	duilich	disgust	0.367
coerce	coirce	disgust	0.367
revoke	ath-ghairm	disgust	0.367
stripped	sgaoileadh	disgust	0.367
exclusion	às-dùnadh	disgust	0.367
blatant	buileach	disgust	0.367
disillusionment	milleadh	disgust	0.367
squelch	sgaoileadh	disgust	0.367
unhealthy	mì-fhallain	disgust	0.367
toad	buidheag	disgust	0.367
wimpy	s an Iar-	disgust	0.367
pitfall	aodach	disgust	0.367
vainly	gun fhiosta	disgust	0.367
powerless	gun cumhachd	disgust	0.367
cad	cad	disgust	0.367
hurtful	gortach	disgust	0.367
shuddering	sgaoileadh	disgust	0.367
wimp	wimp	disgust	0.367
oddity	èibhinn	disgust	0.359
rebellion	ar-a-mach	disgust	0.359
incompatible	neo-chòrdail	disgust	0.359
ineptitude	neo-chomasach	disgust	0.359
dispose	dhìteadh	disgust	0.359
disobedience	mì-chomas	disgust	0.359
damn	damn	disgust	0.359
bug	clach	disgust	0.359
deserted	fàsach	disgust	0.359
litigate	thilgeil	disgust	0.352
ridiculous	amaideach	disgust	0.352
compost	compost	disgust	0.352
obi	obi	disgust	0.352
untoward	gun fhiosta	disgust	0.352
censor	Còirnear	disgust	0.352
uncertain	neo-chinnteach	disgust	0.352
lawyer	neach-lagh	disgust	0.352
flinch	flinch	disgust	0.352
flesh	feòil	disgust	0.352
crushed	air a bhriseadh	disgust	0.352
displeased	mì-thoilichte	disgust	0.352
inept	inept	disgust	0.352
wrongful	ceàrr	disgust	0.352
cutting	gearradh	disgust	0.352
fierce	fiadhaich	disgust	0.352
misbehavior	mì-ghiùlan	disgust	0.352
frustrate	sàrachadh	disgust	0.352
dismissal	dìmeas	disgust	0.352
disapprove	mì-thoilichte	disgust	0.344
depreciate	ìsleachadh	disgust	0.344
tearful	tearful	disgust	0.344
thoughtless	gun bheachd	disgust	0.336
unsettled	mì-thoilichte	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	mì-chothromachadh	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	mì-mhìneachadh	disgust	0.336
distrust	mì-earbsa	disgust	0.336
annoy	duilich	disgust	0.336
lawsuit	iomairt laghail	disgust	0.336
discontent	mì-thoilichte	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	cridhe cridhe	disgust	0.336
disliked	mì-thoilichte	disgust	0.336
bickering	sneachda	disgust	0.336
disallowed	gun chead	disgust	0.336
unmanageable	neo-riaghlaidh	disgust	0.328
hydrophobia	uisge	disgust	0.328
unsatisfactory	mì-riarachail	disgust	0.328
whine	giùlan	disgust	0.328
exasperation	gèilleadh	disgust	0.328
instability	neo-sheasmhachd	disgust	0.328
provoking	brosnachail	disgust	0.328
disappointed	briseadh dùil	disgust	0.328
inhibit	bacadh	disgust	0.328
sly	s an Iar-	disgust	0.328
grievance	gearan	disgust	0.328
materialist	stuthan	disgust	0.328
excluded	air an dùnadh a-mach	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	meallta	disgust	0.321
disclaim	sgaoileadh	disgust	0.320
rags	cromagan	disgust	0.320
soot	sùith	disgust	0.320
disservice	mì-thoilichte	disgust	0.320
unequal	neo-ionann	disgust	0.320
humbug	humbug	disgust	0.320
reproach	an-iochdmhor	disgust	0.320
confined	sgaoileadh	disgust	0.320
disapproving	mì-fhreagarrach	disgust	0.320
annoyance	eagal	disgust	0.320
mishap	mishap	disgust	0.320
groan	groan	disgust	0.320
soil	ùir	disgust	0.312
depreciated	ìsleachadh	disgust	0.312
disincline	mì-chriochnachadh	disgust	0.312
inappropriate	neo-iomchaidh	disgust	0.312
inconsiderate	mì-fhreagarrach	disgust	0.312
burke	burke	disgust	0.312
overpriced	sìor-chruaidh	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	stamag	disgust	0.312
criticize	càineadh	disgust	0.312
theism	sgaoileadh	disgust	0.312
disparity	neo-ionannachd	disgust	0.305
gall	Gall	disgust	0.305
latent	fulang	disgust	0.305
grumpy	grumpy	disgust	0.305
bang	bang	disgust	0.305
inadmissible	neo-chomasach	disgust	0.305
unfriendly	mì-chàirdeil	disgust	0.305
shack	chas	disgust	0.305
disliking	mì-thoilichte	disgust	0.305
unaccountable	mì-chinnteach	disgust	0.305
coop	coop	disgust	0.304
scold	sgillinn	disgust	0.297
growling	fàs	disgust	0.297
lonely	aonaranach	disgust	0.297
delay	dàil	disgust	0.297
congress	congress	disgust	0.297
disregarded	neo-eisimeileach	disgust	0.297
disappointment	briseadh-dùil	disgust	0.297
backwards	air ais	disgust	0.297
soreness	tinneas	disgust	0.297
rogue	gruagach	disgust	0.297
infamous	mì-chliùiteach	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	iomagain	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	neònach	disgust	0.289
janitor	dorsair	disgust	0.289
saturated	sàthaichte	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	toirmisgte	disgust	0.281
remiss	miann	disgust	0.281
unfair	neo-chothromach	disgust	0.281
desist	desist	disgust	0.281
wince	s an Iar-	disgust	0.281
aftermath	às dèidh sin	disgust	0.281
huff	huff	disgust	0.273
discolored	sgaoileadh	disgust	0.273
uneasy	mì-chothromach	disgust	0.273
wrangling	sgaoileadh	disgust	0.273
tribunal	mòd-ceartais	disgust	0.273
weird	neònach	disgust	0.266
bureaucrat	biùrocrat	disgust	0.266
coldness	fuachdachd	disgust	0.266
impolite	mì-chinnteach	disgust	0.266
politic	poileataigeach	disgust	0.266
unsatisfied	neo-riaraichte	disgust	0.266
swig	cig	disgust	0.266
inefficiency	neo-èifeachdach	disgust	0.266
frantic	fiadhaich	disgust	0.266
crawl	crawl	disgust	0.266
instinctive	àraid	disgust	0.258
barrow	barrow	disgust	0.258
incase	Gun fhios	disgust	0.258
octopus	octopus	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	sgaoileadh	disgust	0.258
rascal	gràdh	disgust	0.258
sarcasm	sarcasm	disgust	0.258
gruff	gruff	disgust	0.258
misconception	mì-thuigse	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	mì-chinnteach	disgust	0.250
lose	caill	disgust	0.250
john	john	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	saor	disgust	0.242
entangled	steach	disgust	0.242
opponent	an nàmhaid	disgust	0.242
tariff	tariff	disgust	0.242
scrub	sgubhadh	disgust	0.242
resign	Thoir suas	disgust	0.234
prolong	fada	disgust	0.234
backwardness	cùl-taic	disgust	0.234
reluctance	dragh	disgust	0.234
questionable	ceasnachadh	disgust	0.234
lagging	lùghdaichte	disgust	0.234
unlucky	mì-shealbhach	disgust	0.234
misstatement	mì-aithris	disgust	0.234
reversal	tionndadh	disgust	0.227
disqualified	dì-cheadachadh	disgust	0.227
subsidy	subsadaidh	disgust	0.227
ineffectual	neo-èifeachdach	disgust	0.227
fussy	èibhinn	disgust	0.227
unpopular	neo-fhreagarrach	disgust	0.227
default	bunaiteach	disgust	0.227
intense	dian	disgust	0.219
dame	dame	disgust	0.219
evade	fuadach	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	cuideam	disgust	0.219
frowning	a 'caoineadh	disgust	0.219
actionable	gnìomhach	disgust	0.211
tawny	tawny	disgust	0.211
donkey	asal	disgust	0.211
unhappy	mì-thoilichte	disgust	0.211
indifference	mì-chothrom	disgust	0.203
rave	rave	disgust	0.203
birch	beithe	disgust	0.203
hood	hood	disgust	0.203
desert	fàsach	disgust	0.203
owing	a dhìth	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	neònach	disgust	0.203
inconvenient	mì-ghoireasach	disgust	0.203
dandy	dandy	disgust	0.203
speck	slat	disgust	0.203
fleece	lom	disgust	0.195
howl	gràdh	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	airs	disgust	0.195
gelatin	gelatan	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	moraltachd	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	eòlach	disgust	0.188
avoid	seachain	disgust	0.188
stalemate	sneachda	disgust	0.188
lush	lus	disgust	0.188
gent	gent	disgust	0.188
lesser	nas lugha	disgust	0.188
sunk	sgaoileadh	disgust	0.180
nose	sròn	disgust	0.180
claimant	neach-tagraidh	disgust	0.180
laughable	laughable	disgust	0.180
possession	seilbh	disgust	0.180
larger	nas motha	disgust	0.164
hoot	aodach	disgust	0.164
mouthful	beul	disgust	0.164
thrift	Tìr	disgust	0.164
pregnancy	beothachadh	disgust	0.164
undoubted	gun teagamh	disgust	0.164
clamor	clamor	disgust	0.156
misplace	misplace	disgust	0.156
sentence	seantans	disgust	0.156
parrot	parrot	disgust	0.156
obliging	s an Iar-	disgust	0.156
nameless	gun ainm	disgust	0.148
bummer	bummer	disgust	0.148
feeling	faireachdainn	disgust	0.141
elf	elf	disgust	0.141
excellence	sàr-mhathas	disgust	0.141
turn	tionndadh	disgust	0.133
gray	liath	disgust	0.133
asymmetry	neo-chunbhalachd	disgust	0.133
clumsy	doimh	disgust	0.133
stall	stall	disgust	0.133
bran	bran	disgust	0.125
finally	mu dheireadh	disgust	0.125
lord	tighearna	disgust	0.125
boy	balach	disgust	0.117
cove	cove	disgust	0.117
nurture	àrach	disgust	0.117
savor	saoghail	disgust	0.117
lemon	lemon	disgust	0.109
winning	a 'buannachadh	disgust	0.109
powerful	cumhachdach	disgust	0.102
glitter	glitter	disgust	0.094
interior	staigh	disgust	0.086
mind	inntinn	disgust	0.086
treat	Cùmhnantan-cleachdaidh	disgust	0.078
interested	le ùidh	disgust	0.078
abundance	pailteas	disgust	0.078
honest	onarach	disgust	0.055
kite	kite	disgust	0.055
humble	iriosal	disgust	0.047
tree	craobh	disgust	0.039
torture	cràdh	fear	0.984
terrorist	ceannairc	fear	0.972
horrific	uabhasach	fear	0.969
terrorism	uamhasachd	fear	0.969
terrorists	ceannaircich	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	marbh	fear	0.962
homicidal	marbhtach	fear	0.959
annihilate	annihilate	fear	0.953
terror	eagal	fear	0.953
murderer	Murderer	fear	0.953
catastrophe	tubaist	fear	0.953
dying	a 'bàsachadh	fear	0.948
war	cogadh	fear	0.942
bombing	bomadh	fear	0.938
bomb	boma	fear	0.935
missiles	muileann	fear	0.934
horror	uabhas	fear	0.923
brutality	brutality	fear	0.922
bloodthirsty	bàis-bàis	fear	0.922
terrorize	eagal	fear	0.922
horrified	uabhasach	fear	0.922
murderous	murt	fear	0.920
massacre	murt	fear	0.911
assassinate	marbh	fear	0.906
horrifying	uabhasach	fear	0.906
fatality	bàsachadh	fear	0.906
murder	murt	fear	0.906
mutilation	milleadh	fear	0.906
terrifying	eagalach	fear	0.906
devastation	tubaist	fear	0.906
holocaust	a 'chaisteil	fear	0.906
horrors	uabhas	fear	0.906
killing	marbhadh	fear	0.906
demon	deam	fear	0.906
terrified	eagal	fear	0.906
suicidal	suicidal	fear	0.898
kidnap	aodach	fear	0.891
slaughter	marbhadh	fear	0.891
assault	ionnsaigh	fear	0.891
crucifixion	cruisneachadh	fear	0.891
doomed	s an Iar-	fear	0.888
poisoned	puinnseanachadh	fear	0.886
suicide	fèin-mharbhadh	fear	0.879
explosion	spreadhadh	fear	0.879
dismemberment	dùnadh	fear	0.875
slaughtering	a 'marbhadh	fear	0.875
disastrous	tubaist	fear	0.875
deadly	marbhtach	fear	0.875
annihilation	annihilation	fear	0.875
disaster	tubaist	fear	0.875
threatening	bagairt	fear	0.875
suffocation	fulang	fear	0.875
assassin	murt	fear	0.875
savagery	saoghail	fear	0.875
rape	èigneachadh	fear	0.870
hell	ifrinn	fear	0.860
anthrax	anthrax	fear	0.859
explosive	sgaoileadh	fear	0.859
warfare	cogadh	fear	0.859
paralyzed	pairilis	fear	0.859
molestation	bochdainn	fear	0.859
homicide	marbhadh	fear	0.859
barbaric	barbaric	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	cunnart	fear	0.859
demonic	deuchainn	fear	0.859
bloodshed	falamh fala	fear	0.859
annihilated	air a dhìteadh	fear	0.859
attacking	ionnsaigh	fear	0.859
dread	eagal	fear	0.859
slaughterhouse	taigh-margaidh	fear	0.859
tragedy	tragsaidh	fear	0.859
guillotine	guillotine	fear	0.859
executioner	saighdear	fear	0.859
suffocating	a 'bleith	fear	0.858
treachery	feall	fear	0.856
fright	eagal	fear	0.853
traumatic	duilich	fear	0.844
afraid	eagal	fear	0.844
morgue	morgue	fear	0.844
drown	bàthadh	fear	0.844
destroying	a 'milleadh	fear	0.844
painful	pianail	fear	0.844
frightened	eagal	fear	0.844
monster	uilebheist	fear	0.844
slayer	slayer	fear	0.844
abomination	gràineileachd	fear	0.844
execution	cur an gnìomh	fear	0.844
scariest	sgaoileadh	fear	0.844
bombardment	bombardment	fear	0.844
vengeance	dìoghaltas	fear	0.844
panicked	panic	fear	0.844
frightening	eagalach	fear	0.844
scare	eagal	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	sgaoileadh	fear	0.844
death	bàs	fear	0.843
chaos	chaos	fear	0.839
ghastly	sàmhach	fear	0.836
evil	olc	fear	0.833
gunmen	gunnaichean	fear	0.828
fear	eagal	fear	0.828
doom	tha	fear	0.828
intruder	ionnsaigh	fear	0.828
cancer	aillse	fear	0.828
grenade	grenade	fear	0.828
assassination	murt	fear	0.828
fatal	marbhtach	fear	0.828
nightmare	mulad-oidhche	fear	0.828
explode	a 'feuchainn	fear	0.828
kidnapped	air a ghoid	fear	0.828
eradication	crìonadh	fear	0.828
hellish	Alba | Naidheachdan |	fear	0.828
paralyze	bualadh	fear	0.828
trauma	dragh	fear	0.828
doomsday	Dimàirt	fear	0.828
violently	fòirneartach	fear	0.828
manslaughter	daonnachadh	fear	0.828
devil	diabhal	fear	0.828
frighten	eagal	fear	0.828
brutal	brutal	fear	0.828
morbidity	morbidity	fear	0.820
crippling	sgiobalta	fear	0.817
savage	saoghail	fear	0.814
crushed	air a bhriseadh	fear	0.812
violence	fòirneart	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	eagalach	fear	0.812
suffering	fulangas	fear	0.812
shooting	losgadh	fear	0.812
earthquake	crith-thalmhainn	fear	0.812
destructive	millteach	fear	0.812
violent	fòirneartach	fear	0.812
poisonous	puinnseanach	fear	0.812
quake	crith-thalmhainn	fear	0.812
damnation	damnation	fear	0.812
aggressor	ionnsaigh	fear	0.812
imprisoned	sa phrìosan	fear	0.811
hurricane	sruth	fear	0.811
exterminate	cuir às dha	fear	0.810
fearing	eagal	fear	0.808
hemorrhage	hemorrhage	fear	0.807
lethal	marbhtach	fear	0.806
torment	torment	fear	0.806
venom	venom	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	cunnart	fear	0.802
snakes	nathraichean	fear	0.802
exorcism	exorcism	fear	0.800
obliterated	air fhàgail	fear	0.800
robbery	mèirle	fear	0.800
terrifies	tàirneagan	fear	0.798
cyanide	cianide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	cruelty	fear	0.797
monstrosity	mìorbhaileach	fear	0.797
attack	ionnsaigh	fear	0.797
extermination	cur às dha	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	bàsachadh	fear	0.797
destruction	sgrios	fear	0.797
poison	puinnsean	fear	0.797
harmful	cronach	fear	0.797
persecution	geur-leanmhainn	fear	0.797
bombers	bomairean	fear	0.797
incurable	neo-chomasach	fear	0.797
hysteria	hysteria	fear	0.797
dreadfully	gu dòigheil	fear	0.796
arson	losgadh	fear	0.794
devastate	sgrios	fear	0.792
tyrant	tighearna	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	a dhìth	fear	0.784
feared	eagal	fear	0.782
maniac	maniac	fear	0.781
enslaved	saoradh	fear	0.781
rampage	rampage	fear	0.781
screaming	a 'cluinntinn	fear	0.781
venomous	sgaoileadh	fear	0.781
warlike	cogadh	fear	0.781
lifeless	saoghal gun bheatha	fear	0.781
bloody	fuilteach	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	nathair	fear	0.776
epidemic	epidemic	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	sguabadh às	fear	0.766
shipwreck	long-bhriseadh	fear	0.766
crisis	èiginn	fear	0.766
criminal	eucoireach	fear	0.766
invade	ionnsaigh	fear	0.766
riot	aimhreit	fear	0.766
fearful	eagal	fear	0.766
reprisal	dìmeas	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	ionnsaigh	fear	0.766
dangerously	cunnartach	fear	0.766
tumor	tumor	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	sàrachadh	fear	0.766
inferno	inferno	fear	0.766
leprosy	luibhre	fear	0.766
jihad	jihad	fear	0.766
scary	eagal	fear	0.766
hazardous	cunnartach	fear	0.766
detonate	sgaoileadh	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	sìor-adhartachadh	fear	0.762
nightmares	oidhcheannan dubha	fear	0.759
ghostly	taibhseil	fear	0.754
destroyed	sgrios	fear	0.754
anarchy	anarchy	fear	0.750
panic	aimhreit	fear	0.750
dreadful	eagalach	fear	0.750
riotous	aimhreit	fear	0.750
dangerous	cunnartach	fear	0.750
projectiles	pròbhail	fear	0.750
strangle	strangle	fear	0.750
hurricanes	uisgeachan	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	bàsachadh	fear	0.750
wrenching	sgaoileadh	fear	0.750
destroyer	sgriosair	fear	0.750
tyranny	s an Ear-Dheas	fear	0.750
ptsd	ptsd	fear	0.750
hazard	cunnart	fear	0.750
tragedies	tragabaidhean	fear	0.750
slavery	tràilleachd	fear	0.750
treacherous	fiadhaich	fear	0.750
cholera	cholera	fear	0.750
imprisonment	prìosain	fear	0.750
agony	agony	fear	0.750
obliteration	analachadh	fear	0.750
accident	tubaist	fear	0.750
fears	eagal	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	mì-ghnàthachadh	fear	0.742
cannibal	cannibal	fear	0.740
bombard	bombard	fear	0.740
abominable	gràineil	fear	0.738
bomber	bomber	fear	0.734
diseased	galar	fear	0.734
gun	gunna	fear	0.734
shoot	saighdear	fear	0.734
horrible	uabhasach	fear	0.734
missile	deiseil	fear	0.734
crash	tubaist	fear	0.734
beast	beathach	fear	0.734
tyrannical	deasaich |	fear	0.734
paralysis	paralysis	fear	0.734
devilish	deamach	fear	0.734
mutiny	càineadh	fear	0.734
misery	truagh	fear	0.734
shot	saighdear	fear	0.734
depraved	mì-fhortanach	fear	0.734
gore	gore	fear	0.734
scared	eagal	fear	0.734
cursed	mallachd	fear	0.734
threaten	bagairt	fear	0.734
tornado	tornado	fear	0.734
victimized	fulang	fear	0.734
hostage	ostail	fear	0.734
melee	dlùth	fear	0.734
hyperventilate	hyperventilate	fear	0.734
malignant	neònach	fear	0.734
dictatorship	deachdaireachd	fear	0.734
mafia	mafia	fear	0.734
turmoil	sabaid	fear	0.733
combat	sabaid	fear	0.728
alligator	ailigator	fear	0.727
ruin	tobhta	fear	0.725
shooter	shooter	fear	0.722
contagious	gabhaltach	fear	0.720
miscarriage	abradh	fear	0.719
casualty	leòintich	fear	0.719
fight	sabaid	fear	0.719
mortification	bàsachadh	fear	0.719
crime	eucoir	fear	0.719
struggle	strì	fear	0.719
shock	sguabadh	fear	0.719
seizure	glacadh	fear	0.719
lynch	lynch	fear	0.719
starvation	ann an cunnart	fear	0.719
harm	cron	fear	0.719
excruciating	sàbhaladh	fear	0.719
phobia	phobia	fear	0.719
desperation	èiginn	fear	0.719
devastating	tubaisteach	fear	0.719
emergency	èiginn	fear	0.719
scream	sgread	fear	0.719
havoc	caorach	fear	0.719
injured	air an leòn	fear	0.719
carnage	feòil	fear	0.717
frantically	gu mì-fhortanach	fear	0.717
standoff	s an Iar-	fear	0.716
infestation	infestation	fear	0.716
soscary	seusgraidh	fear	0.712
panicking	a 'bualadh	fear	0.708
rupture	briseadh	fear	0.706
frantic	fiadhaich	fear	0.705
horrid	horrid	fear	0.705
aggressive	ionnsaigheach	fear	0.703
anguish	anguish	fear	0.703
gash	gash	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	crìochnachadh	fear	0.703
diabolical	sgaoileadh	fear	0.703
sabotage	sabotage	fear	0.703
hatred	fuath	fear	0.703
hysterical	sgaoileadh	fear	0.703
psychosis	psychosis	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	sgitsophrenia	fear	0.703
agonizing	ag ionndrainn	fear	0.703
wrecked	air an sgrios	fear	0.703
infectious	gabhaltach	fear	0.703
collapse	tuiteam	fear	0.703
grisly	gu cruaidh	fear	0.703
prey	creiche	fear	0.703
witchcraft	buidseachd	fear	0.703
avalanche	aibhlanche	fear	0.703
neurotic	neurotic	fear	0.703
harrowing	cliathadh	fear	0.703
fugitive	fògarrach	fear	0.703
arsenic	arsainic	fear	0.703
assailant	assailant	fear	0.703
vendetta	reic	fear	0.703
dreaded	eagal	fear	0.703
upheaval	àrdachadh	fear	0.703
armed	armachd	fear	0.703
cripple	crioch	fear	0.703
malevolent	droch ghiùlan	fear	0.703
cobra	cobra	fear	0.703
freaked	saoghail	fear	0.703
burial	adhlacadh	fear	0.703
deranged	deanged	fear	0.703
plague	plaga	fear	0.703
forcibly	sìor fhàs	fear	0.700
abduction	a 'goid	fear	0.700
crocodile	crogall	fear	0.700
offender	ciontach	fear	0.698
mayhem	sgaoileadh	fear	0.690
alarm	eagal	fear	0.688
trepidation	sgaoileadh	fear	0.688
brawl	brawl	fear	0.688
beastly	beathach	fear	0.688
oppression	sàrachadh	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	gun dòchas	fear	0.688
leukemia	leucemia	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	cunnart	fear	0.688
cadaver	cairbh	fear	0.688
hurt	air a ghoirteachadh	fear	0.688
paranoid	paranoid	fear	0.688
disease	galar	fear	0.688
