word	Sesotho-st	emotion	emotion-intensity-score
damn	Yerrrrrrr	disgust	0.359
bug	bug	disgust	0.359
deserted	e lahliloe	disgust	0.359
litigate	hlahisa	disgust	0.352
ridiculous	leqheka	disgust	0.352
compost	manyolo	disgust	0.352
obi	obi	disgust	0.352
untoward	e sa lefelloeng	disgust	0.352
censor	ho hlahloba	disgust	0.352
uncertain	ho se ts'oane	disgust	0.352
lawyer	ramolao	disgust	0.352
flinch	flinch	disgust	0.352
flesh	nama	disgust	0.352
crushed	e sithabetseng	disgust	0.352
displeased	ha a thabe	disgust	0.352
inept	inept	disgust	0.352
wrongful	phoso	disgust	0.352
cutting	ho khaola	disgust	0.352
fierce	e bohale	disgust	0.352
misbehavior	boitšoaro bo hlephileng	disgust	0.352
frustrate	ferekane	disgust	0.352
dismissal	ho lelekoa	disgust	0.352
disapprove	hana	disgust	0.344
depreciate	e fokotseha	disgust	0.344
tearful	ho lla	disgust	0.344
thoughtless	ho se nahane	disgust	0.336
unsettled	e sa tsitsitseng	disgust	0.336
lumpy	lumpy	disgust	0.336
discoloration	ho fetoha ha lintho	disgust	0.336
blunder	phoso	disgust	0.336
disinclination	ho tsieleha	disgust	0.336
distrust	ho se tšepane	disgust	0.336
annoy	ferekanya	disgust	0.336
lawsuit	nyeoe	disgust	0.336
discontent	ho se khotsofale	disgust	0.336
grumble	ho korotla	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	heartick	disgust	0.336
disliked	ha a rate	disgust	0.336
bickering	ho qabana	disgust	0.336
disallowed	e hanetsoe	disgust	0.336
unmanageable	e ke keng ea qojoa	disgust	0.328
hydrophobia	hydrophobia	disgust	0.328
unsatisfactory	e sa khotsofatse	disgust	0.328
whine	e otlolohile	disgust	0.328
exasperation	ho ferekana	disgust	0.328
instability	ho se tsitse	disgust	0.328
provoking	e khathatsang	disgust	0.328
disappointed	ferekane	disgust	0.328
inhibit	thibela	disgust	0.328
sly	sly	disgust	0.328
grievance	litletlebo	disgust	0.328
materialist	motho oa lintho tse bonahalang	disgust	0.328
excluded	ha e kenyelelitsoe	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	ho khelosa	disgust	0.321
disclaim	hana	disgust	0.320
rags	li-rags	disgust	0.320
soot	soot	disgust	0.320
disservice	hanela	disgust	0.320
unequal	ho se lekane	disgust	0.320
humbug	humbug	disgust	0.320
reproach	nyeliso	disgust	0.320
confined	koaletsoeng	disgust	0.320
disapproving	ho hana	disgust	0.320
annoyance	ho nyahama	disgust	0.320
mishap	molaetsa	disgust	0.320
groan	ho bobola	disgust	0.320
soil	mobu	disgust	0.312
depreciated	e theohile	disgust	0.312
disincline	ho nyenyefatsa	disgust	0.312
inappropriate	e sa lokelang	disgust	0.312
inconsiderate	ho nahanela	disgust	0.312
burke	burke	disgust	0.312
overpriced	ho fetoloa holimo	disgust	0.312
sneeze	sneeze	disgust	0.312
stomach	mala	disgust	0.312
criticize	nyatsa	disgust	0.312
theism	theism	disgust	0.312
disparity	ho se tšoane	disgust	0.305
gall	nko	disgust	0.305
latent	latent	disgust	0.305
grumpy	ho ruruha	disgust	0.305
bang	bang	disgust	0.305
inadmissible	e sa amoheleheng	disgust	0.305
unfriendly	ba sa ratane	disgust	0.305
shack	shack	disgust	0.305
disliking	ho senya	disgust	0.305
unaccountable	e ke keng ea lekanngoa	disgust	0.305
coop	coop	disgust	0.304
scold	khaola	disgust	0.297
growling	ho lla	disgust	0.297
lonely	bolutu	disgust	0.297
delay	lieha	disgust	0.297
congress	congress	disgust	0.297
disregarded	ho hlokomolohuoa	disgust	0.297
disappointment	ho nyahama	disgust	0.297
backwards	ka morao	disgust	0.297
soreness	ho sithabela	disgust	0.297
rogue	e bohale	disgust	0.297
infamous	e se nang mohau	disgust	0.289
lesbian	lesbian	disgust	0.289
notoriety	ho tsebahala	disgust	0.289
catechism	katekisimu	disgust	0.289
flop	hlapa	disgust	0.289
nettle	nettle	disgust	0.289
janitor	mohlokomeli	disgust	0.289
saturated	e phethehile	disgust	0.281
gaby	gaby	disgust	0.281
prohibited	e thibetsoe	disgust	0.281
remiss	remiss	disgust	0.281
unfair	ho hloka toka	disgust	0.281
desist	tlohela	disgust	0.281
wince	wince	disgust	0.281
aftermath	ka morao	disgust	0.281
huff	huff	disgust	0.273
discolored	ho khabisoa	disgust	0.273
uneasy	e sa tsotellehe	disgust	0.273
wrangling	wrangling	disgust	0.273
tribunal	lekhotla la makhotla	disgust	0.273
weird	re makatsa	disgust	0.266
bureaucrat	bureaucrat	disgust	0.266
coldness	ho bata	disgust	0.266
impolite	ho hloka mamello	disgust	0.266
politic	lipolotiking	disgust	0.266
unsatisfied	e sa khotsofala	disgust	0.266
swig	swig	disgust	0.266
inefficiency	ho se na thuso	disgust	0.266
frantic	ho hloka botsitso	disgust	0.266
crawl	khaba	disgust	0.266
instinctive	ea tlhaho	disgust	0.258
barrow	lebokose	disgust	0.258
incase	mohlomong	disgust	0.258
octopus	octophase	disgust	0.258
chagrin	bohloko	disgust	0.258
copycat	copycat	disgust	0.258
rascal	morabe	disgust	0.258
sarcasm	ho phoqa	disgust	0.258
gruff	ho nyonya	disgust	0.258
misconception	maikutlo a fosahetseng	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	shanghai	disgust	0.250
baboon	baboon	disgust	0.250
disinclined	e sa amohelehe	disgust	0.250
lose	lahleheloa	disgust	0.250
john	John	disgust	0.250
cupping	khapping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	mahala	disgust	0.242
entangled	ho keneha	disgust	0.242
opponent	mohanyetsi	disgust	0.242
tariff	tariff	disgust	0.242
scrub	hlakola	disgust	0.242
resign	itokolla	disgust	0.234
prolong	e telele	disgust	0.234
backwardness	ho khutlela morao	disgust	0.234
reluctance	ho tsilatsila	disgust	0.234
questionable	e belaetsang	disgust	0.234
lagging	ho koala	disgust	0.234
unlucky	unlucky	disgust	0.234
misstatement	ho fosahetse	disgust	0.234
reversal	ho fetoha	disgust	0.227
disqualified	ba sa tšoanelehe	disgust	0.227
subsidy	thuso	disgust	0.227
ineffectual	ha e na thuso	disgust	0.227
fussy	fussy	disgust	0.227
unpopular	e sa rateheng	disgust	0.227
default	ka ho feletseng	disgust	0.227
intense	haholo	disgust	0.219
dame	Dame	disgust	0.219
evade	qoba	disgust	0.219
petroleum	petroleum	disgust	0.219
weight	boima ba 'mele	disgust	0.219
frowning	ho ferekanya	disgust	0.219
actionable	e sebetsang	disgust	0.211
tawny	tawny	disgust	0.211
donkey	esele	disgust	0.211
unhappy	ha u thabe	disgust	0.211
indifference	ho iphapanyetsa	disgust	0.203
rave	hlaba	disgust	0.203
birch	birch	disgust	0.203
hood	hood	disgust	0.203
desert	lehoatata	disgust	0.203
owing	ho lefa	disgust	0.203
gnome	e fokolang	disgust	0.203
awkwardness	ho sa tsotellehe	disgust	0.203
inconvenient	e sa thabiseng	disgust	0.203
dandy	dandy	disgust	0.203
speck	tekete	disgust	0.203
fleece	boea	disgust	0.195
howl	ho bokolla	disgust	0.195
monochrome	monochrome	disgust	0.195
airs	lifofane	disgust	0.195
gelatin	gelatin	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	boitšoaro	disgust	0.195
dabbling	ho qabana	disgust	0.195
celebrity	motho ea tummeng	disgust	0.188
avoid	qoba	disgust	0.188
stalemate	ho felloa ke matla	disgust	0.188
lush	e tsotehang	disgust	0.188
gent	khama	disgust	0.188
lesser	ho fokotseha	disgust	0.188
sunk	e tsitsitse	disgust	0.180
nose	nko	disgust	0.180
claimant	moemeli	disgust	0.180
laughable	laughable	disgust	0.180
possession	ho rua	disgust	0.180
larger	e kholoanyane	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	e bua ka molomo	disgust	0.164
thrift	bokhabane	disgust	0.164
pregnancy	ho ima	disgust	0.164
undoubted	ntle ho pelaelo	disgust	0.164
clamor	mohoo	disgust	0.156
misplace	beha sebakeng se fosahetseng	disgust	0.156
sentence	polelo	disgust	0.156
parrot	likokoanyana	disgust	0.156
obliging	e tlamehile	disgust	0.156
nameless	ho se na lebitso	disgust	0.148
bummer	ho omme	disgust	0.148
feeling	ho ikutloa	disgust	0.141
elf	elf	disgust	0.141
excellence	bokhabane	disgust	0.141
turn	etele	disgust	0.133
gray	ea bohlooho	disgust	0.133
asymmetry	asymmetry	disgust	0.133
clumsy	e fokolang	disgust	0.133
stall	setopo	disgust	0.133
bran	bran	disgust	0.125
finally	qetellong	disgust	0.125
lord	morena	disgust	0.125
boy	moshemane	disgust	0.117
cove	khaba	disgust	0.117
nurture	hōlisa	disgust	0.117
savor	monate	disgust	0.117
lemon	sirilamunu	disgust	0.109
winning	ho hlōla	disgust	0.109
powerful	matla	disgust	0.102
glitter	glitter	disgust	0.094
interior	ka hare	disgust	0.086
mind	kelello	disgust	0.086
treat	tšoara	disgust	0.078
interested	thahasello	disgust	0.078
abundance	ho hongata	disgust	0.078
honest	botšepehi	disgust	0.055
kite	kite	disgust	0.055
humble	boikokobetso	disgust	0.047
tree	sefate	disgust	0.039
torture	tlhokofatso	fear	0.984
terrorist	sekhukhuni	fear	0.972
horrific	e tšabehang	fear	0.969
terrorism	bokhukhuni	fear	0.969
terrorists	likhukhuni	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	bolaea	fear	0.962
homicidal	homicidal	fear	0.959
annihilate	felisa	fear	0.953
terror	tšabo	fear	0.953
murderer	'molai	fear	0.953
catastrophe	tlokotsi	fear	0.953
dying	shoa	fear	0.948
war	ntoa	fear	0.942
bombing	ho phatloha ha bomo	fear	0.938
bomb	bomo	fear	0.935
missiles	liqhomane	fear	0.934
horror	ho tšosa	fear	0.923
brutality	bokhopo	fear	0.922
bloodthirsty	tšollo ea mali	fear	0.922
terrorize	tšosa	fear	0.922
horrified	ho tšosoa	fear	0.922
murderous	ea bolaeang	fear	0.920
massacre	ho bolaea	fear	0.911
assassinate	bolaea	fear	0.906
horrifying	e tšosang	fear	0.906
fatality	ho bolaea	fear	0.906
murder	ho bolaea	fear	0.906
mutilation	ho koaloa	fear	0.906
terrifying	e tšosang	fear	0.906
devastation	ho senya	fear	0.906
holocaust	holo	fear	0.906
horrors	tse tšosang	fear	0.906
killing	bolaea	fear	0.906
demon	bademona	fear	0.906
terrified	tšohile	fear	0.906
suicidal	ho ipolaea	fear	0.898
kidnap	ho tlōla	fear	0.891
slaughter	polao	fear	0.891
assault	tlhaselo	fear	0.891
crucifixion	ho pholloa	fear	0.891
doomed	ho timetsoa	fear	0.888
poisoned	chefo	fear	0.886
suicide	ho ipolaea	fear	0.879
explosion	ho phatloha	fear	0.879
dismemberment	khethollo	fear	0.875
slaughtering	ho hlajoa	fear	0.875
disastrous	tlokotsi	fear	0.875
deadly	e bolaeang	fear	0.875
annihilation	ho timetsoa	fear	0.875
disaster	tlokotsi	fear	0.875
threatening	ho sokela	fear	0.875
suffocation	ho tepella	fear	0.875
assassin	mothetsi	fear	0.875
savagery	savagery	fear	0.875
rape	ho betoa	fear	0.870
hell	lihele	fear	0.860
anthrax	anthrax	fear	0.859
explosive	ho phatloha	fear	0.859
warfare	ntoa	fear	0.859
paralyzed	ba shoele litho	fear	0.859
molestation	ho hlekefetsoa	fear	0.859
homicide	ho ipolaea	fear	0.859
barbaric	e sehlōhō	fear	0.859
ihatespiders	NO TRANSLATION	fear	0.859
peril	kotsi	fear	0.859
demonic	bademona	fear	0.859
bloodshed	tšollo ea mali	fear	0.859
annihilated	felisoa	fear	0.859
attacking	ho hlasela	fear	0.859
dread	tšabo	fear	0.859
slaughterhouse	holo ea polao	fear	0.859
tragedy	tlokotsi	fear	0.859
guillotine	guillotine	fear	0.859
executioner	moahloli	fear	0.859
suffocating	ho fokola	fear	0.858
treachery	bolotsana	fear	0.856
fright	tšabo	fear	0.853
traumatic	ho tšoenyeha	fear	0.844
afraid	tšaba	fear	0.844
morgue	morgue	fear	0.844
drown	e khangoe ke metsi	fear	0.844
destroying	ho senya	fear	0.844
painful	bohloko	fear	0.844
frightened	ba tšohile	fear	0.844
monster	monster	fear	0.844
slayer	'molai	fear	0.844
abomination	e nyonyehang	fear	0.844
execution	ho bolaoa	fear	0.844
scariest	e tšabehang	fear	0.844
bombardment	ho phatloha ha libomo	fear	0.844
vengeance	phetetso	fear	0.844
panicked	ba tšohile	fear	0.844
frightening	e tšosang	fear	0.844
scare	tšosa	fear	0.844
apocalypse	apocalypse	fear	0.844
petrified	ho tšosoa	fear	0.844
death	lefu	fear	0.843
chaos	moferefere	fear	0.839
ghastly	ha ho joalo	fear	0.836
evil	bobe	fear	0.833
gunmen	banna ba lithunya	fear	0.828
fear	tšabo	fear	0.828
doom	kotlo	fear	0.828
intruder	moqapi	fear	0.828
cancer	kankere	fear	0.828
grenade	grenade	fear	0.828
assassination	ho bolaoa	fear	0.828
fatal	e bolaeang	fear	0.828
nightmare	bohloko bo bohloko	fear	0.828
explode	phatloha	fear	0.828
kidnapped	e hapuoe	fear	0.828
eradication	ho felisoa	fear	0.828
hellish	hellish	fear	0.828
paralyze	ho holofala	fear	0.828
trauma	tšitiso	fear	0.828
doomsday	doomsday	fear	0.828
violently	ka mabifi	fear	0.828
manslaughter	ho bolaea batho	fear	0.828
devil	Diabolose	fear	0.828
frighten	tšosa	fear	0.828
brutal	e sehlōhō	fear	0.828
morbidity	ho kula	fear	0.820
crippling	ea holofetseng	fear	0.817
savage	savage	fear	0.814
crushed	e sithabetseng	fear	0.812
violence	pefo	fear	0.812
heartattack	NO TRANSLATION	fear	0.812
frightful	e tšosang	fear	0.812
suffering	mahlomola	fear	0.812
shooting	ho thunngoa	fear	0.812
earthquake	tšisinyeho ea lefatše	fear	0.812
destructive	tse senyang	fear	0.812
violent	e mabifi	fear	0.812
poisonous	e chefo	fear	0.812
quake	tšisinyeho ea lefatše	fear	0.812
damnation	damnation	fear	0.812
aggressor	mohatelli	fear	0.812
imprisoned	ho koalloa chankaneng	fear	0.811
hurricane	leholiotsoana	fear	0.811
exterminate	felisa	fear	0.810
fearing	ho tšaba	fear	0.808
hemorrhage	ho fokola ha mali	fear	0.807
lethal	lethal	fear	0.806
torment	tlhokofatso	fear	0.806
venom	maqeba	fear	0.804
claustrophobia	claustrophobia	fear	0.803
danger	Kotsi	fear	0.802
snakes	linoha	fear	0.802
exorcism	ho ba le boikemelo	fear	0.800
obliterated	e felisitsoeng	fear	0.800
robbery	ho tlatlapa	fear	0.800
terrifies	e tšosa	fear	0.798
cyanide	cyanide	fear	0.797
anxietyattack	NO TRANSLATION	fear	0.797
cruelty	sehlōhō	fear	0.797
monstrosity	monstrosity	fear	0.797
attack	tlhaselo	fear	0.797
extermination	ho felisoa	fear	0.797
biggestfear	NO TRANSLATION	fear	0.797
mortality	ho shoa	fear	0.797
destruction	timetso	fear	0.797
poison	chefo	fear	0.797
harmful	kotsi	fear	0.797
persecution	mahloriso	fear	0.797
bombers	libomo	fear	0.797
incurable	e sa phekoleheng	fear	0.797
hysteria	hysteria	fear	0.797
dreadfully	ka tšabo	fear	0.796
arson	mochopho	fear	0.794
devastate	senyeha	fear	0.792
tyrant	tyrant	fear	0.788
warcrimes	NO TRANSLATION	fear	0.785
perish	timela	fear	0.784
feared	ba tšaba	fear	0.782
maniac	maniac	fear	0.781
enslaved	e le makhoba	fear	0.781
rampage	ho senya	fear	0.781
screaming	ho hoeletsa	fear	0.781
venomous	ho tletse	fear	0.781
warlike	ntoa	fear	0.781
lifeless	e se nang bophelo	fear	0.781
bloody	mali	fear	0.781
freakingout	NO TRANSLATION	fear	0.781
snake	noha	fear	0.776
epidemic	seoa	fear	0.776
panicattack	NO TRANSLATION	fear	0.774
obliterate	felisa	fear	0.766
shipwreck	sekepe se soahlamana	fear	0.766
crisis	tlokotsi	fear	0.766
criminal	senokoane	fear	0.766
invade	hlasela	fear	0.766
riot	merusu	fear	0.766
fearful	e tšabehang	fear	0.766
reprisal	ho iphetetsa	fear	0.766
die	NO TRANSLATION	fear	0.766
invader	mohlaseli	fear	0.766
dangerously	ka kotsi	fear	0.766
tumor	hlahala	fear	0.766
ohshit	NO TRANSLATION	fear	0.766
violation	tlōlo ea molao	fear	0.766
inferno	inferno	fear	0.766
leprosy	lepera	fear	0.766
jihad	jihad	fear	0.766
scary	e tšosang	fear	0.766
hazardous	e kotsi	fear	0.766
detonate	hlakola	fear	0.766
claustrophobic	claustrophobic	fear	0.765
hyperventilating	ho hlekefetsa	fear	0.762
nightmares	litlokotsi	fear	0.759
ghostly	mofu	fear	0.754
destroyed	felisoa	fear	0.754
anarchy	merusu	fear	0.750
panic	tšoha	fear	0.750
dreadful	e tšabehang	fear	0.750
riotous	e tsosang takatso	fear	0.750
dangerous	kotsi	fear	0.750
projectiles	projectiles	fear	0.750
strangle	khaola	fear	0.750
hurricanes	maholiotsoana	fear	0.750
anarchist	anarchist	fear	0.750
mortuary	mortuary	fear	0.750
wrenching	ho fokotsa	fear	0.750
destroyer	mohatelli	fear	0.750
tyranny	khatello	fear	0.750
ptsd	ptsd	fear	0.750
hazard	kotsi	fear	0.750
tragedies	litlokotsi	fear	0.750
slavery	bokhoba	fear	0.750
treacherous	ba bolotsana	fear	0.750
cholera	k'holera	fear	0.750
imprisonment	ho koalloa teronkong	fear	0.750
agony	bohloko	fear	0.750
obliteration	ho felisoa	fear	0.750
accident	kotsi	fear	0.750
fears	tšabo	fear	0.750
anaconda	anaconda	fear	0.750
malignancy	ho bolaea	fear	0.742
cannibal	kannete	fear	0.740
bombard	bomoa	fear	0.740
abominable	e nyonyehang	fear	0.738
bomber	bomber	fear	0.734
diseased	ho kula	fear	0.734
gun	sethunya	fear	0.734
shoot	thunya	fear	0.734
horrible	e tšabehang	fear	0.734
missile	missile	fear	0.734
crash	ho oa	fear	0.734
beast	sebata	fear	0.734
tyrannical	bohatelli	fear	0.734
paralysis	ho holofala	fear	0.734
devilish	diabolose	fear	0.734
mutiny	e hlakileng	fear	0.734
misery	mahlomola	fear	0.734
shot	ho thunngoa	fear	0.734
depraved	e silafetseng	fear	0.734
gore	selemo	fear	0.734
scared	tšohile	fear	0.734
cursed	e rohakiloe	fear	0.734
threaten	sokela	fear	0.734
tornado	sefefo sa leholimo	fear	0.734
victimized	ba hlokofalitsoe	fear	0.734
hostage	hostage	fear	0.734
melee	melee	fear	0.734
hyperventilate	hanyenyane	fear	0.734
malignant	e kotsi	fear	0.734
dictatorship	ho busa	fear	0.734
mafia	mafia	fear	0.734
turmoil	moferefere	fear	0.733
combat	ntoa	fear	0.728
alligator	alligator	fear	0.727
ruin	tšenyo	fear	0.725
shooter	shooter	fear	0.722
contagious	e tšoaetsanoang	fear	0.720
miscarriage	ho senyeheloa ke mpa	fear	0.719
casualty	ho bolaoa	fear	0.719
fight	loana	fear	0.719
mortification	ho senyeha	fear	0.719
crime	tlōlo ea molao	fear	0.719
struggle	ntoa	fear	0.719
shock	tšoha	fear	0.719
seizure	ho tšoaroa	fear	0.719
lynch	lynch	fear	0.719
starvation	tlala	fear	0.719
harm	kotsi	fear	0.719
excruciating	e tsotehang	fear	0.719
phobia	Phobia	fear	0.719
desperation	ho tsieleha	fear	0.719
devastating	e senyang	fear	0.719
emergency	tšohanyetso	fear	0.719
scream	hoeletsa	fear	0.719
havoc	kotsi	fear	0.719
injured	ba lemetse	fear	0.719
carnage	ho bolaoa	fear	0.717
frantically	e ferekane	fear	0.717
standoff	setopo	fear	0.716
infestation	infestation	fear	0.716
soscary	soscary	fear	0.712
panicking	ho tšoha	fear	0.708
rupture	ho phatloha	fear	0.706
frantic	ho hloka botsitso	fear	0.705
horrid	ho tletse	fear	0.705
aggressive	e mabifi	fear	0.703
anguish	bohloko	fear	0.703
gash	sekhahla	fear	0.703
sos	NO TRANSLATION	fear	0.703
terminal	Theminale	fear	0.703
diabolical	diabolical	fear	0.703
sabotage	masapo	fear	0.703
hatred	lehloeo	fear	0.703
hysterical	e ts'oarehileng	fear	0.703
psychosis	psychosis	fear	0.703
carcinoma	carcinoma	fear	0.703
schizophrenia	schizophrenia	fear	0.703
agonizing	bohloko	fear	0.703
wrecked	e senyehile	fear	0.703
infectious	e tšoaetsanoang	fear	0.703
collapse	ho oa	fear	0.703
grisly	grisly	fear	0.703
prey	phofu	fear	0.703
witchcraft	boloi	fear	0.703
avalanche	li-avalanche	fear	0.703
neurotic	neurotic	fear	0.703
harrowing	ho senya	fear	0.703
fugitive	mophaphathehi	fear	0.703
arsenic	arsenic	fear	0.703
assailant	sehlaseli	fear	0.703
vendetta	vendetta	fear	0.703
dreaded	e tšohile	fear	0.703
upheaval	ho ferekana	fear	0.703
armed	ba hlometse	fear	0.703
cripple	ea holofetseng	fear	0.703
malevolent	e mabifi	fear	0.703
cobra	cobra	fear	0.703
freaked	e halefile	fear	0.703
burial	ho patoa	fear	0.703
deranged	ho ferekana	fear	0.703
plague	seoa	fear	0.703
forcibly	ho qobella	fear	0.700
abduction	ho nkuoa	fear	0.700
crocodile	koena	fear	0.700
offender	mofosi	fear	0.698
mayhem	mayhem	fear	0.690
alarm	alamo	fear	0.688
trepidation	ho tsuba	fear	0.688
brawl	moferefere	fear	0.688
beastly	liphoofolo	fear	0.688
oppression	khatello	fear	0.688
guerilla	NO TRANSLATION	fear	0.688
socialanxiety	NO TRANSLATION	fear	0.688
hopeless	ho hloka tšepo	fear	0.688
leukemia	leukemia	fear	0.688
agoraphobia	agoraphobia	fear	0.688
endanger	beha kotsing	fear	0.688
cadaver	cadaver	fear	0.688
hurt	utloisa bohloko	fear	0.688
paranoid	paranoid	fear	0.688
disease	maloetse	fear	0.688
contagion	tšoaetso	fear	0.688
cyclone	leholiotsoana	fear	0.688
blast	ho phatloha	fear	0.688
hostile	lehloeo	fear	0.688
shrapnel	shrapnel	fear	0.688
rabid	e bohale	fear	0.688
wounding	ho lematsa	fear	0.688
ambush	ba emetse	fear	0.688
gory	gory	fear	0.688
radiation	mahlaseli a kotsi	fear	0.688
banish	tlosa	fear	0.688
anarchism	anarchism	fear	0.688
gallows	e phunyeletsoeng	fear	0.686
coffin	lebokose	fear	0.684
madness	bohlanya	fear	0.675
spook	khaba	fear	0.673
fury	khalefo	fear	0.672
grim	e bohale	fear	0.672
trembling	ho thothomela	fear	0.672
gang	gang	fear	0.672
scarier	e tšabehang	fear	0.672
viper	nyopa	fear	0.672
sinister	sebe	fear	0.672
victim	sehlōhō	fear	0.672
crushing	ho senya	fear	0.672
hurting	ho utloisa bohloko	fear	0.672
atrocity	ho ferekana	fear	0.672
tarantula	tarantula	fear	0.672
nervouswreck	NO TRANSLATION	fear	0.672
vermin	likokoana-hloko	fear	0.672
thug	thug	fear	0.672
stab	hlaba	fear	0.672
awful	e mpe	fear	0.672
felon	felon	fear	0.672
militia	masole	fear	0.672
dungeon	chankana	fear	0.672
militants	bahlabani	fear	0.672
frankenstorm	NO TRANSLATION	fear	0.672
carcass	setopo	fear	0.672
freakedout	NO TRANSLATION	fear	0.672
