word	Sindhi-sd	emotion	emotion-intensity-score
possess	اھو آھي	anticipation	0.328
secular	سيڪيولر	anticipation	0.328
chastity	انصاف	anticipation	0.328
disposed	ذليل	anticipation	0.320
regularity	باقاعدي	anticipation	0.320
mediator	ثالث	anticipation	0.320
scrutinize	ڇڪڻ	anticipation	0.320
fancy	پسند	anticipation	0.320
immature	نااهل	anticipation	0.320
infanticide	ٻارڙي وارو	anticipation	0.320
heft	ست	anticipation	0.320
preservative	محافظ	anticipation	0.320
paddle	پيچل	anticipation	0.320
cove	ڦاٽ	anticipation	0.320
denying	انڪار ڪرڻ	anticipation	0.312
bugle	ٽڪر	anticipation	0.312
unpublished	اڻڄاتل	anticipation	0.312
analyst	تجزيهڪار	anticipation	0.312
grim	ڪريم	anticipation	0.312
church	چرچ	anticipation	0.312
priesthood	پادري	anticipation	0.305
mill	ملي	anticipation	0.305
judicial	عدليه	anticipation	0.305
broadside	ڄمايو	anticipation	0.305
tributary	ٽريول	anticipation	0.297
cap	ڪيپ	anticipation	0.297
thermocouple	thermocouple	anticipation	0.297
dismay	ختم ڪيو	anticipation	0.297
instructor	سکيا ڏيندڙ	anticipation	0.297
saliva	نوايو	anticipation	0.297
exhaustion	وڇائڻ	anticipation	0.297
bruise	مزيدار	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	بي گهر	anticipation	0.289
visor	ويزا	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	نيٽورڪ	anticipation	0.289
shackle	ڇڪيو	anticipation	0.289
addresses	ايڊريس	anticipation	0.289
noncompliance	غير ضروري	anticipation	0.289
cataract	مائيڊراڻ	anticipation	0.289
skewed	ڇڏيل	anticipation	0.281
astronomer	astronomer	anticipation	0.281
neighbor	پاڙيسري	anticipation	0.281
holiness	پاڪائي	anticipation	0.273
devil	شيطان	anticipation	0.273
cream	ڪريم	anticipation	0.273
picket	ٽڪيٽ	anticipation	0.273
latent	ويڪرائي	anticipation	0.273
immaturity	خرابيء سان	anticipation	0.273
sentence	سزا	anticipation	0.273
neighborhood	ڀرواري	anticipation	0.266
morals	اخلاقيات	anticipation	0.266
lull	چپ	anticipation	0.266
habitual	رهائش	anticipation	0.266
weight	وزن	anticipation	0.258
bye	خدا حافظ	anticipation	0.258
forearm	ٽرانسم	anticipation	0.250
clown	جوڙو	anticipation	0.250
organ	تنظيم	anticipation	0.250
quote	لفظ	anticipation	0.242
commonplace	عام طور تي	anticipation	0.242
dictatorship	آمريت	anticipation	0.234
board	بورڊ	anticipation	0.234
white	اڇو	anticipation	0.234
treadmill	ڇڪ	anticipation	0.234
rail	ريل	anticipation	0.234
sundial	سودي	anticipation	0.227
tree	وڻ	anticipation	0.227
paralysis	ٺهيل	anticipation	0.211
worm	کڙو	anticipation	0.203
organization	تنظيم	anticipation	0.203
cement	سيشن	anticipation	0.203
lagging	لڌل	anticipation	0.180
neutral	اڻ ڌريو	anticipation	0.148
cannibalism	ماڻهوء جو خيال آهي	disgust	0.953
mutilation	تڪليف	disgust	0.930
molestation	ٺهيل	disgust	0.914
incest	ڪوڙا	disgust	0.914
gonorrhea	گونورريا	disgust	0.906
rape	زنده	disgust	0.906
cannibal	ڪينجهر	disgust	0.898
rot	گھمندو	disgust	0.891
corpse	ڪور	disgust	0.883
massacre	قتل عام	disgust	0.883
excrement	خوشبو	disgust	0.883
slaughter	ذلت	disgust	0.875
barf	بار	disgust	0.875
slaughterhouse	ٻيلو گھر	disgust	0.867
rancid	رينڊڊ	disgust	0.859
sewerage	واجبي	disgust	0.859
incestuous	تڪڙو	disgust	0.859
filth	تاڪيد	disgust	0.859
bigot	چئي ڇڏيو	disgust	0.859
infestation	infestation	disgust	0.852
plague	ڄمايو	disgust	0.852
bloodthirsty	رتبو	disgust	0.852
holocaust	هالوڪسٽ	disgust	0.852
rotting	رهو	disgust	0.844
maggot	جادوگر	disgust	0.844
feces	مذاق	disgust	0.844
fecal	ڄاڻي ٿو	disgust	0.844
murder	قتل ڪيو	disgust	0.839
infanticide	ٻارڙي وارو	disgust	0.836
homicide	قتل	disgust	0.836
asshole	جيترو	disgust	0.836
enslaved	غلام بڻيو	disgust	0.836
gore	ٻيڙا	disgust	0.828
perverted	ختم ٿيو	disgust	0.828
torture	تشدد	disgust	0.828
slaughtering	قتل ڪيو	disgust	0.828
excretion	وحي	disgust	0.828
contaminate	معيشت	disgust	0.821
murderer	قاتل	disgust	0.820
gory	جوري	disgust	0.820
repugnant	ڳجهو	disgust	0.820
desecration	رعايت	disgust	0.820
grotesque	گونجو	disgust	0.820
revolting	بغاوت	disgust	0.820
diarrhoea	ڊراما	disgust	0.820
manure	مال	disgust	0.820
terrorist	دهشتگرد	disgust	0.820
shit	ڦاٽي	disgust	0.820
pervert	مٽايو	disgust	0.820
slavery	غلامي	disgust	0.812
faeces	ڪوڙ	disgust	0.812
sewer	پاڻي نيڪال	disgust	0.812
vomit	ومن	disgust	0.812
manslaughter	مئل	disgust	0.812
dismemberment	ختم ٿيڻ	disgust	0.812
cadaver	ڪيڊور	disgust	0.812
hemorrhage	همراهه	disgust	0.805
repulsive	تعاقب	disgust	0.805
perverse	خوفناڪ	disgust	0.805
filthy	گندي	disgust	0.797
sewage	گندگي	disgust	0.797
depravity	ذلت	disgust	0.797
diseased	بيماري	disgust	0.797
carcass	گاهه	disgust	0.795
decompose	چٽيو	disgust	0.789
vermin	ويرين	disgust	0.789
puke	پڪي	disgust	0.789
parasite	تقسيم ڪندڙ	disgust	0.789
horrific	خوفناڪ	disgust	0.789
gruesome	تمام سٺو	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	گهڙيل	disgust	0.789
murderous	مقتول	disgust	0.789
decayed	فيصلي ۾	disgust	0.789
herpes	هيڊس	disgust	0.789
slime	سڏي ٿو	disgust	0.781
flatulence	تڪليف	disgust	0.781
monstrosity	ننڍو	disgust	0.781
carnage	قتل عام	disgust	0.781
pestilence	ماتم	disgust	0.781
malaria	مليريا	disgust	0.781
crap	ڪفن	disgust	0.781
toxic	زهر	disgust	0.773
loathsome	ٿانو	disgust	0.773
insidious	اندريون	disgust	0.773
leprosy	ايسوسيئيشن	disgust	0.773
morgue	مزاج	disgust	0.773
pus	پيس	disgust	0.773
herpesvirus	هيپيسورورس	disgust	0.773
whore	وهنوار	disgust	0.766
cruel	ظلم	disgust	0.766
repugnance	تعصب	disgust	0.766
revulsion	تعصب	disgust	0.766
xenophobia	ايڪسپورٽ	disgust	0.766
regurgitation	ريگريشن	disgust	0.766
anthrax	anthrax	disgust	0.766
lynch	لين	disgust	0.766
dissection	ٿڪڻ	disgust	0.759
canker	ڪينال	disgust	0.758
cruelty	ظلم	disgust	0.758
perversion	جزو	disgust	0.758
evil	برائي	disgust	0.758
slum	ٻڏڻ	disgust	0.758
infectious	انفڪشن	disgust	0.758
mucous	گندو	disgust	0.758
phlegm	فلگيٽ	disgust	0.758
leeches	ليڪون	disgust	0.750
decomposition	نوڪري	disgust	0.750
sinister	منشي	disgust	0.750
corrupting	خراب ٿيڻ	disgust	0.750
demon	ڀڄڻ	disgust	0.742
stinking	هلاڻ	disgust	0.742
septic	صفت	disgust	0.742
deranged	ويران	disgust	0.742
bile	ٿلهو	disgust	0.742
soiled	مٺو آهي	disgust	0.742
mucus	ڪڪڙ	disgust	0.742
abhorrence	ابوبڪر	disgust	0.742
abomination	نفرت	disgust	0.742
sickening	بيمارين	disgust	0.742
demonic	شديد	disgust	0.742
foul	فلاڻي	disgust	0.734
obese	ڌڪ	disgust	0.734
sicken	بيمارين	disgust	0.734
degeneracy	تخليق	disgust	0.734
crucifixion	بدمعاشي	disgust	0.734
despicable	نااهل	disgust	0.734
cancer	سرطان	disgust	0.734
atrocity	ظلم	disgust	0.734
terrorism	دهشتگردي	disgust	0.734
dirty	گندو	disgust	0.727
dysentery	ڊزائنري	disgust	0.727
adultery	زنا	disgust	0.727
contamination	زهر	disgust	0.727
bacterium	بيڪٽيئر	disgust	0.727
diabolical	ڊاڪٽريٽو	disgust	0.727
morbidity	زهرت	disgust	0.727
grisly	خفيه طور تي	disgust	0.727
repulsion	تعاقب	disgust	0.727
enema	اينيما	disgust	0.727
contagion	سانحو	disgust	0.719
disfigured	ويڙهاڪ	disgust	0.719
muck	بڪ	disgust	0.719
lewd	اڀري	disgust	0.719
garbage	ڪچري	disgust	0.719
autopsy	خودڪار	disgust	0.719
bowels	ڪفن	disgust	0.719
gross	مجموعي	disgust	0.719
vulgar	گمراهي	disgust	0.719
barbaric	سوز	disgust	0.719
disgust	نفرت	disgust	0.719
vicious	مزيدار	disgust	0.719
entrails	ايراضي	disgust	0.719
deterioration	خرابي	disgust	0.719
pungent	ڦڦڙو	disgust	0.719
bloodshed	خونريزي	disgust	0.714
violent	تشدد	disgust	0.711
tyrant	ظالم	disgust	0.711
poisoned	زهر آهي	disgust	0.711
pollute	گراهڪ	disgust	0.711
wretched	ويران	disgust	0.711
nausea	نڪتو	disgust	0.711
mortification	نوٽيفڪيشن	disgust	0.711
gag	گيگا	disgust	0.711
vulgarity	ٻرندڙ	disgust	0.703
disgusting	بيزار ٿي پئي	disgust	0.703
grope	ڪجه	disgust	0.703
slut	slut	disgust	0.703
poisoning	زهر آهي	disgust	0.703
depraved	وهنوار	disgust	0.703
noxious	حيران نه ٿيو	disgust	0.703
porn	فحش	disgust	0.703
nasty	گندو	disgust	0.703
slimy	پتلي	disgust	0.703
despotism	ناپسنديده	disgust	0.703
nauseate	نڪتو	disgust	0.703
secretion	آفت	disgust	0.703
constipation	تڪليف	disgust	0.703
hateful	نفرت مند آهي	disgust	0.703
grime	گرام	disgust	0.703
measles	ماپ	disgust	0.696
contagious	متضاد آهي	disgust	0.695
hellish	سهڻ	disgust	0.695
waste	گهرو	disgust	0.695
suicidal	واسي	disgust	0.695
abuse	غلطي	disgust	0.695
hate	نفرت آهي	disgust	0.695
wretch	وڇاڻو	disgust	0.695
intestinal	گھڻي	disgust	0.695
wart	هاربل	disgust	0.695
obesity	تڪليف	disgust	0.695
scum	اسڪيم	disgust	0.695
contaminated	زهر	disgust	0.688
disease	مرض	disgust	0.688
rabid	اڀريو	disgust	0.688
ooze	اجايو	disgust	0.688
treason	غداري	disgust	0.688
heartworm	دلگير	disgust	0.688
smut	تماڪ	disgust	0.688
cholera	کلورا	disgust	0.680
deformed	کليل	disgust	0.680
detest	سڃاڻي ٿو	disgust	0.680
bestial	بهترين	disgust	0.680
sickness	بيمار	disgust	0.680
antichrist	مقتول	disgust	0.680
abhorrent	حيرت انگيز	disgust	0.680
soulless	صلح	disgust	0.680
freakish	آزادي	disgust	0.680
grimy	خامين	disgust	0.680
hatred	نفرت	disgust	0.680
pollution	آلودگي	disgust	0.680
germ	سمورو	disgust	0.680
abominate	ڦيٽو	disgust	0.680
hell	دوزخ	disgust	0.680
dilapidated	زهرون	disgust	0.672
dictatorship	آمريت	disgust	0.672
inhuman	غير انساني	disgust	0.672
greasy	تڪليف	disgust	0.672
hideous	لڪل	disgust	0.672
loathful	نڀاڳو	disgust	0.672
obscene	غير جانبدار	disgust	0.672
loathing	ويٺو	disgust	0.672
cess	ڪريس	disgust	0.670
devil	شيطان	disgust	0.664
heretic	جانياتي	disgust	0.664
nauseous	نڪتو	disgust	0.664
abominable	ڦوٽو آهي	disgust	0.664
deformity	اختياري	disgust	0.664
deadly	مقتول	disgust	0.664
swine	سوئر	disgust	0.664
discrimination	امتياز	disgust	0.664
masochism	ماسڪوزم	disgust	0.664
poisonous	زهريلو	disgust	0.656
prejudiced	تعصب ڪيو	disgust	0.656
bacteria	بيڪٽيريا	disgust	0.656
death	موت	disgust	0.656
poison	زهر آهي	disgust	0.656
trash	تباهي	disgust	0.656
abortion	بدنام	disgust	0.656
corruption	ڪرپشن	disgust	0.656
victimized	مقتول	disgust	0.656
oppression	ظلم	disgust	0.656
goo	goo	disgust	0.656
latrines	ويڪرائيز	disgust	0.656
horror	افسوس	disgust	0.656
horrible	چڱيء طرح	disgust	0.656
nefarious	بيوقوف	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	ويندڙ	disgust	0.648
outhouse	خانداني	disgust	0.648
horrid	افسوس	disgust	0.648
detestation	تاليف	disgust	0.648
sludge	ٻاجهه	disgust	0.648
ugly	بدصورت	disgust	0.648
trashy	ڦاٽل	disgust	0.648
bitch	ڪچڙو	disgust	0.648
immoral	غيرتمند	disgust	0.648
malfeasance	غلط آهي	disgust	0.641
spew	سپو	disgust	0.641
pimple	پوڻ	disgust	0.641
indecency	تڪليف	disgust	0.641
unsightly	سمجھو	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	ڦٽي	disgust	0.641
cystic	سيسٽڪ	disgust	0.641
horrifying	خوفناڪ	disgust	0.641
derogatory	ناپسنديده	disgust	0.641
laxative	لاجائز	disgust	0.641
criminality	ڏوھاري	disgust	0.641
oppressive	ظالم	disgust	0.633
sinful	گناهه آهي	disgust	0.633
bigoted	عظيم	disgust	0.633
doomsday	وقت جو ڏينهن	disgust	0.633
prostitution	زنده	disgust	0.633
ulcer	السر	disgust	0.633
secrete	ٻيو حصو	disgust	0.633
perpetrator	مجرم	disgust	0.633
rat	چوٿون	disgust	0.633
queasy	قطار	disgust	0.633
mildew	نوڪري	disgust	0.633
dastardly	خفيه طور تي	disgust	0.625
disgraceful	خوار ڪندڙ	disgust	0.625
ghastly	بندو	disgust	0.625
persecution	زنده	disgust	0.625
devilish	شيطان	disgust	0.625
degrading	مناجل	disgust	0.625
obscenity	غيرقانوني	disgust	0.625
fungus	فنگس	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ڦٽو	disgust	0.625
stools	اسٽول	disgust	0.625
suffering	مصيبت	disgust	0.625
contemptible	سمجھو	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	تڪڙ ٿيو	disgust	0.625
aghast	هڪ	disgust	0.625
betrayal	وفاداري	disgust	0.617
guillotine	گليٽائن	disgust	0.617
infect	انفيڪشن	disgust	0.617
spoil	نڀاڳو	disgust	0.617
tetanus	ٽينٽسس	disgust	0.617
fat	ٿڌو	disgust	0.617
louse	خوشبو	disgust	0.617
malicious	گندو	disgust	0.617
polygamy	ڪنڊو	disgust	0.617
crusty	ڪٽيل	disgust	0.617
atrocious	ظلم	disgust	0.617
deceit	دوکي	disgust	0.617
termite	مزيدار	disgust	0.617
loathe	مان سمجهان ٿو	disgust	0.617
wench	وهن	disgust	0.617
dying	مري ويو	disgust	0.617
sickly	بيمار	disgust	0.617
diaper	ڊڪر	disgust	0.617
strangle	اجنبي	disgust	0.617
drool	drool	disgust	0.609
slander	گندو	disgust	0.609
abhor	ابڙو	disgust	0.609
venomous	ڦاسي	disgust	0.609
brothel	سفارتي	disgust	0.609
ghetto	هوٽل	disgust	0.609
violently	ان جي ابتڙ	disgust	0.609
hostile	دشمن	disgust	0.609
sabotage	سبسڪر	disgust	0.609
deform	اختر	disgust	0.609
bleeding	ويندڙ	disgust	0.609
unwashed	بيدل	disgust	0.602
lunacy	خوشگوار	disgust	0.602
imprisonment	قيد	disgust	0.602
infidel	غيرت	disgust	0.602
deprivation	محروميت	disgust	0.602
traitor	غدار	disgust	0.602
ugliness	بدانتظامي	disgust	0.602
musty	مستند	disgust	0.602
illicit	غير قانوني	disgust	0.602
swampy	دلدل	disgust	0.602
poaching	مشغول	disgust	0.602
hag	شڪار	disgust	0.602
butcher	ڪاسائي	disgust	0.594
lunatic	شعر	disgust	0.594
venom	زهري	disgust	0.594
repelling	سمجهڻ	disgust	0.594
thug	ڳاڙهو	disgust	0.594
misery	مصيبت	disgust	0.594
toilet	هوٽل	disgust	0.594
slug	گندو	disgust	0.594
catastrophe	آفت	disgust	0.594
epidemic	ايپيڊيم	disgust	0.594
gut	گٽ	disgust	0.594
intoxicated	جهڳڙو	disgust	0.594
blister	چمڪندڙ	disgust	0.594
deceitful	دوکي	disgust	0.594
hostility	ميزبان	disgust	0.594
queasiness	پريشاني	disgust	0.594
lurid	لالچ	disgust	0.594
sinner	گنهگار	disgust	0.594
incubus	انباکو	disgust	0.586
lavatory	سازش	disgust	0.586
harass	ڏڪڻ	disgust	0.586
unclean	ناحق	disgust	0.586
prostitute	طوفان	disgust	0.586
pornography	فحشون	disgust	0.586
dreadful	خوفناڪ	disgust	0.586
deteriorated	خراب ٿي وئي	disgust	0.586
appalling	اپيل	disgust	0.586
unfaithful	بي عزتي	disgust	0.578
rash	ريش	disgust	0.578
humiliating	خوشي ڪندڙ	disgust	0.578
ruinous	برباد	disgust	0.578
squeamish	خوبي	disgust	0.578
offensive	عڪاسي	disgust	0.578
conspirator	سازش	disgust	0.578
larceny	لالچ	disgust	0.578
debauchery	ٿڪ	disgust	0.578
mangle	ڄاڻي ٿو	disgust	0.578
flea	پسو	disgust	0.578
hypocrite	منافق	disgust	0.578
retard	رکو	disgust	0.578
fiend	ڪوڙا	disgust	0.578
sick	بيمار	disgust	0.578
quagmire	سمجهه	disgust	0.578
expulsion	نوڪري	disgust	0.578
treacherous	غدار	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	اسپٽ	disgust	0.570
devastating	تباهه ڪندڙ	disgust	0.570
bastard	غسل	disgust	0.570
messy	خراب آهي	disgust	0.570
flog	ڦڙا	disgust	0.570
egregious	اجايو	disgust	0.570
swamp	دلدل	disgust	0.570
oppress	ظلم	disgust	0.570
despise	ناراض	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	سيپ	disgust	0.570
snake	نانگ	disgust	0.562
terrible	ڀيانڪ	disgust	0.562
awful	خوفناڪ	disgust	0.562
harmful	نقصانڪار	disgust	0.562
insanity	لياقت	disgust	0.562
indecent	اڻ پڙهيل	disgust	0.562
sordid	ڳاڙهو	disgust	0.562
loo	لو	disgust	0.562
scoundrel	گنجائش	disgust	0.562
enemy	دشمن	disgust	0.562
stealing	چور	disgust	0.562
alcoholism	شراب	disgust	0.562
humiliation	ذلت	disgust	0.562
ruthless	ويهه	disgust	0.562
sloppy	نوشي	disgust	0.562
