word	Marathi-mr	emotion	emotion-intensity-score
reconstruction	पुनर्रचना	anticipation	0.438
tickle	गुदगुल्या	anticipation	0.438
faith	विश्वास	anticipation	0.438
passenger	प्रवासी	anticipation	0.438
saint	संत	anticipation	0.438
respect	आदर	anticipation	0.438
rabid	पाशवी	anticipation	0.438
reconstruct	पुनर्रचना	anticipation	0.438
recombination	पुनर्संकन	anticipation	0.438
devout	धर्माभिमानी	anticipation	0.438
goodness	चांगुलपणा	anticipation	0.438
angel	देवदूत	anticipation	0.438
ferment	आंबणे	anticipation	0.438
plea	विनवणी	anticipation	0.438
aloha	अलोहा	anticipation	0.438
serial	अनुक्रमिक	anticipation	0.438
conservation	संवर्धन	anticipation	0.438
serenity	शांतता	anticipation	0.430
tabulate	टॅब्लेट करा	anticipation	0.430
install	स्थापित करा	anticipation	0.430
labyrinth	घोटाळ्याचा चक्रव्यूह	anticipation	0.430
venerable	आदरणीय	anticipation	0.430
perpetuate	चिरस्थायी	anticipation	0.430
strategist	रणनीतिकज्ञ	anticipation	0.430
unverified	असत्यापित	anticipation	0.430
tribunal	न्यायाधिकरण	anticipation	0.430
charitable	धर्मादाय	anticipation	0.430
luscious	स्वादिष्ट	anticipation	0.430
spa	स्पा	anticipation	0.430
peace	शांतता	anticipation	0.430
clap	ताठ	anticipation	0.430
conspirator	कट रचणारा	anticipation	0.422
forestall	अगोदरच बांधणे	anticipation	0.422
patience	संयम	anticipation	0.422
oasis	नीरस	anticipation	0.422
grin	गारगोटी	anticipation	0.422
revere	आदर बाळगणे	anticipation	0.422
worship	उपासना	anticipation	0.422
vista	विस्ता	anticipation	0.422
laughter	हशा	anticipation	0.422
volatility	अस्थिरता	anticipation	0.422
adrift	मुक्तपणे	anticipation	0.422
candid	स्पष्ट	anticipation	0.422
edification	सुधारणा	anticipation	0.422
unresolved	न सोडलेले	anticipation	0.422
peaceful	शांततापूर्ण	anticipation	0.422
recognizable	ओळखण्याजोगा	anticipation	0.422
calls	कॉल	anticipation	0.414
weigh	वजन करणे	anticipation	0.414
probation	उमेदवारी	anticipation	0.414
proficiency	प्राविण्य	anticipation	0.414
morn	सकाळ	anticipation	0.414
craps	क्रेप्स	anticipation	0.414
detainee	बंडखोर	anticipation	0.414
mediate	मध्यस्थी	anticipation	0.414
continue	सुरू	anticipation	0.414
astrologer	ज्योतिषी	anticipation	0.414
punctual	वक्तशीर	anticipation	0.414
ordination	समन्वय	anticipation	0.414
pretty	सुंदर	anticipation	0.414
thought	विचार	anticipation	0.414
grant	अनुदान	anticipation	0.414
withstand	प्रतिकार करा	anticipation	0.414
frisky	कुरळे करणे	anticipation	0.414
ongoing	चालू आहे	anticipation	0.414
sing	गाणे	anticipation	0.411
long	लांब	anticipation	0.406
confession	कबुली	anticipation	0.406
headlight	हेडलाइट	anticipation	0.406
prophylactic	रोगप्रतिबंधक औषध किंवा उपाय	anticipation	0.406
mother	आई	anticipation	0.406
debenture	डिबेंचर	anticipation	0.406
wizard	विझार्ड	anticipation	0.406
university	विद्यापीठ	anticipation	0.406
proud	अ भी मा न	anticipation	0.406
midwife	सुदैवाने	anticipation	0.406
banquet	मेजवानी	anticipation	0.406
continuation	चालू ठेवा	anticipation	0.406
navigable	जलमार्ग	anticipation	0.406
punished	शिक्षा	anticipation	0.406
chicane	चिकन	anticipation	0.406
comfort	सोई	anticipation	0.406
opponent	प्रतिस्पर्धी	anticipation	0.406
subscribe	सदस्यता घ्या	anticipation	0.406
outdo	बाहेर जाणे	anticipation	0.406
nurture	शिक्षण	anticipation	0.406
twinkle	चमचमणे	anticipation	0.406
deal	करार	anticipation	0.402
efficient	कार्यक्षम	anticipation	0.398
representing	प्रतिनिधित्व	anticipation	0.398
simmer	उकळत असणे	anticipation	0.398
symphony	सिंफनी	anticipation	0.398
judiciary	न्यायपालिका	anticipation	0.398
obliging	बंधनकारक	anticipation	0.398
saintly	संतप्त	anticipation	0.398
vigil	दक्षता	anticipation	0.398
death	मृत्यू	anticipation	0.398
distracting	विचलित	anticipation	0.398
mortification	ताकद	anticipation	0.398
balm	मलम	anticipation	0.398
guillotine	गिलोटिन	anticipation	0.398
top	शीर्षस्थानी	anticipation	0.398
lettered	अक्षरांकित	anticipation	0.398
reliance	रिलायन्स	anticipation	0.398
poke	प्रहार करा	anticipation	0.391
unfulfilled	अपूर्ण	anticipation	0.391
assurance	आश्वासन	anticipation	0.391
condemnation	निषेध	anticipation	0.391
undoubted	निःसंशयित	anticipation	0.391
diplomacy	चतुराई	anticipation	0.391
familiarity	ओळख	anticipation	0.391
antidote	विषावरचा उतारा	anticipation	0.391
chuckle	मस्करी	anticipation	0.391
objective	उद्देश	anticipation	0.391
maternal	माता	anticipation	0.391
abeyance	स्थगिती	anticipation	0.391
art	कला	anticipation	0.391
linger	रेंगाळणे	anticipation	0.391
trust	विश्वास	anticipation	0.391
depraved	भ्रष्ट	anticipation	0.391
sanctify	पवित्र करा	anticipation	0.391
inoculation	रोगप्रतिबंधक लस टोचणे	anticipation	0.384
chant	गाणे	anticipation	0.383
banger	बॅन्जर	anticipation	0.383
playground	खेळाच्या मैदानाचीही	anticipation	0.383
failing	अपयश	anticipation	0.383
ship	जहाज	anticipation	0.383
hymn	भजन	anticipation	0.383
simplify	सोपी करा	anticipation	0.383
ram	रॅम	anticipation	0.383
labor	श्रम	anticipation	0.383
discretion	विवेक	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	चांगले	anticipation	0.383
scientist	शास्त्रज्ञ	anticipation	0.383
undecided	डळमळीत	anticipation	0.383
humanitarian	मानवतावादी	anticipation	0.383
depend	अवलंबून	anticipation	0.383
dutiful	कर्तव्यतत्पर	anticipation	0.383
clock	घड्याळ	anticipation	0.375
sterling	स्टर्लिंग	anticipation	0.375
mountain	डोंगर	anticipation	0.375
savor	सुगंध	anticipation	0.375
recurrent	आवर्ती	anticipation	0.375
interim	अंतरिम	anticipation	0.375
navigator	नेव्हिगेटर	anticipation	0.375
gradual	हळूहळू	anticipation	0.375
interminable	अनियंत्रित	anticipation	0.375
track	ट्रॅक	anticipation	0.375
public	सार्वजनिक	anticipation	0.375
cradle	पाळणा	anticipation	0.375
concealed	लपवून ठेवलेले	anticipation	0.367
lesson	धडा	anticipation	0.367
instructions	सूचना	anticipation	0.367
shiver	कातरणे	anticipation	0.367
musical	संगीत	anticipation	0.367
towering	भव्य	anticipation	0.367
whim	लहर	anticipation	0.367
spear	भाला	anticipation	0.367
convince	पटवणे	anticipation	0.367
sonar	सोनार	anticipation	0.367
abide	पालन ​​करा	anticipation	0.367
biennial	द्वैवार्षिक	anticipation	0.367
theology	वेदान्त	anticipation	0.359
offset	ऑफसेट	anticipation	0.359
atone	प्रायश्चित	anticipation	0.359
timidity	कडकपणा	anticipation	0.359
theory	सिद्धांत	anticipation	0.359
undying	अमर्याद	anticipation	0.359
plump	ढीग	anticipation	0.359
audience	प्रेक्षक	anticipation	0.357
nobility	सभ्यता	anticipation	0.352
paragon	उत्कृष्ट नमुना	anticipation	0.352
dietary	आहारातील	anticipation	0.352
closure	बंद	anticipation	0.352
store	स्टोअर	anticipation	0.352
localize	स्थानिकीकृत करा	anticipation	0.352
cramp	चुरसणे	anticipation	0.352
daily	दैनिक	anticipation	0.352
kindred	नातेवाईक	anticipation	0.352
farm	शेत	anticipation	0.352
edition	संस्करण	anticipation	0.352
consecration	अभिषेक	anticipation	0.352
archaeology	पुरातत्व शास्त्र	anticipation	0.344
mobile	मोबाईल	anticipation	0.344
errand	मार्ग	anticipation	0.344
wireless	वायरलेस	anticipation	0.344
mutable	अस्थिर	anticipation	0.344
meditate	चिंतन	anticipation	0.344
stripped	छे!	anticipation	0.344
lessen	कमी करणे	anticipation	0.336
unaccountable	अयोग्य	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	बंधू	anticipation	0.336
buddy	मित्र	anticipation	0.336
unbeaten	नाबाद	anticipation	0.336
germ	अंकुर	anticipation	0.336
dove	कबुतरासारखा	anticipation	0.328
digress	विषयांतर करणे	anticipation	0.328
ribbon	रिबन	anticipation	0.328
olfactory	घाणेंद्रियाचा	anticipation	0.328
patient	रुग्णाला	anticipation	0.328
council	परिषद	anticipation	0.328
possess	ताब्यात	anticipation	0.328
secular	धर्मनिरपेक्ष	anticipation	0.328
chastity	शुद्धता	anticipation	0.328
disposed	नियुक्त	anticipation	0.320
regularity	नियमितपणा	anticipation	0.320
mediator	मध्यस्थ	anticipation	0.320
scrutinize	छाननी करा	anticipation	0.320
fancy	फॅन्सी	anticipation	0.320
immature	अपरिपक्व	anticipation	0.320
infanticide	बालसंगोपन	anticipation	0.320
heft	मोठे	anticipation	0.320
preservative	संरक्षणात्मक	anticipation	0.320
paddle	इकडे तिकडे हात मरणे	anticipation	0.320
cove	लहान खाडी	anticipation	0.320
denying	नाकारणे	anticipation	0.312
bugle	बगले	anticipation	0.312
unpublished	अप्रकाशित	anticipation	0.312
analyst	विश्लेषक	anticipation	0.312
grim	गंभीर	anticipation	0.312
church	चर्च	anticipation	0.312
priesthood	याजकगण	anticipation	0.305
mill	मिल	anticipation	0.305
judicial	न्यायालयीन	anticipation	0.305
broadside	ब्रॉडसाइड	anticipation	0.305
