word	Vietnamese-vi	emotion	emotion-intensity-score
atrocious	gớm ghiếc	disgust	0.617
deceit	lừa dối	disgust	0.617
termite	mối mọt	disgust	0.617
loathe	không ưa	disgust	0.617
wench	đần độn	disgust	0.617
dying	chết	disgust	0.617
sickly	ốm yếu	disgust	0.617
diaper	tã lót	disgust	0.617
strangle	bóp nghẹt	disgust	0.617
drool	nước dãi	disgust	0.609
slander	vu khống	disgust	0.609
abhor	abhor	disgust	0.609
venomous	độc hại	disgust	0.609
brothel	nhà thổ	disgust	0.609
ghetto	khu ổ chuột	disgust	0.609
violently	dữ dội	disgust	0.609
hostile	Hostile	disgust	0.609
sabotage	phá hoại	disgust	0.609
deform	biến dạng	disgust	0.609
bleeding	sự chảy máu	disgust	0.609
unwashed	chưa rửa	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	sự bỏ tù	disgust	0.602
infidel	không tin	disgust	0.602
deprivation	sự thiếu thốn	disgust	0.602
traitor	kẻ phản bội	disgust	0.602
ugliness	sự xấu xa	disgust	0.602
musty	meo	disgust	0.602
illicit	bất hợp pháp	disgust	0.602
swampy	đầm lầy	disgust	0.602
poaching	săn trộm	disgust	0.602
hag	rậm rạp	disgust	0.602
butcher	người bán thịt	disgust	0.594
lunatic	lunatic	disgust	0.594
venom	nọc độc	disgust	0.594
repelling	đẩy lùi	disgust	0.594
thug	du côn	disgust	0.594
misery	đau khổ	disgust	0.594
toilet	phòng vệ sinh	disgust	0.594
slug	sên	disgust	0.594
catastrophe	tai biến	disgust	0.594
epidemic	dịch bệnh	disgust	0.594
gut	ruột	disgust	0.594
intoxicated	say	disgust	0.594
blister	vỉ	disgust	0.594
deceitful	lừa dối	disgust	0.594
hostility	thù địch	disgust	0.594
queasiness	sự buồn rầu	disgust	0.594
lurid	lurid	disgust	0.594
sinner	Người phạm tội	disgust	0.594
incubus	incubus	disgust	0.586
lavatory	nhà vệ sinh	disgust	0.586
harass	quấy rối	disgust	0.586
unclean	ô uế	disgust	0.586
prostitute	gái điếm	disgust	0.586
pornography	nội dung khiêu dâm	disgust	0.586
dreadful	ghê gớm	disgust	0.586
deteriorated	xấu đi	disgust	0.586
appalling	kinh khủng	disgust	0.586
unfaithful	không trung thành	disgust	0.578
rash	phát ban	disgust	0.578
humiliating	làm nhục	disgust	0.578
ruinous	hủy hoại	disgust	0.578
squeamish	nhút nhát	disgust	0.578
offensive	phản cảm	disgust	0.578
conspirator	âm mưu	disgust	0.578
larceny	ăn cắp	disgust	0.578
debauchery	suy nhược	disgust	0.578
mangle	NO TRANSLATION	disgust	0.578
flea	bọ chét	disgust	0.578
hypocrite	đạo đức giả	disgust	0.578
retard	làm chậm	disgust	0.578
fiend	bạn bè	disgust	0.578
sick	đau ốm	disgust	0.578
quagmire	quagmire	disgust	0.578
expulsion	trục xuất	disgust	0.578
treacherous	nguy hiểm	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	nhổ	disgust	0.570
devastating	tàn phá	disgust	0.570
bastard	đồ khốn	disgust	0.570
messy	lộn xộn	disgust	0.570
flog	flog	disgust	0.570
egregious	nghiêm trọng	disgust	0.570
swamp	đầm lầy	disgust	0.570
oppress	đàn áp	disgust	0.570
despise	khinh thường	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	con rắn	disgust	0.570
snake	con rắn	disgust	0.562
terrible	khủng khiếp	disgust	0.562
awful	kinh khủng	disgust	0.562
harmful	có hại	disgust	0.562
insanity	chứng điên cuồng	disgust	0.562
indecent	không đứng đắn	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	scoundrel	disgust	0.562
enemy	kẻ thù	disgust	0.562
stealing	ăn trộm	disgust	0.562
alcoholism	nghiện rượu	disgust	0.562
humiliation	sự sỉ nhục	disgust	0.562
ruthless	tàn nhẫn	disgust	0.562
sloppy	luộm thuộm	disgust	0.562
tyrannical	tàn bạo	disgust	0.562
harlot	harlot	disgust	0.562
sinning	sinning	disgust	0.562
robbery	cướp	disgust	0.555
insufferable	không thể chịu được	disgust	0.555
arsenic	asen	disgust	0.555
bloody	dính máu	disgust	0.555
odious	đáng ghét	disgust	0.555
ridicule	chế nhạo	disgust	0.555
atrophy	teo	disgust	0.555
beastly	dã thú	disgust	0.555
collusion	thông đồng	disgust	0.555
distaste	không ưa	disgust	0.555
segregate	tách biệt	disgust	0.555
discriminating	phân biệt đối xử	disgust	0.555
coward	nhát gan	disgust	0.555
wickedness	sự gian ác	disgust	0.555
threatening	đe doạ	disgust	0.555
unattractive	không hấp dẫn	disgust	0.555
slayer	slayer	disgust	0.555
flabby	nham hiểm	disgust	0.555
varicella	varicella	disgust	0.555
miserable	khổ sở	disgust	0.547
sty	chuồng ngựa	disgust	0.547
ogre	ogre	disgust	0.547
coercion	ép buộc	disgust	0.547
thief	tên trộm	disgust	0.547
slur	bùn	disgust	0.547
suffocating	nghẹt thở	disgust	0.547
anathema	thuốc anathema	disgust	0.547
purgatory	luyện ngục	disgust	0.547
malevolent	ác ý	disgust	0.547
bitterly	cay đắng	disgust	0.547
burglar	tên trộm	disgust	0.547
attacking	tấn công	disgust	0.547
vesicular	có mụn	disgust	0.547
condemnation	lên án	disgust	0.547
pillage	cướp bóc	disgust	0.547
deleterious	có hại	disgust	0.547
thrash	thrash	disgust	0.539
repellant	thuốc chống côn trùng	disgust	0.539
repudiation	sự từ bỏ	disgust	0.539
infidelity	không chung thủy	disgust	0.539
liar	người nói dối	disgust	0.539
fatty	béo	disgust	0.539
gob	gob	disgust	0.539
sneer	sneer	disgust	0.539
drunken	say rượu	disgust	0.539
disgrace	nhục nhã	disgust	0.539
shame	xấu hổ	disgust	0.539
jealous	ghen tuông	disgust	0.539
imprisoned	bị cầm tù	disgust	0.539
pig	con lợn	disgust	0.539
greedy	tham	disgust	0.539
sloth	lười biếng	disgust	0.539
lethal	gây chết người	disgust	0.536
burnt	cháy	disgust	0.531
aberration	quang sai	disgust	0.531
condescension	hạ mình	disgust	0.531
hydrocephalus	-viêm thủy động	disgust	0.531
hanging	treo	disgust	0.531
destructive	phá hoại	disgust	0.531
smuggler	người buôn lậu	disgust	0.531
intolerant	không dung nạp	disgust	0.531
travesty	sự quấy rối	disgust	0.531
intrusive	xâm phạm	disgust	0.531
ruined	hủy hoại	disgust	0.531
withered	héo	disgust	0.531
disintegrate	tan rã	disgust	0.531
brawl	brawl	disgust	0.531
blemish	nhược điểm	disgust	0.531
neurotic	loạn thần kinh	disgust	0.531
blasphemous	báng bổ	disgust	0.531
lying	nói dối	disgust	0.531
painful	đau đớn	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	thất vọng	disgust	0.523
mistress	tình nhân	disgust	0.523
disparaging	làm méo mó	disgust	0.523
rubbish	rác rưởi	disgust	0.523
derogation	sự xúc phạm	disgust	0.523
accusation	tố cáo	disgust	0.523
intolerance	không khoan dung	disgust	0.523
incarceration	giam giữ	disgust	0.523
blighted	bị thương	disgust	0.523
sump	bể chứa nước	disgust	0.516
deplorable	thương tâm	disgust	0.516
daemon	daemon	disgust	0.516
cringe	rìa	disgust	0.516
degrade	làm suy giảm	disgust	0.516
gutter	máng xối	disgust	0.516
rob	cướp	disgust	0.516
grim	nghiệt ngã	disgust	0.516
defraud	ăn gian	disgust	0.516
tortious	có hại	disgust	0.516
eradication	diệt trừ	disgust	0.516
stink	mùi hôi	disgust	0.516
convict	kết án	disgust	0.516
dishonor	không trung thành	disgust	0.516
vulture	con kên kên	disgust	0.516
remains	còn lại	disgust	0.516
mite	mite	disgust	0.516
betray	phản bội	disgust	0.516
sham	giả	disgust	0.509
endemic	đặc hữu	disgust	0.508
bombed	ném bom	disgust	0.508
distress	phiền muộn	disgust	0.508
pest	côn trùng	disgust	0.508
incurable	không thể chữa được	disgust	0.508
worthless	vô giá trị	disgust	0.508
rejection	sự từ chối	disgust	0.508
distasteful	phiền muộn	disgust	0.508
schizophrenia	tâm thần phân liệt	disgust	0.508
belittle	chê	disgust	0.508
smelling	ngửi	disgust	0.508
cheat	lừa đảo	disgust	0.508
blob	blob	disgust	0.508
prisoner	Tù nhân	disgust	0.508
idiocy	ngu xuẩn	disgust	0.508
delirium	mê sảng	disgust	0.508
disaster	thảm họa	disgust	0.508
crude	dầu thô	disgust	0.508
resentment	oán giận	disgust	0.508
dreadfully	kinh khủng	disgust	0.508
glut	glut	disgust	0.508
polemic	thuộc về chính trị	disgust	0.500
derision	sự cắt bỏ	disgust	0.500
idolatry	thần tượng	disgust	0.500
taboo	điều cấm kỵ	disgust	0.500
screaming	la hét	disgust	0.500
banish	trục xuất	disgust	0.500
dirt	bụi bẩn	disgust	0.500
goblin	yêu tinh	disgust	0.500
shackle	còng	disgust	0.500
bribery	hối lộ	disgust	0.500
flagrant	cờ bạc	disgust	0.500
jealousy	ghen tuông	disgust	0.500
impurity	tạp chất	disgust	0.500
theft	trộm cắp	disgust	0.500
bitterness	sự cay đắng	disgust	0.500
offense	xúc phạm	disgust	0.500
impeach	luận tội	disgust	0.500
blight	bị thương	disgust	0.500
duress	cưỡng bách	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	tham lam	disgust	0.500
tirade	NULL	disgust	0.500
squirm	vặn vẹo	disgust	0.492
robber	cướp	disgust	0.492
ill	bệnh	disgust	0.492
unconscionable	vô cảm	disgust	0.492
recession	suy thoái	disgust	0.492
gorge	hẻm núi	disgust	0.492
wreck	xác tàu	disgust	0.492
malign	hung tinh	disgust	0.492
boil	sôi lên	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	kẻ ngốc	disgust	0.492
disreputable	không thể chối cãi	disgust	0.492
wasteful	lãng phí	disgust	0.484
affliction	phiền não	disgust	0.484
stain	vết bẩn	disgust	0.484
contempt	khinh miệt	disgust	0.484
nappy	tánh vui vẻ	disgust	0.484
mutiny	sự thay đổi	disgust	0.484
occult	huyền bí	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	không chịu nổi	disgust	0.484
offender	người phạm tội	disgust	0.484
servile	phục vụ	disgust	0.484
contraband	lậu	disgust	0.484
raging	hoành hành	disgust	0.484
snarl	gầm gừ	disgust	0.484
mad	điên	disgust	0.484
subjugation	sự chinh phục	disgust	0.484
possessed	sở hữu	disgust	0.484
animosity	sự thù địch	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	phỉ báng	disgust	0.484
disrespectful	không tôn trọng	disgust	0.484
mess	lộn xộn	disgust	0.484
nepotism	chủ nghĩa giáo dục	disgust	0.484
inexcusable	không thể tha thứ	disgust	0.484
pathetic	thảm hại	disgust	0.477
unpleasant	khó chịu	disgust	0.477
suppression	sự đàn áp	disgust	0.477
mockery	sự nhạo báng	disgust	0.477
palsy	bại liệt	disgust	0.477
criminal	tội phạm	disgust	0.477
illegality	bất hợp pháp	disgust	0.477
uncaring	không khoan nhượng	disgust	0.477
antagonistic	phản đối	disgust	0.477
immorality	vô đạo đức	disgust	0.477
dismal	ảm đạm	disgust	0.477
angry	bực bội	disgust	0.469
repellent	thuốc đuổi	disgust	0.469
cough	ho	disgust	0.469
arrogant	kiêu ngạo	disgust	0.469
grating	ghê tai	disgust	0.469
aggravation	tình tiết tăng nặng	disgust	0.469
livid	sống động	disgust	0.469
banishment	sự trục xuất	disgust	0.469
shoddy	kém chất lượng	disgust	0.469
banshee	banshee	disgust	0.469
poverty	nghèo nàn	disgust	0.469
wallow	đắm mình	disgust	0.469
outrage	phẫn nộ	disgust	0.469
mocking	chế nhạo	disgust	0.469
furious	giận dữ	disgust	0.469
perspiration	mồ hôi	disgust	0.469
prick	đâm	disgust	0.461
recklessness	sự liều lĩnh	disgust	0.461
distorted	méo mó	disgust	0.461
fraudulent	gian lận	disgust	0.461
spider	con nhện	disgust	0.461
quack	lang băm	disgust	0.461
perdition	sự hư hỏng	disgust	0.461
muddy	lầy lội	disgust	0.461
spurious	giả mạo	disgust	0.461
insulting	xúc phạm	disgust	0.461
scar	vết sẹo	disgust	0.461
deceive	lừa dối	disgust	0.461
unjustifiable	không thể điều chỉnh được	disgust	0.461
fool	ngu xuẩn	disgust	0.461
deplore	deplore	disgust	0.461
plunder	cướp bóc	disgust	0.461
aphid	rệp	disgust	0.453
bane	tai ương	disgust	0.453
indignation	sự phẫn nộ	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	ích kỷ	disgust	0.453
disparage	sự phẫn nộ	disgust	0.453
cur	hay gây	disgust	0.453
dishonest	Không trung thực	disgust	0.453
stigma	kỳ thị	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	sự phản đối	disgust	0.453
alienate	xa lánh	disgust	0.453
disingenuous	bất lịch sự	disgust	0.453
elimination	loại bỏ	disgust	0.453
unthinkable	không thể tưởng tượng được	disgust	0.453
wasted	lãng phí	disgust	0.445
recalcitrant	ngoan cố	disgust	0.445
iniquity	sự gian ác	disgust	0.445
mosquito	muỗi	disgust	0.445
caries	sâu răng	disgust	0.445
bankruptcy	phá sản	disgust	0.445
egotistical	tự kỷ	disgust	0.445
piles	cọc	disgust	0.445
smell	mùi	disgust	0.445
vacuous	trống rỗng	disgust	0.445
despair	tuyệt vọng	disgust	0.445
opium	thuốc phiện	disgust	0.445
garish	sặc sỡ	disgust	0.445
lie	nói dối	disgust	0.445
pious	ngoan đạo	disgust	0.445
aversion	ác cảm	disgust	0.438
sticky	dính	disgust	0.438
scream	hét lên	disgust	0.438
alien	người ngoài hành tinh	disgust	0.438
shun	tránh xa	disgust	0.438
abnormal	khác thường	disgust	0.438
ashamed	hổ thẹn	disgust	0.438
inmate	tù nhân	disgust	0.438
abject	từ chối	disgust	0.438
hog	heo	disgust	0.438
hopelessness	vô vọng	disgust	0.438
homeless	Vô gia cư	disgust	0.438
obnoxious	đáng ghét	disgust	0.438
curse	nguyền rủa	disgust	0.430
creature	sinh vật	disgust	0.430
cursing	chửi rủa	disgust	0.430
illegal	bất hợp pháp	disgust	0.430
lusty	mạnh mẽ	disgust	0.430
shameless	không biết xấu hổ	disgust	0.430
debris	mảnh vụn	disgust	0.430
defiance	sự thách thức	disgust	0.430
pall	cái bạt	disgust	0.430
falsity	giả mạo	disgust	0.430
reflux	trào ngược	disgust	0.430
incredulous	không tin	disgust	0.430
adverse	bất lợi	disgust	0.430
trickery	sự lừa gạt	disgust	0.430
callous	sự nhẫn nại	disgust	0.430
separatist	người ly khai	disgust	0.430
undesirable	không mong muốn	disgust	0.430
denounce	tố cáo	disgust	0.430
witch	phù thủy	disgust	0.430
bum	bum	disgust	0.422
bovine	trâu bò	disgust	0.422
denunciation	tố cáo	disgust	0.422
untidy	lộn xộn	disgust	0.422
impure	không tinh khiết	disgust	0.422
mistrust	không tin tưởng	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	hung dữ	disgust	0.422
gush	phun ra	disgust	0.422
infantile	trẻ con	disgust	0.422
ammonia	amoniac	disgust	0.422
offend	xúc phạm	disgust	0.422
idiotic	ngu ngốc	disgust	0.422
hypertrophy	phì đại	disgust	0.422
nicotine	nicotine	disgust	0.422
tasteless	vô vị	disgust	0.422
pompous	đáng sợ	disgust	0.422
socialist	xã hội chủ nghĩa	disgust	0.422
delinquent	phạm tội	disgust	0.422
swarm	họp lại	disgust	0.422
contentious	gây tranh cãi	disgust	0.422
carelessness	sự bất cẩn	disgust	0.422
hairy	lông	disgust	0.422
wasting	lãng phí	disgust	0.422
slush	đỏ mặt	disgust	0.422
affront	phản đối	disgust	0.422
collapse	sự sụp đổ	disgust	0.422
badness	sự xấu xa	disgust	0.422
dishonesty	không trung thực	disgust	0.414
vegetative	thực vật	disgust	0.414
displacency	sự mất trật tự	disgust	0.414
unfavorable	không thuận lợi	disgust	0.414
disobey	không tuân theo	disgust	0.414
sour	chua	disgust	0.414
socialism	chủ nghĩa xã hội	disgust	0.414
murky	âm u	disgust	0.414
neglected	bị bỏ rơi	disgust	0.414
drivel	ổ đĩa	disgust	0.414
vampire	ma cà rồng	disgust	0.414
litigious	uy tín	disgust	0.414
illegitimate	bất hợp pháp	disgust	0.414
disgruntled	bất mãn	disgust	0.406
ignorant	dốt	disgust	0.406
outcast	bỏ bơ vơ	disgust	0.406
unkind	không tốt	disgust	0.406
repel	đẩy lùi	disgust	0.406
displeasure	không hài lòng	disgust	0.406
phony	giả mạo	disgust	0.406
shoplifting	ăn cắp đồ	disgust	0.406
dislike	không thích	disgust	0.406
unlawful	trái pháp luật	disgust	0.406
bogus	không có thật	disgust	0.406
discontinuity	gián đoạn	disgust	0.406
recidivism	tái phạm	disgust	0.406
ungrateful	vô ơn	disgust	0.406
wrongdoing	làm sai	disgust	0.406
falsify	làm sai lệch	disgust	0.406
prosecution	truy tố	disgust	0.406
failure	thất bại	disgust	0.398
loon	loon	disgust	0.398
lick	liếm	disgust	0.398
subvert	phá hoại	disgust	0.398
rigor	sự khắt khe	disgust	0.398
unruly	ngỗ nghịch	disgust	0.398
paucity	số lượng	disgust	0.398
unnatural	không tự nhiên	disgust	0.398
averse	ngược lại	disgust	0.398
senseless	vô tri	disgust	0.398
worsening	xấu đi	disgust	0.398
disdain	khinh bỉ	disgust	0.398
woe	khốn khổ	disgust	0.398
woefully	woefully	disgust	0.398
amphetamines	amphetamine	disgust	0.398
stingy	keo kiệt	disgust	0.398
crushing	nghiền nát	disgust	0.398
insult	xúc phạm	disgust	0.393
damage	hư hại	disgust	0.391
hardened	cứng lại	disgust	0.391
diatribe	diatribe	disgust	0.391
averseness	NO TRANSLATION	disgust	0.391
critter	critter	disgust	0.391
muff	người ngu ngốc	disgust	0.391
antisocial	chống đối xã hội	disgust	0.391
punishment	sự trừng phạt	disgust	0.391
bad	xấu	disgust	0.391
punished	bị phạt	disgust	0.391
disrelish	không thích	disgust	0.391
expel	trục xuất	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	bọ cạp	disgust	0.391
sacrifices	hy sinh	disgust	0.383
plagiarism	đạo văn	disgust	0.383
hypocritical	đạo đức giả	disgust	0.383
divorce	ly hôn	disgust	0.383
presumptuous	hờ hững	disgust	0.383
discord	bất hòa	disgust	0.383
