word	Icelandic-is	emotion	emotion-intensity-score
bitterness	biturð	disgust	0.500
offense	móðgun	disgust	0.500
impeach	impeach	disgust	0.500
blight	korndrepi	disgust	0.500
duress	þunglyndi	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	græðgi	disgust	0.500
tirade	tirade	disgust	0.500
squirm	squirm	disgust	0.492
robber	ræningi	disgust	0.492
ill	illa	disgust	0.492
unconscionable	ósigrandi	disgust	0.492
recession	kreppa	disgust	0.492
gorge	gorge	disgust	0.492
wreck	flak	disgust	0.492
malign	illkynja	disgust	0.492
boil	sjóða	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	hálfviti	disgust	0.492
disreputable	óviðunandi	disgust	0.492
wasteful	sóun	disgust	0.484
affliction	eymd	disgust	0.484
stain	blettur	disgust	0.484
contempt	fyrirlitning	disgust	0.484
nappy	nappy	disgust	0.484
mutiny	mútur	disgust	0.484
occult	dulspeki	disgust	0.484
tramp	tramp	disgust	0.484
unbearable	óþolandi	disgust	0.484
offender	brotamaður	disgust	0.484
servile	servile	disgust	0.484
contraband	smygl	disgust	0.484
raging	reiði	disgust	0.484
snarl	snarl	disgust	0.484
mad	vitlaus	disgust	0.484
subjugation	subjugation	disgust	0.484
possessed	átti	disgust	0.484
animosity	fjandskap	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	ærumeiðandi	disgust	0.484
disrespectful	disrespectful	disgust	0.484
mess	Drasl	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	inexcusable	disgust	0.484
pathetic	sorglegt	disgust	0.477
unpleasant	óþægilegt	disgust	0.477
suppression	bæling	disgust	0.477
mockery	háði	disgust	0.477
palsy	lömun	disgust	0.477
criminal	glæpamaður	disgust	0.477
illegality	ólögmæti	disgust	0.477
uncaring	uncaring	disgust	0.477
antagonistic	mótandi	disgust	0.477
immorality	siðleysi	disgust	0.477
dismal	dapurlegt	disgust	0.477
angry	reiður	disgust	0.469
repellent	repellent	disgust	0.469
cough	hósti	disgust	0.469
arrogant	hrokafullur	disgust	0.469
grating	grating	disgust	0.469
aggravation	versnun	disgust	0.469
livid	livid	disgust	0.469
banishment	bann	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	fátækt	disgust	0.469
wallow	wallow	disgust	0.469
outrage	outrage	disgust	0.469
mocking	mocking	disgust	0.469
furious	trylltur	disgust	0.469
perspiration	svita	disgust	0.469
prick	prick	disgust	0.461
recklessness	recklessness	disgust	0.461
distorted	brenglast	disgust	0.461
fraudulent	sviksamlega	disgust	0.461
spider	kónguló	disgust	0.461
quack	quack	disgust	0.461
perdition	fordition	disgust	0.461
muddy	muddy	disgust	0.461
spurious	spurious	disgust	0.461
insulting	móðgandi	disgust	0.461
scar	ör	disgust	0.461
deceive	blekkja	disgust	0.461
unjustifiable	óréttmætar	disgust	0.461
fool	heimskur	disgust	0.461
deplore	deplore	disgust	0.461
plunder	ræna	disgust	0.461
aphid	aphid	disgust	0.453
bane	bane	disgust	0.453
indignation	reiði	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	eigingirni	disgust	0.453
disparage	disparage	disgust	0.453
cur	cur	disgust	0.453
dishonest	óheiðarlegur	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	gegnheill	disgust	0.453
alienate	alienate	disgust	0.453
disingenuous	disingenuous	disgust	0.453
elimination	brotthvarf	disgust	0.453
unthinkable	óhugsandi	disgust	0.453
wasted	sóun	disgust	0.445
recalcitrant	recalcitrant	disgust	0.445
iniquity	misgjörð	disgust	0.445
mosquito	fluga	disgust	0.445
caries	karies	disgust	0.445
bankruptcy	gjaldþrot	disgust	0.445
egotistical	egotistical	disgust	0.445
piles	hrúgur	disgust	0.445
smell	lykt	disgust	0.445
vacuous	vacuous	disgust	0.445
despair	örvæntingu	disgust	0.445
opium	ópíum	disgust	0.445
garish	Garish	disgust	0.445
lie	ljúga	disgust	0.445
pious	frú	disgust	0.445
aversion	aversion	disgust	0.438
sticky	klístur	disgust	0.438
scream	öskra	disgust	0.438
alien	framandi	disgust	0.438
shun	shun	disgust	0.438
abnormal	óeðlilegt	disgust	0.438
ashamed	skammast sín	disgust	0.438
inmate	fangi	disgust	0.438
abject	abject	disgust	0.438
hog	göltur	disgust	0.438
hopelessness	vonleysi	disgust	0.438
homeless	heimilislaus	disgust	0.438
obnoxious	óþægilegur	disgust	0.438
curse	bölva	disgust	0.430
creature	veru	disgust	0.430
cursing	bölvun	disgust	0.430
illegal	ólöglegt	disgust	0.430
lusty	lusty	disgust	0.430
shameless	skömmlaus	disgust	0.430
debris	rusl	disgust	0.430
defiance	defiance	disgust	0.430
pall	pallur	disgust	0.430
falsity	falsity	disgust	0.430
reflux	bakflæði	disgust	0.430
incredulous	ótrúlegt	disgust	0.430
adverse	skaðleg	disgust	0.430
trickery	trickery	disgust	0.430
callous	kallaous	disgust	0.430
separatist	separatist	disgust	0.430
undesirable	óæskilegt	disgust	0.430
denounce	segja upp	disgust	0.430
witch	norn	disgust	0.430
bum	bum	disgust	0.422
bovine	nautgripi	disgust	0.422
denunciation	uppsögn	disgust	0.422
untidy	órólegur	disgust	0.422
impure	óhreint	disgust	0.422
mistrust	vantraust	disgust	0.422
tarnish	tarnish	disgust	0.422
ferocious	grimmur	disgust	0.422
gush	gush	disgust	0.422
infantile	ungbarna	disgust	0.422
ammonia	ammoníak	disgust	0.422
offend	móðga	disgust	0.422
idiotic	hálfviti	disgust	0.422
hypertrophy	háþrýstingur	disgust	0.422
nicotine	nikótín	disgust	0.422
tasteless	bragðlaus	disgust	0.422
pompous	pompous	disgust	0.422
socialist	sósíalista	disgust	0.422
delinquent	slæmt	disgust	0.422
swarm	kvik	disgust	0.422
contentious	umdeild	disgust	0.422
carelessness	kæruleysi	disgust	0.422
hairy	loðinn	disgust	0.422
wasting	eyða	disgust	0.422
slush	slush	disgust	0.422
affront	affront	disgust	0.422
collapse	hrynja	disgust	0.422
badness	illa	disgust	0.422
dishonesty	óheiðarleiki	disgust	0.414
vegetative	grænmetisæta	disgust	0.414
displacency	displacency	disgust	0.414
unfavorable	óhagstæð	disgust	0.414
disobey	óhlýðnast	disgust	0.414
sour	súr	disgust	0.414
socialism	sósíalisma	disgust	0.414
murky	dimmur	disgust	0.414
neglected	vanrækt	disgust	0.414
drivel	drivel	disgust	0.414
vampire	vampíru	disgust	0.414
litigious	litigious	disgust	0.414
illegitimate	óviðurkenndur	disgust	0.414
disgruntled	óánægður	disgust	0.406
ignorant	ókunnugt	disgust	0.406
outcast	útrýmt	disgust	0.406
unkind	unkind	disgust	0.406
repel	hrinda af stað	disgust	0.406
displeasure	óánægju	disgust	0.406
phony	phony	disgust	0.406
shoplifting	shoplifting	disgust	0.406
dislike	mislíkar	disgust	0.406
unlawful	ólöglegt	disgust	0.406
bogus	svikinn	disgust	0.406
discontinuity	afbrot	disgust	0.406
recidivism	recidivism	disgust	0.406
ungrateful	óþolandi	disgust	0.406
wrongdoing	misgjörð	disgust	0.406
falsify	falsa	disgust	0.406
prosecution	saksókn	disgust	0.406
failure	bilun	disgust	0.398
loon	laun	disgust	0.398
lick	sleikja	disgust	0.398
subvert	subvert	disgust	0.398
rigor	strangur	disgust	0.398
unruly	órólegur	disgust	0.398
paucity	paucity	disgust	0.398
unnatural	óeðlilegt	disgust	0.398
averse	averse	disgust	0.398
senseless	skynsamlegt	disgust	0.398
worsening	versnun	disgust	0.398
disdain	fyrirlitning	disgust	0.398
woe	vei	disgust	0.398
woefully	jákvætt	disgust	0.398
amphetamines	amfetamín	disgust	0.398
stingy	göfugt	disgust	0.398
crushing	alger	disgust	0.398
insult	móðgun	disgust	0.393
damage	tjón	disgust	0.391
hardened	hert	disgust	0.391
diatribe	skýringarmynd	disgust	0.391
averseness	averseness	disgust	0.391
critter	critter	disgust	0.391
muff	muff	disgust	0.391
antisocial	andfélagsleg	disgust	0.391
punishment	refsing	disgust	0.391
bad	slæmt	disgust	0.391
punished	refsað	disgust	0.391
disrelish	disrelish	disgust	0.391
expel	útrýma	disgust	0.391
farcical	farcical	disgust	0.391
scorpion	Sporðdrekinn	disgust	0.391
sacrifices	fórnir	disgust	0.383
plagiarism	ritstuldur	disgust	0.383
hypocritical	hræsni	disgust	0.383
divorce	skilnaður	disgust	0.383
presumptuous	fyrirlítið	disgust	0.383
discord	discord	disgust	0.383
fugitive	flóttamaður	disgust	0.383
fulsome	fulsome	disgust	0.383
shabby	shabby	disgust	0.383
orc	orc	disgust	0.383
adder	adder	disgust	0.383
anaconda	anaconda	disgust	0.383
surly	surly	disgust	0.383
irrational	óræð	disgust	0.383
disappoint	vonbrigði	disgust	0.383
illiterate	ólæsi	disgust	0.383
lament	harmakvein	disgust	0.383
eviction	eviction	disgust	0.383
teeming	teeming	disgust	0.383
guilt	sektarkennd	disgust	0.383
misconduct	misferli	disgust	0.375
blame	kenna	disgust	0.375
alienation	sölu	disgust	0.375
depressing	niðurdrepandi	disgust	0.375
irritating	ertandi	disgust	0.375
plight	ástandið	disgust	0.375
unworthy	óverðug	disgust	0.375
dislocated	dislocated	disgust	0.375
scoff	scoff	disgust	0.375
irritation	erting	disgust	0.375
defective	gallaður	disgust	0.375
shock	áfall	disgust	0.375
hoax	hósti	disgust	0.367
coerce	samvinna	disgust	0.367
revoke	afturkalla	disgust	0.367
stripped	fjarlægt	disgust	0.367
exclusion	útilokun	disgust	0.367
blatant	blatant	disgust	0.367
disillusionment	disillusionment	disgust	0.367
squelch	squelch	disgust	0.367
unhealthy	óhollt	disgust	0.367
toad	padda	disgust	0.367
wimpy	Wimpy	disgust	0.367
pitfall	pitfall	disgust	0.367
vainly	til einskis	disgust	0.367
powerless	máttleysi	disgust	0.367
cad	cad	disgust	0.367
hurtful	sársaukafullt	disgust	0.367
shuddering	shuddering	disgust	0.367
wimp	wimp	disgust	0.367
oddity	oddity	disgust	0.359
rebellion	uppreisn	disgust	0.359
incompatible	ósamrýmanleg	disgust	0.359
ineptitude	vanhæfni	disgust	0.359
dispose	farga	disgust	0.359
disobedience	óhlýðni	disgust	0.359
damn	fjandinn	disgust	0.359
bug	galla	disgust	0.359
deserted	yfirgefin	disgust	0.359
litigate	málsmeðferð	disgust	0.352
ridiculous	fáránlegt	disgust	0.352
compost	rotmassa	disgust	0.352
obi	obi	disgust	0.352
untoward	ótrúlegt	disgust	0.352
censor	ritskoða	disgust	0.352
uncertain	óviss	disgust	0.352
lawyer	lögfræðingur	disgust	0.352
flinch	flinch	disgust	0.352
flesh	hold	disgust	0.352
crushed	mulið	disgust	0.352
displeased	óánægður	disgust	0.352
inept	óviturlegur	disgust	0.352
wrongful	óréttmætar	disgust	0.352
cutting	klippa	disgust	0.352
fierce	grimmur	disgust	0.352
misbehavior	misbehavior	disgust	0.352
frustrate	trufla	disgust	0.352
dismissal	uppsögn	disgust	0.352
disapprove	hafna	disgust	0.344
depreciate	lækka	disgust	0.344
tearful	tárfullur	disgust	0.344
thoughtless	hugslaus	disgust	0.336
unsettled	óbyggð	disgust	0.336
lumpy	klumpur	disgust	0.336
discoloration	aflitun	disgust	0.336
blunder	blunder	disgust	0.336
disinclination	frávik	disgust	0.336
distrust	vantraust	disgust	0.336
annoy	ónáða	disgust	0.336
lawsuit	málsókn	disgust	0.336
discontent	óánægju	disgust	0.336
grumble	grumble	disgust	0.336
exigent	NO TRANSLATION	disgust	0.336
daft	daft	disgust	0.336
heartsick	heartick	disgust	0.336
disliked	mislíkaði það	disgust	0.336
bickering	bickering	disgust	0.336
disallowed	óheimilt	disgust	0.336
unmanageable	óviðráðanleg	disgust	0.328
hydrophobia	vatnsfælni	disgust	0.328
unsatisfactory	ófullnægjandi	disgust	0.328
whine	whine	disgust	0.328
exasperation	exasperation	disgust	0.328
instability	óstöðugleiki	disgust	0.328
provoking	vekja	disgust	0.328
disappointed	vonsvikinn	disgust	0.328
inhibit	hamla	disgust	0.328
sly	sly	disgust	0.328
grievance	grievance	disgust	0.328
materialist	efnisfræðingur	disgust	0.328
excluded	útilokaðir	disgust	0.328
cacophony	cacophony	disgust	0.328
misleading	villandi	disgust	0.321
disclaim	afneita	disgust	0.320
rags	tuskur	disgust	0.320
soot	sót	disgust	0.320
disservice	disservice	disgust	0.320
unequal	ójöfn	disgust	0.320
humbug	humbug	disgust	0.320
reproach	ásakanir	disgust	0.320
confined	bundin	disgust	0.320
disapproving	afneita	disgust	0.320
annoyance	gremja	disgust	0.320
mishap	óhapp	disgust	0.320
groan	stúlka	disgust	0.320
soil	jarðvegur	disgust	0.312
depreciated	afskrifuð	disgust	0.312
disincline	disincline	disgust	0.312
inappropriate	óviðeigandi	disgust	0.312
inconsiderate	óhugsandi	disgust	0.312
burke	burke	disgust	0.312
overpriced	overpriced	disgust	0.312
sneeze	hnerra	disgust	0.312
stomach	maga	disgust	0.312
criticize	gagnrýna	disgust	0.312
theism	trúleysi	disgust	0.312
disparity	misræmi	disgust	0.305
gall	gall	disgust	0.305
latent	latent	disgust	0.305
grumpy	hrokafullur	disgust	0.305
bang	Bang	disgust	0.305
inadmissible	óheimilt	disgust	0.305
unfriendly	óvingjarnlegur	disgust	0.305
shack	shack	disgust	0.305
disliking	mislíkar	disgust	0.305
unaccountable	unaccountable	disgust	0.305
coop	coop	disgust	0.304
scold	scold	disgust	0.297
growling	growling	disgust	0.297
lonely	einmana	disgust	0.297
delay	tefja	disgust	0.297
congress	ráðstefna	disgust	0.297
disregarded	hafnað	disgust	0.297
disappointment	vonbrigði	disgust	0.297
backwards	afturábak	disgust	0.297
soreness	sársauki	disgust	0.297
rogue	fantur	disgust	0.297
infamous	frægi	disgust	0.289
lesbian	lesbía	disgust	0.289
notoriety	frægð	disgust	0.289
catechism	catechism	disgust	0.289
flop	flop	disgust	0.289
nettle	netla	disgust	0.289
janitor	janitor	disgust	0.289
saturated	mettuð	disgust	0.281
gaby	Gaby	disgust	0.281
prohibited	bannað	disgust	0.281
remiss	tilvísun	disgust	0.281
unfair	ósanngjarnt	disgust	0.281
desist	óska	disgust	0.281
wince	víkja	disgust	0.281
aftermath	eftirfylgni	disgust	0.281
huff	huff	disgust	0.273
discolored	mislitað	disgust	0.273
uneasy	órólegur	disgust	0.273
wrangling	wrangling	disgust	0.273
tribunal	dómstóll	disgust	0.273
weird	skrýtið	disgust	0.266
bureaucrat	embættismaður	disgust	0.266
coldness	kuldi	disgust	0.266
impolite	óþolinn	disgust	0.266
politic	politic	disgust	0.266
unsatisfied	óánægður	disgust	0.266
swig	swig	disgust	0.266
inefficiency	óhagkvæmni	disgust	0.266
frantic	frantic	disgust	0.266
crawl	skríða	disgust	0.266
instinctive	instinctive	disgust	0.258
barrow	barrow	disgust	0.258
incase	incase	disgust	0.258
octopus	kolkrabba	disgust	0.258
chagrin	chagrin	disgust	0.258
copycat	copycat	disgust	0.258
rascal	rascal	disgust	0.258
sarcasm	kaldhæðni	disgust	0.258
gruff	gruff	disgust	0.258
misconception	misskilningur	disgust	0.250
hulk	hulk	disgust	0.250
shanghai	Shanghai	disgust	0.250
baboon	bavian	disgust	0.250
disinclined	disinclined	disgust	0.250
lose	tapa	disgust	0.250
john	John	disgust	0.250
cupping	cupping	disgust	0.250
rook	rook	disgust	0.242
gratuitous	gratuitous	disgust	0.242
entangled	entangled	disgust	0.242
opponent	andstæðingurinn	disgust	0.242
tariff	gjaldskrá	disgust	0.242
scrub	kjarr	disgust	0.242
resign	segja af sér	disgust	0.234
prolong	lengja	disgust	0.234
backwardness	backwardness	disgust	0.234
reluctance	tregðu	disgust	0.234
questionable	vafasamt	disgust	0.234
lagging	lagging	disgust	0.234
unlucky	óheppinn	disgust	0.234
misstatement	rangar upplýsingar	disgust	0.234
reversal	afturköllun	disgust	0.227
disqualified	vanhæfur	disgust	0.227
subsidy	styrki	disgust	0.227
ineffectual	árangurslaus	disgust	0.227
fussy	kvíðinn	disgust	0.227
unpopular	óvinsæll	disgust	0.227
default	sjálfgefið	disgust	0.227
intense	ákafur	disgust	0.219
dame	dame	disgust	0.219
evade	komast hjá	disgust	0.219
petroleum	jarðolíu	disgust	0.219
weight	þyngd	disgust	0.219
frowning	frowning	disgust	0.219
actionable	virkjanlegt	disgust	0.211
tawny	tawny	disgust	0.211
donkey	asna	disgust	0.211
unhappy	óhamingjusamur	disgust	0.211
indifference	afskiptaleysi	disgust	0.203
rave	rave	disgust	0.203
birch	birki	disgust	0.203
hood	hettu	disgust	0.203
desert	eyðimörk	disgust	0.203
owing	vegna	disgust	0.203
gnome	gnome	disgust	0.203
awkwardness	óþægindi	disgust	0.203
inconvenient	óþægilegur	disgust	0.203
dandy	dandy	disgust	0.203
speck	speck	disgust	0.203
fleece	fleece	disgust	0.195
howl	hrópa	disgust	0.195
monochrome	tvílita	disgust	0.195
airs	airs	disgust	0.195
gelatin	gelatín	disgust	0.195
misguided	NO TRANSLATION	disgust	0.195
morals	siðferði	disgust	0.195
dabbling	dabbling	disgust	0.195
celebrity	orðstír	disgust	0.188
avoid	forðast	disgust	0.188
stalemate	lágan tíma	disgust	0.188
lush	lush	disgust	0.188
gent	gent	disgust	0.188
lesser	minni	disgust	0.188
sunk	lækkað	disgust	0.180
nose	nef	disgust	0.180
claimant	kröfuhafi	disgust	0.180
laughable	hlæjandi	disgust	0.180
possession	eignarhald	disgust	0.180
larger	stærra	disgust	0.164
hoot	hoot	disgust	0.164
mouthful	mouthful	disgust	0.164
thrift	thrift	disgust	0.164
pregnancy	meðgöngu	disgust	0.164
undoubted	án efa	disgust	0.164
clamor	clamor	disgust	0.156
misplace	misplace	disgust	0.156
sentence	setning	disgust	0.156
parrot	páfagaukur	disgust	0.156
obliging	skylda	disgust	0.156
nameless	nafnlaus	disgust	0.148
bummer	bummer	disgust	0.148
feeling	tilfinning	disgust	0.141
elf	álfur	disgust	0.141
excellence	ágæti	disgust	0.141
turn	snúa	disgust	0.133
gray	grár	disgust	0.133
asymmetry	ósamhverfi	disgust	0.133
clumsy	klaufalegt	disgust	0.133
stall	stall	disgust	0.133
bran	kli	disgust	0.125
finally	loksins	disgust	0.125
lord	herra	disgust	0.125
boy	strákur	disgust	0.117
cove	cove	disgust	0.117
nurture	nurture	disgust	0.117
savor	savor	disgust	0.117
lemon	sítrónu	disgust	0.109
winning	aðlaðandi	disgust	0.109
powerful	öflugur	disgust	0.102
glitter	Ljómi	disgust	0.094
interior	innanhúss	disgust	0.086
mind	hugur	disgust	0.086
treat	skemmtun	disgust	0.078
interested	áhuga	disgust	0.078
abundance	gnægð	disgust	0.078
honest	heiðarlegur	disgust	0.055
kite	flugdreka	disgust	0.055
humble	auðmjúkur	disgust	0.047
tree	tré	disgust	0.039
torture	pyntingar	fear	0.984
terrorist	hryðjuverkamaður	fear	0.972
horrific	hræðilegt	fear	0.969
terrorism	hryðjuverk	fear	0.969
terrorists	hryðjuverkamenn	fear	0.969
suicidebombing	NO TRANSLATION	fear	0.967
kill	drepa	fear	0.962
homicidal	morðingi	fear	0.959
annihilate	tortíma	fear	0.953
terror	hryðjuverk	fear	0.953
murderer	morðingi	fear	0.953
catastrophe	stórslys	fear	0.953
dying	að deyja	fear	0.948
war	stríð	fear	0.942
bombing	loftárásir	fear	0.938
bomb	sprengju	fear	0.935
missiles	eldflaugar	fear	0.934
horror	hryllingi	fear	0.923
brutality	grimmd	fear	0.922
bloodthirsty	blóðþyrsta	fear	0.922
terrorize	hryðjuverka	fear	0.922
horrified	horrified	fear	0.922
murderous	murderous	fear	0.920
massacre	fjöldamorðin	fear	0.911
assassinate	myrða	fear	0.906
horrifying	skelfilegur	fear	0.906
fatality	dánartíðni	fear	0.906
murder	morð	fear	0.906
mutilation	niðurbrot	fear	0.906
terrifying	skelfilegur	fear	0.906
devastation	eyðilegging	fear	0.906
holocaust	holocaust	fear	0.906
horrors	hryllingi	fear	0.906
killing	drepa	fear	0.906
demon	illi andinn	fear	0.906
terrified	hræddur	fear	0.906
suicidal	sjálfsvígshugsanir	fear	0.898
kidnap	ræna	fear	0.891
slaughter	slátrun	fear	0.891
assault	árás	fear	0.891
crucifixion	krossfesting	fear	0.891
doomed	dæmdur	fear	0.888
poisoned	eitrað	fear	0.886
suicide	sjálfsvíg	fear	0.879
explosion	sprenging	fear	0.879
dismemberment	dismemberment	fear	0.875
