word	Nepali-ne	emotion	emotion-intensity-score
intoxicated	विषाक्त	disgust	0.594
blister	छाला	disgust	0.594
deceitful	धोखाधडी	disgust	0.594
hostility	दुश्मन	disgust	0.594
queasiness	लामखुट्टे	disgust	0.594
lurid	lurid	disgust	0.594
sinner	पापी	disgust	0.594
incubus	इन्क्यूबस	disgust	0.586
lavatory	शौचालय	disgust	0.586
harass	ह्रास	disgust	0.586
unclean	अशुद्ध	disgust	0.586
prostitute	वेश्या	disgust	0.586
pornography	अश्लील साहित्य	disgust	0.586
dreadful	डरलाग्दो	disgust	0.586
deteriorated	बिग्रियो	disgust	0.586
appalling	अप्ठ्यारो	disgust	0.586
unfaithful	अविश्वसनीय	disgust	0.578
rash	रश	disgust	0.578
humiliating	अपमानजनक	disgust	0.578
ruinous	विनाशकारी	disgust	0.578
squeamish	squeamish	disgust	0.578
offensive	आक्रामक	disgust	0.578
conspirator	साजिशकर्ता	disgust	0.578
larceny	larceny	disgust	0.578
debauchery	डिबच्चर	disgust	0.578
mangle	माला	disgust	0.578
flea	flea	disgust	0.578
hypocrite	hypocrite	disgust	0.578
retard	हटाउनुहोस्	disgust	0.578
fiend	प्रशंसक	disgust	0.578
sick	बिरामी	disgust	0.578
quagmire	कुकुर	disgust	0.578
expulsion	निष्कर्ष	disgust	0.578
treacherous	धोखाधडी	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	थूक	disgust	0.570
devastating	विनाशकारी	disgust	0.570
bastard	बास्केटबल	disgust	0.570
messy	गन्दा	disgust	0.570
flog	बगैचा	disgust	0.570
egregious	बहुमूल्य	disgust	0.570
swamp	स्वाइप गर्नुहोस्	disgust	0.570
oppress	दमन	disgust	0.570
despise	घृणा गर्नुहोस्	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	सांप	disgust	0.570
snake	सांप	disgust	0.562
terrible	भयानक	disgust	0.562
awful	डरलाग्दो	disgust	0.562
harmful	हानिकारक	disgust	0.562
insanity	पागलपन	disgust	0.562
indecent	असुरक्षित	disgust	0.562
sordid	sordid	disgust	0.562
loo	loo	disgust	0.562
scoundrel	घिमिरे	disgust	0.562
enemy	दुश्मन	disgust	0.562
stealing	चोरी	disgust	0.562
alcoholism	रक्सी	disgust	0.562
humiliation	अपमान	disgust	0.562
ruthless	निर्दोष	disgust	0.562
sloppy	ढोका	disgust	0.562
tyrannical	अतिक्रमण	disgust	0.562
harlot	harlot	disgust	0.562
sinning	sinning	disgust	0.562
robbery	चुरोट	disgust	0.555
insufferable	अनिवार्य छ	disgust	0.555
arsenic	आर्सेनिक	disgust	0.555
bloody	खूनी	disgust	0.555
odious	अजीब	disgust	0.555
ridicule	झलक	disgust	0.555
atrophy	atrophy	disgust	0.555
beastly	जनावरहरू	disgust	0.555
collusion	भ्रम	disgust	0.555
distaste	विचलित	disgust	0.555
segregate	अलग	disgust	0.555
discriminating	भेदभाव	disgust	0.555
coward	सहकर्मी	disgust	0.555
wickedness	दुष्टता	disgust	0.555
threatening	धम्कयाउने	disgust	0.555
unattractive	अपूर्ण	disgust	0.555
slayer	ढोका	disgust	0.555
flabby	प्रवाह	disgust	0.555
varicella	varicella	disgust	0.555
miserable	दुर्व्यवहार	disgust	0.547
sty	स्टाइल	disgust	0.547
ogre	ogre	disgust	0.547
coercion	सहन	disgust	0.547
thief	चोर	disgust	0.547
slur	खरानी	disgust	0.547
suffocating	घुमिरहेको छ	disgust	0.547
anathema	anathema	disgust	0.547
purgatory	दुर्गम	disgust	0.547
malevolent	अपमानजनक	disgust	0.547
bitterly	कडा	disgust	0.547
burglar	चोरी	disgust	0.547
attacking	आक्रमण गर्दै	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	दोषी	disgust	0.547
pillage	चिसो	disgust	0.547
deleterious	विलुप्त	disgust	0.547
thrash	बलात्कार	disgust	0.539
repellant	दोहोरी	disgust	0.539
repudiation	सम्झौता	disgust	0.539
infidelity	बेपत्ता	disgust	0.539
liar	झूटा	disgust	0.539
fatty	फैटी	disgust	0.539
gob	gob	disgust	0.539
sneer	स्वर	disgust	0.539
drunken	शराब	disgust	0.539
disgrace	घृणा गर्नुहोस्	disgust	0.539
shame	लाज	disgust	0.539
jealous	ईर्ष्या	disgust	0.539
imprisoned	कैद	disgust	0.539
pig	सुँगुर	disgust	0.539
greedy	लोभी	disgust	0.539
sloth	स्लॉट	disgust	0.539
lethal	घातक	disgust	0.536
burnt	जलेको	disgust	0.531
aberration	विघटन	disgust	0.531
condescension	condescension	disgust	0.531
hydrocephalus	हाइड्रोसफेलस	disgust	0.531
hanging	फागुन	disgust	0.531
destructive	विनाशकारी	disgust	0.531
smuggler	तस्कर	disgust	0.531
intolerant	असंतोष	disgust	0.531
travesty	प्रत्याशित	disgust	0.531
intrusive	घुसपैठ	disgust	0.531
ruined	बर्बाद भयो	disgust	0.531
withered	भोक लाग्यो	disgust	0.531
disintegrate	विच्छेद गर्नुहोस्	disgust	0.531
brawl	झण्डा	disgust	0.531
blemish	बेवकूफ	disgust	0.531
neurotic	neurotic	disgust	0.531
blasphemous	घृणात्मक	disgust	0.531
lying	झूट	disgust	0.531
painful	दुखाइ	disgust	0.531
avarice	avarice	disgust	0.523
disgraced	घृणित	disgust	0.523
mistress	मालकिन	disgust	0.523
disparaging	असमान	disgust	0.523
rubbish	बकवास	disgust	0.523
derogation	विकृति	disgust	0.523
accusation	आरोप	disgust	0.523
intolerance	असंतोष	disgust	0.523
incarceration	गिरफ्तार	disgust	0.523
blighted	डरलाग्दो	disgust	0.523
sump	sump	disgust	0.516
deplorable	भ्रामक	disgust	0.516
daemon	डेमन	disgust	0.516
cringe	cringe	disgust	0.516
degrade	घटाउनुहोस्	disgust	0.516
gutter	गटर	disgust	0.516
rob	चोटि	disgust	0.516
grim	grim	disgust	0.516
defraud	खराबी	disgust	0.516
tortious	आक्रामक	disgust	0.516
eradication	उन्मूलन	disgust	0.516
stink	हल्लाउँदै	disgust	0.516
convict	दोषी	disgust	0.516
dishonor	बेइमानी	disgust	0.516
vulture	vulture	disgust	0.516
remains	बाँकी छ	disgust	0.516
mite	mite	disgust	0.516
betray	धोखा दिनु	disgust	0.516
sham	शम	disgust	0.509
endemic	endemic	disgust	0.508
bombed	बमोजिम	disgust	0.508
distress	संकट	disgust	0.508
pest	कीट	disgust	0.508
incurable	अयोग्य	disgust	0.508
worthless	बेकार	disgust	0.508
rejection	अस्वीकार	disgust	0.508
distasteful	विनाशकारी	disgust	0.508
schizophrenia	schizophrenia	disgust	0.508
belittle	belittle	disgust	0.508
smelling	smelling	disgust	0.508
cheat	धोखा	disgust	0.508
blob	ब्लोब	disgust	0.508
prisoner	कैदी	disgust	0.508
idiocy	idiocy	disgust	0.508
delirium	delirium	disgust	0.508
disaster	प्रकोप	disgust	0.508
crude	कच्चा	disgust	0.508
resentment	प्रतिबन्ध	disgust	0.508
dreadfully	डरलाग्दो	disgust	0.508
glut	ग्लुट	disgust	0.508
polemic	धमनी	disgust	0.500
derision	व्युत्पन्न	disgust	0.500
idolatry	मूर्तिपूजा	disgust	0.500
taboo	taboo	disgust	0.500
screaming	चिल्लाउँदै	disgust	0.500
banish	बनी	disgust	0.500
dirt	ग्यास	disgust	0.500
goblin	गोबिलिन	disgust	0.500
shackle	झ्यालखाना	disgust	0.500
bribery	रिश्वरी	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	ईर्ष्या	disgust	0.500
impurity	अपमानिता	disgust	0.500
theft	चोरी	disgust	0.500
bitterness	बिचरा	disgust	0.500
offense	अपराध	disgust	0.500
impeach	दोषी	disgust	0.500
blight	डरलाग्दो	disgust	0.500
duress	duress	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	लोभ	disgust	0.500
tirade	tirade	disgust	0.500
squirm	चकलेट	disgust	0.492
robber	चुरोट	disgust	0.492
ill	बिरामी	disgust	0.492
unconscionable	असहज	disgust	0.492
recession	मंदी	disgust	0.492
gorge	भव्य	disgust	0.492
wreck	झण्डा	disgust	0.492
malign	विलय	disgust	0.492
boil	फोहर	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	बेवकूफ	disgust	0.492
disreputable	विवेक	disgust	0.492
wasteful	बेकार	disgust	0.484
affliction	दुखाइ	disgust	0.484
stain	दाग	disgust	0.484
contempt	घृणा गर्नुहोस्	disgust	0.484
nappy	चुरोट	disgust	0.484
mutiny	विपरित	disgust	0.484
occult	बिग्रेको	disgust	0.484
tramp	ट्रम्प	disgust	0.484
unbearable	असहनीय	disgust	0.484
offender	अपराधी	disgust	0.484
servile	servile	disgust	0.484
contraband	contraband	disgust	0.484
raging	उकालो	disgust	0.484
snarl	snarl	disgust	0.484
mad	पागल	disgust	0.484
subjugation	उपज	disgust	0.484
possessed	छ	disgust	0.484
animosity	animosity	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	विरूपण	disgust	0.484
disrespectful	अनादर	disgust	0.484
mess	गन्दा	disgust	0.484
nepotism	nepotism	disgust	0.484
inexcusable	अयोग्य	disgust	0.484
pathetic	दयालु	disgust	0.477
unpleasant	अप्रिय	disgust	0.477
suppression	दमन	disgust	0.477
mockery	मजाक	disgust	0.477
palsy	palsy	disgust	0.477
criminal	आपराधिक	disgust	0.477
illegality	illegality	disgust	0.477
uncaring	बेकार	disgust	0.477
antagonistic	विरोधी	disgust	0.477
immorality	अनैतिकता	disgust	0.477
dismal	निराश	disgust	0.477
angry	रिस उठ्यो	disgust	0.469
repellent	उत्कृष्ट	disgust	0.469
cough	खरानी	disgust	0.469
arrogant	घमण्डी	disgust	0.469
grating	झिक्दै	disgust	0.469
aggravation	बढ्दो	disgust	0.469
livid	लाभांश	disgust	0.469
banishment	निर्वासन	disgust	0.469
shoddy	shoddy	disgust	0.469
banshee	banshee	disgust	0.469
poverty	गरिबी	disgust	0.469
wallow	wallow	disgust	0.469
outrage	घृणा	disgust	0.469
mocking	मजाक	disgust	0.469
furious	अचानक	disgust	0.469
perspiration	पर्सन	disgust	0.469
prick	prick	disgust	0.461
recklessness	बेरोजगारता	disgust	0.461
distorted	विकृत	disgust	0.461
fraudulent	धोखाधडी	disgust	0.461
spider	स्पाइडर	disgust	0.461
quack	रमाईलो	disgust	0.461
perdition	perdition	disgust	0.461
muddy	दुखी	disgust	0.461
spurious	अचम्म	disgust	0.461
insulting	अपमानजनक	disgust	0.461
scar	अनुहार	disgust	0.461
deceive	ठग्नु	disgust	0.461
unjustifiable	अयोग्य	disgust	0.461
fool	मूर्ख	disgust	0.461
deplore	डिप्प्ले	disgust	0.461
plunder	लन्डन	disgust	0.461
aphid	aphid	disgust	0.453
bane	बेन	disgust	0.453
indignation	अपमान	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	स्वार्थी	disgust	0.453
disparage	असमान	disgust	0.453
cur	cur	disgust	0.453
dishonest	बेइमानी	disgust	0.453
stigma	stigma	disgust	0.453
eschew	eschew	disgust	0.453
antipathy	antipathy	disgust	0.453
alienate	अठोट	disgust	0.453
disingenuous	विवेक	disgust	0.453
elimination	उन्मूलन	disgust	0.453
unthinkable	अज्ञात	disgust	0.453
wasted	बर्बाद भयो	disgust	0.445
recalcitrant	पुनर्निर्माण	disgust	0.445
iniquity	अधर्म	disgust	0.445
mosquito	मच्छर	disgust	0.445
caries	क्यारियर	disgust	0.445
bankruptcy	दिवालियापन	disgust	0.445
egotistical	उदाहरणार्थ	disgust	0.445
piles	पाइलहरू	disgust	0.445
smell	गंध	disgust	0.445
vacuous	खाली	disgust	0.445
despair	निराश	disgust	0.445
opium	उकालो	disgust	0.445
garish	garish	disgust	0.445
lie	झूटो	disgust	0.445
pious	pious	disgust	0.445
aversion	विच्छेद गर्नुहोस्	disgust	0.438
sticky	चिपचिपा	disgust	0.438
scream	चिल्लायो	disgust	0.438
alien	विदेशी	disgust	0.438
shun	शान्त	disgust	0.438
abnormal	असामान्य	disgust	0.438
ashamed	शर्मिला	disgust	0.438
inmate	कैद गर्नुहोस्	disgust	0.438
