word	Gujarati-gu	emotion	emotion-intensity-score
vindictive	દંડાત્મક	disgust	0.648
outhouse	આઉટહાઉસ	disgust	0.648
horrid	ભયંકર	disgust	0.648
detestation	ઘૃણા	disgust	0.648
sludge	કાદવ	disgust	0.648
ugly	નીચ	disgust	0.648
trashy	કચરો	disgust	0.648
bitch	કૂતરી	disgust	0.648
immoral	અનૈતિક	disgust	0.648
malfeasance	મલિનતા	disgust	0.641
spew	ઝબૂકવું	disgust	0.641
pimple	ખીલ	disgust	0.641
indecency	અશ્લીલતા	disgust	0.641
unsightly	કદરૂપું	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	વિલન	disgust	0.641
cystic	સિસ્ટીક	disgust	0.641
horrifying	ભયાનક	disgust	0.641
derogatory	અપમાનજનક	disgust	0.641
laxative	રેચક	disgust	0.641
criminality	ગુનાખોરી	disgust	0.641
oppressive	દમનકારી	disgust	0.633
sinful	પાપી	disgust	0.633
bigoted	ધર્માંધ	disgust	0.633
doomsday	કયામતનો દિવસ	disgust	0.633
prostitution	વેશ્યાગીરી	disgust	0.633
ulcer	અલ્સર	disgust	0.633
secrete	છૂટો કરવો	disgust	0.633
perpetrator	ગુનેગાર	disgust	0.633
rat	ઉંદર	disgust	0.633
queasy	અસભ્ય	disgust	0.633
mildew	માઇલ્ડ્યુ	disgust	0.633
dastardly	નિસ્તેજ	disgust	0.625
disgraceful	શરમજનક	disgust	0.625
ghastly	ચોંકાવનારું	disgust	0.625
persecution	સતાવણી	disgust	0.625
devilish	અસુર	disgust	0.625
degrading	અપમાનજનક	disgust	0.625
obscenity	અશ્લીલતા	disgust	0.625
fungus	ફૂગ	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ખાઉધરાપણું	disgust	0.625
stools	સ્ટૂલ	disgust	0.625
suffering	વેદના	disgust	0.625
contemptible	તિરસ્કારપાત્ર	disgust	0.625
cuckold	વ્યભિચારી	disgust	0.625
bloated	ફૂલેલું	disgust	0.625
aghast	આઘાત	disgust	0.625
betrayal	વિશ્વાસઘાત	disgust	0.617
guillotine	ગિલોટિન	disgust	0.617
infect	ચેપ	disgust	0.617
spoil	બગાડી	disgust	0.617
tetanus	ટિટાનસ	disgust	0.617
fat	ચરબી	disgust	0.617
louse	જુવાન	disgust	0.617
malicious	દૂષિત	disgust	0.617
polygamy	બહુપત્નીત્વ	disgust	0.617
crusty	કર્કશ	disgust	0.617
atrocious	ઘાતકી	disgust	0.617
deceit	છેતરપિંડી	disgust	0.617
termite	ઉધઈ	disgust	0.617
loathe	તિરસ્કારવું	disgust	0.617
wench	વેન્ચ	disgust	0.617
dying	મૃત્યુ	disgust	0.617
sickly	બીમાર	disgust	0.617
diaper	બાળોતિયું	disgust	0.617
strangle	ગળુ	disgust	0.617
drool	લામ	disgust	0.609
slander	નિંદા	disgust	0.609
abhor	તિરસ્કારવું	disgust	0.609
venomous	ઝેરી	disgust	0.609
brothel	વેશ્યાગૃહ	disgust	0.609
ghetto	ઘેટ્ટો	disgust	0.609
violently	હિંસક	disgust	0.609
hostile	પ્રતિકૂળ	disgust	0.609
sabotage	ભાંગફોડ	disgust	0.609
deform	વિકૃત	disgust	0.609
bleeding	રક્તસ્ત્રાવ	disgust	0.609
unwashed	નકામા	disgust	0.602
lunacy	ગાંડપણ	disgust	0.602
imprisonment	કેદ	disgust	0.602
infidel	નાસ્તિક	disgust	0.602
deprivation	વંચિતતા	disgust	0.602
traitor	વિશ્વાસઘાતી	disgust	0.602
ugliness	કદરૂપું	disgust	0.602
musty	ફાંસી	disgust	0.602
illicit	ગેરકાયદે	disgust	0.602
swampy	ભેજવાળું	disgust	0.602
poaching	શિકાર	disgust	0.602
hag	હગ	disgust	0.602
butcher	કસાઈ	disgust	0.594
lunatic	પાગલ	disgust	0.594
venom	ઝેર	disgust	0.594
repelling	પ્રતિકાર	disgust	0.594
thug	ઠગ	disgust	0.594
misery	દુઃખ	disgust	0.594
toilet	શૌચાલય	disgust	0.594
slug	ગોકળગાય	disgust	0.594
catastrophe	આપત્તિ	disgust	0.594
epidemic	રોગચાળો	disgust	0.594
gut	આંતરડા	disgust	0.594
intoxicated	ઉન્મત્ત	disgust	0.594
blister	ફોલ્લો	disgust	0.594
deceitful	કપટી	disgust	0.594
hostility	દુશ્મનાવટ	disgust	0.594
queasiness	કચરા	disgust	0.594
lurid	મૂર્તિપૂજક	disgust	0.594
sinner	પાપી	disgust	0.594
incubus	ઇન્ક્યુબસ	disgust	0.586
lavatory	શૌચાલય	disgust	0.586
harass	પ રે શા ન	disgust	0.586
unclean	અશુદ્ધ	disgust	0.586
prostitute	વેશ્યા	disgust	0.586
pornography	પોર્નોગ્રાફી	disgust	0.586
dreadful	ત્રાસદાયક	disgust	0.586
deteriorated	બગડ્યું	disgust	0.586
appalling	આઘાતજનક	disgust	0.586
unfaithful	બેવફા	disgust	0.578
rash	ફોલ્લીઓ	disgust	0.578
humiliating	અપમાનજનક	disgust	0.578
ruinous	વિનાશક	disgust	0.578
squeamish	સોકેશિશ	disgust	0.578
offensive	આક્રમક	disgust	0.578
conspirator	કાવતરાખોર	disgust	0.578
larceny	ચોરી	disgust	0.578
debauchery	દુ: ખી	disgust	0.578
mangle	મેન્ગલ	disgust	0.578
flea	ચાંચડ	disgust	0.578
hypocrite	દંભી	disgust	0.578
retard	રિચાર્ડ	disgust	0.578
fiend	અંધકાર	disgust	0.578
sick	બીમાર	disgust	0.578
quagmire	કળણ	disgust	0.578
expulsion	હકાલપટ્ટી	disgust	0.578
treacherous	વિશ્વાસઘાત	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	બોલો	disgust	0.570
devastating	વિનાશક	disgust	0.570
bastard	અમાન્ય	disgust	0.570
messy	અવ્યવસ્થિત	disgust	0.570
flog	ચાબુક મારવાં	disgust	0.570
egregious	પ્રચંડ	disgust	0.570
swamp	સ્વેમ્પ	disgust	0.570
oppress	દમન	disgust	0.570
despise	ધિક્કારવું	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	સર્પ	disgust	0.570
snake	સાપ	disgust	0.562
terrible	ભયંકર	disgust	0.562
awful	ભીષણ	disgust	0.562
harmful	હાનિકારક	disgust	0.562
insanity	ગાંડપણ	disgust	0.562
indecent	અશિષ્ટ	disgust	0.562
sordid	નિરાશાજનક	disgust	0.562
loo	લૂ	disgust	0.562
scoundrel	નીચ	disgust	0.562
enemy	દુશ્મન	disgust	0.562
stealing	ચોરી	disgust	0.562
alcoholism	મદ્યપાન	disgust	0.562
humiliation	અપમાન	disgust	0.562
ruthless	ક્રૂર	disgust	0.562
sloppy	ઢાળવાળી	disgust	0.562
tyrannical	જુલમી	disgust	0.562
harlot	વેશ્યા	disgust	0.562
sinning	સિનિંગ	disgust	0.562
robbery	લૂંટ	disgust	0.555
insufferable	અસફળ	disgust	0.555
arsenic	આર્સેનિક	disgust	0.555
bloody	લોહિયાળ	disgust	0.555
odious	ઘૃણાસ્પદ	disgust	0.555
ridicule	ઉપહાસ	disgust	0.555
atrophy	કૃશતા	disgust	0.555
beastly	ઘાતકી	disgust	0.555
collusion	મેળાપ	disgust	0.555
distaste	અરુચિ	disgust	0.555
segregate	અલગ	disgust	0.555
discriminating	ભેદભાવ	disgust	0.555
coward	ડરપોક	disgust	0.555
wickedness	દુષ્ટતા	disgust	0.555
threatening	ધમકી	disgust	0.555
unattractive	બિનજરૂરી	disgust	0.555
slayer	સ્લેયર	disgust	0.555
flabby	ચામડી સંબંધી	disgust	0.555
varicella	વેરીસેલા	disgust	0.555
miserable	કંગાળ	disgust	0.547
sty	સ્થાયી	disgust	0.547
ogre	ઓગરે	disgust	0.547
coercion	જબરદસ્તી	disgust	0.547
thief	ચોર	disgust	0.547
slur	સ્લર	disgust	0.547
suffocating	suffocating	disgust	0.547
anathema	અશક્તતા	disgust	0.547
purgatory	પુર્ગાટોરી	disgust	0.547
malevolent	ઈર્ષાળુ	disgust	0.547
bitterly	કડવું	disgust	0.547
burglar	ખાતરપાડુ	disgust	0.547
attacking	હુમલો	disgust	0.547
vesicular	પાંદડાવાળા	disgust	0.547
condemnation	નિંદા	disgust	0.547
pillage	લૂંટફાટ	disgust	0.547
deleterious	હાનિકારક	disgust	0.547
thrash	થ્રેશ	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	પ્રતિનિધિત્વ	disgust	0.539
infidelity	બેવફાઈ	disgust	0.539
liar	લાયર	disgust	0.539
fatty	ફેટી	disgust	0.539
gob	ગોબ	disgust	0.539
sneer	સખત	disgust	0.539
drunken	શરાબી	disgust	0.539
disgrace	અપમાન	disgust	0.539
shame	શરમ	disgust	0.539
jealous	ઇર્ષ્યા	disgust	0.539
imprisoned	જેલમાં	disgust	0.539
pig	ડુક્કર	disgust	0.539
greedy	લોભી	disgust	0.539
sloth	સુસ્તી	disgust	0.539
lethal	ઘાતક	disgust	0.536
burnt	બળી	disgust	0.531
aberration	વિચલન	disgust	0.531
condescension	નમ્રતા	disgust	0.531
hydrocephalus	હાઈડ્રોસેફાલસ	disgust	0.531
hanging	અટકી	disgust	0.531
destructive	વિનાશક	disgust	0.531
smuggler	દાણચોરો	disgust	0.531
intolerant	અસહિષ્ણુ	disgust	0.531
travesty	વિવેકપૂર્ણ	disgust	0.531
intrusive	કર્કશ	disgust	0.531
ruined	બગાડ્યા	disgust	0.531
withered	withered	disgust	0.531
disintegrate	વિઘટન કરવું	disgust	0.531
brawl	બોલાચાલી	disgust	0.531
blemish	ડાઘ	disgust	0.531
neurotic	મજ્જાતંતુકીય	disgust	0.531
blasphemous	નિંદા	disgust	0.531
lying	ખોટું બોલવું	disgust	0.531
painful	પીડાદાયક	disgust	0.531
avarice	લાલચ	disgust	0.523
disgraced	કલંકિત	disgust	0.523
mistress	રખાત	disgust	0.523
disparaging	નફરત કરનારા	disgust	0.523
rubbish	કચરો	disgust	0.523
derogation	અપમાન	disgust	0.523
accusation	આરોપ	disgust	0.523
intolerance	અસહિષ્ણુતા	disgust	0.523
incarceration	કારાવાસ	disgust	0.523
blighted	નિરાશાજનક	disgust	0.523
sump	નાળિયું	disgust	0.516
deplorable	ખેદજનક	disgust	0.516
daemon	ડિમન	disgust	0.516
cringe	આર્જવ	disgust	0.516
degrade	ઉતારવું	disgust	0.516
gutter	ગટર	disgust	0.516
rob	લૂંટ	disgust	0.516
grim	ગંભીર	disgust	0.516
defraud	છેતરપિંડી	disgust	0.516
tortious	ત્રાસદાયક	disgust	0.516
eradication	નિવારણ	disgust	0.516
stink	દુ: ખ	disgust	0.516
convict	ગુનેગાર	disgust	0.516
dishonor	અપમાન	disgust	0.516
vulture	ગીધ	disgust	0.516
remains	અવશેષો	disgust	0.516
mite	નાનું છોકરું	disgust	0.516
betray	દગો	disgust	0.516
sham	છીણી	disgust	0.509
endemic	સ્થાનિક	disgust	0.508
bombed	બોમ્બ	disgust	0.508
distress	તકલીફ	disgust	0.508
pest	જંતુ	disgust	0.508
incurable	અસાધ્ય	disgust	0.508
worthless	નકામું	disgust	0.508
rejection	અસ્વીકાર	disgust	0.508
distasteful	અણગમતું	disgust	0.508
schizophrenia	સ્કિઝોફ્રેનિઆ	disgust	0.508
belittle	નાનું	disgust	0.508
smelling	ગંધ	disgust	0.508
cheat	ઠગ	disgust	0.508
blob	છાલ	disgust	0.508
prisoner	કેદી	disgust	0.508
idiocy	મૂર્ખતા	disgust	0.508
delirium	ચિત્તભ્રમણા	disgust	0.508
disaster	આપત્તિ	disgust	0.508
crude	ક્રૂડ	disgust	0.508
resentment	રોષ	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	અતિશયતા	disgust	0.508
polemic	વિવાદાસ્પદ	disgust	0.500
derision	મજાક	disgust	0.500
idolatry	મૂર્તિપૂજા	disgust	0.500
taboo	નિષિદ્ધ	disgust	0.500
screaming	ચીસો	disgust	0.500
banish	દેશનિકાલ કરવું	disgust	0.500
dirt	ધૂળ	disgust	0.500
goblin	પિશાચ	disgust	0.500
shackle	હાથકડી	disgust	0.500
bribery	લાંચ	disgust	0.500
flagrant	ખુશામત	disgust	0.500
jealousy	ઈર્ષ્યા	disgust	0.500
impurity	અશુદ્ધિ	disgust	0.500
theft	ચોરી	disgust	0.500
bitterness	કડવાશ	disgust	0.500
offense	અપરાધ	disgust	0.500
impeach	ઠપકો આપવો	disgust	0.500
blight	ફૂગ	disgust	0.500
duress	દમન	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	લોભ	disgust	0.500
tirade	નિંદા કરવી	disgust	0.500
squirm	અસ્થિરતા	disgust	0.492
robber	લૂંટારો	disgust	0.492
ill	બીમાર	disgust	0.492
unconscionable	ગેરવાજબી	disgust	0.492
recession	મંદી	disgust	0.492
gorge	ખાડો	disgust	0.492
wreck	નંખાઈ	disgust	0.492
malign	ખરાબ	disgust	0.492
boil	બોઇલ	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	મૂર્ખ માણસ	disgust	0.492
disreputable	અવ્યવહારુ	disgust	0.492
wasteful	ઉડાઉ	disgust	0.484
affliction	દુઃખ	disgust	0.484
stain	ડાઘ	disgust	0.484
contempt	તિરસ્કાર	disgust	0.484
nappy	નેપિ	disgust	0.484
mutiny	બળવો	disgust	0.484
occult	ગુપ્ત	disgust	0.484
tramp	રખડુ	disgust	0.484
unbearable	અસહ્ય	disgust	0.484
offender	ગુનેગાર	disgust	0.484
servile	ગુલામ	disgust	0.484
contraband	પ્રતિબંધિત	disgust	0.484
raging	રેગિંગ	disgust	0.484
snarl	સ્નર્લ	disgust	0.484
mad	પાગલ	disgust	0.484
subjugation	પરાજય	disgust	0.484
possessed	કબજામાં	disgust	0.484
animosity	દુશ્મનાવટ	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	બદનક્ષી	disgust	0.484
disrespectful	અવિનયી	disgust	0.484
mess	વાસણ	disgust	0.484
nepotism	નાપ્યતાવાદ	disgust	0.484
inexcusable	અક્ષમ્ય	disgust	0.484
pathetic	વલણવાળું	disgust	0.477
unpleasant	અપ્રિય	disgust	0.477
suppression	દમન	disgust	0.477
mockery	ઠેકડી	disgust	0.477
palsy	લકવો	disgust	0.477
criminal	ફોજદારી	disgust	0.477
illegality	ગેરકાયદેસરતા	disgust	0.477
