word	Hindi-hi	emotion	emotion-intensity-score
dank	NO TRANSLATION	disgust	0.570
serpent	साँप	disgust	0.570
snake	साँप	disgust	0.562
terrible	भयानक	disgust	0.562
awful	भयंकर	disgust	0.562
harmful	नुकसान पहुचने वाला	disgust	0.562
insanity	पागलपन	disgust	0.562
indecent	अभद्र	disgust	0.562
sordid	घिनौना	disgust	0.562
loo	अस्तर	disgust	0.562
scoundrel	दुष्ट	disgust	0.562
enemy	दुश्मन	disgust	0.562
stealing	चोरी	disgust	0.562
alcoholism	शराब	disgust	0.562
humiliation	निरादर	disgust	0.562
ruthless	क्रूर	disgust	0.562
sloppy	मैला	disgust	0.562
tyrannical	अत्याचारी	disgust	0.562
harlot	रंडी	disgust	0.562
sinning	पाप	disgust	0.562
robbery	डकैती	disgust	0.555
insufferable	दम्भी	disgust	0.555
arsenic	हरताल	disgust	0.555
bloody	रक्तरंजित	disgust	0.555
odious	घिनौना	disgust	0.555
ridicule	उपहास	disgust	0.555
atrophy	शोष	disgust	0.555
beastly	क्रूरतापूर्ण	disgust	0.555
collusion	मिलीभगत	disgust	0.555
distaste	वैमनस्य	disgust	0.555
segregate	अलग	disgust	0.555
discriminating	विशेषक	disgust	0.555
coward	डरपोक	disgust	0.555
wickedness	दुष्टता	disgust	0.555
threatening	धमकी	disgust	0.555
unattractive	बदसूरत	disgust	0.555
slayer	बध करनेवाला	disgust	0.555
flabby	मृदु	disgust	0.555
varicella	छोटी चेचक	disgust	0.555
miserable	दुखी	disgust	0.547
sty	शूकरशाला	disgust	0.547
ogre	आदमख़ोर	disgust	0.547
coercion	बलात्कार	disgust	0.547
thief	चुरा लेनेवाला	disgust	0.547
slur	कलंक	disgust	0.547
suffocating	घुटना-संबंधी	disgust	0.547
anathema	अभिशाप	disgust	0.547
purgatory	यातना	disgust	0.547
malevolent	द्रोही	disgust	0.547
bitterly	कटु	disgust	0.547
burglar	सेंधमार	disgust	0.547
attacking	पर हमला	disgust	0.547
vesicular	vesicular	disgust	0.547
condemnation	निंदा	disgust	0.547
pillage	लूट का माल	disgust	0.547
deleterious	हानिकारक	disgust	0.547
thrash	गाहना	disgust	0.539
repellant	repellant	disgust	0.539
repudiation	परित्याग	disgust	0.539
infidelity	बेवफ़ाई	disgust	0.539
liar	झूठा	disgust	0.539
fatty	मोटे	disgust	0.539
gob	खखार	disgust	0.539
sneer	उपहास	disgust	0.539
drunken	शराबी	disgust	0.539
disgrace	अपमान	disgust	0.539
shame	शर्म की बात है	disgust	0.539
jealous	ईर्ष्या	disgust	0.539
imprisoned	बन्दी	disgust	0.539
pig	सूअर	disgust	0.539
greedy	लालची	disgust	0.539
sloth	आलस	disgust	0.539
lethal	जानलेवा	disgust	0.536
burnt	जला	disgust	0.531
aberration	विपथन	disgust	0.531
condescension	रिआयत	disgust	0.531
hydrocephalus	जलशीर्ष	disgust	0.531
hanging	फांसी	disgust	0.531
destructive	हानिकारक	disgust	0.531
smuggler	तस्कर	disgust	0.531
intolerant	असहिष्णु	disgust	0.531
travesty	भड़ौआ	disgust	0.531
intrusive	दखल	disgust	0.531
ruined	तबाह	disgust	0.531
withered	मुरझाया हुआ	disgust	0.531
disintegrate	टुकड़े टुकड़े करना	disgust	0.531
brawl	विवाद	disgust	0.531
blemish	दोष	disgust	0.531
neurotic	न्युरोटिक	disgust	0.531
blasphemous	तिरस्कारी	disgust	0.531
lying	झूठ बोलना	disgust	0.531
painful	दर्दनाक	disgust	0.531
avarice	लोभ	disgust	0.523
disgraced	बेआबरू	disgust	0.523
mistress	स्वामिनी	disgust	0.523
disparaging	उपेक्षा करनेवाला	disgust	0.523
rubbish	बकवास	disgust	0.523
derogation	मानमर्दन	disgust	0.523
accusation	आरोप	disgust	0.523
intolerance	असहिष्णुता	disgust	0.523
incarceration	क़ैद कर देना	disgust	0.523
blighted	अभिशप्त	disgust	0.523
sump	नाबदान	disgust	0.516
deplorable	खेदजनक	disgust	0.516
daemon	डेमॉन	disgust	0.516
cringe	चापलूसी	disgust	0.516
degrade	नीचा दिखाना	disgust	0.516
gutter	नाली	disgust	0.516
rob	लूटना	disgust	0.516
grim	विकट	disgust	0.516
defraud	छलना	disgust	0.516
tortious	tortious	disgust	0.516
eradication	नाश	disgust	0.516
stink	बदबू	disgust	0.516
convict	मिद्धदोष अपराधी	disgust	0.516
dishonor	अपमान	disgust	0.516
vulture	गिद्ध	disgust	0.516
remains	बाकी है	disgust	0.516
mite	घुन	disgust	0.516
betray	प्रकट करना	disgust	0.516
sham	दिखावा	disgust	0.509
endemic	स्थानिक	disgust	0.508
bombed	पर बमबारी	disgust	0.508
distress	संकट	disgust	0.508
pest	कीट	disgust	0.508
incurable	लाइलाज	disgust	0.508
worthless	बेकार	disgust	0.508
rejection	अस्वीकार	disgust	0.508
distasteful	अप्रिय	disgust	0.508
schizophrenia	एक प्रकार का पागलपन	disgust	0.508
belittle	कम हो जाना	disgust	0.508
smelling	सुगंधित	disgust	0.508
cheat	धोखा	disgust	0.508
blob	बूँद	disgust	0.508
prisoner	बंदी	disgust	0.508
idiocy	मूर्खता	disgust	0.508
delirium	प्रलाप	disgust	0.508
disaster	आपदा	disgust	0.508
crude	अपरिष्कृत	disgust	0.508
resentment	नाराज़गी	disgust	0.508
dreadfully	dreadfully	disgust	0.508
glut	भरमार	disgust	0.508
polemic	विवादात्मक	disgust	0.500
derision	उपहास	disgust	0.500
idolatry	मूर्ति पूजा	disgust	0.500
taboo	निषेध	disgust	0.500
screaming	चिल्ला	disgust	0.500
banish	निर्वासित करना	disgust	0.500
dirt	गंदगी	disgust	0.500
goblin	भूत	disgust	0.500
shackle	बेड़ी	disgust	0.500
bribery	रिश्वतखोरी	disgust	0.500
flagrant	खुला	disgust	0.500
jealousy	ईर्ष्या द्वेष	disgust	0.500
impurity	अपवित्रता	disgust	0.500
theft	चोरी होना	disgust	0.500
bitterness	अप्रसन्नता	disgust	0.500
offense	अपमान	disgust	0.500
impeach	दोषी ठहराना	disgust	0.500
blight	नुक़सान	disgust	0.500
duress	अवरोध	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	लालच	disgust	0.500
tirade	टाइरैड	disgust	0.500
squirm	ऐंठना	disgust	0.492
robber	लूटेरा	disgust	0.492
ill	बीमार	disgust	0.492
unconscionable	बेशरम	disgust	0.492
recession	मंदी	disgust	0.492
gorge	कण्ठ	disgust	0.492
wreck	जहाज के मलबे	disgust	0.492
malign	दुष्ट	disgust	0.492
boil	फोड़ा	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	बेवकूफ	disgust	0.492
disreputable	जर्जर	disgust	0.492
wasteful	अपव्ययी	disgust	0.484
affliction	यातना	disgust	0.484
stain	दाग	disgust	0.484
contempt	निन्दनीय	disgust	0.484
nappy	रूमाल	disgust	0.484
mutiny	गदर	disgust	0.484
occult	रहस्यमय	disgust	0.484
tramp	आवारा	disgust	0.484
unbearable	असहनीय	disgust	0.484
offender	अपराधी	disgust	0.484
servile	ग़ुलामी का	disgust	0.484
contraband	वर्जित	disgust	0.484
raging	प्रकोप	disgust	0.484
snarl	गिरह	disgust	0.484
mad	पागल	disgust	0.484
subjugation	दमन	disgust	0.484
possessed	अधीन	disgust	0.484
animosity	बैर	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	मानहानि	disgust	0.484
disrespectful	अनुचित	disgust	0.484
mess	गड़बड़	disgust	0.484
nepotism	भाई-भतीजावाद	disgust	0.484
inexcusable	अक्षम्य	disgust	0.484
pathetic	दयनीय	disgust	0.477
unpleasant	अप्रिय	disgust	0.477
suppression	दमन	disgust	0.477
mockery	मज़ाक	disgust	0.477
palsy	पक्षाघात	disgust	0.477
criminal	अपराधी	disgust	0.477
illegality	अवैधता	disgust	0.477
uncaring	बेपरवाह	disgust	0.477
antagonistic	विरोधी	disgust	0.477
immorality	अनैतिकता	disgust	0.477
dismal	निराशाजनक	disgust	0.477
angry	गुस्सा	disgust	0.469
repellent	विकर्षक	disgust	0.469
cough	खांसी	disgust	0.469
arrogant	अभिमानी	disgust	0.469
grating	कर्कश	disgust	0.469
aggravation	उत्तेजना	disgust	0.469
livid	जर्द	disgust	0.469
banishment	निर्वासन	disgust	0.469
shoddy	तुच्छ	disgust	0.469
banshee	banshee	disgust	0.469
poverty	दरिद्रता	disgust	0.469
wallow	कीचड़ में खींचना	disgust	0.469
outrage	उल्लंघन	disgust	0.469
mocking	मजाक	disgust	0.469
furious	अति क्रुद्ध	disgust	0.469
perspiration	पसीना	disgust	0.469
prick	चुभन	disgust	0.461
recklessness	लापरवाही	disgust	0.461
distorted	विकृत	disgust	0.461
fraudulent	धोखाधड़ी	disgust	0.461
spider	मकड़ी	disgust	0.461
quack	नीम हकीम	disgust	0.461
perdition	तबाही	disgust	0.461
muddy	मैला	disgust	0.461
spurious	जाली	disgust	0.461
insulting	अपमान	disgust	0.461
scar	चोट का निसान	disgust	0.461
deceive	धोखा देना	disgust	0.461
unjustifiable	अनुचित	disgust	0.461
fool	बुद्धू	disgust	0.461
deplore	विलाप करना	disgust	0.461
plunder	लूट	disgust	0.461
aphid	aphid	disgust	0.453
bane	फटकार	disgust	0.453
indignation	रोष	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	स्वार्थी	disgust	0.453
disparage	उपेक्षा करना	disgust	0.453
cur	CUR	disgust	0.453
dishonest	बेईमान	disgust	0.453
stigma	कलंक	disgust	0.453
eschew	त्याग करना	disgust	0.453
antipathy	घृणा	disgust	0.453
alienate	हटाना	disgust	0.453
disingenuous	कपटी	disgust	0.453
elimination	निकाल देना	disgust	0.453
unthinkable	असंभव	disgust	0.453
wasted	बर्बाद	disgust	0.445
recalcitrant	आज्ञा न माननेवाला	disgust	0.445
iniquity	अधर्म	disgust	0.445
mosquito	मच्छर	disgust	0.445
caries	क्षय	disgust	0.445
bankruptcy	दिवालियापन	disgust	0.445
egotistical	घमंडी	disgust	0.445
piles	धन	disgust	0.445
smell	गंध	disgust	0.445
vacuous	असार	disgust	0.445
despair	निराशा	disgust	0.445
opium	अफ़ीम	disgust	0.445
garish	भड़कीला	disgust	0.445
lie	झूठ	disgust	0.445
pious	पवित्र	disgust	0.445
aversion	घृणा	disgust	0.438
sticky	चिपचिपा	disgust	0.438
scream	चिल्लाना	disgust	0.438
alien	विदेशी	disgust	0.438
shun	सीधे खड़े हो	disgust	0.438
abnormal	असामान्य	disgust	0.438
ashamed	शर्मिंदा	disgust	0.438
inmate	कैदी	disgust	0.438
abject	अधम	disgust	0.438
hog	सूअर	disgust	0.438
hopelessness	निराशा	disgust	0.438
homeless	बेघर	disgust	0.438
obnoxious	अप्रिय	disgust	0.438
curse	अभिशाप	disgust	0.430
creature	जंतु	disgust	0.430
cursing	अपशब्द	disgust	0.430
illegal	अवैध	disgust	0.430
lusty	lusty	disgust	0.430
shameless	बेशर्म	disgust	0.430
debris	मलबा	disgust	0.430
defiance	आज्ञा का उल्लंघन करना	disgust	0.430
pall	कष्ट देना	disgust	0.430
falsity	असत्यता	disgust	0.430
